I II III aVR aVL aVF V1 V2 AO SPO2
0.002 0.034 0.034 -0.020 -0.015 0.034 -0.015 6.200 66.000 3.355 
0.015 0.022 0.010 -0.020 0.005 0.015 -0.012 6.200 66.000 3.360 
0.034 0.044 0.010 -0.039 0.012 0.027 -0.029 6.200 65.800 3.360 
0.046 0.066 0.015 -0.054 0.015 0.044 -0.037 6.200 65.800 3.360 
0.068 0.103 0.029 -0.083 0.017 0.068 -0.059 6.400 65.600 3.360 
0.076 0.147 0.068 -0.110 0.002 0.110 -0.073 6.400 65.600 3.360 
0.088 0.173 0.085 -0.129 0.002 0.129 -0.090 6.400 65.600 3.346 
0.083 0.215 0.129 -0.147 -0.024 0.173 -0.100 6.400 65.600 3.331 
0.105 0.242 0.132 -0.171 -0.015 0.190 -0.117 6.400 65.600 3.316 
0.117 0.288 0.171 -0.203 -0.027 0.230 -0.134 6.400 65.400 3.302 
0.115 0.359 0.237 -0.232 -0.063 0.303 -0.161 6.400 65.400 3.277 
0.149 0.435 0.286 -0.291 -0.068 0.361 -0.195 6.400 65.400 3.253 
0.134 0.471 0.332 -0.300 -0.100 0.405 -0.205 6.400 65.200 3.228 
0.144 0.518 0.369 -0.327 -0.115 0.447 -0.220 6.400 65.000 3.204 
0.120 0.449 0.327 -0.283 -0.105 0.391 -0.193 6.200 65.000 3.175 
0.112 0.388 0.276 -0.249 -0.081 0.332 -0.166 6.200 64.800 3.145 
0.120 0.398 0.278 -0.259 -0.078 0.339 -0.176 6.200 64.600 3.116 
0.144 0.476 0.327 -0.308 -0.093 0.405 -0.208 6.200 64.400 3.087 
0.168 0.474 0.305 -0.320 -0.068 0.391 -0.217 6.200 64.200 3.028 
0.195 0.493 0.295 -0.342 -0.051 0.396 -0.230 6.200 64.000 2.969 
0.217 0.520 0.300 -0.366 -0.042 0.413 -0.249 6.400 63.800 2.911 
0.230 0.540 0.305 -0.381 -0.039 0.425 -0.256 6.400 63.600 2.852 
0.239 0.535 0.295 -0.386 -0.027 0.415 -0.261 6.400 63.400 2.828 
0.225 0.466 0.237 -0.342 -0.007 0.354 -0.230 6.400 63.000 2.803 
0.225 0.398 0.171 -0.310 0.027 0.286 -0.210 6.400 62.800 2.779 
0.208 0.342 0.132 -0.274 0.037 0.239 -0.183 6.400 62.600 2.755 
0.173 0.283 0.105 -0.225 0.032 0.198 -0.154 6.400 62.600 2.735 
0.139 0.225 0.085 -0.181 0.027 0.156 -0.122 6.200 62.600 2.716 
0.127 0.281 0.144 -0.198 -0.012 0.217 -0.139 6.200 62.600 2.696 
0.110 0.288 0.176 -0.198 -0.034 0.234 -0.132 6.400 62.800 2.676 
0.090 0.269 0.176 -0.178 -0.044 0.225 -0.122 6.400 62.800 2.662 
0.112 0.249 0.144 -0.183 -0.012 0.193 -0.120 6.400 63.000 2.647 
0.115 0.230 0.115 -0.171 -0.000 0.173 -0.117 6.400 63.000 2.632 
0.125 0.164 0.034 -0.142 0.044 0.103 -0.095 6.400 63.200 2.618 
0.115 0.078 -0.039 -0.095 0.076 0.022 -0.066 6.400 63.200 2.603 
0.122 0.017 -0.105 -0.068 0.115 -0.044 -0.046 6.400 63.200 2.589 
0.088 -0.017 -0.112 -0.032 0.098 -0.061 -0.027 6.400 63.000 2.574 
0.051 -0.017 -0.073 -0.015 0.061 -0.042 -0.012 6.400 63.000 2.559 
0.020 -0.020 -0.042 0.002 0.029 -0.029 -0.002 6.400 62.800 2.549 
-0.007 -0.024 -0.020 0.017 0.005 -0.020 0.010 6.400 62.600 2.540 
-0.022 -0.032 -0.005 0.024 -0.005 -0.020 0.015 6.400 62.400 2.530 
-0.034 -0.061 -0.029 0.049 -0.002 -0.044 0.032 6.400 62.200 2.520 
-0.042 -0.090 -0.054 0.068 0.005 -0.068 0.042 6.400 62.200 2.510 
-0.049 -0.071 -0.024 0.061 -0.012 -0.046 0.039 6.400 62.200 2.501 
-0.039 -0.068 -0.029 0.054 -0.005 -0.049 0.034 6.400 62.200 2.491 
-0.039 -0.083 -0.051 0.066 0.002 -0.063 0.042 6.400 62.200 2.481 
-0.037 -0.071 -0.037 0.056 -0.000 -0.051 0.034 6.400 62.400 2.466 
-0.027 -0.061 -0.032 0.044 0.005 -0.046 0.029 6.400 62.400 2.452 
-0.034 -0.078 -0.044 0.056 0.005 -0.061 0.034 6.400 62.800 2.437 
-0.044 -0.076 -0.034 0.061 -0.005 -0.054 0.039 6.400 63.200 2.422 
-0.034 -0.063 -0.029 0.049 -0.002 -0.046 0.029 6.400 63.800 2.413 
-0.034 -0.076 -0.044 0.056 0.005 -0.059 0.037 6.400 64.400 2.403 
-0.046 -0.093 -0.049 0.071 -0.000 -0.068 0.044 6.400 65.000 2.393 
-0.039 -0.085 -0.054 0.066 0.005 -0.066 0.042 6.400 65.600 2.383 
-0.034 -0.068 -0.039 0.054 -0.000 -0.051 0.032 6.400 66.200 2.374 
-0.034 -0.073 -0.044 0.056 0.002 -0.056 0.037 6.200 67.000 2.364 
-0.044 -0.083 -0.039 0.063 -0.002 -0.061 0.039 6.200 68.000 2.354 
-0.037 -0.061 -0.032 0.054 -0.005 -0.042 0.032 6.200 69.000 2.344 
-0.032 -0.068 -0.039 0.051 0.002 -0.051 0.032 6.200 70.400 2.335 
-0.037 -0.090 -0.051 0.063 0.010 -0.071 0.042 6.400 71.600 2.325 
-0.037 -0.095 -0.063 0.068 0.012 -0.076 0.042 6.400 72.600 2.315 
-0.044 -0.061 -0.024 0.056 -0.012 -0.039 0.034 6.400 73.600 2.305 
-0.042 -0.049 -0.012 0.049 -0.017 -0.027 0.027 6.400 74.400 2.291 
-0.039 -0.061 -0.024 0.051 -0.007 -0.042 0.034 6.400 75.200 2.276 
-0.042 -0.054 -0.017 0.051 -0.015 -0.032 0.029 6.400 76.400 2.261 
-0.049 -0.049 -0.012 0.056 -0.024 -0.024 0.032 6.400 77.800 2.247 
-0.046 -0.063 -0.020 0.056 -0.015 -0.039 0.034 6.400 79.400 2.232 
-0.056 -0.076 -0.022 0.068 -0.017 -0.046 0.044 6.400 81.000 2.217 
-0.044 -0.059 -0.015 0.051 -0.015 -0.037 0.032 6.400 82.400 2.203 
-0.037 -0.044 -0.012 0.044 -0.015 -0.024 0.027 6.400 83.600 2.188 
-0.044 -0.042 0.002 0.044 -0.022 -0.020 0.027 6.400 85.000 2.173 
-0.037 -0.039 0.002 0.037 -0.017 -0.020 0.024 6.400 86.200 2.159 
-0.039 -0.027 0.010 0.034 -0.024 -0.007 0.020 6.400 87.800 2.144 
-0.032 -0.024 0.005 0.029 -0.020 -0.007 0.020 6.400 89.600 2.129 
-0.039 -0.037 0.002 0.039 -0.020 -0.017 0.022 6.400 91.400 2.115 
-0.034 -0.022 0.012 0.029 -0.022 -0.005 0.020 6.600 93.400 2.100 
-0.039 -0.002 0.029 0.024 -0.037 0.017 0.012 6.400 95.400 2.085 
-0.037 -0.010 0.017 0.029 -0.032 0.010 0.015 6.400 97.400 2.071 
-0.037 -0.000 0.034 0.020 -0.037 0.020 0.010 6.400 99.400 2.061 
-0.032 0.022 0.054 0.005 -0.042 0.039 0.002 6.400 101.200 2.051 
-0.029 0.027 0.051 0.005 -0.042 0.042 -0.002 6.400 102.600 2.042 
-0.029 0.022 0.049 0.005 -0.039 0.037 0.002 6.400 104.000 2.032 
-0.042 0.029 0.066 0.010 -0.056 0.051 0.002 6.400 105.200 2.027 
-0.034 0.051 0.085 -0.007 -0.059 0.068 -0.005 6.400 106.400 2.022 
-0.024 0.066 0.093 -0.022 -0.056 0.078 -0.017 6.400 107.400 2.017 
-0.017 0.066 0.081 -0.022 -0.049 0.076 -0.017 6.400 108.600 2.012 
-0.007 0.081 0.090 -0.037 -0.046 0.085 -0.027 6.400 109.600 2.027 
0.002 0.095 0.095 -0.049 -0.044 0.095 -0.032 6.400 110.600 2.042 
-0.007 0.078 0.085 -0.034 -0.046 0.083 -0.027 6.400 111.400 2.056 
0.002 0.085 0.081 -0.042 -0.039 0.085 -0.029 6.400 112.400 2.071 
0.017 0.078 0.059 -0.046 -0.022 0.071 -0.034 6.400 113.200 2.100 
0.027 0.081 0.056 -0.054 -0.012 0.068 -0.037 6.400 114.000 2.129 
0.022 0.090 0.066 -0.054 -0.022 0.081 -0.039 6.400 114.800 2.159 
0.015 0.066 0.054 -0.042 -0.017 0.059 -0.027 6.400 115.600 2.188 
0.024 0.066 0.044 -0.046 -0.007 0.054 -0.032 6.400 116.200 2.232 
0.022 0.068 0.044 -0.044 -0.012 0.059 -0.029 6.400 117.000 2.276 
0.027 0.066 0.039 -0.046 -0.005 0.054 -0.034 6.400 117.200 2.320 
0.024 0.063 0.039 -0.044 -0.007 0.051 -0.029 6.400 117.400 2.364 
0.032 0.066 0.032 -0.046 -0.000 0.051 -0.034 6.400 117.400 2.422 
0.037 0.054 0.017 -0.044 0.010 0.037 -0.029 6.400 117.600 2.481 
0.029 0.042 0.012 -0.034 0.010 0.027 -0.027 6.400 117.600 2.540 
0.027 0.039 0.012 -0.032 0.007 0.027 -0.022 6.400 117.600 2.598 
0.029 0.039 0.012 -0.034 0.010 0.024 -0.024 6.400 117.400 2.652 
0.037 0.046 0.007 -0.039 0.015 0.029 -0.027 6.400 117.400 2.706 
0.027 0.046 0.022 -0.037 0.005 0.034 -0.027 6.400 117.200 2.759 
0.039 0.037 -0.005 -0.037 0.022 0.017 -0.024 6.400 116.800 2.813 
0.032 0.027 -0.005 -0.029 0.020 0.012 -0.022 6.400 116.400 2.872 
0.032 0.027 -0.007 -0.027 0.020 0.012 -0.020 6.400 116.000 2.930 
0.034 0.039 0.007 -0.037 0.015 0.022 -0.027 6.200 115.400 2.989 
0.032 0.051 0.012 -0.037 0.007 0.037 -0.027 6.200 114.800 3.048 
0.034 0.039 0.010 -0.039 0.015 0.022 -0.027 6.200 114.200 3.092 
0.042 0.034 -0.012 -0.034 0.024 0.015 -0.024 6.200 113.600 3.136 
0.029 0.029 -0.002 -0.027 0.015 0.015 -0.022 6.200 112.600 3.179 
0.034 0.032 -0.007 -0.029 0.020 0.015 -0.022 6.400 111.600 3.223 
0.039 0.032 -0.010 -0.034 0.024 0.012 -0.027 6.400 110.200 3.277 
0.042 0.044 0.005 -0.044 0.020 0.024 -0.029 6.400 109.000 3.331 
0.039 0.056 0.015 -0.046 0.012 0.037 -0.034 6.400 107.800 3.385 
0.044 0.054 0.002 -0.044 0.017 0.032 -0.032 6.200 106.600 3.438 
0.044 0.049 0.005 -0.046 0.020 0.027 -0.034 6.200 105.800 3.448 
0.034 0.046 0.007 -0.037 0.012 0.029 -0.027 6.200 104.800 3.458 
0.039 0.049 0.005 -0.042 0.015 0.029 -0.032 6.200 104.200 3.468 
0.044 0.037 -0.010 -0.039 0.027 0.015 -0.027 6.200 103.600 3.477 
0.034 0.024 -0.010 -0.029 0.022 0.007 -0.022 6.400 103.000 3.468 
0.027 0.020 -0.012 -0.020 0.017 0.007 -0.015 6.400 102.400 3.458 
0.049 0.034 -0.012 -0.042 0.032 0.010 -0.029 6.400 101.800 3.448 
0.044 0.039 -0.005 -0.042 0.024 0.017 -0.027 6.400 101.000 3.438 
0.020 0.017 -0.000 -0.020 0.012 0.007 -0.015 6.400 100.400 3.424 
0.029 0.020 -0.010 -0.024 0.020 0.005 -0.017 6.600 99.800 3.409 
0.022 0.022 -0.005 -0.020 0.012 0.012 -0.017 6.600 99.200 3.394 
0.010 0.007 -0.000 -0.010 0.007 0.002 -0.005 6.600 98.600 3.380 
0.029 0.010 -0.017 -0.020 0.024 -0.005 -0.015 6.400 97.800 3.355 
0.020 -0.000 -0.015 -0.012 0.020 -0.010 -0.007 6.400 97.200 3.331 
0.020 -0.000 -0.017 -0.010 0.020 -0.010 -0.010 6.400 96.400 3.306 
0.020 0.005 -0.015 -0.012 0.017 -0.005 -0.007 6.200 95.800 3.282 
0.015 0.007 -0.010 -0.010 0.012 -0.000 -0.010 6.200 95.200 3.258 
0.007 -0.002 -0.010 -0.002 0.010 -0.005 -0.002 6.200 94.800 3.233 
0.005 -0.012 -0.020 0.005 0.012 -0.015 -0.000 6.200 94.400 3.209 
0.005 -0.039 -0.044 0.017 0.024 -0.042 0.012 6.200 93.800 3.184 
0.010 -0.046 -0.056 0.020 0.034 -0.051 0.010 6.400 93.000 3.160 
-0.002 -0.054 -0.054 0.029 0.024 -0.051 0.020 6.400 92.200 3.136 
-0.000 -0.049 -0.051 0.027 0.024 -0.049 0.015 6.400 91.000 3.111 
-0.005 -0.049 -0.044 0.027 0.020 -0.046 0.017 6.400 90.000 3.087 
-0.002 -0.037 -0.037 0.022 0.017 -0.034 0.010 6.400 89.000 3.062 
0.002 -0.037 -0.039 0.017 0.022 -0.037 0.012 6.400 88.000 3.038 
0.010 -0.059 -0.073 0.027 0.039 -0.063 0.015 6.400 87.200 3.013 
0.020 -0.083 -0.105 0.034 0.061 -0.093 0.022 6.400 86.400 2.989 
0.005 -0.071 -0.081 0.037 0.042 -0.073 0.020 6.200 85.600 2.969 
0.015 -0.046 -0.066 0.020 0.039 -0.054 0.010 6.200 85.000 2.950 
0.017 -0.044 -0.063 0.015 0.039 -0.051 0.007 6.200 84.600 2.930 
0.020 -0.039 -0.063 0.012 0.039 -0.049 0.007 6.200 84.400 2.911 
0.002 -0.056 -0.059 0.027 0.032 -0.056 0.015 6.400 84.400 2.896 
0.024 -0.061 -0.088 0.020 0.056 -0.073 0.012 6.400 84.400 2.882 
0.012 -0.073 -0.088 0.032 0.049 -0.078 0.017 6.400 84.800 2.867 
0.022 -0.049 -0.073 0.015 0.046 -0.059 0.010 6.600 85.000 2.852 
0.032 -0.044 -0.076 0.007 0.054 -0.059 0.002 6.400 85.600 2.838 
0.012 -0.037 -0.051 0.015 0.032 -0.042 0.007 6.400 86.000 2.823 
0.015 -0.032 -0.051 0.012 0.032 -0.039 0.002 6.400 86.400 2.808 
0.017 -0.020 -0.046 0.007 0.027 -0.027 -0.000 6.200 86.800 2.794 
0.024 -0.012 -0.042 -0.002 0.032 -0.024 -0.007 6.200 87.200 2.784 
0.029 -0.000 -0.037 -0.010 0.029 -0.015 -0.010 6.200 87.400 2.774 
0.039 0.007 -0.037 -0.020 0.037 -0.012 -0.017 6.200 87.400 2.764 
0.029 -0.002 -0.034 -0.012 0.032 -0.017 -0.010 6.200 87.200 2.755 
0.024 -0.022 -0.044 -0.002 0.037 -0.034 -0.002 6.400 87.000 2.745 
0.032 -0.012 -0.046 -0.007 0.039 -0.027 -0.007 6.400 86.800 2.735 
0.029 -0.007 -0.037 -0.010 0.034 -0.022 -0.010 6.400 86.400 2.725 
0.022 0.020 -0.007 -0.017 0.012 0.010 -0.015 6.400 86.000 2.716 
0.034 0.017 -0.015 -0.027 0.027 -0.000 -0.020 6.400 85.800 2.706 
0.039 0.022 -0.015 -0.032 0.029 0.002 -0.020 6.400 85.400 2.696 
0.029 0.015 -0.010 -0.024 0.022 -0.000 -0.017 6.400 85.000 2.686 
0.029 0.032 -0.000 -0.029 0.015 0.017 -0.020 6.400 84.400 2.676 
0.034 0.020 -0.015 -0.027 0.024 0.002 -0.020 6.400 84.000 2.667 
0.032 0.022 -0.010 -0.027 0.022 0.007 -0.017 6.400 83.400 2.657 
0.032 0.022 -0.015 -0.024 0.022 0.007 -0.020 6.400 82.800 2.647 
0.039 0.002 -0.037 -0.020 0.039 -0.017 -0.015 6.400 82.200 2.637 
0.012 -0.015 -0.022 -0.000 0.020 -0.020 -0.002 6.400 81.600 2.628 
0.002 0.005 -0.005 -0.000 -0.000 0.005 -0.002 6.400 80.800 2.618 
0.007 0.015 0.002 -0.007 -0.000 0.012 -0.010 6.400 80.000 2.608 
0.034 0.010 -0.029 -0.020 0.029 -0.007 -0.015 6.400 79.200 2.598 
0.015 -0.015 -0.029 -0.000 0.022 -0.022 -0.002 6.400 78.400 2.584 
-0.002 -0.007 -0.002 0.005 0.002 -0.005 0.002 6.400 77.800 2.569 
0.015 0.007 -0.010 -0.010 0.012 -0.000 -0.010 6.400 77.200 2.554 
0.010 0.007 -0.007 -0.005 0.007 0.002 -0.005 6.400 76.600 2.540 
-0.005 -0.012 -0.012 0.012 0.002 -0.010 0.002 6.400 76.200 2.530 
0.007 -0.007 -0.022 0.005 0.012 -0.010 -0.000 6.400 75.600 2.520 
0.007 -0.005 -0.015 -0.000 0.010 -0.007 -0.002 6.400 75.400 2.510 
0.005 -0.020 -0.024 0.007 0.015 -0.022 0.005 6.400 75.000 2.501 
0.012 -0.002 -0.020 -0.002 0.015 -0.007 -0.005 6.400 74.600 2.486 
0.010 -0.002 -0.015 -0.002 0.012 -0.007 -0.002 6.200 74.400 2.471 
0.015 -0.005 -0.024 -0.002 0.017 -0.012 -0.005 6.200 74.200 2.457 
0.015 -0.020 -0.037 0.005 0.024 -0.027 0.002 6.200 74.200 2.442 
0.012 -0.010 -0.020 -0.002 0.017 -0.015 -0.002 6.200 74.200 2.427 
0.015 -0.007 -0.022 -0.002 0.020 -0.015 -0.002 6.200 74.400 2.413 
0.015 -0.022 -0.039 0.005 0.027 -0.029 -0.000 6.200 74.400 2.398 
0.005 -0.022 -0.029 0.010 0.017 -0.024 0.005 6.200 74.600 2.383 
0.012 0.005 -0.012 -0.005 0.010 -0.000 -0.007 6.200 74.400 2.364 
0.017 0.007 -0.010 -0.012 0.015 -0.000 -0.007 6.400 74.400 2.344 
0.005 -0.010 -0.017 0.005 0.010 -0.012 -0.000 6.400 74.200 2.325 
0.032 0.005 -0.032 -0.015 0.029 -0.010 -0.012 6.400 73.800 2.305 
0.029 -0.010 -0.037 -0.010 0.034 -0.024 -0.010 6.400 73.600 2.281 
0.029 -0.020 -0.049 -0.005 0.039 -0.034 -0.002 6.400 73.200 2.256 
0.027 -0.024 -0.051 -0.000 0.039 -0.037 -0.002 6.400 72.800 2.232 
0.032 -0.007 -0.042 -0.010 0.037 -0.022 -0.007 6.400 72.400 2.208 
0.037 -0.005 -0.039 -0.017 0.039 -0.022 -0.012 6.400 72.000 2.183 
0.022 -0.015 -0.037 -0.002 0.029 -0.024 -0.002 6.400 71.800 2.159 
0.027 0.015 -0.010 -0.022 0.020 0.002 -0.017 6.400 71.600 2.134 
0.037 0.037 0.002 -0.037 0.020 0.020 -0.024 6.400 71.600 2.110 
0.039 0.022 -0.024 -0.027 0.029 0.002 -0.022 6.400 71.600 2.085 
0.037 -0.012 -0.054 -0.010 0.044 -0.029 -0.007 6.400 71.600 2.061 
0.032 -0.002 -0.034 -0.015 0.034 -0.017 -0.012 6.400 72.000 2.037 
0.037 0.020 -0.020 -0.027 0.027 0.002 -0.020 6.400 72.200 2.012 
0.042 0.017 -0.027 -0.027 0.034 -0.002 -0.022 6.400 72.600 1.963 
0.029 0.017 -0.017 -0.020 0.022 0.002 -0.015 6.400 73.200 1.915 
0.042 0.029 -0.015 -0.034 0.027 0.010 -0.027 6.400 74.200 1.866 
0.044 0.029 -0.017 -0.034 0.029 0.007 -0.024 6.400 75.400 1.817 
0.024 0.017 -0.012 -0.017 0.017 0.005 -0.017 6.400 76.600 1.797 
0.024 0.024 -0.002 -0.022 0.012 0.012 -0.017 6.400 77.800 1.778 
0.034 0.034 -0.005 -0.032 0.017 0.017 -0.024 6.400 77.600 1.758 
0.039 0.027 -0.017 -0.029 0.027 0.007 -0.022 6.400 77.600 1.739 
0.037 0.015 -0.024 -0.024 0.029 -0.002 -0.020 6.400 76.400 1.714 
0.037 0.034 -0.007 -0.032 0.020 0.017 -0.024 6.400 75.200 1.690 
0.039 0.042 0.002 -0.039 0.020 0.022 -0.029 6.400 73.600 1.665 
0.039 0.024 -0.017 -0.029 0.027 0.005 -0.022 6.400 71.800 1.641 
0.010 0.017 0.005 -0.012 0.002 0.012 -0.012 6.400 70.000 1.612 
0.012 0.022 -0.000 -0.012 0.002 0.017 -0.012 6.400 68.200 1.582 
0.024 0.039 0.005 -0.027 0.005 0.027 -0.024 6.400 67.000 1.553 
0.022 0.017 -0.002 -0.020 0.015 0.007 -0.012 6.400 66.000 1.524 
0.010 0.012 0.002 -0.010 0.005 0.007 -0.010 6.400 65.600 1.499 
0.034 0.029 -0.015 -0.027 0.020 0.012 -0.022 6.400 65.200 1.475 
0.032 0.022 -0.017 -0.022 0.022 0.007 -0.020 6.400 65.200 1.451 
0.005 0.007 -0.005 -0.002 0.002 0.005 -0.005 6.200 65.200 1.426 
0.015 0.034 0.012 -0.020 -0.002 0.027 -0.020 6.200 65.000 1.402 
0.022 0.034 0.002 -0.022 0.005 0.024 -0.020 6.200 64.800 1.377 
0.010 0.002 -0.020 -0.000 0.010 -0.002 -0.007 6.200 64.400 1.353 
0.002 -0.007 -0.020 0.007 0.007 -0.007 0.002 6.400 64.000 1.328 
0.007 0.005 -0.010 -0.002 0.005 0.002 -0.007 6.400 63.400 1.309 
0.005 -0.015 -0.022 0.007 0.012 -0.017 0.002 6.400 63.000 1.289 
0.002 -0.010 -0.017 0.007 0.007 -0.010 -0.000 6.400 63.000 1.270 
0.002 0.002 -0.012 0.005 0.002 0.002 -0.002 6.600 62.800 1.250 
0.012 0.015 -0.002 -0.010 0.005 0.010 -0.012 6.400 63.200 1.226 
0.017 0.012 -0.010 -0.012 0.012 0.005 -0.010 6.400 63.400 1.201 
0.005 -0.015 -0.032 0.012 0.012 -0.017 -0.000 6.400 64.000 1.177 
0.005 -0.010 -0.022 0.007 0.010 -0.012 0.002 6.200 64.600 1.153 
0.012 -0.000 -0.022 -0.000 0.012 -0.005 -0.007 6.200 64.800 1.128 
0.015 -0.002 -0.024 -0.002 0.017 -0.010 -0.005 6.200 65.200 1.104 
0.012 0.015 -0.002 -0.010 0.005 0.010 -0.012 6.200 65.400 1.079 
0.005 0.012 -0.000 -0.005 -0.000 0.010 -0.005 6.200 65.600 1.055 
-0.000 0.002 -0.005 0.002 -0.000 0.002 -0.002 6.200 65.600 1.031 
0.012 -0.005 -0.027 0.002 0.015 -0.010 -0.002 6.200 65.400 1.006 
0.012 -0.005 -0.020 -0.002 0.015 -0.010 -0.005 6.200 65.200 0.982 
0.022 -0.005 -0.034 -0.005 0.024 -0.015 -0.005 6.200 65.000 0.957 
0.020 -0.007 -0.034 -0.002 0.024 -0.017 -0.007 6.200 64.600 0.928 
0.010 -0.000 -0.022 0.002 0.010 -0.005 -0.002 6.400 64.400 0.899 
0.027 0.015 -0.022 -0.015 0.020 0.002 -0.017 6.400 64.000 0.869 
0.020 0.010 -0.022 -0.007 0.015 -0.000 -0.010 6.400 63.600 0.840 
0.024 0.005 -0.032 -0.007 0.022 -0.007 -0.012 6.400 63.200 0.801 
0.032 0.015 -0.027 -0.017 0.024 -0.000 -0.015 6.400 62.800 0.762 
0.042 0.037 -0.015 -0.034 0.024 0.017 -0.029 6.400 62.400 0.723 
0.039 0.027 -0.027 -0.024 0.027 0.007 -0.022 6.400 62.200 0.684 
0.034 0.017 -0.029 -0.020 0.027 -0.000 -0.020 6.400 61.800 0.645 
0.046 0.027 -0.027 -0.032 0.034 0.005 -0.024 6.200 61.600 0.606 
0.044 0.024 -0.029 -0.029 0.032 0.002 -0.024 6.200 61.600 0.567 
0.051 0.007 -0.054 -0.024 0.049 -0.017 -0.020 6.200 61.400 0.527 
0.056 0.020 -0.049 -0.032 0.046 -0.007 -0.027 6.200 61.600 0.498 
0.049 0.032 -0.027 -0.034 0.034 0.007 -0.027 6.200 61.800 0.469 
0.032 0.015 -0.034 -0.015 0.024 -0.000 -0.017 6.200 62.000 0.440 
0.015 -0.010 -0.034 0.002 0.020 -0.017 -0.002 6.400 62.400 0.410 
0.029 0.012 -0.027 -0.015 0.024 -0.002 -0.017 6.400 62.600 0.386 
0.010 0.022 0.005 -0.012 -0.000 0.017 -0.010 6.600 62.800 0.361 
0.017 -0.000 -0.020 -0.007 0.017 -0.007 -0.007 6.600 62.600 0.337 
0.007 0.002 -0.015 -0.000 0.007 -0.000 -0.002 6.400 62.600 0.313 
0.007 -0.005 -0.017 0.002 0.010 -0.007 -0.002 6.400 62.200 0.288 
0.022 0.007 -0.024 -0.010 0.020 -0.002 -0.010 6.400 61.800 0.264 
-0.000 -0.010 -0.017 0.010 0.005 -0.010 -0.000 6.400 61.600 0.239 
0.007 -0.007 -0.027 0.007 0.012 -0.010 -0.000 6.400 61.400 0.215 
0.015 -0.012 -0.042 0.007 0.022 -0.020 -0.002 6.400 61.200 0.190 
0.005 -0.010 -0.022 0.007 0.010 -0.012 0.002 6.400 61.000 0.166 
-0.000 -0.012 -0.017 0.010 0.007 -0.012 0.002 6.400 61.000 0.142 
-0.012 0.002 0.005 0.010 -0.012 0.010 0.002 6.400 60.800 0.117 
-0.007 -0.015 -0.015 0.015 -0.000 -0.010 0.005 6.400 60.800 0.093 
-0.010 -0.027 -0.022 0.022 0.005 -0.022 0.012 6.400 60.600 0.068 
-0.010 -0.042 -0.037 0.029 0.012 -0.037 0.015 6.400 60.600 0.044 
-0.015 -0.022 -0.010 0.020 -0.002 -0.015 0.012 6.400 60.600 0.020 
-0.002 0.007 -0.002 0.005 -0.005 0.010 -0.005 6.400 60.600 0.015 
-0.012 0.002 0.005 0.010 -0.012 0.010 0.002 6.400 60.400 0.010 
-0.027 -0.005 0.017 0.020 -0.024 0.010 0.007 6.600 60.000 0.005 
-0.017 -0.005 0.005 0.015 -0.015 0.005 0.007 6.600 59.800 -0.000 
-0.017 -0.034 -0.027 0.032 -0.000 -0.024 0.015 6.600 59.600 -0.000 
-0.015 -0.042 -0.034 0.032 0.007 -0.034 0.020 6.400 59.200 -0.000 
-0.015 -0.015 -0.010 0.020 -0.007 -0.007 0.007 6.400 59.200 -0.000 
-0.012 -0.012 -0.007 0.017 -0.005 -0.005 0.007 6.400 59.000 -0.000 
-0.015 -0.024 -0.017 0.024 -0.002 -0.017 0.010 6.400 58.800 0.015 
-0.007 -0.017 -0.015 0.015 0.002 -0.012 0.007 6.400 58.600 0.029 
-0.002 -0.007 -0.010 0.007 0.002 -0.005 -0.000 6.400 58.400 0.044 
0.015 0.002 -0.020 -0.005 0.015 -0.005 -0.005 6.400 58.200 0.059 
0.017 0.012 -0.012 -0.010 0.012 0.005 -0.012 6.400 57.800 0.117 
0.010 0.020 -0.000 -0.010 -0.000 0.015 -0.010 6.400 57.400 0.176 
0.012 0.027 0.012 -0.017 -0.000 0.022 -0.015 6.400 57.400 0.234 
0.007 0.005 -0.012 -0.000 0.005 0.002 -0.005 6.400 57.200 0.293 
-0.005 -0.022 -0.027 0.020 0.007 -0.020 0.007 6.400 57.400 0.391 
0.010 -0.005 -0.020 -0.000 0.012 -0.010 -0.002 6.400 57.600 0.488 
0.012 0.010 -0.012 -0.005 0.007 0.005 -0.010 6.400 58.000 0.586 
0.005 0.007 -0.007 -0.000 0.002 0.005 -0.005 6.400 58.400 0.684 
0.002 0.015 -0.000 -0.002 -0.005 0.015 -0.007 6.400 59.000 0.811 
0.015 0.029 0.005 -0.017 -0.000 0.022 -0.015 6.400 59.600 0.938 
0.032 0.042 -0.000 -0.032 0.012 0.027 -0.027 6.400 60.000 1.065 
0.017 0.020 -0.007 -0.012 0.007 0.012 -0.012 6.200 60.400 1.192 
0.020 0.022 -0.000 -0.020 0.010 0.012 -0.017 6.200 60.400 1.499 
0.012 0.007 -0.012 -0.005 0.010 0.002 -0.007 6.200 60.400 1.807 
0.015 -0.002 -0.022 -0.002 0.017 -0.010 -0.007 6.200 60.200 2.115 
0.007 0.007 -0.007 -0.002 0.005 0.005 -0.005 6.200 60.200 2.422 
0.005 -0.000 -0.010 -0.000 0.005 -0.002 -0.005 6.200 60.200 2.564 
0.017 -0.002 -0.027 -0.002 0.020 -0.010 -0.005 6.200 60.200 2.706 
0.020 0.002 -0.027 -0.005 0.020 -0.007 -0.010 6.200 60.200 2.847 
