I II III aVR aVL aVF V1 AO LV SPO2
-0.022 -0.029 -0.007 0.027 -0.007 -0.017 0.002 92.800 25.800 3.302 
-0.024 -0.037 -0.017 0.034 -0.005 -0.024 -0.000 92.600 22.600 3.292 
-0.032 -0.042 -0.012 0.039 -0.010 -0.024 -0.002 92.600 19.800 3.282 
-0.037 -0.049 -0.015 0.044 -0.012 -0.029 0.002 92.600 17.400 3.272 
-0.034 -0.039 -0.007 0.039 -0.015 -0.022 0.010 92.600 15.200 3.263 
-0.034 -0.044 -0.010 0.039 -0.012 -0.027 0.012 92.600 13.400 3.253 
-0.032 -0.049 -0.015 0.039 -0.007 -0.032 0.005 92.600 11.800 3.243 
-0.044 -0.056 -0.015 0.051 -0.015 -0.034 0.002 92.600 10.400 3.233 
-0.022 -0.042 -0.017 0.032 -0.000 -0.029 0.002 92.400 9.400 3.223 
-0.010 -0.032 -0.024 0.022 0.007 -0.027 0.002 92.200 8.600 3.214 
-0.032 -0.054 -0.022 0.044 -0.005 -0.037 0.005 92.000 8.000 3.204 
-0.034 -0.054 -0.017 0.044 -0.007 -0.037 -0.000 91.800 7.600 3.199 
-0.029 -0.042 -0.020 0.039 -0.007 -0.027 0.005 91.400 7.200 3.194 
-0.032 -0.046 -0.010 0.037 -0.007 -0.029 0.005 91.000 7.000 3.189 
-0.024 -0.042 -0.010 0.029 -0.002 -0.029 0.007 90.600 7.000 3.184 
-0.017 -0.037 -0.017 0.027 0.002 -0.027 0.002 90.200 6.800 3.170 
-0.029 -0.042 -0.012 0.037 -0.007 -0.027 0.005 89.800 6.800 3.155 
-0.042 -0.049 -0.007 0.046 -0.017 -0.027 0.005 89.200 6.800 3.140 
-0.012 -0.022 -0.010 0.017 -0.000 -0.015 0.005 88.800 7.000 3.126 
-0.027 -0.027 0.005 0.024 -0.012 -0.012 0.015 88.400 7.000 3.101 
-0.022 -0.012 0.012 0.017 -0.015 -0.000 0.027 88.000 7.000 3.077 
-0.024 -0.005 0.017 0.017 -0.022 0.007 0.034 87.400 7.200 3.053 
-0.034 -0.017 0.012 0.029 -0.024 -0.000 0.032 87.000 7.200 3.028 
-0.020 -0.010 0.015 0.012 -0.015 -0.000 0.034 86.600 7.400 3.009 
-0.029 -0.015 0.017 0.022 -0.022 -0.000 0.024 86.200 7.600 2.989 
-0.024 -0.015 0.012 0.020 -0.017 -0.002 0.022 85.800 7.600 2.969 
-0.015 -0.007 0.007 0.012 -0.010 -0.000 0.010 85.400 7.800 2.950 
-0.024 -0.022 0.002 0.024 -0.012 -0.010 -0.007 85.000 8.000 2.930 
-0.015 -0.012 0.005 0.012 -0.007 -0.005 -0.010 84.600 8.200 2.911 
-0.007 -0.002 0.010 0.002 -0.005 0.002 -0.024 84.200 8.400 2.891 
-0.020 -0.017 0.005 0.017 -0.010 -0.007 -0.024 83.800 8.600 2.872 
-0.015 -0.017 0.005 0.012 -0.005 -0.010 -0.029 83.600 8.800 2.867 
-0.002 -0.005 0.005 -0.000 -0.000 -0.002 -0.027 83.200 9.000 2.862 
-0.000 -0.012 -0.012 0.007 0.007 -0.012 -0.029 82.800 9.200 2.857 
-0.005 -0.029 -0.022 0.017 0.010 -0.027 -0.029 82.400 9.400 2.852 
-0.007 -0.027 -0.012 0.015 0.007 -0.022 -0.034 82.000 9.600 2.852 
-0.005 -0.017 -0.007 0.010 0.005 -0.015 -0.046 81.600 9.800 2.852 
-0.002 -0.024 -0.020 0.012 0.010 -0.022 -0.049 81.400 10.000 2.852 
-0.005 -0.034 -0.032 0.022 0.012 -0.032 -0.054 81.000 10.000 2.852 
0.027 -0.015 -0.042 -0.005 0.034 -0.027 -0.051 80.600 10.200 2.857 
0.027 -0.015 -0.039 -0.007 0.034 -0.027 -0.039 80.200 10.400 2.862 
0.015 -0.015 -0.024 -0.002 0.022 -0.022 -0.032 79.800 10.400 2.867 
0.007 -0.005 -0.012 -0.000 0.010 -0.007 -0.027 79.600 10.600 2.872 
-0.007 -0.017 -0.012 0.015 0.002 -0.012 -0.015 79.200 10.600 2.877 
-0.029 -0.034 -0.005 0.032 -0.012 -0.020 -0.002 78.800 10.600 2.882 
-0.024 -0.024 -0.005 0.027 -0.012 -0.012 0.007 78.400 10.800 2.886 
-0.027 -0.037 -0.012 0.034 -0.007 -0.022 0.010 78.000 10.800 2.891 
-0.034 -0.042 -0.012 0.042 -0.012 -0.024 0.010 77.800 10.800 2.891 
-0.027 -0.046 -0.020 0.037 -0.002 -0.032 0.010 77.400 10.800 2.891 
-0.017 -0.044 -0.032 0.034 0.005 -0.034 0.007 77.000 11.000 2.891 
-0.039 -0.063 -0.027 0.054 -0.007 -0.044 0.010 76.600 11.000 2.891 
-0.022 -0.051 -0.027 0.037 0.005 -0.039 0.012 76.400 11.200 2.882 
-0.024 -0.046 -0.027 0.039 -0.000 -0.034 0.017 76.000 11.200 2.872 
-0.015 -0.044 -0.029 0.029 0.007 -0.037 0.015 75.800 11.400 2.862 
-0.032 -0.051 -0.020 0.042 -0.005 -0.034 0.010 75.400 11.600 2.852 
-0.020 -0.044 -0.027 0.034 0.002 -0.034 0.012 75.200 11.800 2.842 
-0.022 -0.042 -0.027 0.037 -0.000 -0.029 0.017 74.800 12.000 2.833 
-0.046 -0.061 -0.024 0.059 -0.015 -0.037 0.012 74.600 12.200 2.823 
-0.029 -0.051 -0.027 0.044 -0.002 -0.037 0.007 74.200 12.400 2.813 
-0.027 -0.046 -0.027 0.042 -0.002 -0.032 0.012 74.000 12.600 2.794 
-0.034 -0.054 -0.027 0.049 -0.007 -0.037 0.012 73.800 12.800 2.774 
-0.042 -0.059 -0.020 0.051 -0.012 -0.037 0.007 73.600 13.000 2.755 
-0.042 -0.054 -0.020 0.051 -0.015 -0.032 0.005 73.200 13.400 2.735 
-0.029 -0.046 -0.020 0.039 -0.005 -0.032 0.012 73.000 13.600 2.720 
-0.027 -0.044 -0.027 0.042 -0.005 -0.029 0.012 72.800 14.000 2.706 
-0.022 -0.042 -0.027 0.037 -0.000 -0.029 0.010 72.600 14.400 2.691 
-0.034 -0.051 -0.024 0.046 -0.007 -0.034 0.010 72.400 14.600 2.676 
-0.022 -0.042 -0.027 0.037 -0.000 -0.029 0.010 72.200 15.000 2.657 
-0.027 -0.049 -0.024 0.039 -0.002 -0.034 0.010 72.000 15.400 2.637 
-0.042 -0.063 -0.027 0.056 -0.010 -0.042 0.010 71.800 15.600 2.618 
-0.022 -0.044 -0.027 0.037 -0.000 -0.032 0.015 71.600 16.000 2.598 
-0.022 -0.037 -0.020 0.032 -0.002 -0.024 0.012 71.400 16.200 2.569 
-0.039 -0.049 -0.017 0.049 -0.015 -0.029 0.005 71.200 16.600 2.540 
-0.002 -0.020 -0.032 0.020 0.007 -0.017 0.012 71.000 16.800 2.510 
-0.012 -0.024 -0.020 0.022 -0.000 -0.017 0.007 70.800 17.200 2.481 
-0.005 -0.017 -0.024 0.017 0.005 -0.015 0.010 70.600 17.400 2.466 
0.005 -0.024 -0.037 0.015 0.017 -0.027 0.005 70.400 17.600 2.452 
0.032 -0.034 -0.071 0.005 0.049 -0.049 -0.007 70.200 17.800 2.437 
0.083 -0.027 -0.120 -0.022 0.098 -0.068 -0.012 70.000 18.000 2.422 
0.081 -0.022 -0.110 -0.024 0.093 -0.061 -0.032 69.800 18.200 2.408 
0.068 0.022 -0.054 -0.042 0.059 -0.012 -0.054 69.800 18.400 2.393 
0.088 0.127 0.027 -0.100 0.024 0.083 -0.093 69.600 18.400 2.379 
0.105 0.269 0.149 -0.178 -0.029 0.217 -0.171 69.400 18.400 2.364 
0.142 0.469 0.322 -0.303 -0.093 0.398 -0.276 69.200 18.400 2.349 
0.164 0.574 0.400 -0.364 -0.122 0.493 -0.376 69.000 18.400 2.335 
0.105 0.601 0.481 -0.344 -0.195 0.549 -0.398 68.800 18.400 2.320 
0.054 0.608 0.547 -0.327 -0.249 0.581 -0.425 68.600 18.200 2.305 
0.002 0.674 0.664 -0.335 -0.335 0.674 -0.454 68.400 18.200 2.291 
-0.002 0.716 0.698 -0.347 -0.359 0.718 -0.447 68.200 18.000 2.276 
-0.005 0.645 0.637 -0.313 -0.327 0.647 -0.447 68.000 17.800 2.261 
-0.051 0.623 0.657 -0.276 -0.361 0.650 -0.447 68.000 17.600 2.247 
-0.085 0.613 0.689 -0.259 -0.391 0.657 -0.422 67.800 17.400 2.237 
-0.071 0.581 0.645 -0.252 -0.361 0.618 -0.376 67.600 17.200 2.227 
-0.100 0.366 0.452 -0.125 -0.283 0.418 -0.276 67.400 17.000 2.217 
-0.112 0.220 0.320 -0.046 -0.222 0.276 -0.210 67.200 16.800 2.208 
-0.090 0.125 0.205 -0.012 -0.151 0.171 -0.164 67.000 16.800 2.198 
-0.068 0.073 0.127 0.005 -0.105 0.107 -0.122 66.800 16.600 2.188 
-0.076 0.032 0.093 0.029 -0.090 0.071 -0.090 66.600 16.600 2.178 
-0.061 -0.005 0.044 0.039 -0.059 0.027 -0.083 66.400 16.600 2.168 
-0.032 -0.005 0.017 0.024 -0.029 0.012 -0.061 66.200 16.800 2.159 
-0.024 -0.002 0.010 0.020 -0.022 0.010 -0.029 66.000 17.200 2.149 
-0.049 -0.039 -0.000 0.049 -0.029 -0.015 -0.010 65.800 17.800 2.139 
-0.039 -0.066 -0.034 0.056 -0.005 -0.046 0.005 65.800 18.800 2.129 
-0.027 -0.078 -0.066 0.061 0.012 -0.063 0.020 65.600 20.000 2.125 
-0.037 -0.098 -0.081 0.078 0.012 -0.078 0.032 65.400 21.800 2.120 
-0.024 -0.107 -0.095 0.073 0.029 -0.095 0.039 65.200 24.000 2.115 
-0.010 -0.115 -0.112 0.066 0.049 -0.110 0.037 65.200 26.600 2.110 
-0.037 -0.129 -0.105 0.090 0.029 -0.110 0.051 65.000 30.000 2.105 
-0.022 -0.129 -0.125 0.085 0.044 -0.117 0.051 64.800 33.800 2.100 
-0.020 -0.132 -0.122 0.081 0.046 -0.122 0.046 64.800 38.200 2.095 
-0.012 -0.142 -0.137 0.081 0.059 -0.134 0.044 64.800 43.000 2.090 
-0.022 -0.144 -0.129 0.088 0.051 -0.132 0.056 64.600 48.400 2.085 
-0.020 -0.147 -0.134 0.088 0.054 -0.137 0.056 64.600 54.200 2.081 
-0.017 -0.154 -0.144 0.090 0.061 -0.144 0.051 64.600 60.000 2.076 
-0.007 -0.151 -0.154 0.085 0.068 -0.147 0.059 64.800 66.200 2.071 
0.017 -0.134 -0.159 0.063 0.085 -0.142 0.059 65.000 72.400 2.061 
-0.002 -0.147 -0.156 0.081 0.071 -0.144 0.056 65.200 78.600 2.051 
-0.010 -0.159 -0.159 0.090 0.071 -0.154 0.056 65.600 84.600 2.042 
0.002 -0.154 -0.166 0.081 0.081 -0.154 0.051 66.000 90.400 2.032 
0.002 -0.161 -0.166 0.081 0.083 -0.161 0.061 66.600 95.600 2.017 
0.015 -0.156 -0.183 0.078 0.093 -0.164 0.063 67.400 100.600 2.002 
0.012 -0.161 -0.181 0.078 0.093 -0.166 0.056 68.200 104.800 1.988 
0.010 -0.168 -0.186 0.083 0.095 -0.173 0.056 69.200 108.600 1.973 
0.015 -0.176 -0.200 0.085 0.103 -0.183 0.059 70.400 111.600 1.963 
0.029 -0.161 -0.200 0.071 0.110 -0.176 0.066 71.600 114.000 1.954 
0.032 -0.168 -0.208 0.073 0.117 -0.183 0.068 73.000 115.600 1.944 
0.024 -0.186 -0.210 0.081 0.117 -0.198 0.071 74.600 116.800 1.934 
0.015 -0.188 -0.212 0.093 0.110 -0.195 0.068 76.000 117.400 1.924 
0.032 -0.173 -0.215 0.076 0.120 -0.188 0.073 77.800 117.400 1.915 
0.042 -0.171 -0.222 0.071 0.127 -0.190 0.071 79.400 117.200 1.905 
0.039 -0.181 -0.230 0.076 0.129 -0.200 0.066 81.000 116.800 1.895 
0.029 -0.186 -0.232 0.088 0.122 -0.200 0.071 82.800 116.000 1.890 
0.039 -0.181 -0.234 0.078 0.129 -0.200 0.076 84.400 115.400 1.885 
0.039 -0.183 -0.237 0.081 0.132 -0.203 0.073 86.000 114.600 1.880 
0.037 -0.186 -0.227 0.078 0.129 -0.203 0.071 87.600 113.800 1.875 
0.037 -0.188 -0.227 0.078 0.132 -0.205 0.073 89.000 113.200 1.866 
0.049 -0.171 -0.232 0.068 0.134 -0.195 0.078 90.400 112.800 1.856 
0.046 -0.171 -0.227 0.068 0.132 -0.193 0.071 91.600 112.600 1.846 
0.039 -0.168 -0.215 0.068 0.125 -0.188 0.081 92.800 112.400 1.836 
0.039 -0.159 -0.203 0.063 0.120 -0.178 0.078 93.800 112.400 1.827 
0.034 -0.149 -0.198 0.066 0.110 -0.166 0.081 94.800 112.600 1.817 
0.029 -0.149 -0.186 0.063 0.105 -0.164 0.068 95.600 112.800 1.807 
0.046 -0.115 -0.173 0.042 0.105 -0.137 0.059 96.400 113.000 1.797 
0.024 -0.117 -0.154 0.054 0.083 -0.129 0.061 97.000 113.400 1.778 
0.039 -0.076 -0.127 0.024 0.078 -0.095 0.056 97.600 113.800 1.758 
0.054 -0.039 -0.110 0.002 0.073 -0.066 0.051 98.200 114.000 1.739 
0.010 -0.046 -0.071 0.027 0.034 -0.051 0.029 98.600 114.200 1.719 
0.010 -0.024 -0.049 0.015 0.022 -0.029 0.017 99.000 114.400 1.705 
0.012 -0.000 -0.027 0.002 0.012 -0.005 0.012 99.400 114.400 1.690 
0.017 0.027 -0.007 -0.012 0.005 0.020 -0.000 99.800 114.200 1.675 
0.029 0.044 0.002 -0.029 0.007 0.029 -0.000 100.200 114.000 1.661 
0.027 0.054 0.015 -0.034 -0.000 0.042 -0.010 100.400 113.600 1.651 
-0.000 0.039 0.024 -0.012 -0.020 0.039 -0.012 100.800 113.000 1.641 
-0.002 0.037 0.024 -0.010 -0.020 0.039 -0.022 101.000 112.400 1.631 
-0.002 0.037 0.029 -0.012 -0.020 0.039 -0.024 101.200 111.600 1.621 
-0.020 0.022 0.027 0.007 -0.029 0.032 -0.022 101.600 110.800 1.636 
-0.002 0.042 0.027 -0.010 -0.022 0.044 -0.024 101.800 110.000 1.651 
-0.020 0.022 0.029 0.005 -0.029 0.032 -0.024 102.000 109.000 1.665 
-0.015 0.020 0.022 0.005 -0.024 0.027 -0.024 102.200 108.000 1.680 
-0.042 0.015 0.039 0.022 -0.049 0.037 -0.024 102.200 107.000 1.724 
-0.002 0.042 0.022 -0.007 -0.022 0.044 -0.017 102.400 106.000 1.768 
-0.020 0.020 0.027 0.007 -0.029 0.029 -0.017 102.600 104.800 1.812 
-0.039 -0.005 0.022 0.029 -0.037 0.015 -0.022 102.600 103.800 1.856 
-0.017 0.012 0.017 0.010 -0.022 0.022 -0.024 102.600 102.800 1.929 
-0.007 0.022 0.015 -0.000 -0.017 0.027 -0.015 102.600 101.600 2.002 
0.002 0.032 0.015 -0.010 -0.012 0.032 -0.024 102.400 100.600 2.076 
-0.022 0.005 0.015 0.015 -0.024 0.017 -0.027 102.400 99.200 2.149 
-0.039 -0.010 0.024 0.027 -0.034 0.010 -0.027 102.200 98.000 2.330 
-0.029 0.005 0.024 0.017 -0.032 0.020 -0.020 102.000 96.600 2.510 
-0.024 0.005 0.015 0.017 -0.027 0.017 -0.022 101.600 95.000 2.691 
-0.015 0.017 0.015 0.007 -0.022 0.024 -0.020 101.400 93.200 2.872 
-0.015 0.015 0.015 0.007 -0.022 0.022 -0.022 100.800 91.200 2.945 
-0.037 -0.000 0.020 0.027 -0.037 0.020 -0.020 100.400 89.000 3.018 
-0.027 0.005 0.017 0.020 -0.029 0.020 -0.027 99.800 86.600 3.092 
-0.020 0.005 0.012 0.015 -0.022 0.015 -0.022 99.200 83.800 3.165 
-0.037 -0.012 0.007 0.034 -0.029 0.007 -0.015 98.400 80.600 3.204 
-0.017 -0.002 0.002 0.017 -0.015 0.007 -0.012 97.600 77.200 3.243 
-0.032 -0.007 0.007 0.029 -0.027 0.010 -0.027 97.000 73.400 3.282 
-0.015 0.010 0.012 0.010 -0.020 0.017 -0.020 96.200 69.600 3.321 
-0.020 0.007 0.007 0.017 -0.022 0.017 -0.020 95.400 65.400 3.336 
-0.027 -0.000 0.007 0.024 -0.027 0.015 -0.017 94.600 61.200 3.350 
-0.002 0.007 -0.000 0.002 -0.005 0.010 -0.027 94.000 56.800 3.365 
-0.002 0.005 -0.002 0.005 -0.005 0.007 -0.022 93.400 52.200 3.380 
-0.022 -0.005 0.005 0.020 -0.020 0.007 -0.015 92.800 47.800 3.375 
-0.029 -0.015 0.002 0.029 -0.022 -0.000 -0.020 92.400 43.400 3.370 
-0.022 -0.007 0.002 0.022 -0.017 0.005 -0.022 92.000 39.000 3.365 
-0.012 -0.005 -0.010 0.017 -0.010 0.002 -0.017 91.600 34.600 3.360 
-0.010 -0.002 -0.002 0.012 -0.007 0.002 -0.015 91.400 30.600 3.346 
-0.002 0.012 -0.002 0.005 -0.007 0.015 -0.015 91.200 26.800 3.331 
0.002 0.005 -0.007 0.002 -0.000 0.005 -0.010 91.000 23.400 3.316 
-0.029 -0.017 -0.002 0.032 -0.020 -0.002 -0.015 91.000 20.200 3.302 
-0.015 0.002 0.002 0.015 -0.015 0.010 -0.012 91.000 17.400 3.297 
-0.022 -0.007 -0.000 0.022 -0.017 0.005 -0.005 91.000 15.000 3.292 
-0.012 -0.000 0.005 0.010 -0.012 0.007 -0.012 91.000 13.000 3.287 
-0.020 -0.002 0.002 0.020 -0.017 0.007 -0.015 91.000 11.200 3.282 
-0.007 -0.000 -0.002 0.010 -0.007 0.005 -0.012 91.000 9.600 3.272 
-0.020 -0.000 -0.000 0.020 -0.020 0.010 -0.015 91.000 8.400 3.263 
-0.020 -0.010 -0.005 0.022 -0.015 -0.000 -0.005 91.000 7.400 3.253 
-0.007 -0.002 -0.007 0.012 -0.005 0.002 -0.017 91.000 6.800 3.243 
-0.017 -0.007 -0.000 0.017 -0.012 0.002 -0.015 90.800 6.200 3.238 
-0.015 -0.000 -0.000 0.015 -0.015 0.007 -0.017 90.600 5.800 3.233 
-0.012 0.002 -0.000 0.012 -0.012 0.010 -0.022 90.200 5.400 3.228 
-0.017 -0.002 0.002 0.017 -0.015 0.007 -0.015 90.000 5.200 3.223 
-0.012 -0.000 -0.000 0.012 -0.012 0.007 -0.012 89.600 5.200 3.209 
-0.027 -0.007 -0.002 0.029 -0.022 0.007 -0.007 89.200 5.200 3.194 
-0.032 -0.015 -0.000 0.032 -0.024 0.002 -0.017 88.800 5.200 3.179 
-0.017 -0.005 0.002 0.017 -0.015 0.005 -0.017 88.400 5.200 3.165 
-0.005 0.005 0.002 0.005 -0.007 0.007 -0.012 88.000 5.400 3.140 
-0.007 0.005 0.002 0.007 -0.010 0.010 -0.020 87.600 5.400 3.116 
-0.012 0.002 -0.000 0.012 -0.012 0.010 -0.022 87.200 5.400 3.092 
-0.012 0.015 0.020 0.002 -0.020 0.022 -0.005 86.800 5.600 3.067 
-0.005 0.022 0.022 -0.005 -0.015 0.024 -0.005 86.400 5.800 3.043 
0.002 0.039 0.024 -0.015 -0.017 0.039 -0.000 86.000 5.800 3.018 
0.010 0.042 0.022 -0.020 -0.010 0.037 0.010 85.600 6.000 2.994 
-0.010 0.032 0.029 -0.005 -0.024 0.037 0.012 85.200 6.200 2.969 
-0.017 0.027 0.032 0.002 -0.029 0.037 0.015 84.800 6.400 2.950 
-0.020 0.032 0.034 0.002 -0.034 0.042 0.015 84.400 6.800 2.930 
-0.020 0.029 0.037 0.002 -0.034 0.039 0.007 84.000 7.000 2.911 
-0.017 0.024 0.029 0.002 -0.029 0.034 -0.002 83.600 7.200 2.891 
-0.012 0.017 0.020 0.002 -0.020 0.024 -0.015 83.200 7.600 2.877 
0.005 0.020 0.005 -0.007 -0.005 0.017 -0.027 83.000 7.800 2.862 
0.002 0.027 0.012 -0.007 -0.010 0.027 -0.032 82.600 8.200 2.847 
0.002 0.039 0.027 -0.015 -0.017 0.039 -0.037 82.200 8.600 2.833 
-0.002 0.037 0.027 -0.010 -0.020 0.039 -0.042 81.800 8.800 2.833 
0.002 0.034 0.022 -0.012 -0.015 0.034 -0.037 81.600 9.200 2.833 
-0.010 0.017 0.017 0.002 -0.017 0.022 -0.046 81.200 9.600 2.833 
-0.005 0.007 0.002 0.005 -0.007 0.010 -0.046 80.800 9.800 2.833 
-0.005 0.002 0.002 0.005 -0.005 0.005 -0.049 80.400 10.200 2.838 
0.012 0.032 0.007 -0.015 -0.002 0.027 -0.044 80.200 10.400 2.842 
0.012 0.020 -0.002 -0.010 0.002 0.015 -0.049 79.800 10.800 2.847 
0.024 0.032 -0.002 -0.022 0.010 0.020 -0.056 79.400 11.000 2.852 
0.037 0.034 -0.012 -0.029 0.020 0.017 -0.063 79.000 11.200 2.857 
0.032 0.029 -0.010 -0.027 0.017 0.015 -0.049 78.800 11.400 2.862 
0.034 0.029 -0.017 -0.024 0.020 0.012 -0.042 78.400 11.400 2.867 
0.032 0.042 -0.000 -0.032 0.012 0.027 -0.037 78.000 11.600 2.872 
0.005 0.012 -0.000 -0.005 -0.000 0.010 -0.037 77.600 11.600 2.877 
-0.020 -0.005 0.005 0.017 -0.017 0.005 -0.024 77.400 11.800 2.882 
-0.010 0.010 0.010 0.005 -0.015 0.015 -0.007 77.000 11.800 2.886 
-0.029 -0.007 0.012 0.024 -0.024 0.007 -0.007 76.800 11.800 2.891 
-0.037 -0.022 -0.000 0.037 -0.024 -0.002 -0.010 76.400 11.800 2.886 
-0.015 -0.005 -0.005 0.017 -0.012 0.002 0.002 76.000 12.000 2.882 
-0.005 -0.002 -0.007 0.010 -0.002 -0.000 0.002 75.800 12.000 2.877 
-0.020 -0.017 -0.005 0.022 -0.010 -0.007 -0.000 75.600 12.000 2.872 
-0.012 -0.020 -0.017 0.022 -0.002 -0.012 -0.005 75.200 12.200 2.857 
-0.012 -0.012 -0.010 0.017 -0.005 -0.005 0.002 75.000 12.200 2.842 
-0.024 -0.029 -0.012 0.032 -0.010 -0.017 -0.002 74.600 12.400 2.828 
-0.027 -0.029 -0.015 0.034 -0.012 -0.015 0.002 74.400 12.400 2.813 
-0.022 -0.034 -0.017 0.032 -0.005 -0.022 -0.002 74.200 12.600 2.799 
-0.012 -0.022 -0.017 0.022 -0.000 -0.015 0.005 74.000 12.800 2.784 
-0.012 -0.024 -0.020 0.022 -0.000 -0.017 0.002 73.600 13.000 2.769 
-0.010 -0.024 -0.020 0.020 0.002 -0.020 -0.000 73.400 13.200 2.755 
0.007 -0.015 -0.027 0.007 0.015 -0.017 0.002 73.200 13.400 2.740 
-0.010 -0.017 -0.022 0.022 -0.000 -0.012 0.002 73.000 13.800 2.725 
-0.010 -0.024 -0.020 0.020 0.002 -0.020 -0.000 72.800 14.000 2.711 
-0.022 -0.032 -0.022 0.034 -0.005 -0.020 -0.007 72.600 14.400 2.696 
-0.015 -0.029 -0.022 0.027 -0.000 -0.022 -0.005 72.200 14.800 2.676 
-0.024 -0.034 -0.017 0.034 -0.007 -0.022 -0.000 72.000 15.000 2.657 
-0.017 -0.027 -0.020 0.027 -0.002 -0.017 -0.002 71.800 15.400 2.637 
-0.005 -0.022 -0.022 0.017 0.007 -0.020 0.002 71.600 15.800 2.618 
-0.010 -0.022 -0.020 0.020 0.002 -0.017 0.005 71.400 16.200 2.603 
-0.012 -0.024 -0.017 0.022 -0.000 -0.017 -0.002 71.200 16.600 2.589 
-0.012 -0.029 -0.024 0.024 0.002 -0.022 -0.005 71.200 17.000 2.574 
-0.027 -0.042 -0.020 0.037 -0.005 -0.027 -0.010 71.000 17.400 2.559 
-0.029 -0.044 -0.027 0.044 -0.007 -0.029 -0.005 70.800 17.800 2.525 
-0.015 -0.027 -0.022 0.027 -0.000 -0.020 -0.005 70.600 18.200 2.491 
-0.010 -0.024 -0.022 0.022 0.002 -0.020 -0.005 70.400 18.400 2.457 
-0.022 -0.037 -0.024 0.034 -0.002 -0.024 -0.005 70.200 18.800 2.422 
-0.002 -0.024 -0.032 0.020 0.010 -0.022 -0.005 70.200 19.000 2.408 
-0.010 -0.037 -0.032 0.027 0.010 -0.032 -0.010 70.000 19.400 2.393 
0.042 -0.032 -0.083 -0.000 0.059 -0.051 -0.020 69.800 19.600 2.379 
0.085 -0.032 -0.125 -0.022 0.103 -0.073 -0.020 69.800 19.800 2.364 
0.076 -0.020 -0.105 -0.022 0.085 -0.056 -0.034 69.600 20.000 2.349 
0.100 0.051 -0.063 -0.068 0.076 0.002 -0.054 69.400 20.200 2.335 
0.098 0.129 0.022 -0.107 0.034 0.081 -0.093 69.400 20.400 2.320 
0.122 0.274 0.142 -0.193 -0.015 0.212 -0.166 69.200 20.400 2.305 
0.147 0.464 0.308 -0.300 -0.085 0.391 -0.278 69.000 20.400 2.291 
0.181 0.581 0.393 -0.376 -0.110 0.491 -0.376 68.800 20.600 2.276 
0.142 0.618 0.466 -0.374 -0.166 0.547 -0.405 68.800 20.600 2.261 
0.085 0.637 0.542 -0.357 -0.232 0.596 -0.440 68.600 20.600 2.247 
0.024 0.696 0.657 -0.352 -0.322 0.684 -0.459 68.400 20.400 2.232 
-0.017 0.708 0.711 -0.337 -0.371 0.718 -0.462 68.200 20.400 2.217 
-0.017 0.647 0.654 -0.310 -0.339 0.657 -0.462 68.200 20.200 2.203 
-0.051 0.618 0.662 -0.278 -0.359 0.645 -0.457 68.000 20.200 2.188 
-0.051 0.647 0.694 -0.295 -0.374 0.674 -0.427 67.800 20.000 2.178 
-0.059 0.611 0.647 -0.264 -0.364 0.640 -0.383 67.600 19.800 2.168 
-0.081 0.388 0.457 -0.147 -0.274 0.430 -0.286 67.400 19.800 2.159 
-0.100 0.227 0.320 -0.059 -0.212 0.278 -0.215 67.200 19.600 2.149 
-0.085 0.134 0.210 -0.020 -0.151 0.178 -0.166 67.200 19.400 2.139 
-0.068 0.076 0.129 0.005 -0.105 0.110 -0.132 67.000 19.400 2.129 
-0.063 0.039 0.085 0.022 -0.083 0.071 -0.100 66.800 19.400 2.120 
-0.034 0.017 0.046 0.012 -0.042 0.034 -0.076 66.600 19.400 2.110 
-0.015 0.002 0.010 0.010 -0.015 0.010 -0.059 66.400 19.600 2.105 
-0.032 -0.010 0.005 0.029 -0.027 0.007 -0.032 66.200 20.000 2.100 
-0.024 -0.017 -0.012 0.032 -0.015 -0.005 -0.005 66.000 20.800 2.095 
-0.024 -0.046 -0.032 0.042 -0.000 -0.034 0.012 65.800 21.600 2.090 
-0.002 -0.056 -0.066 0.037 0.027 -0.054 0.024 65.800 23.000 2.085 
-0.002 -0.076 -0.085 0.046 0.037 -0.073 0.037 65.600 24.600 2.081 
-0.005 -0.095 -0.103 0.056 0.044 -0.093 0.042 65.400 26.800 2.076 
-0.010 -0.095 -0.100 0.061 0.039 -0.090 0.042 65.400 29.400 2.071 
-0.005 -0.098 -0.107 0.059 0.044 -0.095 0.051 65.200 32.600 2.066 
-0.005 -0.105 -0.117 0.063 0.049 -0.103 0.056 65.200 36.400 2.061 
-0.005 -0.129 -0.129 0.071 0.061 -0.127 0.051 65.000 40.600 2.056 
0.010 -0.122 -0.139 0.061 0.071 -0.127 0.051 65.000 45.600 2.051 
0.002 -0.127 -0.139 0.068 0.066 -0.127 0.061 65.000 50.800 2.046 
0.017 -0.120 -0.147 0.056 0.078 -0.127 0.066 65.000 56.400 2.042 
0.002 -0.147 -0.149 0.073 0.076 -0.147 0.056 65.000 62.200 2.037 
0.005 -0.149 -0.154 0.073 0.081 -0.151 0.059 65.000 68.400 2.032 
-0.000 -0.156 -0.159 0.081 0.078 -0.156 0.054 65.200 74.400 2.022 
-0.005 -0.164 -0.166 0.088 0.078 -0.161 0.063 65.600 80.400 2.012 
0.017 -0.139 -0.166 0.066 0.088 -0.147 0.063 66.000 86.400 2.002 
