I II III aVR aVL aVF V1 AO LV SPO2
0.076 -0.115 -0.200 0.024 0.134 -0.151 0.049 93.000 109.000 1.778 
0.063 -0.112 -0.181 0.027 0.120 -0.144 0.049 93.800 109.200 1.763 
0.073 -0.085 -0.166 0.010 0.117 -0.122 0.042 94.600 109.400 1.748 
0.073 -0.061 -0.142 -0.002 0.105 -0.098 0.037 95.200 109.600 1.734 
0.068 -0.039 -0.107 -0.015 0.088 -0.073 0.022 95.800 110.000 1.719 
0.076 -0.015 -0.095 -0.027 0.083 -0.051 0.010 96.400 110.000 1.700 
0.056 0.015 -0.054 -0.029 0.049 -0.012 -0.000 97.000 110.200 1.680 
0.063 0.044 -0.032 -0.046 0.042 0.012 -0.012 97.400 110.200 1.661 
0.066 0.049 -0.027 -0.051 0.042 0.017 -0.020 98.000 110.000 1.641 
0.044 0.054 -0.000 -0.044 0.017 0.032 -0.022 98.400 109.800 1.626 
0.056 0.071 -0.000 -0.056 0.022 0.044 -0.027 98.800 109.400 1.612 
0.054 0.078 0.010 -0.059 0.015 0.051 -0.042 99.400 108.800 1.597 
0.051 0.083 0.022 -0.061 0.010 0.059 -0.037 99.600 108.200 1.582 
0.037 0.083 0.029 -0.051 -0.005 0.066 -0.044 100.000 107.400 1.587 
0.027 0.083 0.044 -0.049 -0.015 0.071 -0.046 100.400 106.600 1.592 
0.015 0.066 0.037 -0.032 -0.017 0.059 -0.051 100.600 105.600 1.597 
0.024 0.056 0.024 -0.037 -0.002 0.044 -0.049 100.800 104.600 1.602 
0.022 0.063 0.029 -0.037 -0.010 0.054 -0.042 101.000 103.600 1.705 
0.012 0.051 0.022 -0.022 -0.012 0.046 -0.044 101.200 102.600 1.807 
0.012 0.056 0.029 -0.027 -0.015 0.051 -0.049 101.200 101.400 1.910 
0.010 0.056 0.034 -0.027 -0.017 0.051 -0.049 101.200 100.400 2.012 
0.020 0.051 0.020 -0.029 -0.005 0.042 -0.049 101.200 99.400 2.105 
0.010 0.061 0.029 -0.024 -0.020 0.056 -0.044 101.200 98.200 2.198 
-0.002 0.061 0.044 -0.020 -0.032 0.063 -0.049 101.000 97.200 2.291 
0.007 0.051 0.039 -0.027 -0.017 0.049 -0.046 100.800 96.000 2.383 
0.015 0.063 0.037 -0.032 -0.017 0.056 -0.044 100.400 94.800 2.481 
0.005 0.059 0.039 -0.024 -0.024 0.056 -0.044 100.200 93.400 2.579 
0.015 0.046 0.022 -0.024 -0.007 0.039 -0.037 99.800 92.000 2.676 
0.010 0.054 0.034 -0.027 -0.017 0.049 -0.034 99.200 90.400 2.774 
0.002 0.056 0.046 -0.024 -0.024 0.056 -0.039 98.800 88.600 2.857 
0.005 0.056 0.042 -0.024 -0.022 0.054 -0.034 98.200 86.600 2.940 
-0.002 0.061 0.051 -0.022 -0.032 0.063 -0.034 97.400 84.200 3.023 
0.017 0.071 0.042 -0.037 -0.017 0.063 -0.039 96.800 81.600 3.106 
-0.000 0.059 0.044 -0.022 -0.029 0.059 -0.029 96.000 78.800 3.155 
-0.012 0.042 0.042 -0.007 -0.032 0.049 -0.029 95.200 75.600 3.204 
-0.002 0.037 0.029 -0.012 -0.020 0.039 -0.027 94.200 72.000 3.253 
0.005 0.054 0.039 -0.024 -0.022 0.051 -0.034 93.400 68.200 3.302 
0.002 0.056 0.039 -0.022 -0.024 0.056 -0.034 92.600 64.200 3.321 
0.017 0.063 0.027 -0.029 -0.015 0.056 -0.032 91.800 60.200 3.341 
0.010 0.032 0.015 -0.017 -0.005 0.027 -0.034 91.000 55.800 3.360 
0.007 0.034 0.012 -0.012 -0.010 0.032 -0.024 90.400 51.400 3.380 
-0.005 0.027 0.017 -0.002 -0.017 0.029 -0.032 89.600 46.800 3.380 
0.005 0.044 0.029 -0.020 -0.017 0.042 -0.032 89.200 42.400 3.380 
0.017 0.061 0.029 -0.032 -0.012 0.054 -0.027 88.600 38.000 3.380 
-0.007 0.037 0.037 -0.010 -0.024 0.042 -0.022 88.200 33.600 3.380 
0.002 0.034 0.022 -0.012 -0.015 0.034 -0.029 88.000 29.600 3.365 
-0.007 0.032 0.027 -0.005 -0.022 0.037 -0.027 87.600 25.600 3.350 
-0.002 0.039 0.034 -0.015 -0.022 0.042 -0.037 87.600 22.000 3.336 
0.007 0.039 0.024 -0.020 -0.012 0.037 -0.032 87.400 18.600 3.321 
0.002 0.029 0.015 -0.010 -0.012 0.029 -0.024 87.400 15.600 3.311 
0.007 0.034 0.012 -0.012 -0.010 0.032 -0.024 87.600 13.000 3.302 
-0.007 0.022 0.012 0.002 -0.017 0.027 -0.022 87.600 10.600 3.292 
-0.002 0.020 0.002 0.002 -0.012 0.022 -0.027 87.600 8.600 3.282 
0.010 0.034 0.010 -0.015 -0.007 0.029 -0.027 87.800 7.000 3.272 
0.007 0.037 0.015 -0.015 -0.010 0.034 -0.032 87.800 5.400 3.263 
-0.000 0.042 0.029 -0.015 -0.020 0.042 -0.029 87.600 4.400 3.253 
-0.007 0.039 0.039 -0.012 -0.027 0.044 -0.032 87.600 3.400 3.243 
0.015 0.049 0.022 -0.024 -0.010 0.042 -0.034 87.600 2.800 3.233 
0.005 0.039 0.022 -0.015 -0.015 0.037 -0.024 87.400 2.400 3.223 
0.002 0.037 0.020 -0.012 -0.015 0.037 -0.024 87.200 2.000 3.214 
0.007 0.042 0.027 -0.020 -0.012 0.039 -0.024 86.800 1.800 3.204 
0.015 0.056 0.032 -0.029 -0.012 0.049 -0.024 86.600 1.800 3.194 
-0.002 0.042 0.027 -0.010 -0.022 0.044 -0.022 86.200 1.800 3.184 
-0.015 0.017 0.020 0.005 -0.022 0.024 -0.020 86.000 1.800 3.175 
-0.010 0.017 0.017 0.002 -0.017 0.022 -0.020 85.600 2.000 3.165 
0.015 0.039 0.015 -0.022 -0.005 0.032 -0.022 85.200 2.000 3.140 
0.002 0.037 0.020 -0.012 -0.015 0.037 -0.022 84.800 2.200 3.116 
0.002 0.029 0.020 -0.012 -0.012 0.029 -0.024 84.400 2.600 3.092 
0.007 0.044 0.024 -0.020 -0.015 0.042 -0.017 84.000 2.800 3.067 
0.005 0.042 0.020 -0.015 -0.015 0.039 -0.024 83.600 3.000 3.043 
-0.017 0.039 0.049 -0.007 -0.037 0.049 -0.015 83.200 3.400 3.018 
-0.015 0.044 0.046 -0.007 -0.037 0.051 -0.012 83.000 3.600 2.994 
0.007 0.068 0.049 -0.032 -0.027 0.066 -0.005 82.600 4.000 2.969 
0.002 0.066 0.056 -0.029 -0.029 0.066 -0.000 82.200 4.200 2.945 
-0.002 0.068 0.059 -0.027 -0.037 0.071 0.010 82.000 4.600 2.921 
-0.010 0.056 0.051 -0.015 -0.037 0.061 0.015 81.600 4.800 2.896 
-0.022 0.051 0.061 -0.007 -0.046 0.063 0.005 81.200 5.200 2.872 
-0.010 0.061 0.051 -0.015 -0.039 0.066 0.002 81.000 5.600 2.857 
-0.000 0.059 0.049 -0.024 -0.029 0.059 -0.002 80.600 6.000 2.842 
-0.000 0.049 0.037 -0.017 -0.024 0.049 -0.012 80.200 6.400 2.828 
-0.002 0.042 0.032 -0.012 -0.022 0.044 -0.017 80.000 6.800 2.813 
-0.012 0.044 0.039 -0.007 -0.034 0.051 -0.034 79.600 7.200 2.813 
-0.005 0.066 0.059 -0.024 -0.037 0.068 -0.029 79.200 7.600 2.813 
-0.005 0.061 0.051 -0.020 -0.034 0.063 -0.037 79.000 8.000 2.813 
-0.007 0.051 0.044 -0.015 -0.032 0.056 -0.042 78.600 8.400 2.813 
0.022 0.063 0.042 -0.042 -0.010 0.054 -0.039 78.200 8.800 2.813 
0.007 0.061 0.039 -0.027 -0.022 0.059 -0.037 78.000 9.200 2.813 
-0.005 0.054 0.044 -0.017 -0.032 0.056 -0.029 77.600 9.400 2.813 
-0.000 0.049 0.039 -0.020 -0.024 0.049 -0.042 77.200 9.800 2.813 
-0.007 0.042 0.037 -0.010 -0.027 0.046 -0.046 76.800 10.000 2.823 
0.012 0.056 0.027 -0.024 -0.015 0.051 -0.037 76.600 10.200 2.833 
0.022 0.051 0.024 -0.034 -0.002 0.042 -0.044 76.200 10.400 2.842 
0.020 0.042 0.007 -0.022 -0.000 0.032 -0.042 75.800 10.600 2.852 
0.022 0.039 0.010 -0.027 0.002 0.029 -0.029 75.600 10.800 2.857 
0.017 0.056 0.027 -0.029 -0.010 0.049 -0.022 75.200 10.800 2.862 
0.002 0.034 0.020 -0.012 -0.015 0.034 -0.017 74.800 11.000 2.867 
-0.017 0.015 0.015 0.010 -0.024 0.024 -0.010 74.600 11.200 2.872 
-0.024 0.010 0.024 0.012 -0.029 0.022 -0.000 74.200 11.200 2.867 
-0.029 0.007 0.020 0.020 -0.032 0.022 0.012 74.000 11.400 2.862 
-0.032 -0.010 0.012 0.027 -0.027 0.007 0.015 73.600 11.400 2.857 
-0.032 -0.012 0.002 0.032 -0.024 0.005 0.017 73.400 11.600 2.852 
-0.037 -0.024 -0.000 0.037 -0.024 -0.005 0.012 73.200 11.800 2.842 
-0.029 -0.012 -0.002 0.032 -0.022 0.002 0.027 72.800 11.800 2.833 
-0.037 -0.024 -0.005 0.039 -0.024 -0.005 0.020 72.600 12.000 2.823 
-0.012 -0.005 -0.010 0.017 -0.010 0.002 0.020 72.400 12.200 2.813 
-0.015 -0.017 -0.015 0.022 -0.005 -0.010 0.020 72.200 12.400 2.803 
-0.024 -0.027 -0.010 0.029 -0.010 -0.015 0.022 72.000 12.600 2.794 
-0.039 -0.037 -0.007 0.044 -0.020 -0.017 0.020 71.600 12.800 2.784 
-0.034 -0.039 -0.017 0.044 -0.015 -0.022 0.017 71.400 13.200 2.774 
-0.022 -0.027 -0.017 0.032 -0.007 -0.015 0.024 71.200 13.400 2.755 
-0.020 -0.024 -0.017 0.029 -0.007 -0.015 0.015 71.000 13.600 2.735 
-0.020 -0.024 -0.020 0.029 -0.007 -0.015 0.017 70.800 14.000 2.716 
-0.029 -0.039 -0.017 0.039 -0.010 -0.024 0.012 70.600 14.200 2.696 
-0.027 -0.037 -0.020 0.037 -0.007 -0.022 0.017 70.200 14.600 2.667 
-0.039 -0.034 -0.007 0.044 -0.022 -0.015 0.017 70.000 14.800 2.637 
-0.042 -0.042 -0.015 0.049 -0.020 -0.020 0.024 69.800 15.000 2.608 
-0.037 -0.039 -0.017 0.046 -0.017 -0.020 0.020 69.600 15.400 2.579 
-0.020 -0.024 -0.017 0.029 -0.007 -0.015 0.022 69.400 15.600 2.559 
-0.022 -0.032 -0.022 0.034 -0.005 -0.020 0.022 69.200 16.000 2.540 
-0.037 -0.042 -0.024 0.049 -0.015 -0.022 0.020 69.000 16.200 2.520 
-0.044 -0.051 -0.020 0.054 -0.017 -0.029 0.012 68.800 16.600 2.501 
-0.039 -0.049 -0.024 0.051 -0.015 -0.029 0.005 68.600 16.800 2.486 
-0.039 -0.044 -0.022 0.051 -0.017 -0.024 0.015 68.600 17.200 2.471 
-0.029 -0.039 -0.024 0.042 -0.010 -0.024 0.015 68.400 17.400 2.457 
-0.027 -0.042 -0.032 0.044 -0.005 -0.027 0.015 68.200 17.600 2.442 
-0.029 -0.054 -0.037 0.049 -0.002 -0.039 0.010 68.000 17.800 2.427 
-0.029 -0.051 -0.032 0.046 -0.002 -0.037 0.020 67.800 18.200 2.413 
-0.032 -0.054 -0.037 0.051 -0.005 -0.037 0.020 67.600 18.400 2.398 
-0.000 -0.042 -0.056 0.029 0.022 -0.042 0.015 67.600 18.600 2.383 
0.024 -0.056 -0.090 0.022 0.054 -0.068 0.005 67.400 18.800 2.364 
0.071 -0.056 -0.132 -0.005 0.100 -0.090 -0.005 67.200 19.000 2.344 
0.061 -0.044 -0.115 -0.002 0.083 -0.073 -0.015 67.200 19.000 2.325 
0.076 0.005 -0.081 -0.034 0.073 -0.032 -0.034 67.000 19.200 2.305 
0.088 0.098 -0.005 -0.085 0.039 0.054 -0.068 66.800 19.400 2.291 
0.095 0.230 0.125 -0.156 -0.020 0.183 -0.127 66.800 19.400 2.276 
0.120 0.425 0.295 -0.266 -0.093 0.366 -0.237 66.600 19.600 2.261 
0.149 0.579 0.413 -0.354 -0.139 0.505 -0.344 66.600 19.600 2.247 
0.095 0.608 0.503 -0.347 -0.208 0.562 -0.376 66.400 19.600 2.237 
0.039 0.628 0.581 -0.330 -0.274 0.608 -0.403 66.200 19.600 2.227 
-0.002 0.684 0.679 -0.337 -0.344 0.686 -0.444 66.200 19.800 2.217 
-0.032 0.711 0.733 -0.335 -0.386 0.728 -0.452 66.000 19.800 2.208 
-0.039 0.654 0.676 -0.298 -0.366 0.674 -0.440 66.000 19.600 2.193 
-0.056 0.628 0.674 -0.281 -0.369 0.657 -0.430 65.800 19.600 2.178 
-0.083 0.628 0.698 -0.266 -0.396 0.669 -0.418 65.600 19.600 2.164 
-0.098 0.581 0.662 -0.232 -0.388 0.630 -0.386 65.600 19.600 2.149 
-0.117 0.369 0.474 -0.120 -0.300 0.427 -0.281 65.400 19.400 2.139 
-0.110 0.215 0.317 -0.049 -0.217 0.271 -0.205 65.200 19.400 2.129 
-0.117 0.085 0.195 0.020 -0.159 0.144 -0.166 65.000 19.400 2.120 
-0.083 0.029 0.093 0.037 -0.098 0.071 -0.127 65.000 19.400 2.110 
-0.073 -0.002 0.046 0.051 -0.071 0.034 -0.088 64.800 19.400 2.105 
-0.063 -0.049 0.010 0.059 -0.039 -0.017 -0.073 64.600 19.600 2.100 
-0.039 -0.066 -0.034 0.056 -0.005 -0.046 -0.056 64.400 19.800 2.095 
-0.054 -0.085 -0.046 0.078 -0.010 -0.059 -0.027 64.200 20.200 2.090 
-0.039 -0.081 -0.063 0.071 0.002 -0.061 -0.002 64.200 21.000 2.081 
-0.029 -0.098 -0.081 0.071 0.020 -0.083 0.010 64.000 21.800 2.071 
-0.010 -0.120 -0.117 0.068 0.051 -0.115 0.032 63.800 23.000 2.061 
-0.020 -0.147 -0.142 0.090 0.054 -0.137 0.039 63.600 24.600 2.051 
-0.024 -0.164 -0.144 0.098 0.059 -0.151 0.042 63.600 26.800 2.046 
-0.017 -0.154 -0.142 0.088 0.061 -0.144 0.046 63.400 29.400 2.042 
-0.010 -0.166 -0.166 0.093 0.073 -0.161 0.051 63.200 32.400 2.037 
-0.010 -0.178 -0.181 0.100 0.081 -0.173 0.054 63.200 36.000 2.032 
-0.022 -0.195 -0.178 0.112 0.076 -0.183 0.051 63.200 40.200 2.022 
-0.012 -0.186 -0.181 0.103 0.081 -0.178 0.056 63.000 44.800 2.012 
0.007 -0.188 -0.198 0.093 0.103 -0.190 0.056 63.000 50.000 2.002 
-0.017 -0.208 -0.198 0.117 0.088 -0.198 0.066 63.000 55.400 1.993 
-0.012 -0.217 -0.215 0.120 0.098 -0.210 0.066 63.000 61.200 1.983 
-0.000 -0.198 -0.210 0.105 0.100 -0.198 0.063 63.200 67.000 1.973 
-0.002 -0.215 -0.225 0.115 0.105 -0.212 0.066 63.400 73.000 1.963 
0.005 -0.217 -0.232 0.112 0.115 -0.220 0.066 63.600 79.000 1.954 
0.010 -0.215 -0.230 0.105 0.117 -0.220 0.063 64.000 85.000 1.944 
0.020 -0.208 -0.232 0.098 0.125 -0.217 0.063 64.600 90.600 1.934 
0.012 -0.220 -0.239 0.107 0.122 -0.225 0.073 65.200 95.800 1.924 
0.010 -0.225 -0.247 0.115 0.122 -0.230 0.076 66.000 100.600 1.915 
0.017 -0.225 -0.252 0.110 0.129 -0.232 0.081 67.000 104.800 1.905 
0.020 -0.225 -0.254 0.107 0.132 -0.234 0.071 68.000 108.400 1.895 
0.010 -0.242 -0.261 0.122 0.132 -0.247 0.078 69.200 111.600 1.885 
0.032 -0.230 -0.271 0.105 0.147 -0.244 0.078 70.600 113.800 1.875 
0.024 -0.230 -0.274 0.112 0.139 -0.242 0.081 72.000 115.600 1.866 
0.022 -0.232 -0.269 0.112 0.139 -0.242 0.081 73.600 116.800 1.856 
0.027 -0.249 -0.281 0.115 0.151 -0.261 0.081 75.200 117.400 1.846 
0.029 -0.244 -0.288 0.115 0.151 -0.259 0.081 77.000 117.600 1.836 
0.046 -0.234 -0.298 0.103 0.164 -0.256 0.088 78.600 117.400 1.832 
0.044 -0.239 -0.291 0.103 0.164 -0.261 0.088 80.400 117.000 1.827 
0.042 -0.247 -0.295 0.107 0.166 -0.266 0.090 82.200 116.600 1.822 
0.046 -0.244 -0.298 0.103 0.168 -0.266 0.088 83.800 115.800 1.817 
0.037 -0.254 -0.298 0.112 0.164 -0.271 0.093 85.600 115.200 1.812 
0.049 -0.242 -0.298 0.100 0.171 -0.266 0.095 87.200 114.600 1.807 
0.042 -0.247 -0.295 0.107 0.166 -0.266 0.093 88.600 114.000 1.802 
0.051 -0.234 -0.295 0.098 0.168 -0.259 0.095 90.000 113.600 1.797 
0.039 -0.242 -0.286 0.105 0.161 -0.261 0.095 91.400 113.400 1.783 
0.044 -0.225 -0.274 0.093 0.156 -0.247 0.090 92.600 113.400 1.768 
0.049 -0.212 -0.271 0.088 0.156 -0.237 0.090 93.600 113.400 1.753 
0.034 -0.222 -0.269 0.100 0.147 -0.239 0.090 94.600 113.600 1.739 
0.044 -0.205 -0.259 0.085 0.147 -0.227 0.078 95.600 114.000 1.719 
0.049 -0.173 -0.232 0.068 0.137 -0.198 0.073 96.400 114.400 1.700 
0.042 -0.171 -0.220 0.068 0.127 -0.190 0.071 97.200 114.800 1.680 
0.051 -0.142 -0.205 0.051 0.122 -0.166 0.063 98.000 115.200 1.661 
0.042 -0.127 -0.176 0.046 0.105 -0.147 0.059 98.600 115.400 1.641 
0.032 -0.105 -0.142 0.039 0.085 -0.120 0.046 99.200 115.600 1.621 
0.022 -0.085 -0.117 0.037 0.066 -0.095 0.032 99.800 115.800 1.602 
0.034 -0.056 -0.103 0.017 0.063 -0.073 0.020 100.400 115.800 1.582 
0.022 -0.042 -0.081 0.020 0.044 -0.051 0.012 101.000 115.600 1.578 
0.022 -0.032 -0.063 0.010 0.039 -0.042 0.005 101.600 115.400 1.573 
0.029 -0.015 -0.056 -0.000 0.037 -0.029 0.002 102.000 115.000 1.568 
0.005 -0.027 -0.054 0.022 0.020 -0.029 -0.005 102.400 114.400 1.563 
0.005 -0.015 -0.042 0.017 0.012 -0.017 -0.007 102.800 113.800 1.578 
0.022 -0.002 -0.042 -0.000 0.024 -0.012 -0.012 103.200 113.200 1.592 
0.012 -0.005 -0.034 0.005 0.015 -0.010 -0.005 103.600 112.200 1.607 
0.017 -0.000 -0.034 -0.000 0.017 -0.007 -0.002 104.000 111.400 1.621 
-0.012 -0.024 -0.029 0.027 -0.000 -0.017 -0.015 104.200 110.400 1.758 
-0.015 -0.024 -0.024 0.027 -0.002 -0.017 -0.015 104.600 109.400 1.895 
-0.002 -0.024 -0.039 0.022 0.010 -0.022 -0.010 104.800 108.600 2.032 
-0.012 -0.029 -0.032 0.029 0.002 -0.022 -0.012 105.000 107.600 2.168 
-0.020 -0.029 -0.024 0.032 -0.005 -0.020 -0.005 105.000 106.600 2.261 
-0.022 -0.032 -0.020 0.032 -0.005 -0.020 -0.007 105.200 105.600 2.354 
0.005 -0.017 -0.037 0.015 0.015 -0.020 -0.002 105.200 104.600 2.447 
-0.032 -0.044 -0.027 0.046 -0.010 -0.027 -0.015 105.200 103.600 2.540 
-0.020 -0.042 -0.029 0.034 0.002 -0.032 -0.012 105.200 102.600 2.632 
-0.029 -0.037 -0.022 0.042 -0.010 -0.022 -0.012 105.000 101.400 2.725 
-0.024 -0.037 -0.022 0.037 -0.005 -0.024 -0.010 105.000 100.200 2.818 
-0.012 -0.042 -0.037 0.032 0.010 -0.034 -0.005 104.800 99.000 2.911 
-0.012 -0.024 -0.029 0.027 -0.000 -0.017 -0.005 104.400 97.400 2.979 
-0.029 -0.037 -0.022 0.042 -0.010 -0.022 -0.007 104.000 95.800 3.048 
-0.024 -0.039 -0.027 0.039 -0.005 -0.027 -0.010 103.600 94.000 3.116 
-0.029 -0.042 -0.029 0.044 -0.007 -0.027 -0.007 103.200 92.000 3.184 
-0.029 -0.046 -0.029 0.044 -0.005 -0.032 -0.010 102.600 89.600 3.223 
-0.034 -0.049 -0.024 0.046 -0.010 -0.032 -0.010 101.800 87.200 3.263 
-0.029 -0.044 -0.027 0.044 -0.007 -0.029 -0.007 101.200 84.200 3.302 
-0.032 -0.044 -0.029 0.046 -0.010 -0.027 -0.000 100.400 81.000 3.341 
-0.020 -0.039 -0.029 0.034 -0.000 -0.029 -0.002 99.400 77.600 3.350 
-0.022 -0.044 -0.027 0.037 -0.000 -0.032 -0.005 98.600 74.000 3.360 
-0.024 -0.046 -0.034 0.042 -0.000 -0.034 -0.005 97.800 70.000 3.370 
-0.022 -0.054 -0.039 0.042 0.005 -0.042 -0.005 96.800 66.000 3.380 
-0.020 -0.049 -0.037 0.039 0.005 -0.039 -0.010 96.000 61.800 3.370 
-0.024 -0.054 -0.039 0.044 0.002 -0.042 0.002 95.200 57.400 3.360 
-0.015 -0.042 -0.042 0.037 0.007 -0.034 0.007 94.600 53.200 3.350 
-0.010 -0.042 -0.042 0.032 0.012 -0.037 0.007 93.800 48.800 3.341 
-0.027 -0.063 -0.042 0.049 0.005 -0.049 -0.002 93.200 44.600 3.326 
-0.029 -0.061 -0.042 0.051 0.002 -0.046 -0.005 92.800 40.400 3.311 
-0.029 -0.068 -0.046 0.054 0.005 -0.054 -0.000 92.400 36.400 3.297 
-0.020 -0.051 -0.044 0.042 0.007 -0.042 0.005 92.000 32.600 3.282 
-0.020 -0.056 -0.042 0.042 0.010 -0.046 -0.000 91.800 29.200 3.272 
-0.024 -0.054 -0.034 0.042 0.002 -0.042 0.002 91.600 26.000 3.263 
-0.000 -0.046 -0.049 0.024 0.024 -0.046 -0.005 91.400 23.200 3.253 
-0.010 -0.046 -0.042 0.032 0.015 -0.042 -0.000 91.400 20.600 3.243 
-0.015 -0.054 -0.042 0.037 0.012 -0.046 -0.002 91.400 18.400 3.233 
-0.007 -0.042 -0.037 0.027 0.015 -0.037 -0.000 91.400 16.400 3.223 
-0.029 -0.061 -0.039 0.049 0.002 -0.046 -0.012 91.400 14.800 3.214 
-0.022 -0.059 -0.039 0.042 0.007 -0.046 -0.000 91.400 13.600 3.204 
-0.010 -0.049 -0.044 0.032 0.015 -0.044 -0.005 91.400 12.400 3.194 
-0.020 -0.054 -0.037 0.039 0.007 -0.044 -0.007 91.400 11.600 3.184 
-0.012 -0.046 -0.037 0.032 0.012 -0.039 -0.000 91.200 10.800 3.175 
-0.022 -0.054 -0.034 0.039 0.005 -0.042 -0.000 91.000 10.400 3.165 
-0.012 -0.049 -0.034 0.029 0.012 -0.042 -0.012 90.800 10.000 3.145 
-0.012 -0.039 -0.022 0.024 0.007 -0.032 -0.005 90.600 9.800 3.126 
-0.007 -0.024 -0.017 0.017 0.005 -0.020 -0.007 90.200 9.400 3.106 
0.005 -0.010 -0.017 0.005 0.010 -0.012 -0.000 90.000 9.400 3.087 
-0.005 -0.010 -0.002 0.007 -0.000 -0.007 -0.000 89.600 9.200 3.062 
0.012 0.007 -0.000 -0.012 0.010 0.002 0.007 89.200 9.200 3.038 
-0.005 -0.002 0.002 0.005 -0.002 -0.000 0.022 88.600 9.000 3.013 
-0.005 -0.007 -0.002 0.007 -0.000 -0.005 0.020 88.200 9.000 2.989 
-0.007 -0.000 0.007 0.005 -0.007 0.005 0.010 87.800 9.000 2.960 
-0.012 0.007 0.027 -0.000 -0.015 0.015 0.012 87.200 9.000 2.930 
-0.000 0.012 0.015 -0.007 -0.005 0.012 0.007 86.800 9.000 2.901 
-0.007 -0.000 0.005 0.005 -0.007 0.005 -0.005 86.400 9.200 2.872 
0.007 -0.002 -0.007 -0.002 0.010 -0.005 -0.012 86.000 9.200 2.852 
0.007 0.002 -0.002 -0.005 0.007 -0.000 -0.015 85.400 9.200 2.833 
0.002 -0.000 0.002 -0.002 0.002 -0.000 -0.032 85.000 9.400 2.813 
-0.007 -0.000 0.002 0.007 -0.007 0.005 -0.042 84.600 9.600 2.794 
-0.010 -0.012 -0.005 0.012 -0.002 -0.007 -0.042 84.200 9.800 2.789 
-0.000 -0.017 -0.017 0.010 0.010 -0.017 -0.042 83.800 10.000 2.784 
0.002 -0.024 -0.029 0.012 0.015 -0.024 -0.042 83.400 10.200 2.779 
-0.000 -0.027 -0.024 0.012 0.015 -0.027 -0.037 83.000 10.400 2.774 
-0.015 -0.034 -0.015 0.022 0.002 -0.027 -0.039 82.600 10.600 2.774 
0.010 -0.010 -0.017 -0.000 0.015 -0.015 -0.034 82.400 10.800 2.774 
0.022 -0.005 -0.032 -0.005 0.024 -0.015 -0.046 82.000 11.000 2.774 
0.020 -0.012 -0.029 -0.005 0.027 -0.022 -0.044 81.600 11.200 2.774 
0.029 -0.010 -0.032 -0.012 0.034 -0.024 -0.039 81.200 11.400 2.784 
0.027 -0.000 -0.024 -0.015 0.027 -0.012 -0.029 81.000 11.600 2.794 
0.015 -0.015 -0.027 -0.000 0.022 -0.022 -0.029 80.600 11.800 2.803 
0.024 0.007 -0.017 -0.015 0.022 -0.005 -0.022 80.200 12.000 2.813 
-0.000 -0.017 -0.015 0.007 0.010 -0.017 -0.022 80.000 12.200 2.823 
-0.012 -0.022 -0.015 0.020 -0.000 -0.015 -0.012 79.600 12.400 2.833 
-0.022 -0.037 -0.017 0.032 -0.002 -0.024 -0.002 79.200 12.400 2.842 
-0.015 -0.022 -0.007 0.020 -0.002 -0.015 0.012 79.000 12.600 2.852 
-0.020 -0.039 -0.017 0.029 -0.000 -0.029 0.010 78.600 12.600 2.857 
-0.022 -0.037 -0.010 0.027 -0.002 -0.024 0.010 78.200 12.800 2.862 
-0.027 -0.044 -0.022 0.039 -0.005 -0.029 0.010 78.000 12.800 2.867 
-0.027 -0.059 -0.027 0.042 0.002 -0.044 0.007 77.600 13.000 2.872 
-0.032 -0.061 -0.029 0.046 -0.000 -0.044 0.007 77.200 13.000 2.867 
-0.020 -0.049 -0.022 0.032 0.005 -0.039 0.012 77.000 13.200 2.862 
-0.024 -0.051 -0.022 0.037 0.002 -0.039 0.010 76.600 13.200 2.857 
-0.015 -0.046 -0.029 0.029 0.010 -0.039 0.010 76.200 13.400 2.852 
-0.024 -0.051 -0.027 0.039 0.002 -0.039 0.010 76.000 13.600 2.842 
-0.020 -0.049 -0.029 0.034 0.005 -0.039 0.007 75.600 13.800 2.833 
-0.010 -0.042 -0.029 0.024 0.012 -0.037 0.012 75.400 14.000 2.823 
-0.010 -0.042 -0.027 0.024 0.012 -0.037 0.015 75.000 14.200 2.813 
-0.015 -0.046 -0.027 0.029 0.010 -0.039 0.010 74.800 14.400 2.799 
-0.027 -0.054 -0.020 0.037 -0.000 -0.039 0.010 74.400 14.800 2.784 
-0.027 -0.049 -0.022 0.039 -0.002 -0.034 0.002 74.200 15.000 2.769 
-0.044 -0.068 -0.020 0.054 -0.010 -0.046 0.010 74.000 15.400 2.755 
-0.020 -0.044 -0.024 0.032 0.002 -0.034 0.012 73.600 15.800 2.740 
-0.017 -0.046 -0.024 0.029 0.007 -0.037 0.012 73.400 16.200 2.725 
-0.020 -0.051 -0.027 0.034 0.007 -0.042 0.007 73.200 16.600 2.711 
-0.022 -0.044 -0.022 0.034 -0.000 -0.032 0.002 73.000 17.200 2.696 
-0.027 -0.049 -0.022 0.039 -0.002 -0.034 0.002 72.800 17.600 2.662 
-0.024 -0.056 -0.024 0.037 0.005 -0.044 0.007 72.600 18.200 2.628 
-0.015 -0.039 -0.024 0.027 0.005 -0.032 0.007 72.400 18.600 2.593 
-0.010 -0.039 -0.029 0.024 0.010 -0.034 0.007 72.200 19.200 2.559 
-0.020 -0.044 -0.027 0.034 0.002 -0.034 0.005 72.000 19.600 2.540 
