I II III aVL aVF V1 V2 LV AO Resp SPO2
-0.000 -0.090 -0.000 -0.012 -0.061 0.015 0.046 -1.800 83.200 -0.039 2.325 
-0.000 -0.098 -0.000 -0.015 -0.066 0.022 0.051 -1.800 83.400 -0.037 2.325 
-0.000 -0.098 -0.000 -0.020 -0.063 0.024 0.054 -1.800 83.800 -0.037 2.325 
-0.000 -0.083 -0.000 -0.005 -0.059 0.029 0.042 -1.800 84.200 -0.039 2.325 
-0.000 -0.081 -0.000 -0.002 -0.059 0.029 0.039 -1.800 84.600 -0.039 2.325 
-0.000 -0.085 -0.000 -0.010 -0.059 0.042 0.044 -1.800 85.000 -0.042 2.325 
-0.000 -0.076 -0.000 -0.012 -0.049 0.061 0.039 -1.800 85.400 -0.042 2.325 
-0.000 -0.063 -0.000 -0.022 -0.037 0.078 0.037 -1.800 85.800 -0.039 2.325 
-0.000 -0.054 -0.000 -0.029 -0.024 0.103 0.034 -1.800 86.200 -0.039 2.325 
-0.000 -0.042 -0.000 -0.037 -0.012 0.127 0.032 -1.800 86.800 -0.037 2.325 
-0.000 -0.029 -0.000 -0.046 0.002 0.125 0.027 -1.800 87.400 -0.037 2.325 
-0.000 -0.015 -0.000 -0.049 0.015 0.085 0.022 -1.800 88.000 -0.037 2.325 
-0.000 0.020 -0.000 -0.063 0.046 -0.012 0.010 -1.800 88.400 -0.034 2.325 
-0.000 0.027 -0.000 -0.073 0.059 -0.056 0.010 -1.800 89.000 -0.032 2.325 
-0.000 0.034 -0.000 -0.078 0.066 -0.076 0.007 -1.800 89.200 -0.032 2.330 
-0.000 0.061 -0.000 -0.066 0.081 -0.090 -0.010 -1.800 89.400 -0.032 2.335 
-0.000 0.068 -0.000 -0.071 0.088 -0.088 -0.012 -1.800 89.200 -0.032 2.339 
-0.000 0.073 -0.000 -0.066 0.088 -0.112 -0.017 -2.000 89.000 -0.032 2.344 
-0.000 0.103 -0.000 -0.068 0.112 -0.122 -0.032 -2.000 88.400 -0.032 2.344 
-0.000 0.117 -0.000 -0.061 0.120 -0.147 -0.042 -2.000 88.000 -0.032 2.344 
-0.000 0.122 -0.000 -0.056 0.120 -0.149 -0.044 -2.000 87.600 -0.032 2.344 
-0.000 0.127 -0.000 -0.054 0.122 -0.137 -0.049 -2.000 87.000 -0.029 2.344 
-0.000 0.120 -0.000 -0.054 0.117 -0.132 -0.044 -2.000 86.600 -0.027 2.344 
-0.000 0.090 -0.000 -0.037 0.088 -0.100 -0.034 -1.800 86.200 -0.027 2.344 
-0.000 0.056 -0.000 -0.029 0.059 -0.068 -0.020 -1.800 86.000 -0.024 2.344 
-0.000 0.037 -0.000 -0.024 0.042 -0.056 -0.012 -1.800 85.800 -0.022 2.344 
-0.000 0.007 -0.000 -0.010 0.012 -0.049 -0.002 -2.000 85.600 -0.022 2.344 
-0.000 -0.029 -0.000 -0.022 -0.010 -0.032 0.020 -2.000 85.200 -0.022 2.344 
-0.000 -0.071 -0.000 -0.010 -0.046 -0.015 0.037 -2.000 84.800 -0.022 2.344 
-0.000 -0.078 -0.000 -0.002 -0.056 -0.012 0.037 -2.000 84.400 -0.022 2.344 
-0.000 -0.105 -0.000 0.005 -0.081 -0.005 0.049 -2.000 83.800 -0.022 2.344 
-0.000 -0.110 -0.000 -0.000 -0.081 -0.002 0.054 -1.800 83.400 -0.022 2.344 
-0.000 -0.122 -0.000 0.002 -0.093 -0.005 0.059 -1.800 83.200 -0.020 2.344 
-0.000 -0.115 -0.000 0.005 -0.088 -0.002 0.054 -1.800 83.000 -0.017 2.344 
-0.000 -0.120 -0.000 0.012 -0.095 -0.000 0.054 -1.800 83.000 -0.017 2.344 
-0.000 0.274 -0.000 0.012 0.200 -0.227 -0.144 -1.800 82.800 -0.017 2.344 
-0.000 -0.159 -0.000 -0.024 -0.105 0.022 0.085 -1.800 82.800 -0.017 2.344 
-0.000 -0.100 -0.000 0.042 -0.095 -0.022 0.034 -1.800 82.600 -0.017 2.344 
-0.000 -0.308 -0.000 0.002 -0.232 0.103 0.151 -1.800 82.600 -0.017 2.344 
-0.000 -0.168 -0.000 -0.015 -0.117 0.017 0.088 -2.000 82.600 -0.017 2.344 
-0.000 -0.144 -0.000 -0.022 -0.095 0.005 0.078 -2.000 82.400 -0.017 2.344 
-0.000 -0.129 -0.000 -0.046 -0.073 0.002 0.078 -2.000 82.400 -0.017 2.344 
-0.000 -0.154 -0.000 -0.051 -0.088 -0.012 0.093 -2.000 82.200 -0.017 2.344 
-0.000 -0.198 -0.000 -0.068 -0.112 -0.005 0.120 -1.800 82.000 -0.015 2.344 
-0.000 -0.212 -0.000 -0.085 -0.115 0.017 0.132 -1.800 81.800 -0.012 2.344 
-0.000 -0.232 -0.000 -0.120 -0.112 0.039 0.154 -1.800 81.400 -0.010 2.344 
-0.000 -0.281 -0.000 -0.147 -0.137 -0.015 0.188 -1.800 81.000 -0.010 2.344 
-0.000 -0.308 -0.000 -0.168 -0.147 -0.117 0.208 -1.800 80.600 -0.012 2.344 
-0.000 -0.332 -0.000 -0.195 -0.151 -0.239 0.230 -1.800 80.400 -0.012 2.344 
-0.000 -0.325 -0.000 -0.222 -0.132 -0.408 0.234 -1.600 80.000 -0.015 2.344 
-0.000 -0.298 -0.000 -0.247 -0.100 -0.569 0.230 -1.800 80.000 -0.015 2.349 
-0.000 -0.317 -0.000 -0.227 -0.125 -0.730 0.232 -1.800 79.800 -0.015 2.354 
-0.000 -0.310 -0.000 -0.195 -0.134 -1.055 0.217 -1.800 79.600 -0.015 2.359 
-0.000 -0.330 -0.000 -0.173 -0.159 -1.272 0.220 -1.800 79.400 -0.015 2.364 
-0.000 -0.313 -0.000 -0.112 -0.178 -1.267 0.190 -1.800 79.200 -0.012 2.364 
-0.000 -0.261 -0.000 -0.071 -0.159 -1.101 0.151 -1.800 79.000 -0.012 2.364 
-0.000 -0.286 -0.000 -0.022 -0.203 -1.023 0.149 -1.800 78.600 -0.012 2.364 
-0.000 -0.249 -0.000 0.024 -0.198 -0.982 0.115 -1.800 78.400 -0.010 2.364 
-0.000 -0.237 -0.000 0.083 -0.217 -0.811 0.088 -1.800 78.000 -0.010 2.364 
-0.000 -0.225 -0.000 0.095 -0.215 -0.681 0.078 -1.800 77.600 -0.010 2.364 
-0.000 -0.193 -0.000 0.076 -0.181 -0.508 0.068 -1.800 77.200 -0.010 2.364 
-0.000 -0.168 -0.000 0.049 -0.149 -0.352 0.066 -1.800 77.000 -0.010 2.364 
-0.000 -0.176 -0.000 0.037 -0.149 -0.220 0.073 -2.000 76.600 -0.010 2.364 
-0.000 -0.164 -0.000 0.010 -0.127 -0.142 0.076 -2.000 76.200 -0.010 2.364 
-0.000 -0.120 -0.000 0.005 -0.090 -0.076 0.056 -2.000 76.000 -0.010 2.364 
-0.000 -0.095 -0.000 0.007 -0.073 -0.032 0.044 -2.000 75.800 -0.010 2.364 
-0.000 -0.090 -0.000 0.007 -0.071 -0.002 0.042 -2.000 75.600 -0.010 2.364 
-0.000 -0.090 -0.000 0.015 -0.073 0.012 0.039 -2.000 75.600 -0.012 2.364 
-0.000 -0.088 -0.000 0.024 -0.078 0.017 0.034 -1.800 75.800 -0.012 2.364 
-0.000 -0.088 -0.000 0.024 -0.078 0.027 0.034 -1.800 76.000 -0.015 2.364 
-0.000 -0.088 -0.000 0.020 -0.076 0.037 0.034 -1.800 76.400 -0.015 2.359 
-0.000 -0.098 -0.000 0.027 -0.085 0.039 0.037 -1.800 77.000 -0.015 2.354 
-0.000 -0.088 -0.000 0.027 -0.078 0.034 0.032 -1.800 77.800 -0.015 2.349 
-0.000 -0.083 -0.000 0.024 -0.073 0.034 0.032 -1.800 78.600 -0.015 2.344 
-0.000 -0.085 -0.000 0.024 -0.076 0.044 0.032 -1.800 79.400 -0.012 2.349 
-0.000 -0.090 -0.000 0.022 -0.078 0.049 0.037 -1.800 80.000 -0.012 2.354 
-0.000 -0.085 -0.000 0.027 -0.076 0.042 0.032 -1.800 79.800 -0.012 2.359 
-0.000 -0.083 -0.000 0.020 -0.071 0.034 0.032 -1.800 79.800 -0.010 2.364 
-0.000 -0.081 -0.000 0.020 -0.068 0.037 0.032 -1.800 78.800 -0.010 2.364 
-0.000 -0.088 -0.000 0.020 -0.076 0.034 0.034 -1.800 77.800 -0.012 2.364 
-0.000 -0.076 -0.000 0.032 -0.071 0.034 0.024 -1.800 76.600 -0.012 2.364 
-0.000 -0.071 -0.000 0.032 -0.068 0.029 0.022 -1.800 75.400 -0.015 2.364 
-0.000 -0.066 -0.000 0.024 -0.061 0.039 0.022 -1.800 74.600 -0.015 2.364 
-0.000 -0.073 -0.000 0.015 -0.061 0.039 0.029 -1.800 73.600 -0.015 2.364 
-0.000 -0.063 -0.000 0.017 -0.056 0.027 0.024 -1.800 73.400 -0.015 2.364 
-0.000 -0.059 -0.000 0.010 -0.049 0.027 0.024 -1.800 73.000 -0.017 2.364 
-0.000 -0.059 -0.000 0.012 -0.049 0.024 0.022 -1.800 72.800 -0.017 2.364 
-0.000 -0.054 -0.000 0.017 -0.049 0.032 0.020 -2.000 72.600 -0.017 2.364 
-0.000 -0.054 -0.000 0.015 -0.046 0.024 0.020 -2.000 72.600 -0.017 2.364 
-0.000 -0.051 -0.000 0.017 -0.046 0.022 0.017 -2.000 72.800 -0.015 2.364 
-0.000 -0.039 -0.000 0.012 -0.034 0.022 0.012 -2.000 73.400 -0.015 2.364 
-0.000 -0.042 -0.000 0.017 -0.039 0.024 0.012 -2.000 74.200 -0.015 2.364 
-0.000 -0.044 -0.000 0.015 -0.039 0.020 0.015 -2.000 75.800 -0.015 2.364 
-0.000 -0.024 -0.000 0.020 -0.027 0.017 0.002 -1.800 77.600 -0.017 2.364 
-0.000 -0.029 -0.000 0.020 -0.032 0.022 0.005 -1.800 80.000 -0.017 2.364 
-0.000 -0.022 -0.000 0.020 -0.024 0.022 0.002 -1.800 82.600 -0.017 2.364 
-0.000 -0.020 -0.000 0.022 -0.024 0.020 -0.000 -1.800 85.400 -0.017 2.364 
-0.000 -0.017 -0.000 0.022 -0.022 0.017 -0.000 -1.600 88.200 -0.017 2.364 
-0.000 -0.007 -0.000 0.024 -0.017 0.020 -0.007 -1.600 90.600 -0.020 2.364 
-0.000 -0.000 -0.000 0.029 -0.015 0.024 -0.012 -1.600 93.200 -0.022 2.364 
-0.000 0.005 -0.000 0.029 -0.010 0.020 -0.015 -1.800 95.000 -0.024 2.364 
-0.000 0.012 -0.000 0.022 -0.000 0.022 -0.015 -1.800 97.000 -0.029 2.364 
-0.000 0.017 -0.000 0.024 0.002 0.024 -0.020 -1.800 98.400 -0.029 2.364 
-0.000 0.027 -0.000 0.029 0.007 0.020 -0.024 -2.000 100.000 -0.029 2.364 
-0.000 0.037 -0.000 0.029 0.015 0.024 -0.029 -2.000 101.400 -0.029 2.364 
-0.000 0.049 -0.000 0.024 0.024 0.027 -0.034 -2.000 102.800 -0.029 2.364 
-0.000 0.056 -0.000 0.027 0.029 0.037 -0.039 -2.000 104.200 -0.029 2.369 
-0.000 0.059 -0.000 0.020 0.034 0.034 -0.039 -1.800 105.400 -0.032 2.374 
-0.000 0.078 -0.000 0.034 0.042 0.037 -0.054 -1.800 106.000 -0.034 2.379 
-0.000 0.093 -0.000 0.024 0.059 0.044 -0.056 -1.800 106.800 -0.037 2.383 
-0.000 0.117 -0.000 0.027 0.076 0.054 -0.071 -1.800 106.600 -0.042 2.383 
-0.000 0.115 -0.000 0.027 0.073 0.059 -0.068 -2.000 106.400 -0.044 2.383 
-0.000 0.127 -0.000 0.032 0.081 0.061 -0.076 -2.000 105.600 -0.049 2.383 
-0.000 0.132 -0.000 0.022 0.088 0.071 -0.076 -2.000 104.800 -0.051 2.383 
-0.000 0.149 -0.000 0.017 0.105 0.083 -0.083 -2.000 103.800 -0.051 2.383 
-0.000 0.154 -0.000 0.027 0.103 0.093 -0.088 -2.000 102.600 -0.054 2.383 
-0.000 0.164 -0.000 0.024 0.112 0.098 -0.093 -2.000 102.000 -0.054 2.383 
-0.000 0.173 -0.000 0.015 0.125 0.105 -0.093 -1.800 101.200 -0.056 2.383 
-0.000 0.178 -0.000 0.015 0.127 0.112 -0.095 -1.800 100.800 -0.059 2.383 
-0.000 0.176 -0.000 0.010 0.127 0.120 -0.093 -1.800 100.400 -0.063 2.383 
-0.000 0.176 -0.000 0.012 0.127 0.112 -0.095 -1.800 100.400 -0.066 2.383 
-0.000 0.176 -0.000 0.005 0.129 0.120 -0.093 -1.800 100.400 -0.071 2.383 
-0.000 0.176 -0.000 -0.000 0.132 0.127 -0.090 -1.800 100.800 -0.073 2.383 
-0.000 0.166 -0.000 0.002 0.125 0.129 -0.085 -1.800 101.200 -0.076 2.383 
-0.000 0.159 -0.000 -0.002 0.122 0.129 -0.081 -1.800 101.800 -0.081 2.383 
-0.000 0.142 -0.000 -0.007 0.110 0.129 -0.071 -1.800 102.600 -0.085 2.383 
-0.000 0.134 -0.000 -0.002 0.103 0.127 -0.068 -1.800 103.400 -0.088 2.383 
-0.000 0.112 -0.000 -0.005 0.088 0.129 -0.056 -1.800 104.200 -0.093 2.383 
-0.000 0.090 -0.000 -0.005 0.071 0.117 -0.046 -1.800 104.800 -0.095 2.383 
-0.000 0.066 -0.000 -0.007 0.054 0.112 -0.032 -1.800 105.600 -0.100 2.383 
-0.000 0.056 -0.000 -0.002 0.044 0.105 -0.029 -1.800 106.200 -0.103 2.383 
-0.000 0.029 -0.000 -0.007 0.027 0.098 -0.015 -1.800 106.600 -0.107 2.383 
-0.000 0.015 -0.000 -0.012 0.017 0.085 -0.005 -1.800 107.000 -0.110 2.383 
-0.000 0.002 -0.000 -0.012 0.010 0.083 -0.000 -1.800 107.200 -0.115 2.383 
-0.000 -0.020 -0.000 -0.010 -0.010 0.078 0.010 -1.800 107.200 -0.115 2.383 
-0.000 -0.044 -0.000 -0.012 -0.027 0.073 0.024 -1.800 107.200 -0.115 2.383 
-0.000 -0.046 -0.000 -0.007 -0.029 0.068 0.024 -1.800 106.400 -0.115 2.383 
-0.000 -0.046 -0.000 -0.002 -0.032 0.066 0.022 -1.800 105.600 -0.117 2.383 
-0.000 -0.061 -0.000 -0.007 -0.042 0.063 0.032 -1.800 104.000 -0.122 2.388 
-0.000 -0.078 -0.000 -0.007 -0.054 0.056 0.039 -1.800 102.400 -0.125 2.393 
-0.000 -0.085 -0.000 -0.000 -0.063 0.051 0.042 -1.800 100.200 -0.129 2.398 
-0.000 -0.085 -0.000 -0.010 -0.059 0.051 0.044 -1.800 98.000 -0.132 2.403 
-0.000 -0.095 -0.000 -0.010 -0.066 0.051 0.049 -1.800 95.400 -0.134 2.403 
-0.000 -0.103 -0.000 -0.002 -0.076 0.049 0.049 -1.800 92.800 -0.134 2.403 
-0.000 -0.100 -0.000 -0.000 -0.073 0.046 0.049 -1.800 90.200 -0.134 2.403 
-0.000 -0.098 -0.000 -0.002 -0.071 0.044 0.046 -1.800 87.400 -0.137 2.403 
-0.000 -0.105 -0.000 -0.005 -0.076 0.056 0.051 -1.800 84.800 -0.139 2.403 
-0.000 -0.117 -0.000 0.002 -0.088 0.054 0.056 -1.800 82.400 -0.142 2.403 
-0.000 -0.107 -0.000 0.002 -0.081 0.054 0.051 -1.800 80.200 -0.144 2.403 
-0.000 -0.112 -0.000 0.005 -0.085 0.049 0.051 -1.800 78.200 -0.147 2.403 
-0.000 -0.117 -0.000 -0.002 -0.085 0.054 0.056 -1.800 77.000 -0.147 2.403 
-0.000 -0.115 -0.000 0.007 -0.088 0.054 0.054 -1.800 75.800 -0.147 2.403 
-0.000 -0.117 -0.000 -0.000 -0.088 0.051 0.056 -1.800 75.800 -0.147 2.403 
-0.000 -0.112 -0.000 -0.002 -0.083 0.056 0.054 -1.800 76.000 -0.147 2.403 
-0.000 -0.127 -0.000 -0.002 -0.093 0.056 0.061 -1.800 77.200 -0.149 2.403 
-0.000 -0.127 -0.000 0.002 -0.095 0.061 0.061 -1.800 78.400 -0.149 2.403 
-0.000 -0.117 -0.000 -0.002 -0.085 0.056 0.056 -1.800 80.200 -0.149 2.403 
-0.000 -0.117 -0.000 -0.000 -0.088 0.061 0.056 -1.800 82.000 -0.151 2.403 
-0.000 -0.117 -0.000 -0.002 -0.085 0.066 0.056 -1.800 83.800 -0.151 2.403 
-0.000 -0.115 -0.000 0.005 -0.088 0.088 0.054 -1.800 85.600 -0.154 2.403 
-0.000 -0.105 -0.000 -0.010 -0.073 0.098 0.054 -1.800 87.000 -0.154 2.403 
-0.000 -0.093 -0.000 -0.015 -0.061 0.129 0.049 -1.800 88.400 -0.156 2.403 
-0.000 -0.085 -0.000 -0.017 -0.054 0.166 0.046 -1.800 89.400 -0.154 2.398 
-0.000 -0.076 -0.000 -0.017 -0.046 0.173 0.042 -1.800 90.400 -0.151 2.393 
-0.000 -0.063 -0.000 -0.022 -0.037 0.156 0.037 -2.000 91.000 -0.151 2.388 
-0.000 -0.037 -0.000 -0.037 -0.007 0.090 0.029 -2.000 91.800 -0.147 2.383 
-0.000 -0.024 -0.000 -0.054 0.010 0.002 0.027 -2.000 92.000 -0.149 2.388 
-0.000 -0.020 -0.000 -0.046 0.010 -0.032 0.022 -2.000 92.200 -0.149 2.393 
-0.000 -0.010 -0.000 -0.051 0.020 -0.056 0.020 -2.000 92.000 -0.149 2.398 
-0.000 0.007 -0.000 -0.051 0.032 -0.068 0.012 -2.000 91.800 -0.151 2.403 
-0.000 0.022 -0.000 -0.049 0.042 -0.076 0.002 -2.000 91.400 -0.149 2.403 
-0.000 0.037 -0.000 -0.046 0.051 -0.090 -0.005 -2.000 90.800 -0.147 2.403 
-0.000 0.056 -0.000 -0.044 0.066 -0.105 -0.015 -2.000 90.000 -0.144 2.403 
-0.000 0.071 -0.000 -0.044 0.076 -0.122 -0.022 -2.000 89.200 -0.142 2.403 
-0.000 0.078 -0.000 -0.039 0.078 -0.117 -0.029 -2.000 88.400 -0.142 2.403 
-0.000 0.061 -0.000 -0.037 0.066 -0.105 -0.020 -2.000 87.600 -0.142 2.403 
-0.000 0.037 -0.000 -0.034 0.046 -0.085 -0.010 -2.000 87.000 -0.142 2.403 
-0.000 0.034 -0.000 -0.015 0.034 -0.046 -0.015 -1.800 86.200 -0.142 2.403 
-0.000 0.017 -0.000 -0.012 0.020 -0.034 -0.007 -1.800 85.800 -0.139 2.398 
-0.000 -0.027 -0.000 -0.002 -0.017 -0.024 0.012 -1.800 85.200 -0.137 2.393 
-0.000 -0.066 -0.000 -0.000 -0.049 -0.012 0.032 -1.800 84.800 -0.137 2.388 
-0.000 -0.081 -0.000 -0.010 -0.054 0.012 0.042 -1.800 84.200 -0.132 2.383 
-0.000 -0.144 -0.000 0.017 -0.115 0.007 0.063 -1.800 84.000 -0.132 2.383 
-0.000 -0.137 -0.000 0.010 -0.107 0.027 0.063 -1.800 83.800 -0.129 2.383 
-0.000 -0.139 -0.000 0.010 -0.107 0.024 0.063 -1.800 83.800 -0.129 2.383 
-0.000 -0.166 -0.000 0.002 -0.125 0.010 0.081 -1.800 83.800 -0.127 2.383 
-0.000 -0.215 -0.000 0.020 -0.171 0.007 0.098 -1.800 84.000 -0.125 2.383 
-0.000 -0.161 -0.000 0.029 -0.134 0.017 0.068 -1.800 84.200 -0.122 2.383 
-0.000 -0.154 -0.000 -0.017 -0.105 0.002 0.081 -1.800 84.400 -0.122 2.383 
-0.000 -0.103 -0.000 -0.073 -0.039 0.027 0.073 -1.800 84.600 -0.117 2.383 
-0.000 -0.183 -0.000 0.044 -0.159 -0.020 0.076 -1.800 84.200 -0.117 2.383 
-0.000 -0.264 -0.000 0.015 -0.205 0.095 0.125 -1.800 83.600 -0.117 2.383 
-0.000 -0.183 -0.000 -0.000 -0.137 0.103 0.090 -1.800 82.800 -0.117 2.383 
-0.000 -0.122 -0.000 -0.010 -0.085 0.034 0.061 -1.800 81.800 -0.115 2.383 
-0.000 -0.181 -0.000 0.002 -0.137 0.032 0.088 -1.800 80.600 -0.110 2.388 
-0.000 -0.212 -0.000 -0.020 -0.149 0.007 0.110 -1.800 79.400 -0.107 2.393 
-0.000 -0.261 -0.000 -0.110 -0.139 -0.024 0.166 -1.800 78.200 -0.103 2.398 
-0.000 -0.239 -0.000 -0.098 -0.129 -0.000 0.149 -1.800 77.000 -0.100 2.403 
-0.000 -0.293 -0.000 -0.132 -0.154 0.024 0.188 -1.800 76.000 -0.098 2.403 
-0.000 -0.295 -0.000 -0.137 -0.151 -0.000 0.190 -1.800 75.000 -0.098 2.403 
-0.000 -0.168 -0.000 -0.015 -0.117 -0.039 0.088 -1.800 74.600 -0.098 2.403 
-0.000 -0.198 -0.000 -0.105 -0.095 -0.090 0.132 -1.800 74.000 -0.095 2.403 
-0.000 -0.295 -0.000 -0.154 -0.144 -0.254 0.198 -1.800 74.000 -0.095 2.403 
-0.000 -0.332 -0.000 -0.117 -0.190 -0.440 0.203 -1.800 74.000 -0.093 2.403 
-0.000 -0.178 -0.000 -0.264 -0.000 -0.488 0.176 -1.800 74.200 -0.093 2.403 
-0.000 -0.149 -0.000 -0.256 0.017 -0.667 0.159 -1.800 74.400 -0.088 2.403 
-0.000 -0.168 -0.000 -0.073 -0.088 -0.977 0.107 -1.800 74.600 -0.085 2.403 
-0.000 -0.308 -0.000 -0.007 -0.227 -1.104 0.154 -2.000 74.800 -0.081 2.403 
-0.000 -0.295 -0.000 -0.024 -0.208 -1.050 0.154 -2.000 74.800 -0.078 2.403 
-0.000 -0.230 -0.000 -0.076 -0.134 -0.862 0.137 -2.200 74.800 -0.073 2.403 
-0.000 -0.252 -0.000 -0.027 -0.173 -0.867 0.132 -2.200 74.800 -0.073 2.403 
-0.000 -0.332 -0.000 0.120 -0.308 -0.842 0.125 -2.200 75.000 -0.071 2.403 
-0.000 -0.298 -0.000 0.252 -0.349 -0.662 0.063 -2.200 75.400 -0.068 2.403 
-0.000 -0.269 -0.000 0.161 -0.281 -0.527 0.078 -2.000 75.800 -0.066 2.403 
-0.000 -0.205 -0.000 0.098 -0.203 -0.342 0.068 -1.800 76.000 -0.063 2.403 
-0.000 -0.300 -0.000 -0.071 -0.188 -0.193 0.171 -1.600 76.400 -0.061 2.403 
-0.000 -0.090 -0.000 0.144 -0.139 -0.088 -0.005 -1.400 76.400 -0.059 2.403 
-0.000 -0.151 -0.000 0.283 -0.254 -0.098 -0.022 -1.200 76.400 -0.056 2.403 
-0.000 -0.134 -0.000 0.178 -0.188 -0.024 0.005 -1.200 75.800 -0.054 2.403 
-0.000 -0.112 -0.000 -0.015 -0.076 0.017 0.059 -1.000 75.000 -0.051 2.403 
-0.000 -0.029 -0.000 0.063 -0.054 0.051 -0.010 -1.000 74.000 -0.051 2.403 
-0.000 -0.024 -0.000 0.115 -0.076 0.078 -0.029 -1.200 73.000 -0.046 2.403 
-0.000 -0.085 -0.000 0.142 -0.134 0.090 -0.007 -1.400 72.000 -0.039 2.398 
-0.000 -0.173 -0.000 0.117 -0.188 0.056 0.046 -1.600 71.000 -0.032 2.393 
-0.000 -0.129 -0.000 0.103 -0.147 0.059 0.029 -1.600 70.400 -0.024 2.388 
-0.000 -0.002 -0.000 0.151 -0.076 0.110 -0.051 -1.800 69.800 -0.017 2.383 
-0.000 -0.032 -0.000 0.149 -0.098 0.085 -0.037 -2.000 69.800 -0.010 2.388 
-0.000 0.017 -0.000 0.178 -0.076 0.073 -0.071 -2.000 69.600 -0.002 2.393 
-0.000 -0.000 -0.000 0.159 -0.078 0.044 -0.056 -2.200 70.000 0.005 2.398 
-0.000 -0.010 -0.000 0.149 -0.081 0.076 -0.046 -2.200 70.200 0.012 2.403 
-0.000 -0.015 -0.000 0.083 -0.051 0.088 -0.022 -2.200 70.600 0.024 2.403 
-0.000 0.068 -0.000 0.083 0.010 0.085 -0.063 -2.200 71.200 0.034 2.403 
-0.000 0.012 -0.000 0.083 -0.032 0.061 -0.037 -2.200 72.400 0.044 2.403 
-0.000 0.005 -0.000 0.046 -0.020 0.085 -0.020 -2.200 73.400 0.056 2.403 
-0.000 0.044 -0.000 0.020 0.024 0.098 -0.032 -2.200 75.200 0.066 2.403 
-0.000 0.073 -0.000 0.027 0.042 0.081 -0.049 -2.200 76.800 0.078 2.403 
-0.000 0.015 -0.000 0.027 -0.002 0.066 -0.020 -2.200 78.000 0.090 2.403 
-0.000 0.010 -0.000 0.042 -0.012 0.090 -0.022 -2.000 79.200 0.103 2.403 
-0.000 0.051 -0.000 0.037 0.022 0.083 -0.039 -1.800 79.000 0.115 2.403 
-0.000 0.020 -0.000 -0.015 0.022 0.068 -0.007 -1.600 79.000 0.129 2.403 
-0.000 0.078 -0.000 0.032 0.044 0.078 -0.051 -1.400 77.800 0.142 2.403 
-0.000 -0.029 -0.000 -0.020 -0.012 0.088 0.020 -1.200 76.800 0.156 2.403 
-0.000 -0.020 -0.000 0.012 -0.020 0.088 0.002 -1.200 75.600 0.166 2.403 
-0.000 -0.007 -0.000 0.056 -0.032 0.083 -0.017 -1.200 74.600 0.178 2.403 
-0.000 -0.029 -0.000 -0.032 -0.005 0.090 0.022 -1.400 73.800 0.190 2.403 
-0.000 -0.039 -0.000 -0.044 -0.007 0.098 0.032 -1.600 73.200 0.203 2.403 
-0.000 -0.046 -0.000 -0.032 -0.017 0.090 0.032 -1.800 72.800 0.210 2.398 
-0.000 -0.044 -0.000 -0.059 -0.002 0.093 0.039 -2.200 72.600 0.220 2.393 
-0.000 -0.083 -0.000 -0.051 -0.037 0.076 0.056 -2.400 72.600 0.227 2.388 
-0.000 -0.042 -0.000 -0.071 0.005 0.098 0.042 -2.600 72.400 0.237 2.383 
-0.000 0.022 -0.000 -0.051 0.044 0.105 0.005 -2.400 72.600 0.244 2.383 
-0.000 0.032 -0.000 -0.051 0.051 0.095 -0.000 -2.400 72.600 0.252 2.383 
-0.000 0.010 -0.000 -0.081 0.049 0.076 0.020 -2.200 73.600 0.261 2.383 
-0.000 0.024 -0.000 -0.085 0.061 0.076 0.015 -1.800 74.600 0.269 2.383 
-0.000 0.020 -0.000 -0.076 0.054 0.076 0.012 -1.600 76.600 0.278 2.383 
-0.000 0.032 -0.000 -0.088 0.068 0.085 0.012 -1.200 78.600 0.286 2.383 
-0.000 0.017 -0.000 -0.081 0.054 0.066 0.017 -1.200 81.400 0.293 2.383 
-0.000 0.012 -0.000 -0.063 0.042 0.066 0.012 -1.000 84.200 0.303 2.383 
-0.000 0.029 -0.000 -0.044 0.044 0.054 -0.002 -1.000 87.200 0.313 2.383 
-0.000 0.056 -0.000 -0.076 0.081 0.051 -0.005 -1.200 90.200 0.322 2.383 
-0.000 0.071 -0.000 -0.051 0.081 0.027 -0.020 -1.600 92.800 0.330 2.383 
-0.000 0.090 -0.000 -0.056 0.098 0.049 -0.029 -2.000 95.200 0.339 2.383 
-0.000 0.105 -0.000 -0.076 0.117 0.059 -0.029 -2.200 96.800 0.349 2.379 
-0.000 0.132 -0.000 -0.105 0.151 0.056 -0.034 -2.400 98.200 0.359 2.374 
-0.000 0.127 -0.000 -0.085 0.139 0.032 -0.037 -2.400 98.800 0.369 2.369 
-0.000 0.122 -0.000 -0.071 0.127 0.022 -0.039 -2.400 99.200 0.379 2.364 
-0.000 0.166 -0.000 -0.054 0.151 0.046 -0.068 -2.000 99.200 0.388 2.364 
-0.000 0.186 -0.000 -0.071 0.176 0.049 -0.071 -1.800 99.000 0.400 2.364 
-0.000 0.190 -0.000 -0.088 0.188 0.027 -0.068 -1.600 98.400 0.410 2.364 
-0.000 0.176 -0.000 -0.085 0.176 0.024 -0.061 -1.400 98.000 0.422 2.364 
-0.000 0.147 -0.000 -0.081 0.151 0.027 -0.049 -1.400 97.000 0.432 2.359 
