I II III aVR aVL aVF V1 LV AO Resp SPO2
0.132 -0.056 -0.190 -0.037 0.161 -0.122 -0.085 10.200 71.400 0.151 2.325 
0.264 0.044 -0.220 -0.154 0.242 -0.088 -0.252 10.200 71.200 0.151 2.305 
0.432 0.242 -0.188 -0.337 0.313 0.027 -0.479 10.200 71.000 0.151 2.286 
0.532 0.379 -0.164 -0.449 0.344 0.112 -0.611 10.600 70.800 0.151 2.266 
0.698 0.571 -0.132 -0.632 0.413 0.222 -0.752 10.800 70.600 0.154 2.247 
0.703 0.547 -0.156 -0.625 0.430 0.195 -0.801 11.200 70.400 0.154 2.227 
0.491 0.361 -0.134 -0.422 0.310 0.117 -0.764 11.600 70.200 0.156 2.208 
0.122 0.134 0.012 -0.127 0.056 0.073 -0.645 12.200 70.000 0.154 2.193 
-0.002 -0.022 -0.024 0.015 0.010 -0.020 -0.625 12.600 69.800 0.151 2.178 
0.044 -0.105 -0.154 0.034 0.098 -0.127 -0.698 13.400 69.600 0.149 2.164 
0.037 -0.186 -0.227 0.078 0.129 -0.203 -0.632 14.000 69.400 0.147 2.149 
0.022 -0.252 -0.286 0.122 0.149 -0.261 -0.520 14.800 69.200 0.147 2.129 
0.007 -0.210 -0.222 0.105 0.112 -0.212 -0.410 15.400 69.000 0.147 2.110 
-0.083 -0.068 0.010 0.078 -0.049 -0.027 -0.283 16.200 68.800 0.147 2.090 
-0.117 -0.024 0.098 0.068 -0.105 0.034 -0.183 17.000 68.600 0.147 2.071 
-0.103 -0.029 0.073 0.066 -0.088 0.022 -0.098 17.800 68.400 0.147 2.056 
-0.095 -0.046 0.039 0.076 -0.071 0.002 -0.034 18.600 68.200 0.147 2.042 
-0.098 -0.083 0.010 0.093 -0.056 -0.034 0.012 19.200 68.000 0.147 2.027 
-0.078 -0.093 -0.017 0.088 -0.032 -0.054 0.029 19.800 67.600 0.144 2.012 
-0.061 -0.051 0.007 0.059 -0.034 -0.020 0.034 20.600 67.400 0.142 1.993 
-0.068 -0.051 0.012 0.063 -0.042 -0.017 0.039 21.400 67.200 0.139 1.973 
-0.059 -0.059 -0.000 0.059 -0.029 -0.029 0.042 22.600 67.000 0.137 1.954 
-0.056 -0.049 0.010 0.051 -0.032 -0.020 0.039 24.000 66.800 0.132 1.934 
-0.061 -0.071 -0.010 0.066 -0.024 -0.039 0.049 26.000 66.800 0.132 1.915 
-0.071 -0.088 -0.022 0.083 -0.027 -0.051 0.063 28.000 66.600 0.129 1.895 
-0.068 -0.081 -0.017 0.078 -0.027 -0.046 0.051 31.200 66.600 0.127 1.875 
-0.051 -0.051 -0.002 0.054 -0.024 -0.024 0.046 34.400 66.600 0.125 1.856 
-0.071 -0.046 0.020 0.061 -0.046 -0.010 0.049 38.800 66.800 0.122 1.836 
-0.063 -0.059 -0.005 0.066 -0.034 -0.027 0.054 43.200 67.000 0.120 1.817 
-0.056 -0.059 -0.005 0.059 -0.027 -0.029 0.051 48.800 67.400 0.117 1.797 
-0.054 -0.049 0.002 0.054 -0.029 -0.022 0.049 54.200 68.000 0.115 1.778 
-0.083 -0.100 -0.022 0.095 -0.032 -0.059 0.071 60.800 69.000 0.110 1.758 
-0.044 -0.085 -0.042 0.066 -0.000 -0.063 0.066 67.200 70.200 0.107 1.739 
-0.012 -0.061 -0.046 0.037 0.020 -0.054 0.054 74.000 71.800 0.103 1.719 
-0.037 -0.073 -0.039 0.056 -0.000 -0.054 0.051 80.800 73.600 0.098 1.700 
-0.039 -0.076 -0.037 0.059 -0.000 -0.056 0.056 87.000 75.800 0.093 1.685 
-0.051 -0.068 -0.022 0.063 -0.017 -0.042 0.051 93.400 78.000 0.088 1.670 
-0.066 -0.066 -0.002 0.068 -0.032 -0.032 0.056 98.200 80.600 0.083 1.656 
-0.081 -0.085 -0.005 0.083 -0.037 -0.044 0.068 103.200 83.400 0.078 1.641 
-0.076 -0.085 -0.015 0.083 -0.032 -0.046 0.063 106.600 86.200 0.073 1.626 
-0.061 -0.066 -0.007 0.066 -0.027 -0.034 0.056 110.000 89.200 0.071 1.612 
-0.083 -0.093 -0.012 0.090 -0.037 -0.051 0.076 112.200 92.200 0.066 1.597 
-0.076 -0.085 -0.012 0.083 -0.032 -0.046 0.063 114.400 95.400 0.063 1.582 
-0.046 -0.081 -0.039 0.066 -0.005 -0.056 0.051 116.200 98.400 0.059 1.563 
-0.056 -0.088 -0.037 0.076 -0.012 -0.059 0.071 117.800 101.400 0.056 1.543 
-0.078 -0.073 0.007 0.076 -0.042 -0.034 0.066 119.600 104.400 0.051 1.524 
-0.039 -0.063 -0.022 0.051 -0.007 -0.044 0.061 121.200 107.600 0.049 1.504 
-0.054 -0.061 -0.010 0.059 -0.022 -0.034 0.059 123.600 110.400 0.042 1.480 
-0.076 -0.068 0.005 0.073 -0.042 -0.029 0.068 125.800 113.400 0.037 1.455 
-0.081 -0.073 0.005 0.078 -0.044 -0.032 0.066 128.600 116.000 0.032 1.431 
-0.063 -0.061 -0.005 0.066 -0.032 -0.029 0.073 131.400 118.800 0.024 1.407 
-0.066 -0.088 -0.024 0.078 -0.022 -0.054 0.078 134.400 121.400 0.022 1.377 
-0.068 -0.103 -0.034 0.085 -0.017 -0.068 0.081 137.400 124.000 0.017 1.348 
-0.063 -0.103 -0.037 0.083 -0.012 -0.071 0.088 140.200 126.400 0.015 1.319 
-0.061 -0.085 -0.027 0.076 -0.017 -0.054 0.085 143.000 129.000 0.010 1.289 
-0.076 -0.095 -0.022 0.088 -0.027 -0.056 0.095 145.600 131.200 0.007 1.275 
-0.078 -0.120 -0.044 0.100 -0.017 -0.081 0.112 148.200 133.600 0.002 1.260 
-0.051 -0.081 -0.027 0.066 -0.010 -0.054 0.103 150.400 135.600 -0.000 1.245 
-0.056 -0.076 -0.022 0.068 -0.017 -0.046 0.105 152.800 137.600 -0.002 1.231 
-0.054 -0.081 -0.032 0.071 -0.012 -0.054 0.107 154.600 139.600 -0.005 1.231 
-0.046 -0.073 -0.027 0.061 -0.010 -0.049 0.112 156.600 141.600 -0.007 1.231 
-0.049 -0.076 -0.029 0.063 -0.010 -0.051 0.125 158.000 143.600 -0.010 1.231 
-0.054 -0.076 -0.032 0.071 -0.015 -0.049 0.132 159.600 145.400 -0.015 1.231 
-0.037 -0.093 -0.056 0.066 0.010 -0.073 0.144 161.000 147.200 -0.188 1.255 
-0.029 -0.095 -0.073 0.066 0.020 -0.081 0.151 162.200 149.200 -0.190 1.280 
-0.049 -0.073 -0.022 0.061 -0.012 -0.049 0.151 163.600 150.800 -0.364 1.304 
-0.046 -0.071 -0.029 0.061 -0.010 -0.046 0.159 165.000 152.400 -0.366 1.328 
-0.024 -0.073 -0.056 0.054 0.012 -0.061 0.154 166.200 154.200 -0.198 1.446 
-0.034 -0.056 -0.024 0.046 -0.005 -0.039 0.159 167.600 155.800 -0.198 1.563 
-0.034 -0.088 -0.059 0.063 0.010 -0.071 0.173 168.800 157.400 -0.027 1.680 
-0.012 -0.061 -0.051 0.039 0.020 -0.054 0.156 170.200 159.200 -0.029 1.797 
-0.007 -0.010 -0.010 0.012 -0.002 -0.005 0.134 171.600 160.600 -0.029 1.871 
-0.010 -0.007 -0.002 0.012 -0.005 -0.002 0.127 173.000 162.000 -0.029 1.944 
-0.010 0.005 0.012 0.005 -0.012 0.010 0.117 174.200 163.400 -0.032 2.017 
0.010 0.022 0.015 -0.017 -0.000 0.017 0.105 175.400 164.800 -0.032 2.090 
0.005 0.032 0.027 -0.017 -0.010 0.029 0.095 176.400 166.000 -0.034 2.159 
-0.010 0.015 0.027 -0.002 -0.017 0.020 0.081 177.600 167.200 -0.034 2.227 
0.005 0.010 0.002 -0.005 -0.000 0.007 0.071 178.400 168.000 -0.037 2.295 
0.012 -0.012 -0.029 0.002 0.020 -0.017 0.059 179.200 169.000 -0.037 2.364 
0.015 0.012 -0.002 -0.012 0.010 0.005 0.034 179.800 169.800 -0.037 2.418 
0.007 0.044 0.039 -0.027 -0.015 0.042 0.017 180.200 170.600 -0.037 2.471 
0.022 0.049 0.024 -0.034 -0.002 0.039 0.005 180.600 171.200 -0.037 2.525 
0.027 0.034 0.005 -0.029 0.010 0.022 -0.007 180.800 171.800 -0.037 2.579 
0.010 0.039 0.032 -0.024 -0.010 0.034 -0.012 180.800 172.200 -0.037 2.623 
0.005 0.034 0.032 -0.020 -0.012 0.032 -0.005 180.800 172.600 -0.037 2.667 
0.007 0.046 0.042 -0.027 -0.015 0.044 -0.017 180.600 173.000 -0.037 2.711 
0.005 0.039 0.034 -0.022 -0.015 0.037 -0.027 180.400 173.200 -0.037 2.755 
-0.000 0.037 0.037 -0.017 -0.017 0.037 -0.034 180.000 173.200 -0.037 2.784 
0.012 0.037 0.024 -0.024 -0.005 0.032 -0.029 179.600 173.400 -0.034 2.813 
-0.000 0.017 0.020 -0.010 -0.007 0.017 -0.022 179.200 173.200 -0.034 2.842 
-0.000 -0.015 -0.017 0.010 0.007 -0.015 -0.017 178.800 173.000 -0.032 2.872 
0.020 0.022 -0.000 -0.020 0.010 0.012 -0.032 178.200 172.600 -0.032 2.901 
0.017 0.042 0.024 -0.029 -0.002 0.034 -0.042 177.600 172.000 -0.032 2.930 
-0.000 0.020 0.022 -0.010 -0.010 0.020 -0.042 176.800 171.600 -0.032 2.960 
0.007 0.022 0.020 -0.017 -0.002 0.020 -0.037 176.000 171.000 -0.032 2.989 
0.020 0.012 -0.007 -0.015 0.015 0.002 -0.029 174.800 170.000 -0.032 3.013 
0.015 0.015 -0.005 -0.012 0.007 0.007 -0.032 173.600 169.200 -0.032 3.038 
-0.002 0.010 0.010 -0.002 -0.007 0.012 -0.034 172.000 168.200 -0.032 3.062 
0.012 0.022 0.007 -0.015 0.002 0.017 -0.037 170.600 167.000 -0.032 3.087 
0.032 0.029 -0.005 -0.029 0.017 0.015 -0.039 168.800 165.600 -0.034 3.116 
0.002 0.007 -0.000 -0.002 -0.000 0.007 -0.027 166.800 164.200 -0.037 3.145 
-0.002 -0.029 -0.029 0.017 0.012 -0.027 -0.015 164.600 162.400 -0.037 3.175 
0.024 0.007 -0.017 -0.015 0.022 -0.005 -0.029 162.200 160.600 -0.039 3.204 
0.020 -0.020 -0.039 -0.000 0.029 -0.029 -0.024 159.600 158.400 -0.042 3.233 
0.007 -0.007 -0.020 0.002 0.012 -0.010 -0.039 156.800 156.200 -0.044 3.263 
0.017 0.022 0.005 -0.020 0.007 0.015 -0.042 153.600 153.800 -0.046 3.292 
0.027 0.012 -0.015 -0.020 0.022 -0.000 -0.034 150.400 151.200 -0.049 3.321 
0.020 0.017 -0.002 -0.017 0.012 0.007 -0.039 146.600 148.400 -0.051 3.350 
0.017 0.010 -0.012 -0.010 0.012 0.002 -0.042 143.000 145.600 -0.054 3.380 
0.037 0.034 -0.007 -0.032 0.020 0.017 -0.046 139.000 142.600 -0.056 3.409 
0.029 0.027 -0.002 -0.027 0.017 0.012 -0.046 134.800 139.600 -0.059 3.438 
0.020 0.007 -0.020 -0.010 0.017 -0.002 -0.039 130.400 136.800 -0.061 3.458 
0.029 -0.010 -0.049 -0.005 0.034 -0.024 -0.032 126.000 134.000 -0.066 3.477 
0.029 -0.000 -0.037 -0.010 0.029 -0.015 -0.032 121.000 131.800 -0.068 3.497 
0.020 0.002 -0.027 -0.005 0.020 -0.007 -0.032 116.200 129.600 -0.073 3.516 
0.020 0.022 -0.002 -0.017 0.010 0.012 -0.044 110.800 127.800 -0.078 3.526 
0.037 0.020 -0.017 -0.027 0.027 0.002 -0.044 105.400 126.000 -0.083 3.536 
0.017 0.015 -0.005 -0.015 0.010 0.007 -0.034 99.200 124.600 -0.088 3.546 
0.005 0.020 0.012 -0.010 -0.005 0.017 -0.034 93.200 123.200 -0.095 3.556 
0.017 0.020 -0.002 -0.015 0.007 0.012 -0.037 86.800 122.200 -0.100 3.560 
0.027 0.022 -0.007 -0.022 0.017 0.010 -0.039 80.400 121.200 -0.105 3.565 
0.012 0.010 -0.002 -0.010 0.007 0.005 -0.032 74.200 120.400 -0.110 3.570 
0.010 -0.020 -0.034 0.007 0.020 -0.024 -0.024 68.000 119.400 -0.115 3.575 
0.017 0.010 -0.012 -0.010 0.012 0.002 -0.034 62.600 118.600 -0.120 3.565 
-0.002 0.012 0.010 -0.002 -0.007 0.015 -0.029 57.200 117.800 -0.122 3.556 
0.007 0.012 0.005 -0.010 0.002 0.010 -0.032 52.600 116.800 -0.127 3.546 
0.017 0.024 0.010 -0.022 0.005 0.017 -0.039 48.000 115.800 -0.129 3.536 
0.007 0.022 0.017 -0.015 -0.002 0.020 -0.029 44.200 114.800 -0.134 3.521 
-0.010 -0.007 -0.000 0.010 -0.005 -0.002 -0.020 40.400 113.800 -0.137 3.507 
0.012 0.005 -0.010 -0.007 0.010 -0.000 -0.027 36.800 113.000 -0.142 3.492 
0.002 0.017 0.015 -0.010 -0.005 0.017 -0.022 33.000 112.000 -0.144 3.477 
-0.000 0.015 0.010 -0.005 -0.007 0.015 -0.017 29.600 111.200 -0.144 3.458 
-0.007 0.005 0.007 0.005 -0.010 0.010 -0.017 26.000 110.200 -0.144 3.438 
0.005 0.007 0.002 -0.005 0.002 0.005 -0.022 23.200 109.400 -0.144 3.419 
-0.000 0.020 0.022 -0.010 -0.010 0.020 -0.024 20.200 108.600 -0.144 3.399 
-0.005 0.020 0.022 -0.005 -0.015 0.022 -0.022 18.200 107.600 -0.147 3.380 
-0.000 0.002 -0.002 0.002 -0.000 0.002 -0.015 16.200 106.800 -0.147 3.360 
0.005 -0.000 -0.010 -0.000 0.005 -0.002 -0.010 14.800 106.000 -0.149 3.341 
-0.010 0.017 0.024 -0.002 -0.017 0.022 -0.010 13.600 105.200 -0.151 3.321 
-0.010 0.015 0.020 -0.000 -0.017 0.020 -0.010 12.800 104.400 -0.151 3.297 
-0.005 0.002 0.007 0.002 -0.005 0.005 -0.010 12.200 103.400 -0.149 3.272 
0.005 0.007 0.002 -0.005 0.002 0.005 -0.015 11.800 102.800 -0.149 3.248 
-0.012 -0.002 0.007 0.010 -0.010 0.005 -0.010 11.600 102.000 -0.149 3.223 
-0.007 -0.005 -0.002 0.010 -0.005 -0.000 -0.015 11.600 101.200 -0.149 3.209 
0.007 0.005 -0.000 -0.007 0.005 0.002 -0.012 11.800 100.400 -0.151 3.194 
-0.005 -0.007 -0.002 0.007 -0.000 -0.005 -0.005 11.800 99.800 -0.154 3.179 
-0.010 -0.007 -0.005 0.012 -0.005 -0.002 -0.012 11.800 99.000 -0.156 3.165 
0.007 -0.002 -0.017 0.002 0.010 -0.005 -0.010 11.600 98.400 -0.156 3.150 
-0.007 -0.007 -0.005 0.010 -0.002 -0.002 -0.007 11.400 97.600 -0.156 3.136 
-0.007 -0.002 -0.002 0.010 -0.005 0.002 -0.022 11.200 97.000 -0.159 3.121 
-0.000 -0.005 -0.007 0.005 0.002 -0.005 -0.012 10.800 96.200 -0.159 3.106 
0.012 -0.007 -0.024 -0.000 0.017 -0.012 -0.007 10.200 95.600 -0.161 3.096 
-0.002 -0.000 -0.005 0.005 -0.002 0.002 -0.015 9.800 94.800 -0.161 3.087 
-0.002 0.020 0.017 -0.005 -0.012 0.022 -0.022 9.400 94.200 -0.164 3.077 
0.015 0.005 -0.015 -0.007 0.012 -0.002 -0.017 9.000 93.400 -0.166 3.067 
0.007 -0.039 -0.049 0.017 0.027 -0.042 -0.005 8.800 93.000 -0.166 3.057 
0.010 0.017 0.005 -0.012 0.002 0.012 -0.022 8.600 92.400 -0.168 3.048 
0.002 0.005 -0.005 -0.000 -0.000 0.005 -0.012 8.600 91.800 -0.168 3.038 
0.027 0.015 -0.010 -0.022 0.020 0.002 -0.029 8.600 91.400 -0.171 3.028 
0.010 0.015 0.007 -0.012 0.002 0.010 -0.037 8.800 90.800 -0.173 3.018 
0.010 0.015 0.005 -0.012 0.002 0.010 -0.027 9.000 90.400 -0.176 3.009 
0.022 0.005 -0.017 -0.012 0.020 -0.005 -0.029 9.400 90.000 -0.178 2.999 
0.017 -0.005 -0.024 -0.005 0.020 -0.012 -0.029 9.800 89.400 -0.183 2.989 
0.015 0.005 -0.012 -0.007 0.012 -0.002 -0.037 10.200 89.000 -0.183 2.960 
0.012 0.012 -0.000 -0.012 0.007 0.007 -0.024 10.600 88.600 -0.183 2.930 
0.024 0.027 0.005 -0.027 0.012 0.015 -0.024 10.800 88.000 -0.183 2.901 
-0.000 0.024 0.020 -0.010 -0.012 0.024 0.005 11.200 87.600 -0.186 2.872 
0.015 0.049 0.032 -0.029 -0.010 0.042 0.015 11.400 87.200 -0.186 2.857 
0.042 0.085 0.044 -0.063 -0.000 0.066 0.027 11.400 86.800 -0.186 2.842 
0.015 0.098 0.081 -0.054 -0.034 0.090 0.049 11.400 86.400 -0.186 2.828 
0.020 0.105 0.088 -0.063 -0.032 0.095 0.056 11.400 85.800 -0.186 2.813 
0.042 0.107 0.066 -0.073 -0.012 0.088 0.054 11.400 85.600 -0.186 2.794 
0.056 0.098 0.044 -0.078 0.007 0.071 0.042 11.400 85.200 -0.188 2.774 
0.051 0.110 0.061 -0.081 -0.002 0.085 0.020 11.200 84.800 -0.188 2.755 
0.061 0.149 0.088 -0.105 -0.012 0.120 -0.017 11.200 84.200 -0.193 2.735 
0.073 0.149 0.076 -0.110 -0.000 0.112 -0.044 11.200 83.800 -0.190 2.716 
0.073 0.139 0.066 -0.105 0.005 0.103 -0.073 11.000 83.400 -0.190 2.696 
0.049 0.095 0.042 -0.068 0.002 0.071 -0.073 11.000 83.000 -0.188 2.676 
0.063 0.078 0.015 -0.071 0.024 0.046 -0.081 11.000 82.400 -0.186 2.657 
0.061 0.078 0.020 -0.071 0.022 0.049 -0.076 11.000 82.200 -0.186 2.637 
0.044 0.059 0.015 -0.051 0.015 0.037 -0.063 11.200 81.800 -0.186 2.618 
0.042 0.027 -0.017 -0.032 0.029 0.007 -0.054 11.200 81.400 -0.186 2.598 
0.061 0.022 -0.046 -0.037 0.051 -0.007 -0.049 11.200 81.000 -0.186 2.579 
0.056 0.012 -0.049 -0.032 0.051 -0.015 -0.051 11.200 80.600 -0.183 2.564 
0.056 -0.010 -0.071 -0.020 0.061 -0.037 -0.059 11.200 80.200 -0.181 2.549 
0.046 0.015 -0.037 -0.027 0.039 -0.007 -0.059 11.400 80.000 -0.178 2.535 
0.034 0.024 -0.012 -0.027 0.022 0.007 -0.039 11.600 79.600 -0.173 2.520 
-0.007 -0.024 -0.020 0.017 0.005 -0.020 -0.027 11.600 79.400 -0.171 2.501 
-0.015 -0.044 -0.034 0.032 0.007 -0.037 -0.022 11.600 79.000 -0.171 2.481 
-0.012 -0.042 -0.034 0.029 0.010 -0.034 -0.015 11.800 78.600 -0.168 2.462 
-0.017 -0.056 -0.046 0.042 0.012 -0.046 -0.010 11.800 78.400 -0.166 2.442 
-0.022 -0.068 -0.056 0.051 0.012 -0.056 -0.007 11.800 78.000 -0.161 2.427 
-0.022 -0.059 -0.039 0.042 0.007 -0.046 -0.015 11.800 77.800 -0.159 2.413 
-0.022 -0.051 -0.032 0.039 0.005 -0.039 -0.012 11.800 77.600 -0.154 2.398 
-0.034 -0.046 -0.010 0.039 -0.010 -0.029 -0.012 12.000 77.400 -0.151 2.383 
-0.027 -0.044 -0.024 0.039 -0.005 -0.029 -0.015 12.000 77.200 -0.147 2.364 
-0.017 -0.076 -0.059 0.046 0.022 -0.066 -0.000 12.000 77.000 -0.144 2.344 
-0.020 -0.059 -0.049 0.044 0.010 -0.049 -0.017 12.200 76.800 -0.139 2.325 
-0.029 -0.046 -0.027 0.044 -0.005 -0.032 -0.022 12.400 76.400 -0.137 2.305 
-0.029 -0.066 -0.044 0.051 0.005 -0.051 -0.010 12.800 76.200 -0.134 2.286 
-0.027 -0.037 -0.012 0.034 -0.007 -0.022 -0.017 13.000 76.000 -0.132 2.266 
-0.029 -0.032 -0.005 0.032 -0.012 -0.017 -0.029 13.200 75.800 -0.129 2.247 
-0.034 -0.032 -0.002 0.037 -0.017 -0.015 -0.022 13.600 75.400 -0.125 2.227 
-0.037 -0.037 -0.005 0.039 -0.017 -0.017 -0.010 13.800 75.200 -0.122 2.208 
-0.044 -0.037 0.002 0.044 -0.024 -0.015 0.007 14.200 75.000 -0.120 2.188 
-0.046 -0.085 -0.044 0.068 -0.002 -0.061 0.032 14.200 74.800 -0.117 2.168 
-0.012 -0.112 -0.103 0.063 0.044 -0.105 0.020 14.400 74.600 -0.115 2.149 
0.054 -0.049 -0.107 -0.000 0.078 -0.076 -0.037 14.600 74.400 -0.112 2.129 
0.156 -0.002 -0.164 -0.073 0.159 -0.081 -0.144 14.800 74.200 -0.112 2.110 
0.295 0.081 -0.222 -0.183 0.256 -0.066 -0.330 15.000 74.000 -0.110 2.090 
0.474 0.225 -0.259 -0.344 0.361 -0.012 -0.527 15.400 73.800 -0.107 2.071 
0.608 0.430 -0.183 -0.515 0.393 0.127 -0.698 15.800 73.600 -0.105 2.056 
0.723 0.632 -0.085 -0.679 0.408 0.271 -0.840 16.200 73.400 -0.103 2.042 
0.711 0.545 -0.171 -0.625 0.440 0.190 -0.840 16.800 73.200 -0.103 2.027 
0.469 0.344 -0.134 -0.400 0.298 0.110 -0.794 17.200 73.000 -0.098 2.012 
0.129 0.137 0.007 -0.132 0.061 0.073 -0.691 18.000 72.800 -0.095 1.998 
0.059 -0.034 -0.095 -0.010 0.076 -0.063 -0.698 18.600 72.600 -0.090 1.983 
0.117 -0.134 -0.254 0.010 0.186 -0.193 -0.725 19.200 72.400 -0.088 1.968 
0.093 -0.217 -0.315 0.066 0.203 -0.264 -0.640 20.000 72.200 -0.083 1.954 
0.076 -0.298 -0.376 0.112 0.225 -0.335 -0.532 20.600 72.000 -0.083 1.934 
0.044 -0.242 -0.293 0.103 0.166 -0.264 -0.418 21.400 71.800 -0.083 1.915 
-0.044 -0.059 -0.017 0.054 -0.015 -0.037 -0.300 22.200 71.600 -0.083 1.895 
-0.083 -0.024 0.056 0.056 -0.071 0.017 -0.205 23.000 71.400 -0.081 1.875 
-0.081 -0.046 0.027 0.068 -0.056 -0.005 -0.112 23.800 71.200 -0.078 1.856 
-0.066 -0.061 -0.002 0.068 -0.034 -0.027 -0.046 24.600 71.000 -0.073 1.836 
-0.073 -0.061 0.012 0.068 -0.042 -0.024 -0.005 25.200 70.600 -0.071 1.817 
-0.061 -0.039 0.024 0.049 -0.042 -0.007 0.017 26.000 70.400 -0.066 1.797 
-0.056 -0.049 0.005 0.054 -0.032 -0.020 0.022 26.800 70.200 -0.063 1.778 
-0.056 -0.046 0.010 0.051 -0.032 -0.017 0.027 27.600 70.000 -0.063 1.758 
-0.063 -0.076 -0.007 0.068 -0.024 -0.044 0.046 28.800 69.800 -0.061 1.739 
-0.054 -0.076 -0.032 0.071 -0.015 -0.049 0.046 30.000 69.400 -0.059 1.719 
-0.037 -0.046 -0.015 0.044 -0.012 -0.027 0.042 31.800 69.400 -0.056 1.700 
-0.059 -0.061 -0.010 0.063 -0.027 -0.032 0.046 33.800 69.400 -0.054 1.680 
-0.059 -0.085 -0.029 0.073 -0.015 -0.056 0.056 36.600 69.400 -0.051 1.661 
-0.051 -0.061 -0.015 0.059 -0.020 -0.034 0.051 39.400 69.400 -0.049 1.641 
-0.044 -0.034 -0.000 0.044 -0.027 -0.012 0.044 43.600 69.600 -0.046 1.617 
-0.061 -0.059 -0.002 0.063 -0.032 -0.027 0.051 47.800 69.800 -0.044 1.592 
-0.054 -0.063 -0.007 0.059 -0.022 -0.037 0.044 53.400 70.400 -0.044 1.568 
-0.042 -0.049 -0.007 0.046 -0.017 -0.027 0.049 59.000 71.000 -0.039 1.543 
-0.046 -0.059 -0.015 0.054 -0.017 -0.034 0.049 65.400 72.000 -0.037 1.519 
-0.054 -0.083 -0.032 0.071 -0.012 -0.056 0.054 72.000 73.200 -0.032 1.495 
-0.049 -0.081 -0.027 0.063 -0.007 -0.056 0.061 78.600 75.000 -0.029 1.470 
-0.046 -0.042 0.010 0.042 -0.024 -0.017 0.046 85.200 76.800 -0.024 1.446 
-0.068 -0.063 0.002 0.068 -0.037 -0.029 0.051 91.400 79.200 0.147 1.426 
-0.056 -0.059 -0.002 0.059 -0.027 -0.029 0.049 97.400 81.400 0.151 1.407 
-0.042 -0.054 -0.017 0.051 -0.015 -0.032 0.046 102.400 84.200 0.325 1.387 
-0.046 -0.061 -0.020 0.056 -0.015 -0.037 0.049 107.400 86.800 0.330 1.368 
-0.063 -0.059 -0.005 0.066 -0.034 -0.027 0.051 110.600 89.800 0.159 1.348 
-0.061 -0.066 -0.005 0.063 -0.027 -0.034 0.056 114.000 92.600 0.159 1.328 
-0.061 -0.073 -0.020 0.071 -0.024 -0.042 0.061 115.600 95.800 -0.010 1.309 
-0.076 -0.085 -0.012 0.083 -0.032 -0.046 0.068 117.400 98.800 -0.007 1.289 
-0.068 -0.085 -0.024 0.081 -0.024 -0.051 0.073 118.800 101.800 -0.005 1.260 
-0.061 -0.098 -0.039 0.081 -0.012 -0.066 0.073 120.000 105.000 -0.005 1.231 
-0.063 -0.081 -0.017 0.073 -0.022 -0.049 0.068 121.800 107.800 -0.002 1.201 
-0.066 -0.063 -0.000 0.066 -0.034 -0.029 0.059 123.400 110.800 -0.000 1.172 
-0.056 -0.051 0.002 0.056 -0.029 -0.022 0.063 125.600 113.800 -0.000 1.138 
-0.051 -0.061 -0.012 0.059 -0.020 -0.034 0.061 128.000 116.600 -0.000 1.104 
-0.063 -0.078 -0.007 0.068 -0.024 -0.046 0.071 131.000 119.400 -0.000 1.070 
-0.054 -0.068 -0.015 0.061 -0.020 -0.042 0.068 133.800 122.400 -0.000 1.035 
-0.042 -0.063 -0.027 0.056 -0.010 -0.042 0.071 137.200 125.000 -0.000 0.996 
-0.054 -0.066 -0.015 0.061 -0.020 -0.039 0.076 140.400 127.600 -0.000 0.957 
-0.054 -0.071 -0.020 0.063 -0.017 -0.044 0.088 143.600 130.000 -0.000 0.918 
-0.042 -0.071 -0.032 0.059 -0.005 -0.049 0.095 146.600 132.600 -0.000 0.879 
-0.046 -0.085 -0.039 0.066 -0.002 -0.061 0.105 149.400 134.800 -0.000 0.894 
-0.054 -0.098 -0.046 0.078 -0.005 -0.071 0.110 152.000 137.000 -0.000 0.908 
-0.044 -0.078 -0.037 0.063 -0.005 -0.056 0.117 154.200 139.200 -0.000 0.923 
-0.024 -0.081 -0.056 0.054 0.017 -0.068 0.115 156.400 141.400 -0.002 0.938 
-0.039 -0.073 -0.034 0.056 -0.002 -0.054 0.117 157.800 143.400 -0.005 0.991 
-0.034 -0.059 -0.027 0.049 -0.005 -0.042 0.127 159.400 145.600 -0.005 1.045 
-0.020 -0.059 -0.044 0.042 0.010 -0.049 0.134 160.600 147.600 -0.007 1.099 
-0.027 -0.081 -0.051 0.054 0.015 -0.066 0.147 161.800 149.600 -0.007 1.153 
-0.027 -0.061 -0.042 0.049 0.005 -0.046 0.149 163.000 151.400 -0.007 1.226 
-0.015 -0.076 -0.068 0.049 0.024 -0.068 0.149 164.400 153.400 -0.010 1.299 
-0.010 -0.056 -0.046 0.034 0.020 -0.051 0.149 165.800 155.200 -0.010 1.372 
-0.020 -0.051 -0.027 0.034 0.007 -0.042 0.156 167.400 156.800 -0.010 1.446 
-0.017 -0.039 -0.032 0.034 0.002 -0.029 0.161 169.000 158.400 -0.010 1.534 
0.007 -0.042 -0.051 0.020 0.029 -0.044 0.161 170.800 160.000 -0.010 1.621 
0.007 -0.032 -0.042 0.015 0.024 -0.034 0.154 172.600 161.400 -0.010 1.709 
0.002 -0.032 -0.042 0.020 0.020 -0.032 0.154 174.200 163.000 -0.007 1.797 
0.015 -0.007 -0.034 0.002 0.020 -0.015 0.142 175.600 164.400 -0.007 1.885 
