I II III aVR aVL aVF V1 V2 AO SPO2 
-0.103 0.173 0.308 -0.051 -0.188 0.225 -0.005 -0.027 72.800 1.446 
-0.100 0.176 0.310 -0.054 -0.188 0.227 -0.012 -0.027 72.400 1.504 
-0.105 0.183 0.317 -0.054 -0.195 0.237 -0.007 -0.029 73.800 1.573 
-0.103 0.200 0.332 -0.063 -0.203 0.252 0.002 -0.034 75.000 1.641 
-0.098 0.210 0.342 -0.073 -0.203 0.259 -0.002 -0.039 77.400 1.709 
-0.081 0.217 0.330 -0.083 -0.188 0.259 0.002 -0.049 79.600 1.778 
-0.088 0.200 0.317 -0.071 -0.188 0.244 0.005 -0.039 82.200 1.851 
-0.098 0.198 0.325 -0.063 -0.195 0.247 -0.005 -0.037 84.600 1.924 
-0.093 0.215 0.337 -0.076 -0.200 0.261 -0.007 -0.044 86.400 1.998 
-0.085 0.222 0.339 -0.083 -0.195 0.266 -0.010 -0.049 88.200 2.071 
-0.073 0.234 0.339 -0.095 -0.190 0.271 -0.002 -0.056 88.800 2.139 
-0.056 0.232 0.320 -0.103 -0.171 0.261 0.015 -0.061 89.600 2.208 
-0.076 0.203 0.315 -0.081 -0.176 0.242 0.046 -0.044 89.000 2.276 
-0.085 0.186 0.303 -0.066 -0.178 0.230 0.061 -0.037 88.400 2.344 
-0.105 0.181 0.315 -0.051 -0.195 0.234 0.088 -0.027 86.600 2.457 
-0.132 0.166 0.337 -0.037 -0.215 0.232 0.107 -0.015 84.600 2.569 
-0.144 0.164 0.344 -0.027 -0.225 0.237 0.112 -0.010 82.000 2.681 
-0.149 0.166 0.347 -0.024 -0.232 0.242 0.117 -0.007 79.200 2.794 
-0.151 0.164 0.344 -0.020 -0.232 0.239 0.120 -0.007 76.400 2.842 
-0.171 0.149 0.352 -0.005 -0.244 0.234 0.134 0.005 73.400 2.891 
-0.173 0.134 0.347 -0.000 -0.239 0.222 0.142 0.010 70.800 2.940 
-0.178 0.125 0.335 0.012 -0.239 0.215 0.144 0.015 68.200 2.989 
-0.171 0.107 0.317 0.012 -0.225 0.193 0.151 0.020 66.400 3.028 
-0.164 0.100 0.303 0.012 -0.212 0.183 0.144 0.020 64.600 3.067 
-0.164 0.095 0.305 0.012 -0.210 0.178 0.144 0.020 64.000 3.106 
-0.161 0.100 0.303 0.010 -0.210 0.181 0.139 0.017 63.200 3.145 
-0.164 0.100 0.303 0.012 -0.212 0.183 0.137 0.020 63.600 3.179 
-0.156 0.098 0.295 0.010 -0.205 0.176 0.144 0.017 63.800 3.214 
-0.147 0.100 0.288 0.002 -0.195 0.173 0.137 0.012 64.800 3.248 
-0.147 0.103 0.293 -0.000 -0.198 0.176 0.137 0.012 65.600 3.282 
-0.188 -0.005 0.230 0.073 -0.186 0.090 0.230 0.061 67.000 3.306 
-0.120 0.147 0.313 -0.037 -0.193 0.208 0.095 -0.012 68.400 3.331 
-0.117 0.122 0.283 -0.024 -0.178 0.181 0.110 -0.005 69.600 3.355 
-0.107 0.090 0.247 -0.015 -0.151 0.144 0.115 0.002 70.800 3.380 
-0.103 0.073 0.217 -0.005 -0.139 0.125 0.110 0.007 71.800 3.394 
-0.095 0.066 0.205 -0.007 -0.127 0.115 0.105 0.007 72.600 3.409 
-0.083 0.049 0.173 -0.002 -0.107 0.090 0.095 0.010 73.000 3.424 
-0.063 -0.000 0.107 0.010 -0.063 0.032 0.098 0.020 73.400 3.438 
-0.037 -0.081 -0.007 0.042 0.005 -0.061 0.105 0.037 73.200 3.443 
-0.020 -0.168 -0.107 0.073 0.066 -0.159 0.129 0.061 72.800 3.448 
-0.017 -0.222 -0.161 0.098 0.095 -0.212 0.149 0.078 72.200 3.453 
-0.010 -0.266 -0.215 0.117 0.125 -0.261 0.166 0.090 71.400 3.458 
0.029 -0.286 -0.269 0.105 0.173 -0.300 0.166 0.083 70.400 3.453 
0.039 -0.308 -0.308 0.115 0.193 -0.327 0.151 0.088 69.200 3.448 
0.063 -0.335 -0.357 0.115 0.232 -0.366 0.142 0.088 68.200 3.443 
0.110 -0.371 -0.442 0.112 0.295 -0.425 0.125 0.085 67.200 3.438 
0.154 -0.442 -0.554 0.125 0.376 -0.518 0.125 0.093 66.000 3.429 
0.195 -0.505 -0.657 0.134 0.449 -0.603 0.129 0.100 65.000 3.419 
0.261 -0.554 -0.769 0.125 0.540 -0.684 0.137 0.095 64.200 3.409 
0.271 -0.620 -0.852 0.156 0.581 -0.755 0.183 0.115 63.600 3.399 
0.305 -0.711 -0.969 0.181 0.662 -0.862 0.225 0.132 63.000 3.385 
0.303 -0.769 -1.026 0.210 0.689 -0.921 0.283 0.154 62.600 3.370 
0.291 -0.762 -1.006 0.212 0.672 -0.906 0.293 0.154 62.400 3.355 
0.249 -0.689 -0.896 0.200 0.593 -0.813 0.186 0.144 62.200 3.341 
0.205 -0.689 -0.845 0.217 0.549 -0.791 0.042 0.159 62.200 3.331 
0.125 -0.757 -0.830 0.291 0.503 -0.818 0.078 0.208 62.200 3.321 
0.132 -0.794 -0.879 0.308 0.530 -0.860 -0.032 0.217 62.400 3.311 
0.149 -0.799 -0.899 0.300 0.549 -0.872 -0.178 0.215 62.600 3.302 
0.171 -0.779 -0.906 0.283 0.562 -0.864 -0.315 0.200 62.800 3.292 
0.203 -0.740 -0.894 0.244 0.574 -0.840 -0.420 0.176 63.000 3.282 
0.264 -0.657 -0.869 0.171 0.593 -0.789 -0.510 0.129 63.200 3.272 
0.278 -0.567 -0.803 0.125 0.562 -0.706 -0.493 0.093 63.600 3.263 
0.254 -0.457 -0.667 0.081 0.484 -0.584 -0.413 0.066 63.800 3.258 
0.217 -0.344 -0.518 0.042 0.391 -0.452 -0.347 0.039 64.200 3.253 
0.178 -0.237 -0.374 0.010 0.298 -0.325 -0.281 0.017 64.400 3.248 
0.151 -0.161 -0.278 -0.012 0.232 -0.237 -0.230 -0.000 64.600 3.243 
0.137 -0.142 -0.232 -0.020 0.208 -0.210 -0.193 -0.000 64.600 3.233 
0.110 -0.127 -0.193 -0.012 0.173 -0.181 -0.181 0.002 64.800 3.223 
0.085 -0.105 -0.149 -0.010 0.139 -0.147 -0.137 0.005 64.800 3.214 
0.061 -0.088 -0.110 -0.005 0.105 -0.117 -0.090 0.007 65.000 3.204 
0.049 -0.076 -0.076 -0.010 0.088 -0.100 -0.061 0.007 65.000 3.194 
0.020 -0.066 -0.042 0.002 0.054 -0.076 -0.039 0.012 65.000 3.184 
-0.002 -0.046 -0.005 0.005 0.022 -0.044 -0.039 0.015 65.000 3.175 
-0.024 -0.015 0.039 0.005 -0.017 -0.002 -0.034 0.010 65.000 3.165 
-0.012 0.007 0.054 -0.015 -0.015 0.015 -0.029 -0.000 65.000 3.155 
-0.007 0.012 0.059 -0.022 -0.012 0.017 -0.022 -0.005 64.800 3.145 
-0.012 0.046 0.098 -0.037 -0.034 0.054 -0.007 -0.015 64.600 3.136 
-0.024 0.061 0.132 -0.042 -0.054 0.073 0.002 -0.015 64.400 3.126 
-0.054 0.046 0.144 -0.017 -0.076 0.073 0.012 -0.000 64.000 3.111 
-0.059 0.034 0.137 -0.010 -0.076 0.063 0.024 0.005 63.800 3.096 
-0.032 0.046 0.125 -0.029 -0.054 0.063 0.022 -0.007 63.600 3.082 
-0.029 0.049 0.115 -0.027 -0.054 0.063 0.020 -0.010 63.200 3.067 
-0.002 0.073 0.122 -0.059 -0.039 0.076 0.007 -0.027 63.400 3.053 
-0.010 0.076 0.134 -0.056 -0.046 0.081 0.020 -0.024 63.400 3.038 
0.012 0.088 0.115 -0.068 -0.032 0.083 0.015 -0.037 63.600 3.023 
0.020 0.093 0.110 -0.073 -0.027 0.083 0.015 -0.039 63.800 3.009 
0.039 0.095 0.098 -0.088 -0.007 0.076 0.017 -0.046 63.600 2.989 
0.046 0.085 0.083 -0.088 0.005 0.063 0.012 -0.046 63.400 2.969 
0.044 0.081 0.081 -0.083 0.005 0.059 0.010 -0.044 63.000 2.950 
0.029 0.078 0.085 -0.071 -0.010 0.063 0.010 -0.039 62.800 2.930 
0.049 0.093 0.085 -0.090 0.002 0.068 0.005 -0.049 62.800 2.911 
0.051 0.093 0.083 -0.093 0.005 0.068 0.005 -0.051 63.000 2.891 
0.054 0.100 0.088 -0.098 0.005 0.073 0.015 -0.054 63.000 2.872 
0.049 0.107 0.100 -0.098 -0.005 0.083 0.017 -0.054 62.800 2.852 
0.071 0.120 0.095 -0.117 0.012 0.085 0.010 -0.066 62.800 2.828 
0.061 0.117 0.105 -0.112 0.002 0.088 0.017 -0.061 62.600 2.803 
0.066 0.132 0.103 -0.117 -0.000 0.100 0.017 -0.068 63.000 2.779 
0.073 0.137 0.100 -0.122 0.005 0.100 0.022 -0.073 63.600 2.755 
0.073 0.139 0.107 -0.127 0.005 0.103 0.032 -0.073 63.800 2.730 
0.068 0.139 0.115 -0.125 -0.000 0.105 0.049 -0.071 64.200 2.706 
0.066 0.139 0.115 -0.122 -0.002 0.107 0.056 -0.071 64.600 2.681 
0.068 0.154 0.125 -0.129 -0.007 0.120 0.071 -0.076 65.000 2.657 
0.078 0.159 0.125 -0.139 -0.000 0.120 0.078 -0.081 65.800 2.628 
0.076 0.154 0.125 -0.137 -0.000 0.117 0.090 -0.078 66.600 2.598 
0.068 0.176 0.149 -0.142 -0.020 0.142 0.107 -0.083 67.800 2.569 
0.059 0.168 0.154 -0.134 -0.024 0.139 0.122 -0.078 69.000 2.540 
0.046 0.168 0.161 -0.127 -0.037 0.147 0.132 -0.073 69.800 2.515 
0.046 0.168 0.164 -0.127 -0.037 0.147 0.151 -0.073 70.600 2.491 
0.044 0.164 0.164 -0.125 -0.037 0.142 0.168 -0.071 69.800 2.466 
0.051 0.178 0.164 -0.132 -0.037 0.154 0.181 -0.078 69.200 2.442 
0.042 0.181 0.183 -0.132 -0.049 0.161 0.200 -0.076 67.200 2.383 
0.034 0.171 0.183 -0.125 -0.051 0.154 0.220 -0.071 65.400 2.325 
0.034 0.176 0.176 -0.122 -0.054 0.159 0.227 -0.073 64.000 2.266 
0.032 0.166 0.168 -0.115 -0.051 0.151 0.242 -0.068 62.600 2.208 
0.042 0.173 0.171 -0.127 -0.044 0.154 0.252 -0.073 62.400 2.178 
0.032 0.176 0.178 -0.120 -0.056 0.161 0.261 -0.071 62.000 2.149 
0.032 0.173 0.186 -0.125 -0.054 0.159 0.271 -0.071 62.400 2.120 
0.037 0.171 0.178 -0.125 -0.049 0.154 0.271 -0.071 63.000 2.090 
0.034 0.171 0.176 -0.122 -0.051 0.154 0.269 -0.071 64.000 2.061 
0.037 0.156 0.159 -0.115 -0.042 0.139 0.269 -0.066 65.000 2.032 
0.044 0.149 0.144 -0.115 -0.029 0.127 0.259 -0.066 66.200 2.002 
0.044 0.142 0.142 -0.115 -0.027 0.120 0.256 -0.063 67.400 1.973 
0.056 0.129 0.117 -0.115 -0.007 0.103 0.237 -0.063 67.600 1.944 
0.061 0.122 0.103 -0.112 -0.000 0.093 0.225 -0.063 67.800 1.915 
0.056 0.098 0.083 -0.098 0.007 0.071 0.212 -0.054 67.600 1.885 
0.071 0.081 0.051 -0.095 0.032 0.046 0.190 -0.054 67.400 1.856 
0.078 0.066 0.029 -0.093 0.046 0.027 0.164 -0.051 67.600 1.827 
0.095 0.049 -0.005 -0.093 0.071 0.002 0.144 -0.051 67.800 1.797 
0.107 0.029 -0.039 -0.088 0.093 -0.024 0.117 -0.049 68.400 1.768 
0.125 0.020 -0.063 -0.093 0.115 -0.042 0.090 -0.051 68.800 1.739 
0.142 0.007 -0.098 -0.093 0.139 -0.063 0.066 -0.051 69.000 1.714 
0.154 -0.012 -0.127 -0.090 0.161 -0.088 0.044 -0.049 69.400 1.690 
0.154 -0.029 -0.147 -0.081 0.168 -0.105 0.020 -0.044 69.800 1.665 
0.159 -0.037 -0.164 -0.076 0.178 -0.115 -0.000 -0.044 70.200 1.641 
0.164 -0.056 -0.183 -0.071 0.193 -0.137 -0.022 -0.039 70.600 1.612 
0.176 -0.063 -0.200 -0.076 0.208 -0.151 -0.037 -0.039 71.000 1.582 
0.176 -0.076 -0.212 -0.068 0.215 -0.164 -0.044 -0.037 71.000 1.553 
0.190 -0.078 -0.234 -0.073 0.230 -0.173 -0.059 -0.039 70.800 1.524 
0.195 -0.100 -0.256 -0.066 0.247 -0.198 -0.076 -0.034 70.000 1.490 
0.195 -0.117 -0.271 -0.059 0.254 -0.215 -0.081 -0.029 69.200 1.455 
0.188 -0.129 -0.278 -0.049 0.254 -0.222 -0.081 -0.022 68.200 1.421 
0.186 -0.132 -0.281 -0.044 0.252 -0.225 -0.088 -0.020 67.400 1.387 
0.195 -0.129 -0.286 -0.051 0.261 -0.227 -0.103 -0.024 66.800 1.348 
0.193 -0.137 -0.286 -0.049 0.261 -0.232 -0.105 -0.022 66.200 1.309 
0.190 -0.139 -0.293 -0.044 0.261 -0.234 -0.110 -0.020 65.800 1.270 
0.186 -0.147 -0.295 -0.037 0.259 -0.239 -0.112 -0.015 65.200 1.231 
0.181 -0.142 -0.286 -0.037 0.252 -0.232 -0.117 -0.015 65.200 1.197 
0.188 -0.137 -0.283 -0.046 0.256 -0.230 -0.117 -0.020 65.000 1.162 
0.183 -0.139 -0.281 -0.042 0.254 -0.230 -0.125 -0.017 66.200 1.128 
0.181 -0.129 -0.274 -0.044 0.247 -0.220 -0.122 -0.020 67.200 1.094 
0.176 -0.137 -0.278 -0.037 0.244 -0.225 -0.122 -0.015 70.200 1.065 
0.168 -0.139 -0.269 -0.034 0.239 -0.222 -0.117 -0.012 73.200 1.035 
0.171 -0.137 -0.274 -0.034 0.239 -0.222 -0.122 -0.015 77.600 1.006 
0.173 -0.134 -0.276 -0.034 0.242 -0.220 -0.120 -0.015 82.200 0.977 
0.154 -0.139 -0.261 -0.022 0.225 -0.215 -0.122 -0.007 86.600 0.962 
0.154 -0.137 -0.259 -0.024 0.222 -0.212 -0.122 -0.007 91.200 0.947 
0.159 -0.125 -0.252 -0.032 0.222 -0.203 -0.125 -0.015 94.600 0.933 
0.149 -0.120 -0.242 -0.027 0.210 -0.193 -0.127 -0.012 98.200 0.918 
0.125 -0.154 -0.256 0.005 0.203 -0.215 -0.100 0.007 99.800 0.928 
0.107 -0.181 -0.256 0.022 0.198 -0.234 -0.081 0.022 101.400 0.938 
0.134 -0.129 -0.230 -0.020 0.200 -0.195 -0.120 -0.005 100.800 0.947 
0.142 -0.122 -0.232 -0.024 0.203 -0.193 -0.127 -0.010 100.200 0.957 
0.139 -0.120 -0.227 -0.024 0.200 -0.188 -0.134 -0.010 98.000 0.991 
0.132 -0.125 -0.225 -0.020 0.195 -0.190 -0.149 -0.005 95.800 1.026 
0.129 -0.125 -0.227 -0.015 0.193 -0.188 -0.173 -0.005 92.600 1.060 
0.134 -0.132 -0.239 -0.015 0.200 -0.198 -0.183 -0.002 89.600 1.094 
0.122 -0.132 -0.227 -0.007 0.188 -0.193 -0.186 -0.000 86.400 1.148 
0.120 -0.132 -0.227 -0.005 0.186 -0.190 -0.195 0.002 83.200 1.201 
0.122 -0.125 -0.225 -0.010 0.186 -0.186 -0.193 -0.002 80.800 1.255 
0.117 -0.115 -0.210 -0.012 0.176 -0.173 -0.203 -0.002 78.400 1.309 
0.117 -0.112 -0.203 -0.015 0.173 -0.171 -0.215 -0.005 77.000 1.382 
0.127 -0.117 -0.217 -0.017 0.186 -0.181 -0.227 -0.005 75.400 1.455 
0.137 -0.112 -0.220 -0.027 0.193 -0.181 -0.230 -0.010 74.400 1.529 
0.134 -0.107 -0.220 -0.024 0.188 -0.173 -0.222 -0.012 73.400 1.602 
0.139 -0.093 -0.200 -0.039 0.186 -0.161 -0.230 -0.017 73.400 1.675 
0.147 -0.073 -0.190 -0.051 0.183 -0.147 -0.232 -0.027 73.400 1.748 
0.161 -0.071 -0.208 -0.056 0.198 -0.151 -0.237 -0.032 74.200 1.822 
0.171 -0.083 -0.232 -0.054 0.212 -0.168 -0.242 -0.032 75.000 1.895 
0.168 -0.095 -0.234 -0.051 0.217 -0.178 -0.239 -0.027 76.000 1.968 
0.171 -0.095 -0.239 -0.051 0.220 -0.181 -0.230 -0.027 76.800 2.042 
0.183 -0.088 -0.247 -0.059 0.227 -0.178 -0.237 -0.034 77.600 2.115 
0.205 -0.061 -0.242 -0.083 0.237 -0.164 -0.230 -0.051 78.400 2.188 
0.198 -0.078 -0.249 -0.073 0.237 -0.176 -0.208 -0.042 78.400 2.252 
0.195 -0.103 -0.269 -0.061 0.247 -0.200 -0.183 -0.034 78.600 2.315 
0.183 -0.120 -0.276 -0.044 0.244 -0.210 -0.161 -0.024 78.000 2.379 
0.164 -0.142 -0.278 -0.024 0.234 -0.222 -0.147 -0.010 77.200 2.442 
0.147 -0.139 -0.264 -0.015 0.217 -0.212 -0.129 -0.005 76.600 2.505 
0.125 -0.159 -0.261 0.007 0.205 -0.220 -0.125 0.010 75.800 2.569 
0.112 -0.154 -0.244 0.010 0.190 -0.210 -0.117 0.012 75.200 2.632 
0.112 -0.156 -0.244 0.010 0.190 -0.212 -0.120 0.012 74.400 2.696 
0.105 -0.168 -0.252 0.022 0.190 -0.220 -0.115 0.020 74.000 2.745 
0.083 -0.193 -0.254 0.044 0.181 -0.234 -0.100 0.034 73.400 2.794 
0.081 -0.217 -0.274 0.056 0.190 -0.256 -0.088 0.044 73.800 2.842 
0.081 -0.232 -0.288 0.063 0.198 -0.271 -0.078 0.049 74.000 2.891 
0.085 -0.230 -0.288 0.059 0.200 -0.271 -0.085 0.046 75.600 2.940 
0.083 -0.225 -0.288 0.061 0.195 -0.266 -0.090 0.044 77.000 2.989 
0.083 -0.232 -0.288 0.061 0.200 -0.274 -0.088 0.046 78.000 3.038 
0.076 -0.239 -0.295 0.073 0.195 -0.276 -0.085 0.051 79.000 3.087 
0.063 -0.244 -0.291 0.083 0.186 -0.276 -0.081 0.059 78.000 3.126 
0.071 -0.237 -0.288 0.073 0.190 -0.271 -0.083 0.054 77.000 3.165 
0.076 -0.227 -0.283 0.066 0.190 -0.264 -0.076 0.049 76.400 3.204 
0.059 -0.264 -0.303 0.093 0.190 -0.293 -0.046 0.066 75.600 3.243 
0.085 -0.190 -0.259 0.044 0.181 -0.232 -0.117 0.032 76.600 3.277 
0.076 -0.225 -0.281 0.066 0.188 -0.261 -0.085 0.046 77.600 3.311 
0.066 -0.232 -0.286 0.078 0.183 -0.264 -0.083 0.054 78.200 3.346 
0.068 -0.239 -0.295 0.081 0.188 -0.274 -0.088 0.054 78.800 3.380 
0.081 -0.237 -0.305 0.073 0.200 -0.276 -0.100 0.049 78.200 3.414 
0.085 -0.269 -0.339 0.085 0.220 -0.310 -0.090 0.059 77.400 3.448 
0.093 -0.337 -0.422 0.120 0.261 -0.383 -0.068 0.078 76.600 3.482 
0.117 -0.425 -0.530 0.149 0.330 -0.484 -0.056 0.100 75.800 3.516 
0.127 -0.479 -0.589 0.168 0.366 -0.542 -0.032 0.115 74.200 3.516 
0.120 -0.510 -0.615 0.188 0.376 -0.569 -0.007 0.127 72.600 3.516 
0.122 -0.542 -0.650 0.203 0.393 -0.603 0.010 0.137 69.600 3.516 
0.134 -0.571 -0.696 0.215 0.420 -0.637 0.007 0.144 66.400 3.516 
0.151 -0.593 -0.730 0.215 0.449 -0.669 -0.012 0.144 63.200 3.507 
0.183 -0.618 -0.784 0.210 0.493 -0.708 -0.007 0.142 60.000 3.497 
0.205 -0.679 -0.877 0.234 0.545 -0.781 -0.012 0.156 57.400 3.487 
0.230 -0.742 -0.967 0.254 0.601 -0.857 -0.007 0.168 54.800 3.477 
0.278 -0.779 -1.050 0.247 0.669 -0.918 -0.010 0.164 52.800 3.468 
0.305 -0.830 -1.128 0.259 0.720 -0.982 0.029 0.173 50.800 3.458 
0.310 -0.923 -1.226 0.303 0.772 -1.077 0.088 0.203 50.800 3.448 
0.339 -1.001 -1.343 0.332 0.840 -1.170 0.125 0.217 51.000 3.438 
0.344 -1.028 -1.363 0.337 0.860 -1.199 0.168 0.225 52.400 3.429 
0.335 -0.979 -1.302 0.317 0.825 -1.145 0.132 0.212 54.000 3.419 
0.293 -0.916 -1.204 0.310 0.752 -1.062 -0.007 0.205 55.600 3.409 
0.205 -0.957 -1.155 0.374 0.684 -1.060 -0.063 0.249 57.200 3.399 
0.154 -1.035 -1.182 0.437 0.672 -1.111 -0.081 0.291 59.200 3.394 
0.159 -1.062 -1.214 0.449 0.691 -1.140 -0.190 0.298 61.200 3.389 
0.188 -1.062 -1.243 0.435 0.720 -1.155 -0.371 0.288 63.600 3.385 
0.208 -1.033 -1.243 0.415 0.725 -1.136 -0.474 0.274 66.200 3.380 
0.266 -0.960 -1.231 0.349 0.747 -1.092 -0.596 0.230 67.800 3.375 
0.317 -0.879 -1.197 0.281 0.757 -1.038 -0.642 0.186 69.400 3.370 
0.322 -0.767 -1.084 0.220 0.706 -0.928 -0.593 0.147 69.600 3.365 
0.283 -0.662 -0.935 0.186 0.615 -0.803 -0.510 0.125 70.000 3.360 
0.254 -0.552 -0.803 0.149 0.530 -0.679 -0.444 0.098 69.800 3.355 
0.217 -0.457 -0.679 0.122 0.447 -0.564 -0.383 0.078 69.600 3.350 
0.186 -0.410 -0.598 0.115 0.391 -0.503 -0.327 0.073 68.200 3.346 
0.178 -0.374 -0.557 0.100 0.366 -0.462 -0.308 0.063 66.600 3.341 
0.151 -0.359 -0.518 0.107 0.332 -0.435 -0.281 0.066 64.200 3.331 
0.137 -0.332 -0.471 0.100 0.303 -0.400 -0.230 0.063 61.600 3.321 
0.127 -0.317 -0.447 0.098 0.286 -0.381 -0.188 0.061 60.400 3.311 
0.120 -0.288 -0.410 0.085 0.264 -0.347 -0.154 0.054 59.200 3.302 
0.115 -0.254 -0.374 0.073 0.242 -0.310 -0.147 0.044 58.400 3.292 
0.110 -0.222 -0.335 0.059 0.222 -0.276 -0.147 0.034 57.600 3.282 
0.105 -0.176 -0.283 0.037 0.193 -0.227 -0.134 0.022 55.800 3.272 
0.103 -0.161 -0.276 0.037 0.183 -0.212 -0.127 0.017 54.200 3.263 
0.090 -0.154 -0.249 0.034 0.168 -0.198 -0.110 0.020 53.400 3.248 
0.076 -0.120 -0.195 0.022 0.137 -0.156 -0.090 0.012 52.800 3.233 
0.054 -0.110 -0.171 0.032 0.110 -0.137 -0.071 0.017 53.400 3.219 
0.046 -0.112 -0.168 0.039 0.103 -0.134 -0.059 0.020 53.800 3.204 
0.039 -0.122 -0.173 0.049 0.100 -0.142 -0.056 0.024 54.800 3.189 
0.044 -0.117 -0.168 0.042 0.103 -0.139 -0.063 0.022 55.800 3.175 
0.039 -0.120 -0.166 0.044 0.100 -0.139 -0.059 0.024 58.400 3.160 
0.034 -0.120 -0.173 0.054 0.095 -0.137 -0.063 0.027 61.200 3.145 
0.039 -0.122 -0.176 0.049 0.100 -0.142 -0.061 0.024 63.800 3.126 
0.046 -0.122 -0.181 0.044 0.107 -0.144 -0.066 0.022 66.400 3.106 
0.044 -0.125 -0.176 0.044 0.107 -0.147 -0.063 0.024 66.200 3.087 
0.042 -0.122 -0.178 0.049 0.103 -0.142 -0.068 0.024 65.800 3.067 
0.049 -0.125 -0.190 0.046 0.112 -0.149 -0.066 0.022 65.000 3.048 
0.059 -0.117 -0.186 0.034 0.117 -0.147 -0.068 0.017 64.200 3.028 
0.054 -0.115 -0.181 0.037 0.112 -0.142 -0.068 0.017 64.400 3.009 
0.054 -0.112 -0.178 0.037 0.110 -0.139 -0.066 0.017 64.800 2.989 
0.049 -0.103 -0.173 0.039 0.100 -0.127 -0.061 0.015 64.600 2.965 
0.051 -0.090 -0.159 0.029 0.098 -0.115 -0.063 0.010 64.600 2.940 
0.044 -0.085 -0.144 0.029 0.088 -0.107 -0.051 0.012 63.400 2.916 
0.029 -0.081 -0.125 0.034 0.071 -0.095 -0.042 0.015 62.000 2.891 
0.022 -0.066 -0.112 0.034 0.056 -0.076 -0.024 0.012 61.400 2.867 
0.012 -0.051 -0.078 0.027 0.039 -0.056 -0.017 0.010 60.600 2.842 
-0.002 -0.027 -0.046 0.027 0.012 -0.024 -0.005 0.007 61.400 2.818 
-0.005 -0.007 -0.027 0.020 -0.000 -0.005 0.012 0.002 62.200 2.794 
-0.017 -0.007 -0.010 0.022 -0.012 0.002 0.027 0.005 63.600 2.764 
-0.020 0.002 0.007 0.017 -0.020 0.012 0.039 0.002 65.000 2.735 
-0.024 0.017 0.024 0.012 -0.032 0.029 0.059 -0.000 66.000 2.706 
-0.042 0.022 0.039 0.022 -0.051 0.044 0.076 0.005 67.000 2.676 
-0.049 0.029 0.054 0.022 -0.063 0.054 0.090 0.005 67.200 2.642 
-0.056 0.046 0.085 0.015 -0.078 0.076 0.105 -0.000 67.200 2.608 
-0.063 0.051 0.105 0.012 -0.088 0.083 0.125 0.002 66.600 2.574 
-0.076 0.059 0.117 0.017 -0.105 0.098 0.139 0.002 65.800 2.540 
-0.088 0.061 0.127 0.024 -0.117 0.105 0.164 0.007 65.200 2.510 
-0.085 0.063 0.129 0.022 -0.117 0.107 0.178 0.005 64.400 2.481 
-0.090 0.063 0.137 0.022 -0.122 0.110 0.193 0.007 64.200 2.452 
-0.110 0.063 0.154 0.034 -0.142 0.120 0.208 0.012 63.800 2.422 
-0.112 0.071 0.168 0.029 -0.147 0.127 0.227 0.012 64.400 2.393 
-0.117 0.073 0.178 0.029 -0.154 0.132 0.237 0.012 65.000 2.364 
-0.120 0.076 0.178 0.032 -0.156 0.137 0.244 0.012 66.600 2.335 
-0.132 0.068 0.186 0.039 -0.166 0.134 0.254 0.020 68.400 2.305 
-0.134 0.059 0.173 0.049 -0.164 0.127 0.264 0.022 70.000 2.281 
-0.134 0.051 0.166 0.051 -0.159 0.120 0.271 0.024 71.800 2.256 
-0.132 0.042 0.154 0.056 -0.151 0.107 0.264 0.027 72.800 2.232 
-0.132 0.034 0.144 0.061 -0.149 0.100 0.261 0.029 73.800 2.208 
-0.127 0.027 0.134 0.061 -0.139 0.090 0.261 0.032 74.400 2.178 
-0.127 0.024 0.125 0.066 -0.139 0.088 0.256 0.032 75.000 2.149 
-0.122 0.007 0.110 0.068 -0.125 0.068 0.244 0.037 74.800 2.120 
-0.103 0.002 0.078 0.063 -0.103 0.054 0.237 0.032 74.800 2.090 
-0.090 -0.015 0.049 0.066 -0.083 0.032 0.215 0.032 74.000 2.061 
-0.073 -0.029 0.027 0.061 -0.059 0.007 0.200 0.032 73.400 2.032 
-0.071 -0.034 0.017 0.063 -0.054 0.002 0.173 0.032 72.600 2.002 
-0.059 -0.042 -0.002 0.061 -0.037 -0.012 0.154 0.032 72.000 1.973 
-0.049 -0.056 -0.027 0.063 -0.020 -0.032 0.137 0.032 71.400 1.939 
-0.037 -0.073 -0.056 0.066 -0.000 -0.054 0.112 0.034 71.000 1.905 
-0.024 -0.083 -0.076 0.063 0.017 -0.071 0.098 0.034 70.600 1.871 
-0.020 -0.090 -0.095 0.068 0.027 -0.081 0.073 0.034 70.200 1.836 
-0.005 -0.098 -0.115 0.063 0.044 -0.095 0.059 0.032 69.800 1.773 
0.002 -0.107 -0.125 0.061 0.056 -0.107 0.037 0.032 69.200 1.709 
0.010 -0.125 -0.151 0.066 0.073 -0.129 0.027 0.037 68.600 1.646 
0.012 -0.127 -0.159 0.068 0.076 -0.132 0.005 0.037 68.000 1.582 
0.007 -0.144 -0.171 0.078 0.081 -0.147 0.002 0.044 68.000 1.548 
0.007 -0.151 -0.171 0.078 0.083 -0.154 -0.005 0.046 68.200 1.514 
0.022 -0.139 -0.181 0.068 0.093 -0.149 -0.020 0.037 68.800 1.480 
0.015 -0.154 -0.183 0.078 0.093 -0.161 -0.029 0.044 69.600 1.446 
0.020 -0.159 -0.198 0.081 0.100 -0.168 -0.039 0.044 69.400 1.411 
