I II III aVR aVL aVF V1 V2 AO SPO2 
-0.024 0.056 0.093 -0.022 -0.051 0.068 0.015 -0.012 65.600 2.452 
-0.024 0.066 0.103 -0.027 -0.056 0.078 0.007 -0.017 65.400 2.427 
-0.024 0.071 0.115 -0.032 -0.059 0.083 0.007 -0.017 65.400 2.403 
-0.027 0.076 0.112 -0.029 -0.063 0.090 0.007 -0.020 65.600 2.379 
-0.029 0.071 0.117 -0.029 -0.063 0.085 0.012 -0.017 65.600 2.354 
-0.032 0.071 0.117 -0.027 -0.066 0.088 0.015 -0.015 66.000 2.330 
-0.024 0.076 0.120 -0.034 -0.061 0.088 0.012 -0.020 66.400 2.305 
-0.037 0.076 0.120 -0.022 -0.073 0.095 0.010 -0.015 67.200 2.291 
-0.027 0.083 0.122 -0.034 -0.068 0.098 0.005 -0.022 67.800 2.276 
-0.029 0.083 0.132 -0.037 -0.071 0.098 0.005 -0.020 68.400 2.261 
-0.046 0.083 0.144 -0.024 -0.088 0.107 0.010 -0.015 69.000 2.247 
-0.046 0.098 0.156 -0.032 -0.095 0.122 0.010 -0.020 69.800 2.242 
-0.046 0.098 0.164 -0.034 -0.095 0.122 0.015 -0.020 70.600 2.237 
-0.039 0.110 0.166 -0.044 -0.093 0.129 0.010 -0.027 71.400 2.232 
-0.029 0.122 0.173 -0.056 -0.090 0.137 0.017 -0.034 72.200 2.227 
-0.037 0.122 0.176 -0.051 -0.098 0.142 0.022 -0.032 73.200 2.232 
-0.044 0.117 0.178 -0.044 -0.103 0.139 0.034 -0.027 74.200 2.237 
-0.042 0.127 0.188 -0.051 -0.105 0.149 0.034 -0.032 75.400 2.242 
-0.039 0.147 0.195 -0.059 -0.112 0.166 0.037 -0.039 76.400 2.247 
-0.042 0.144 0.200 -0.059 -0.112 0.166 0.046 -0.037 77.200 2.261 
-0.044 0.147 0.205 -0.059 -0.117 0.168 0.061 -0.037 78.000 2.276 
-0.046 0.154 0.215 -0.061 -0.122 0.178 0.066 -0.039 78.600 2.291 
-0.049 0.166 0.232 -0.066 -0.132 0.190 0.073 -0.042 79.200 2.305 
-0.051 0.176 0.242 -0.068 -0.139 0.203 0.085 -0.044 80.200 2.325 
-0.054 0.181 0.249 -0.071 -0.144 0.208 0.100 -0.044 81.200 2.344 
-0.054 0.190 0.261 -0.076 -0.149 0.217 0.110 -0.049 82.400 2.364 
-0.063 0.188 0.266 -0.068 -0.156 0.220 0.125 -0.044 83.400 2.383 
-0.068 0.190 0.278 -0.071 -0.164 0.225 0.142 -0.044 84.400 2.403 
-0.071 0.198 0.281 -0.068 -0.168 0.234 0.161 -0.044 85.400 2.422 
-0.073 0.190 0.283 -0.068 -0.168 0.227 0.176 -0.042 86.000 2.442 
-0.085 0.188 0.283 -0.056 -0.178 0.232 0.195 -0.037 86.800 2.462 
-0.095 0.176 0.283 -0.046 -0.183 0.225 0.210 -0.029 87.000 2.471 
-0.103 0.168 0.283 -0.039 -0.186 0.220 0.230 -0.024 87.400 2.481 
-0.095 0.166 0.278 -0.044 -0.178 0.215 0.230 -0.027 87.600 2.491 
-0.098 0.164 0.276 -0.039 -0.178 0.212 0.239 -0.024 88.000 2.501 
-0.095 0.161 0.274 -0.042 -0.176 0.210 0.252 -0.024 88.400 2.501 
-0.090 0.154 0.264 -0.042 -0.166 0.200 0.271 -0.024 89.000 2.501 
-0.090 0.154 0.264 -0.042 -0.166 0.200 0.276 -0.024 89.400 2.501 
-0.095 0.147 0.259 -0.034 -0.168 0.195 0.283 -0.020 90.000 2.501 
-0.088 0.142 0.249 -0.037 -0.159 0.186 0.291 -0.020 90.200 2.491 
-0.078 0.137 0.237 -0.039 -0.147 0.176 0.298 -0.022 90.400 2.481 
-0.076 0.127 0.227 -0.037 -0.139 0.166 0.298 -0.020 90.400 2.471 
-0.066 0.120 0.203 -0.034 -0.125 0.154 0.300 -0.020 90.400 2.462 
-0.061 0.107 0.188 -0.032 -0.115 0.139 0.298 -0.017 90.600 2.437 
-0.046 0.095 0.166 -0.037 -0.093 0.120 0.291 -0.020 90.800 2.413 
-0.032 0.083 0.147 -0.042 -0.073 0.100 0.286 -0.020 91.600 2.388 
-0.024 0.073 0.122 -0.037 -0.061 0.085 0.276 -0.020 92.400 2.364 
-0.022 0.066 0.110 -0.032 -0.054 0.078 0.259 -0.017 93.400 2.344 
-0.012 0.054 0.090 -0.032 -0.039 0.061 0.242 -0.017 94.400 2.325 
-0.005 0.046 0.076 -0.032 -0.027 0.049 0.217 -0.017 95.600 2.305 
0.017 0.042 0.051 -0.042 -0.002 0.034 0.198 -0.022 96.800 2.286 
0.015 0.024 0.032 -0.029 0.002 0.017 0.181 -0.015 98.000 2.261 
0.020 0.012 0.017 -0.027 0.015 0.002 0.161 -0.012 99.200 2.237 
0.029 0.007 0.002 -0.029 0.027 -0.007 0.134 -0.015 100.000 2.212 
0.029 0.002 -0.010 -0.024 0.029 -0.012 0.117 -0.012 101.000 2.188 
0.029 -0.005 -0.017 -0.020 0.032 -0.020 0.100 -0.010 101.600 2.164 
0.034 -0.010 -0.017 -0.024 0.039 -0.027 0.088 -0.010 102.000 2.139 
0.046 -0.010 -0.037 -0.027 0.051 -0.032 0.073 -0.015 102.400 2.115 
0.049 -0.012 -0.039 -0.029 0.056 -0.037 0.059 -0.015 102.800 2.090 
0.046 -0.022 -0.046 -0.022 0.059 -0.044 0.051 -0.010 102.600 2.051 
0.049 -0.022 -0.051 -0.022 0.061 -0.046 0.034 -0.012 102.600 2.012 
0.054 -0.015 -0.044 -0.032 0.061 -0.042 0.024 -0.015 101.600 1.973 
0.051 -0.015 -0.042 -0.029 0.059 -0.039 0.015 -0.015 100.600 1.934 
0.054 -0.012 -0.046 -0.029 0.061 -0.039 0.005 -0.017 99.400 1.924 
0.054 -0.015 -0.051 -0.027 0.061 -0.042 -0.002 -0.015 98.200 1.915 
0.063 -0.007 -0.051 -0.037 0.068 -0.039 -0.012 -0.022 97.600 1.905 
0.056 -0.002 -0.037 -0.037 0.059 -0.029 -0.017 -0.020 96.800 1.895 
0.054 -0.002 -0.037 -0.034 0.056 -0.029 -0.015 -0.020 96.000 1.885 
0.066 -0.000 -0.044 -0.044 0.066 -0.032 -0.022 -0.024 95.200 1.875 
0.066 0.005 -0.037 -0.046 0.063 -0.027 -0.027 -0.027 94.000 1.866 
0.063 -0.000 -0.042 -0.042 0.063 -0.032 -0.037 -0.024 92.800 1.856 
0.051 -0.020 -0.054 -0.024 0.061 -0.044 -0.037 -0.012 92.000 1.851 
0.056 -0.012 -0.044 -0.034 0.063 -0.039 -0.032 -0.017 91.400 1.846 
0.054 -0.020 -0.051 -0.027 0.063 -0.046 -0.039 -0.015 90.800 1.841 
0.061 -0.020 -0.054 -0.034 0.071 -0.049 -0.037 -0.017 90.200 1.836 
0.063 -0.010 -0.056 -0.034 0.068 -0.042 -0.037 -0.020 89.400 1.836 
0.056 -0.007 -0.044 -0.034 0.061 -0.034 -0.039 -0.020 88.600 1.836 
0.051 -0.015 -0.046 -0.027 0.059 -0.039 -0.042 -0.015 87.600 1.836 
0.139 0.166 0.049 -0.164 0.056 0.098 -0.139 -0.105 86.800 1.836 
0.024 -0.085 -0.090 0.022 0.068 -0.098 0.005 0.017 86.000 1.836 
0.054 -0.010 -0.046 -0.029 0.059 -0.037 -0.039 -0.017 85.400 1.836 
0.061 -0.002 -0.042 -0.039 0.063 -0.032 -0.061 -0.022 85.000 1.836 
0.049 -0.007 -0.037 -0.029 0.054 -0.032 -0.059 -0.017 84.600 1.836 
0.044 -0.007 -0.037 -0.024 0.049 -0.029 -0.073 -0.015 85.200 1.836 
0.049 -0.007 -0.034 -0.032 0.054 -0.032 -0.093 -0.017 85.600 1.836 
0.046 -0.005 -0.029 -0.032 0.049 -0.027 -0.107 -0.017 86.200 1.836 
0.049 -0.010 -0.037 -0.029 0.054 -0.034 -0.115 -0.015 86.600 1.836 
0.054 0.005 -0.029 -0.039 0.051 -0.022 -0.120 -0.022 86.000 1.832 
0.056 0.010 -0.022 -0.044 0.051 -0.017 -0.115 -0.024 85.400 1.827 
0.056 0.020 -0.017 -0.046 0.046 -0.007 -0.117 -0.027 84.200 1.822 
0.054 0.020 -0.012 -0.046 0.044 -0.007 -0.129 -0.027 82.800 1.817 
0.073 0.034 -0.020 -0.063 0.056 -0.002 -0.154 -0.039 80.400 1.817 
0.085 0.032 -0.032 -0.068 0.071 -0.010 -0.164 -0.042 77.800 1.817 
0.095 0.046 -0.032 -0.078 0.073 -0.000 -0.161 -0.049 74.800 1.817 
0.105 0.046 -0.042 -0.083 0.083 -0.005 -0.154 -0.054 71.600 1.817 
0.125 0.061 -0.044 -0.103 0.095 -0.000 -0.161 -0.063 71.000 1.822 
0.137 0.066 -0.054 -0.110 0.105 -0.002 -0.171 -0.071 70.400 1.827 
0.149 0.056 -0.078 -0.110 0.122 -0.017 -0.171 -0.071 72.200 1.832 
0.173 0.056 -0.100 -0.122 0.147 -0.029 -0.178 -0.078 74.200 1.836 
0.181 0.059 -0.105 -0.127 0.151 -0.032 -0.181 -0.083 76.400 1.851 
0.183 0.063 -0.107 -0.129 0.151 -0.027 -0.173 -0.085 78.400 1.866 
0.195 0.076 -0.100 -0.144 0.159 -0.022 -0.168 -0.093 80.000 1.880 
0.215 0.095 -0.110 -0.159 0.168 -0.012 -0.156 -0.105 81.800 1.895 
0.212 0.093 -0.103 -0.161 0.166 -0.012 -0.137 -0.105 82.000 1.929 
0.200 0.085 -0.105 -0.147 0.159 -0.015 -0.105 -0.098 82.400 1.963 
0.183 0.061 -0.103 -0.132 0.154 -0.029 -0.073 -0.083 81.800 1.998 
0.151 0.051 -0.081 -0.110 0.127 -0.024 -0.051 -0.071 81.200 2.032 
0.137 0.054 -0.063 -0.105 0.110 -0.015 -0.034 -0.066 80.400 2.081 
0.110 0.046 -0.049 -0.085 0.088 -0.007 -0.027 -0.054 79.400 2.129 
0.115 0.051 -0.049 -0.090 0.090 -0.005 -0.027 -0.059 78.600 2.178 
0.112 0.051 -0.049 -0.088 0.088 -0.005 -0.012 -0.056 77.800 2.227 
0.107 0.046 -0.046 -0.083 0.085 -0.007 -0.007 -0.054 77.400 2.291 
0.098 0.034 -0.046 -0.073 0.081 -0.015 -0.000 -0.046 77.000 2.354 
0.098 0.005 -0.073 -0.061 0.095 -0.044 0.010 -0.037 76.800 2.418 
0.090 -0.010 -0.078 -0.051 0.095 -0.054 0.015 -0.029 76.600 2.481 
0.105 -0.012 -0.100 -0.054 0.112 -0.063 0.007 -0.034 76.000 2.545 
0.107 -0.017 -0.105 -0.054 0.117 -0.071 0.010 -0.032 75.400 2.608 
0.100 -0.027 -0.110 -0.044 0.115 -0.076 -0.002 -0.027 75.000 2.672 
0.093 -0.039 -0.117 -0.034 0.112 -0.085 -0.002 -0.020 74.600 2.735 
0.095 -0.051 -0.132 -0.029 0.122 -0.098 -0.012 -0.017 74.800 2.794 
0.098 -0.059 -0.142 -0.027 0.127 -0.107 -0.015 -0.015 74.800 2.852 
0.054 -0.161 -0.193 0.044 0.134 -0.188 0.068 0.034 75.200 2.911 
0.112 -0.034 -0.132 -0.046 0.129 -0.090 -0.066 -0.029 75.400 2.969 
0.110 -0.076 -0.166 -0.027 0.149 -0.129 -0.044 -0.015 75.400 3.018 
0.112 -0.105 -0.203 -0.010 0.166 -0.161 -0.027 -0.005 75.200 3.067 
0.110 -0.120 -0.212 -0.002 0.171 -0.173 -0.044 -0.000 74.800 3.116 
0.105 -0.132 -0.230 0.010 0.171 -0.183 -0.042 0.007 74.400 3.165 
0.110 -0.144 -0.237 0.010 0.183 -0.198 -0.049 0.010 74.000 3.199 
0.098 -0.195 -0.286 0.046 0.195 -0.244 -0.032 0.029 73.400 3.233 
0.132 -0.278 -0.396 0.066 0.271 -0.344 -0.027 0.046 73.000 3.267 
0.178 -0.344 -0.508 0.076 0.352 -0.432 -0.007 0.054 72.600 3.302 
0.168 -0.376 -0.530 0.098 0.357 -0.459 0.024 0.066 72.200 3.321 
0.164 -0.420 -0.569 0.122 0.374 -0.501 0.034 0.083 71.800 3.341 
0.161 -0.464 -0.611 0.144 0.393 -0.545 0.034 0.098 71.600 3.360 
0.156 -0.486 -0.632 0.161 0.400 -0.564 0.017 0.107 71.200 3.380 
0.166 -0.501 -0.657 0.164 0.418 -0.584 0.005 0.110 71.000 3.385 
0.193 -0.527 -0.706 0.161 0.457 -0.623 -0.007 0.110 70.600 3.389 
0.244 -0.606 -0.838 0.176 0.547 -0.728 -0.017 0.117 70.000 3.394 
0.264 -0.667 -0.921 0.198 0.598 -0.799 -0.010 0.132 69.600 3.399 
0.337 -0.711 -1.033 0.181 0.694 -0.879 -0.005 0.122 69.200 3.394 
0.374 -0.764 -1.123 0.188 0.757 -0.950 0.034 0.127 68.800 3.389 
0.391 -0.872 -1.248 0.234 0.828 -1.067 0.100 0.159 68.600 3.385 
0.430 -0.952 -1.370 0.256 0.906 -1.167 0.159 0.171 68.200 3.380 
0.413 -0.969 -1.372 0.274 0.899 -1.175 0.234 0.183 68.200 3.375 
0.405 -0.921 -1.306 0.249 0.867 -1.123 0.164 0.168 68.400 3.370 
0.376 -0.904 -1.267 0.259 0.828 -1.092 -0.015 0.173 68.400 3.365 
0.276 -0.994 -1.260 0.354 0.774 -1.131 -0.010 0.237 68.400 3.360 
0.247 -1.072 -1.306 0.408 0.784 -1.194 -0.068 0.274 68.200 3.346 
0.247 -1.150 -1.387 0.447 0.823 -1.272 -0.164 0.298 68.000 3.331 
0.288 -1.187 -1.463 0.444 0.882 -1.331 -0.342 0.298 67.400 3.316 
0.325 -1.179 -1.492 0.422 0.916 -1.341 -0.501 0.283 66.600 3.302 
0.415 -1.087 -1.492 0.332 0.960 -1.294 -0.652 0.222 66.600 3.292 
0.432 -1.026 -1.443 0.291 0.945 -1.241 -0.667 0.195 66.600 3.282 
0.425 -0.911 -1.328 0.239 0.882 -1.123 -0.635 0.159 67.800 3.272 
0.383 -0.789 -1.170 0.203 0.779 -0.979 -0.549 0.132 69.000 3.263 
0.361 -0.676 -1.028 0.154 0.701 -0.857 -0.491 0.103 68.600 3.238 
0.320 -0.574 -0.882 0.122 0.608 -0.733 -0.422 0.083 68.400 3.214 
0.264 -0.523 -0.777 0.125 0.525 -0.654 -0.376 0.083 66.200 3.189 
0.247 -0.464 -0.711 0.110 0.479 -0.586 -0.354 0.071 64.000 3.165 
0.259 -0.437 -0.686 0.085 0.479 -0.567 -0.332 0.056 63.200 3.155 
0.242 -0.422 -0.657 0.088 0.454 -0.542 -0.286 0.059 62.200 3.145 
0.215 -0.405 -0.613 0.093 0.418 -0.513 -0.252 0.061 62.600 3.136 
0.190 -0.388 -0.569 0.095 0.386 -0.484 -0.212 0.063 63.200 3.126 
0.176 -0.349 -0.518 0.083 0.352 -0.437 -0.205 0.056 63.200 3.116 
0.151 -0.313 -0.462 0.081 0.308 -0.388 -0.198 0.051 63.200 3.106 
0.137 -0.281 -0.420 0.073 0.278 -0.349 -0.186 0.046 63.200 3.096 
0.125 -0.278 -0.403 0.078 0.264 -0.339 -0.173 0.049 63.200 3.087 
0.103 -0.259 -0.359 0.078 0.232 -0.310 -0.151 0.049 63.400 3.077 
0.078 -0.222 -0.300 0.073 0.190 -0.261 -0.120 0.046 63.400 3.067 
0.049 -0.220 -0.261 0.083 0.159 -0.244 -0.100 0.054 63.800 3.057 
0.024 -0.210 -0.234 0.093 0.129 -0.222 -0.081 0.059 64.000 3.048 
0.017 -0.203 -0.215 0.090 0.120 -0.210 -0.076 0.059 64.800 3.038 
0.012 -0.183 -0.193 0.085 0.105 -0.188 -0.071 0.054 65.400 3.028 
-0.007 -0.166 -0.166 0.090 0.076 -0.161 -0.066 0.056 66.200 3.018 
-0.032 -0.176 -0.142 0.103 0.056 -0.159 -0.061 0.066 67.000 3.009 
-0.054 -0.164 -0.107 0.107 0.029 -0.137 -0.056 0.071 67.400 2.994 
-0.076 -0.159 -0.073 0.112 0.005 -0.120 -0.054 0.076 67.800 2.979 
-0.093 -0.144 -0.054 0.120 -0.020 -0.098 -0.049 0.076 68.200 2.965 
-0.083 -0.117 -0.034 0.100 -0.024 -0.076 -0.054 0.063 68.600 2.950 
-0.073 -0.098 -0.020 0.083 -0.024 -0.061 -0.049 0.054 69.200 2.935 
-0.068 -0.081 -0.010 0.073 -0.027 -0.046 -0.051 0.046 69.600 2.921 
-0.061 -0.066 -0.000 0.061 -0.027 -0.034 -0.046 0.039 70.200 2.906 
-0.061 -0.056 0.015 0.054 -0.032 -0.024 -0.032 0.037 70.800 2.891 
-0.061 -0.024 0.037 0.044 -0.049 0.007 -0.022 0.027 71.400 2.877 
-0.068 -0.000 0.071 0.034 -0.068 0.034 -0.015 0.020 72.200 2.862 
-0.090 0.032 0.122 0.029 -0.105 0.078 0.007 0.017 72.800 2.847 
-0.090 0.056 0.144 0.020 -0.117 0.103 0.020 0.010 73.600 2.833 
-0.059 0.088 0.151 -0.017 -0.103 0.117 0.012 -0.012 74.200 2.823 
-0.046 0.105 0.149 -0.027 -0.098 0.129 0.010 -0.022 74.800 2.813 
-0.051 0.103 0.154 -0.024 -0.103 0.129 0.015 -0.020 75.400 2.803 
-0.049 0.120 0.171 -0.037 -0.107 0.144 0.024 -0.027 76.000 2.794 
-0.032 0.142 0.176 -0.056 -0.103 0.159 0.029 -0.039 76.800 2.784 
-0.020 0.186 0.210 -0.085 -0.112 0.195 0.046 -0.059 77.600 2.774 
-0.034 0.220 0.252 -0.090 -0.144 0.237 0.066 -0.063 78.800 2.764 
-0.039 0.259 0.298 -0.110 -0.168 0.278 0.093 -0.076 79.800 2.755 
-0.029 0.300 0.332 -0.137 -0.178 0.315 0.112 -0.093 81.200 2.745 
-0.027 0.332 0.364 -0.154 -0.193 0.347 0.129 -0.105 82.600 2.735 
-0.029 0.357 0.391 -0.166 -0.208 0.371 0.154 -0.112 84.000 2.725 
-0.042 0.374 0.422 -0.168 -0.227 0.396 0.193 -0.112 85.200 2.716 
-0.029 0.398 0.432 -0.186 -0.227 0.413 0.205 -0.125 86.000 2.701 
-0.024 0.425 0.452 -0.200 -0.237 0.437 0.220 -0.137 87.000 2.686 
-0.024 0.432 0.462 -0.205 -0.239 0.444 0.237 -0.139 87.600 2.672 
-0.024 0.449 0.484 -0.217 -0.249 0.462 0.269 -0.144 88.400 2.657 
-0.005 0.471 0.484 -0.237 -0.239 0.474 0.269 -0.159 89.000 2.637 
-0.000 0.466 0.474 -0.237 -0.232 0.466 0.274 -0.159 89.800 2.618 
0.005 0.454 0.454 -0.232 -0.222 0.452 0.283 -0.156 90.600 2.598 
0.017 0.422 0.413 -0.222 -0.193 0.415 0.288 -0.149 91.200 2.579 
0.037 0.400 0.369 -0.220 -0.164 0.383 0.283 -0.149 92.000 2.559 
0.046 0.381 0.337 -0.215 -0.144 0.359 0.288 -0.144 92.600 2.540 
0.046 0.369 0.322 -0.208 -0.137 0.347 0.286 -0.142 93.400 2.520 
0.054 0.347 0.291 -0.198 -0.120 0.320 0.286 -0.137 94.000 2.501 
0.088 0.342 0.252 -0.212 -0.083 0.298 0.274 -0.147 94.800 2.481 
0.125 0.322 0.205 -0.227 -0.037 0.261 0.261 -0.151 95.600 2.462 
0.112 0.286 0.173 -0.198 -0.029 0.230 0.261 -0.134 96.600 2.442 
0.110 0.269 0.156 -0.188 -0.024 0.215 0.261 -0.129 97.400 2.422 
0.112 0.261 0.147 -0.186 -0.017 0.205 0.252 -0.127 98.000 2.408 
0.134 0.234 0.107 -0.188 0.017 0.168 0.234 -0.125 98.600 2.393 
0.164 0.230 0.063 -0.195 0.049 0.149 0.212 -0.134 99.000 2.379 
0.173 0.203 0.029 -0.188 0.073 0.117 0.200 -0.127 99.400 2.364 
0.195 0.188 -0.007 -0.190 0.103 0.090 0.176 -0.129 99.800 2.354 
0.215 0.171 -0.042 -0.193 0.129 0.063 0.149 -0.132 100.400 2.344 
0.222 0.149 -0.071 -0.186 0.149 0.039 0.127 -0.127 100.400 2.335 
0.230 0.132 -0.100 -0.178 0.164 0.017 0.112 -0.122 100.600 2.325 
0.252 0.127 -0.129 -0.186 0.188 0.002 0.085 -0.129 100.800 2.310 
0.278 0.125 -0.161 -0.198 0.217 -0.015 0.056 -0.137 100.800 2.295 
0.300 0.105 -0.190 -0.205 0.249 -0.044 0.034 -0.137 101.000 2.281 
0.327 0.103 -0.225 -0.215 0.276 -0.061 0.012 -0.147 101.200 2.266 
0.339 0.103 -0.244 -0.217 0.288 -0.066 -0.010 -0.149 101.200 2.256 
0.369 0.100 -0.266 -0.234 0.320 -0.083 -0.034 -0.159 101.400 2.247 
0.400 0.093 -0.313 -0.244 0.354 -0.107 -0.054 -0.166 101.200 2.237 
0.430 0.078 -0.349 -0.254 0.391 -0.137 -0.071 -0.171 101.000 2.227 
0.459 0.076 -0.376 -0.271 0.422 -0.154 -0.100 -0.181 100.800 2.212 
0.496 0.088 -0.405 -0.293 0.452 -0.159 -0.122 -0.198 100.600 2.198 
0.525 0.088 -0.442 -0.303 0.481 -0.173 -0.144 -0.208 100.200 2.183 
0.554 0.083 -0.469 -0.320 0.513 -0.193 -0.159 -0.215 99.600 2.168 
0.591 0.073 -0.518 -0.332 0.554 -0.222 -0.171 -0.225 98.600 2.154 
0.637 0.076 -0.562 -0.357 0.601 -0.242 -0.193 -0.239 97.800 2.139 
0.606 0.076 -0.527 -0.342 0.569 -0.227 -0.188 -0.230 96.600 2.125 
0.562 0.066 -0.488 -0.317 0.530 -0.215 -0.181 -0.212 95.600 2.110 
0.532 0.061 -0.466 -0.298 0.503 -0.205 -0.171 -0.200 94.600 2.100 
0.518 0.066 -0.447 -0.293 0.486 -0.193 -0.168 -0.198 93.600 2.090 
0.508 0.061 -0.435 -0.291 0.479 -0.193 -0.168 -0.193 93.000 2.081 
0.491 0.068 -0.415 -0.283 0.457 -0.176 -0.161 -0.188 92.400 2.071 
0.476 0.063 -0.408 -0.271 0.444 -0.173 -0.161 -0.183 92.200 2.056 
0.457 0.059 -0.398 -0.256 0.427 -0.168 -0.156 -0.173 92.000 2.042 
0.454 0.054 -0.396 -0.256 0.427 -0.173 -0.149 -0.171 92.000 2.027 
0.457 0.056 -0.396 -0.259 0.430 -0.171 -0.149 -0.173 92.000 2.012 
0.449 0.054 -0.388 -0.254 0.422 -0.171 -0.151 -0.171 92.000 1.998 
0.444 0.054 -0.386 -0.252 0.418 -0.168 -0.151 -0.168 91.800 1.983 
0.442 0.024 -0.410 -0.237 0.430 -0.195 -0.142 -0.159 91.200 1.968 
0.432 -0.024 -0.440 -0.212 0.444 -0.239 -0.115 -0.139 90.800 1.954 
0.459 0.042 -0.413 -0.252 0.440 -0.188 -0.151 -0.168 90.400 1.924 
0.464 0.054 -0.410 -0.259 0.437 -0.178 -0.168 -0.176 89.800 1.895 
0.471 0.054 -0.408 -0.266 0.444 -0.181 -0.171 -0.178 89.400 1.866 
0.462 0.044 -0.408 -0.256 0.440 -0.186 -0.178 -0.171 89.200 1.836 
0.447 0.049 -0.386 -0.254 0.422 -0.173 -0.193 -0.168 88.800 1.812 
0.444 0.046 -0.391 -0.249 0.422 -0.176 -0.203 -0.166 88.400 1.788 
0.432 0.051 -0.376 -0.244 0.408 -0.164 -0.200 -0.164 87.800 1.763 
0.432 0.063 -0.364 -0.249 0.400 -0.151 -0.208 -0.168 87.200 1.739 
0.440 0.078 -0.361 -0.259 0.400 -0.142 -0.203 -0.176 86.800 1.719 
0.449 0.083 -0.361 -0.269 0.408 -0.142 -0.215 -0.181 86.200 1.700 
0.452 0.076 -0.371 -0.266 0.415 -0.149 -0.225 -0.178 85.600 1.680 
0.444 0.071 -0.369 -0.259 0.410 -0.151 -0.237 -0.173 85.200 1.661 
0.459 0.076 -0.379 -0.269 0.422 -0.154 -0.242 -0.181 84.600 1.651 
0.447 0.061 -0.386 -0.254 0.418 -0.161 -0.234 -0.171 84.200 1.641 
0.462 0.063 -0.391 -0.266 0.430 -0.166 -0.237 -0.178 83.800 1.631 
0.481 0.081 -0.388 -0.286 0.442 -0.159 -0.242 -0.190 83.200 1.621 
0.479 0.078 -0.393 -0.281 0.440 -0.161 -0.239 -0.188 83.000 1.631 
0.484 0.076 -0.400 -0.283 0.447 -0.166 -0.252 -0.188 82.800 1.641 
0.484 0.066 -0.410 -0.278 0.452 -0.176 -0.266 -0.186 82.800 1.651 
0.488 0.061 -0.420 -0.278 0.459 -0.183 -0.259 -0.186 82.800 1.661 
0.501 0.071 -0.432 -0.283 0.466 -0.178 -0.271 -0.193 82.800 1.685 
0.505 0.066 -0.437 -0.286 0.474 -0.186 -0.266 -0.193 82.600 1.709 
0.496 0.061 -0.432 -0.278 0.466 -0.186 -0.256 -0.188 82.400 1.734 
0.471 0.034 -0.427 -0.256 0.454 -0.200 -0.220 -0.171 82.200 1.758 
0.444 0.007 -0.430 -0.230 0.442 -0.215 -0.193 -0.154 82.000 1.807 
0.413 -0.012 -0.420 -0.203 0.420 -0.217 -0.166 -0.137 81.600 1.856 
0.381 -0.024 -0.398 -0.181 0.393 -0.215 -0.142 -0.122 81.200 1.905 
0.357 -0.034 -0.386 -0.164 0.374 -0.212 -0.139 -0.110 80.800 1.954 
0.327 -0.046 -0.369 -0.142 0.352 -0.210 -0.132 -0.095 80.400 2.017 
0.317 -0.054 -0.369 -0.132 0.344 -0.212 -0.129 -0.090 79.800 2.081 
0.303 -0.054 -0.352 -0.127 0.330 -0.205 -0.125 -0.085 79.400 2.144 
0.278 -0.066 -0.339 -0.107 0.313 -0.205 -0.110 -0.073 79.000 2.208 
0.259 -0.083 -0.337 -0.090 0.300 -0.212 -0.103 -0.061 78.600 2.271 
0.247 -0.100 -0.342 -0.076 0.298 -0.222 -0.095 -0.051 78.200 2.335 
0.232 -0.117 -0.339 -0.061 0.291 -0.232 -0.090 -0.042 77.600 2.398 
0.217 -0.112 -0.327 -0.054 0.274 -0.220 -0.090 -0.037 77.200 2.462 
0.210 -0.115 -0.325 -0.046 0.269 -0.220 -0.088 -0.034 76.800 2.520 
0.200 -0.120 -0.317 -0.042 0.261 -0.220 -0.088 -0.029 76.600 2.579 
0.195 -0.129 -0.317 -0.037 0.261 -0.227 -0.083 -0.024 76.200 2.637 
0.183 -0.137 -0.315 -0.024 0.252 -0.227 -0.076 -0.017 76.000 2.696 
0.176 -0.139 -0.305 -0.022 0.247 -0.227 -0.071 -0.015 75.600 2.740 
0.147 -0.181 -0.320 0.015 0.237 -0.254 -0.032 0.010 75.200 2.784 
0.166 -0.095 -0.261 -0.034 0.215 -0.178 -0.110 -0.027 74.800 2.828 
0.154 -0.132 -0.276 -0.015 0.220 -0.208 -0.073 -0.010 74.400 2.872 
0.151 -0.132 -0.286 -0.007 0.217 -0.208 -0.078 -0.010 74.200 2.901 
0.149 -0.139 -0.281 -0.007 0.220 -0.212 -0.088 -0.005 74.000 2.930 
0.139 -0.134 -0.274 -0.002 0.208 -0.203 -0.098 -0.005 73.800 2.960 
0.134 -0.171 -0.300 0.017 0.220 -0.237 -0.085 0.010 73.800 2.989 
0.137 -0.237 -0.366 0.046 0.256 -0.305 -0.068 0.032 73.800 3.009 
0.159 -0.335 -0.491 0.088 0.327 -0.413 -0.054 0.056 73.600 3.028 
0.161 -0.403 -0.559 0.120 0.364 -0.484 -0.027 0.078 73.600 3.048 
0.147 -0.444 -0.586 0.147 0.369 -0.518 -0.007 0.098 73.400 3.067 
0.149 -0.481 -0.630 0.166 0.391 -0.554 0.002 0.107 73.200 3.072 
0.159 -0.505 -0.664 0.173 0.413 -0.584 -0.002 0.112 73.000 3.077 
0.176 -0.501 -0.674 0.161 0.427 -0.589 -0.027 0.105 72.600 3.082 
0.193 -0.515 -0.698 0.156 0.452 -0.611 -0.037 0.105 72.400 3.087 
