I II III aVR aVL aVF V1 AO Resp SPO2
0.059 0.190 0.122 -0.120 -0.037 0.161 0.105 97.000 -0.032 1.573 
0.073 0.222 0.147 -0.147 -0.037 0.186 0.107 96.800 -0.032 1.543 
0.085 0.237 0.147 -0.159 -0.032 0.195 0.083 96.600 -0.032 1.514 
0.078 0.230 0.147 -0.151 -0.037 0.190 0.100 96.400 -0.029 1.485 
0.083 0.215 0.132 -0.149 -0.024 0.173 0.100 96.400 -0.029 1.451 
0.059 0.212 0.144 -0.129 -0.046 0.183 0.024 96.200 -0.029 1.416 
0.054 0.183 0.125 -0.115 -0.037 0.156 -0.017 96.200 -0.029 1.382 
0.042 0.144 0.095 -0.088 -0.029 0.125 -0.042 96.000 -0.029 1.348 
0.037 0.115 0.071 -0.071 -0.020 0.098 -0.063 96.000 -0.029 1.309 
0.056 0.095 0.037 -0.073 0.010 0.068 -0.068 96.000 -0.029 1.270 
0.063 0.090 0.024 -0.076 0.020 0.059 -0.066 95.800 -0.029 1.231 
0.063 0.093 0.024 -0.076 0.017 0.061 -0.088 95.800 -0.029 1.192 
0.061 0.076 0.012 -0.066 0.024 0.046 -0.081 95.600 -0.027 1.153 
0.073 0.051 -0.022 -0.061 0.049 0.015 -0.068 95.600 -0.027 1.114 
0.054 0.015 -0.046 -0.029 0.046 -0.012 -0.051 95.600 -0.027 1.074 
0.029 0.005 -0.032 -0.012 0.027 -0.010 -0.039 95.600 -0.024 1.035 
0.020 0.007 -0.020 -0.010 0.017 -0.002 -0.037 95.600 -0.024 1.016 
0.007 0.012 0.002 -0.007 0.002 0.010 -0.017 95.600 -0.024 0.996 
0.012 -0.002 -0.017 -0.002 0.015 -0.007 -0.012 95.600 -0.024 0.977 
0.012 -0.015 -0.029 0.002 0.020 -0.020 -0.010 95.600 -0.024 0.957 
0.005 -0.015 -0.017 0.005 0.012 -0.017 -0.000 95.600 -0.024 0.967 
0.010 -0.022 -0.032 0.007 0.022 -0.027 0.010 95.400 -0.024 0.977 
-0.002 -0.017 -0.010 0.007 0.007 -0.015 0.010 95.400 -0.027 0.987 
-0.020 -0.032 -0.010 0.024 -0.002 -0.022 0.005 95.200 -0.027 0.996 
-0.010 -0.037 -0.032 0.027 0.010 -0.032 0.002 95.000 -0.027 1.055 
-0.015 -0.029 -0.015 0.022 -0.000 -0.022 0.005 94.800 -0.027 1.114 
-0.029 -0.024 0.002 0.029 -0.017 -0.010 0.015 94.400 -0.027 1.172 
-0.024 -0.007 0.010 0.020 -0.020 0.005 0.005 94.200 -0.027 1.231 
-0.029 -0.022 0.005 0.027 -0.017 -0.007 0.012 94.000 -0.029 1.338 
-0.022 -0.034 -0.007 0.027 -0.005 -0.022 0.012 93.600 -0.029 1.446 
-0.020 -0.046 -0.027 0.034 0.005 -0.037 0.022 93.400 -0.032 1.553 
-0.015 -0.037 -0.022 0.027 0.005 -0.029 0.015 93.000 -0.032 1.661 
-0.015 -0.024 -0.007 0.020 -0.002 -0.017 0.005 92.800 -0.034 1.802 
-0.017 -0.032 -0.012 0.024 -0.000 -0.022 0.012 92.600 -0.034 1.944 
-0.020 -0.034 -0.017 0.029 -0.002 -0.024 0.012 92.200 -0.034 2.085 
-0.015 -0.032 -0.012 0.022 0.002 -0.024 0.012 91.800 -0.037 2.227 
-0.022 -0.020 0.002 0.022 -0.012 -0.007 0.015 91.600 -0.037 2.383 
-0.024 0.020 0.037 0.007 -0.034 0.032 0.027 91.200 -0.039 2.540 
0.010 0.100 0.088 -0.054 -0.039 0.095 0.051 91.000 -0.039 2.696 
0.022 0.178 0.156 -0.100 -0.066 0.168 0.078 90.600 -0.042 2.852 
0.090 0.276 0.181 -0.181 -0.046 0.232 0.073 90.200 -0.044 2.989 
0.225 0.427 0.203 -0.325 0.012 0.315 0.010 90.000 -0.044 3.126 
0.408 0.659 0.249 -0.532 0.078 0.457 -0.181 89.600 -0.046 3.263 
0.728 0.950 0.220 -0.838 0.254 0.586 -0.510 89.400 -0.049 3.399 
0.952 1.226 0.264 -1.084 0.339 0.750 -0.767 89.000 -0.049 3.497 
1.028 1.089 0.051 -1.053 0.484 0.576 -0.781 88.800 -0.051 3.595 
0.750 0.645 -0.112 -0.694 0.427 0.271 -0.505 88.600 -0.051 3.692 
0.078 0.347 0.266 -0.210 -0.095 0.308 -0.039 88.400 -0.054 3.790 
-0.276 0.210 0.481 0.037 -0.381 0.349 0.220 88.000 -0.054 3.844 
-0.359 0.132 0.491 0.115 -0.425 0.313 0.278 87.800 -0.054 3.897 
-0.320 0.129 0.447 0.098 -0.383 0.291 0.256 87.600 -0.056 3.951 
-0.308 0.120 0.425 0.095 -0.366 0.274 0.315 87.400 -0.059 4.005 
-0.320 0.125 0.444 0.098 -0.381 0.286 0.403 87.200 -0.059 4.020 
-0.335 0.120 0.452 0.110 -0.393 0.288 0.442 87.000 -0.059 4.034 
-0.325 0.117 0.440 0.105 -0.383 0.281 0.469 86.800 -0.059 4.049 
-0.315 0.125 0.440 0.095 -0.376 0.283 0.520 86.600 -0.061 4.063 
-0.313 0.122 0.430 0.098 -0.374 0.278 0.574 86.600 -0.061 4.059 
-0.293 0.078 0.371 0.107 -0.332 0.225 0.654 86.400 -0.061 4.054 
-0.308 0.027 0.332 0.142 -0.320 0.181 0.777 86.200 -0.061 4.049 
-0.295 -0.010 0.281 0.156 -0.291 0.139 0.901 86.200 -0.061 4.044 
-0.261 0.012 0.276 0.125 -0.266 0.144 0.908 86.000 -0.059 4.024 
-0.254 -0.010 0.244 0.132 -0.249 0.117 0.899 86.000 -0.059 4.005 
-0.242 -0.034 0.208 0.139 -0.225 0.088 0.811 85.800 -0.056 3.985 
-0.210 -0.046 0.161 0.129 -0.186 0.059 0.664 85.600 -0.054 3.966 
-0.183 -0.081 0.093 0.137 -0.142 0.012 0.466 85.600 -0.054 3.937 
-0.164 -0.071 0.088 0.120 -0.127 0.012 0.313 85.400 -0.051 3.907 
-0.127 -0.085 0.044 0.105 -0.083 -0.022 0.190 85.200 -0.051 3.878 
-0.088 -0.081 0.010 0.083 -0.046 -0.037 0.127 85.000 -0.049 3.849 
-0.037 -0.063 -0.027 0.051 -0.005 -0.044 0.066 84.600 -0.049 3.814 
-0.015 -0.063 -0.042 0.037 0.017 -0.056 0.051 84.400 -0.049 3.780 
0.005 -0.044 -0.046 0.020 0.027 -0.046 0.037 84.000 -0.046 3.746 
-0.010 -0.046 -0.037 0.029 0.015 -0.042 0.024 83.800 -0.044 3.712 
-0.012 -0.049 -0.042 0.034 0.012 -0.042 0.012 83.600 -0.044 3.663 
-0.000 -0.051 -0.056 0.029 0.027 -0.051 0.002 83.400 -0.042 3.614 
0.012 -0.051 -0.056 0.017 0.039 -0.056 -0.000 83.400 -0.039 3.565 
0.002 -0.037 -0.039 0.017 0.022 -0.037 -0.017 83.200 -0.037 3.516 
-0.007 -0.061 -0.059 0.037 0.024 -0.056 -0.012 83.200 -0.037 3.385 
0.002 -0.071 -0.068 0.032 0.039 -0.071 -0.012 83.200 -0.034 3.253 
0.002 -0.063 -0.066 0.032 0.034 -0.063 -0.010 83.000 -0.034 3.121 
-0.000 -0.076 -0.078 0.039 0.039 -0.076 -0.015 82.800 -0.032 2.989 
-0.005 -0.088 -0.083 0.046 0.039 -0.085 -0.015 82.800 -0.029 2.926 
-0.000 -0.085 -0.081 0.042 0.044 -0.085 -0.017 82.600 -0.027 2.862 
0.005 -0.081 -0.081 0.037 0.046 -0.083 -0.020 82.800 -0.024 2.799 
-0.015 -0.110 -0.093 0.061 0.042 -0.103 -0.007 82.800 -0.022 2.735 
-0.002 -0.107 -0.105 0.056 0.051 -0.105 -0.012 83.000 -0.022 2.686 
-0.010 -0.112 -0.103 0.061 0.046 -0.107 -0.015 83.400 -0.020 2.637 
-0.022 -0.144 -0.125 0.085 0.051 -0.132 0.002 84.000 -0.020 2.589 
-0.027 -0.151 -0.125 0.090 0.049 -0.137 -0.002 84.600 -0.017 2.540 
-0.034 -0.151 -0.125 0.098 0.042 -0.134 -0.007 85.200 -0.015 2.520 
-0.037 -0.164 -0.125 0.100 0.046 -0.144 -0.002 86.000 -0.012 2.501 
-0.054 -0.173 -0.120 0.115 0.034 -0.147 0.010 87.000 -0.010 2.481 
-0.056 -0.190 -0.137 0.125 0.039 -0.161 -0.010 87.800 -0.007 2.462 
-0.044 -0.215 -0.173 0.132 0.063 -0.193 -0.010 88.800 -0.007 2.462 
-0.054 -0.244 -0.195 0.151 0.068 -0.217 0.005 89.600 -0.007 2.462 
-0.063 -0.266 -0.210 0.168 0.071 -0.234 0.010 90.600 -0.005 2.462 
-0.081 -0.281 -0.205 0.183 0.061 -0.239 0.002 91.400 -0.002 2.462 
-0.083 -0.298 -0.225 0.195 0.066 -0.256 0.007 92.400 -0.002 2.481 
-0.083 -0.330 -0.252 0.210 0.083 -0.288 0.010 93.200 -0.000 2.501 
-0.103 -0.357 -0.259 0.232 0.076 -0.305 0.022 94.200 -0.000 2.520 
-0.100 -0.371 -0.276 0.239 0.085 -0.320 0.012 95.200 0.002 2.540 
-0.093 -0.369 -0.288 0.237 0.093 -0.322 0.002 96.000 0.173 2.559 
-0.090 -0.359 -0.276 0.230 0.090 -0.313 -0.005 97.000 0.173 2.579 
-0.088 -0.369 -0.288 0.232 0.098 -0.325 -0.002 97.800 0.347 2.598 
-0.093 -0.364 -0.278 0.232 0.090 -0.317 -0.010 98.800 0.347 2.618 
-0.078 -0.335 -0.266 0.212 0.090 -0.295 -0.017 99.400 0.178 2.632 
-0.054 -0.320 -0.271 0.190 0.107 -0.293 -0.029 100.200 0.178 2.647 
-0.042 -0.291 -0.249 0.166 0.105 -0.269 -0.029 100.800 0.007 2.662 
-0.017 -0.249 -0.242 0.139 0.107 -0.239 -0.046 101.400 0.010 2.676 
-0.005 -0.210 -0.210 0.110 0.100 -0.208 -0.056 102.000 0.010 2.686 
-0.002 -0.203 -0.205 0.105 0.100 -0.200 -0.063 102.400 0.012 2.696 
0.020 -0.171 -0.193 0.078 0.105 -0.181 -0.056 102.800 0.012 2.706 
0.037 -0.139 -0.178 0.054 0.107 -0.156 -0.063 103.400 0.012 2.716 
0.046 -0.115 -0.161 0.034 0.105 -0.137 -0.063 103.600 0.015 2.711 
0.037 -0.090 -0.127 0.027 0.083 -0.107 -0.063 104.000 0.015 2.706 
0.042 -0.066 -0.112 0.015 0.076 -0.085 -0.056 104.400 0.015 2.701 
0.042 -0.059 -0.103 0.010 0.071 -0.078 -0.046 104.600 0.015 2.696 
0.073 -0.051 -0.122 -0.012 0.100 -0.088 -0.054 104.800 0.015 2.681 
0.066 -0.024 -0.093 -0.020 0.078 -0.056 -0.042 105.000 0.015 2.667 
0.068 0.007 -0.063 -0.037 0.066 -0.027 -0.027 105.200 0.015 2.652 
0.056 0.007 -0.054 -0.029 0.054 -0.020 -0.024 105.200 0.015 2.637 
0.042 -0.005 -0.051 -0.015 0.044 -0.024 -0.007 105.400 0.015 2.618 
0.042 -0.005 -0.044 -0.020 0.044 -0.024 -0.010 105.400 0.015 2.598 
0.037 -0.005 -0.039 -0.017 0.039 -0.022 0.010 105.400 0.015 2.579 
0.044 0.027 -0.017 -0.034 0.032 0.005 -0.002 105.600 0.015 2.559 
0.024 0.012 -0.017 -0.015 0.020 -0.000 0.012 105.600 0.015 2.530 
0.022 -0.002 -0.024 -0.010 0.024 -0.012 0.017 105.600 0.015 2.501 
0.005 -0.005 -0.005 -0.002 0.007 -0.007 0.017 105.400 0.015 2.471 
0.012 0.005 -0.010 -0.007 0.010 -0.000 0.024 105.400 0.015 2.442 
0.017 -0.012 -0.032 -0.000 0.024 -0.020 0.024 105.400 0.015 2.408 
0.005 -0.022 -0.027 0.010 0.017 -0.024 0.029 105.200 0.015 2.374 
0.007 -0.005 -0.012 -0.000 0.010 -0.007 0.034 105.000 0.015 2.339 
0.015 -0.005 -0.020 -0.005 0.017 -0.012 0.037 104.800 0.015 2.305 
0.005 -0.005 -0.012 0.002 0.007 -0.007 0.032 104.400 0.015 2.266 
0.017 0.020 0.002 -0.017 0.007 0.012 0.027 104.000 0.015 2.227 
0.002 -0.010 -0.010 0.002 0.007 -0.010 0.039 103.400 0.015 2.188 
-0.007 -0.029 -0.017 0.017 0.007 -0.024 0.044 102.800 0.012 2.149 
0.002 -0.010 -0.010 0.002 0.007 -0.010 0.032 102.000 0.012 2.105 
-0.007 -0.020 -0.010 0.012 0.002 -0.015 0.042 101.000 0.012 2.061 
-0.005 -0.002 0.012 -0.000 -0.002 -0.000 0.039 100.200 0.012 2.017 
-0.024 -0.002 0.022 0.015 -0.022 0.010 0.042 99.400 0.012 1.973 
0.010 -0.017 -0.027 0.005 0.020 -0.022 0.027 98.600 0.010 1.934 
0.017 -0.020 -0.034 -0.000 0.027 -0.027 0.027 98.000 0.010 1.895 
0.015 0.017 0.007 -0.017 0.007 0.010 0.034 97.400 0.010 1.856 
0.024 0.037 0.020 -0.034 0.007 0.024 0.042 97.000 0.007 1.817 
0.022 0.059 0.034 -0.039 -0.007 0.049 0.066 96.800 0.005 1.778 
0.032 0.093 0.061 -0.061 -0.015 0.078 0.081 96.400 0.005 1.739 
0.046 0.107 0.063 -0.078 -0.007 0.085 0.095 96.400 0.002 1.700 
0.068 0.147 0.078 -0.107 -0.005 0.112 0.112 96.200 -0.000 1.661 
0.081 0.176 0.098 -0.129 -0.007 0.137 0.125 96.000 -0.000 1.631 
0.083 0.193 0.110 -0.137 -0.012 0.151 0.110 95.800 -0.000 1.602 
0.090 0.195 0.107 -0.144 -0.007 0.151 0.107 95.600 -0.000 1.573 
0.073 0.208 0.129 -0.137 -0.029 0.171 0.125 95.600 -0.002 1.543 
0.078 0.186 0.103 -0.129 -0.015 0.147 0.105 95.400 -0.005 1.509 
0.078 0.149 0.073 -0.115 0.005 0.110 0.037 95.400 -0.005 1.475 
0.059 0.112 0.054 -0.085 0.002 0.083 0.002 95.200 -0.007 1.441 
0.049 0.090 0.039 -0.068 0.005 0.066 -0.032 95.200 -0.010 1.407 
0.054 0.083 0.034 -0.071 0.012 0.056 -0.046 95.200 -0.010 1.372 
0.049 0.078 0.029 -0.063 0.010 0.054 -0.051 95.000 -0.012 1.338 
0.051 0.059 0.007 -0.054 0.022 0.034 -0.049 95.000 -0.012 1.304 
0.071 0.042 -0.027 -0.056 0.051 0.007 -0.068 94.800 -0.015 1.270 
0.059 0.027 -0.032 -0.042 0.046 -0.002 -0.063 94.800 -0.015 1.231 
0.046 0.012 -0.037 -0.027 0.042 -0.010 -0.039 94.800 -0.015 1.192 
0.046 -0.012 -0.061 -0.015 0.054 -0.034 -0.032 94.800 -0.017 1.153 
0.029 -0.046 -0.076 0.010 0.054 -0.061 -0.015 95.000 -0.020 1.114 
0.027 -0.044 -0.068 0.007 0.049 -0.056 -0.017 95.000 -0.020 1.084 
0.024 -0.039 -0.066 0.010 0.044 -0.051 -0.007 95.000 -0.020 1.055 
0.005 -0.042 -0.046 0.020 0.027 -0.044 0.015 95.000 -0.020 1.026 
-0.007 -0.051 -0.044 0.029 0.020 -0.046 0.010 94.800 -0.022 0.996 
-0.010 -0.051 -0.042 0.032 0.017 -0.046 0.017 94.800 -0.024 0.996 
0.010 -0.044 -0.056 0.020 0.032 -0.049 0.024 94.800 -0.024 0.996 
-0.007 -0.068 -0.056 0.037 0.027 -0.063 0.027 94.600 -0.024 0.996 
-0.007 -0.081 -0.066 0.042 0.034 -0.076 0.037 94.400 -0.027 0.996 
-0.010 -0.088 -0.073 0.046 0.034 -0.083 0.034 94.200 -0.029 1.133 
-0.012 -0.071 -0.059 0.042 0.024 -0.063 0.032 94.000 -0.029 1.270 
-0.005 -0.073 -0.063 0.037 0.032 -0.071 0.029 93.800 -0.032 1.407 
-0.010 -0.068 -0.056 0.039 0.024 -0.063 0.037 93.600 -0.032 1.543 
-0.020 -0.063 -0.046 0.044 0.012 -0.054 0.022 93.400 -0.034 1.680 
-0.032 -0.076 -0.049 0.056 0.007 -0.059 0.032 93.000 -0.034 1.817 
-0.029 -0.071 -0.044 0.051 0.007 -0.056 0.039 92.800 -0.034 1.954 
-0.022 -0.054 -0.027 0.037 0.005 -0.042 0.029 92.600 -0.037 2.090 
-0.020 -0.056 -0.034 0.037 0.010 -0.046 0.024 92.200 -0.037 2.242 
-0.012 -0.063 -0.054 0.039 0.020 -0.056 0.029 92.000 -0.039 2.393 
-0.012 -0.059 -0.044 0.034 0.017 -0.051 0.027 91.800 -0.039 2.545 
-0.024 -0.061 -0.037 0.044 0.007 -0.049 0.032 91.400 -0.042 2.696 
-0.032 -0.029 0.002 0.032 -0.017 -0.012 0.029 91.200 -0.215 2.838 
-0.015 0.022 0.042 -0.005 -0.024 0.029 0.042 91.000 -0.215 2.979 
0.015 0.110 0.100 -0.063 -0.039 0.103 0.081 90.600 -0.386 3.121 
0.042 0.190 0.147 -0.115 -0.054 0.171 0.095 90.400 -0.386 3.263 
0.142 0.322 0.183 -0.232 -0.020 0.252 0.073 90.000 -0.217 3.370 
0.293 0.493 0.205 -0.396 0.046 0.347 -0.051 89.600 -0.217 3.477 
0.559 0.733 0.166 -0.642 0.193 0.454 -0.315 89.400 -0.046 3.585 
0.850 1.009 0.156 -0.928 0.347 0.584 -0.620 89.000 -0.049 3.692 
1.026 1.167 0.137 -1.094 0.442 0.654 -0.789 88.800 -0.049 3.761 
0.952 0.825 -0.134 -0.884 0.540 0.349 -0.664 88.600 -0.049 3.829 
0.427 0.454 0.024 -0.440 0.200 0.242 -0.266 88.400 -0.049 3.897 
-0.120 0.252 0.369 -0.063 -0.244 0.313 0.103 88.000 -0.049 3.966 
-0.352 0.144 0.488 0.107 -0.422 0.320 0.291 87.800 -0.049 3.990 
-0.337 0.120 0.449 0.112 -0.396 0.288 0.274 87.600 -0.051 4.015 
-0.320 0.093 0.403 0.120 -0.366 0.254 0.293 87.400 -0.051 4.039 
-0.327 0.083 0.405 0.125 -0.369 0.247 0.383 87.200 -0.054 4.063 
-0.322 0.100 0.413 0.117 -0.371 0.261 0.432 87.000 -0.054 4.063 
-0.325 0.098 0.420 0.115 -0.374 0.261 0.459 86.800 -0.054 4.063 
-0.327 0.088 0.403 0.127 -0.371 0.252 0.513 86.600 -0.054 4.063 
-0.327 0.090 0.405 0.125 -0.371 0.254 0.562 86.400 -0.054 4.063 
-0.327 0.051 0.379 0.139 -0.352 0.215 0.637 86.200 -0.056 4.044 
-0.315 0.010 0.322 0.154 -0.320 0.168 0.725 86.000 -0.056 4.024 
-0.310 -0.034 0.274 0.173 -0.293 0.122 0.857 86.000 -0.059 4.005 
-0.286 -0.024 0.261 0.156 -0.274 0.120 0.921 85.800 -0.061 3.985 
-0.278 -0.034 0.242 0.159 -0.261 0.105 0.921 85.600 -0.061 3.961 
-0.256 -0.071 0.183 0.166 -0.220 0.059 0.884 85.400 -0.061 3.937 
-0.239 -0.078 0.159 0.161 -0.200 0.042 0.755 85.200 -0.061 3.912 
-0.200 -0.103 0.093 0.154 -0.149 -0.002 0.579 85.000 -0.063 3.888 
-0.176 -0.100 0.071 0.142 -0.125 -0.012 0.396 84.800 -0.063 3.858 
-0.159 -0.115 0.054 0.132 -0.100 -0.034 0.264 84.600 -0.063 3.829 
-0.105 -0.115 -0.007 0.110 -0.046 -0.061 0.164 84.400 -0.063 3.800 
-0.071 -0.103 -0.044 0.093 -0.020 -0.066 0.100 84.200 -0.066 3.770 
-0.037 -0.088 -0.054 0.063 0.007 -0.068 0.068 84.000 -0.066 3.722 
-0.017 -0.095 -0.073 0.054 0.032 -0.085 0.063 83.600 -0.066 3.673 
0.002 -0.095 -0.095 0.046 0.051 -0.095 0.046 83.400 -0.066 3.624 
0.002 -0.083 -0.083 0.039 0.044 -0.083 0.015 83.000 -0.068 3.575 
0.010 -0.088 -0.098 0.039 0.054 -0.093 0.024 83.000 -0.068 3.516 
0.005 -0.081 -0.071 0.032 0.046 -0.083 0.012 82.800 -0.068 3.458 
-0.010 -0.090 -0.073 0.046 0.037 -0.085 0.007 82.800 -0.068 3.399 
-0.005 -0.105 -0.100 0.056 0.049 -0.103 0.005 82.800 -0.068 3.341 
0.002 -0.100 -0.105 0.051 0.054 -0.100 -0.002 82.600 -0.068 3.267 
0.017 -0.100 -0.112 0.039 0.068 -0.107 -0.002 82.600 -0.068 3.194 
0.010 -0.105 -0.112 0.046 0.063 -0.110 -0.002 82.600 -0.068 3.121 
0.005 -0.115 -0.125 0.059 0.063 -0.117 -0.005 82.400 -0.068 3.048 
-0.007 -0.110 -0.103 0.059 0.049 -0.105 -0.010 82.200 -0.068 2.984 
-0.022 -0.122 -0.093 0.068 0.039 -0.110 -0.007 82.200 -0.071 2.921 
-0.005 -0.112 -0.103 0.056 0.051 -0.110 -0.007 82.200 -0.071 2.857 
-0.002 -0.122 -0.125 0.066 0.059 -0.120 -0.005 82.200 -0.071 2.794 
-0.012 -0.142 -0.132 0.078 0.059 -0.134 -0.012 82.400 -0.071 2.740 
-0.020 -0.164 -0.139 0.090 0.063 -0.154 -0.005 82.800 -0.073 2.686 
-0.029 -0.171 -0.144 0.103 0.056 -0.156 0.005 83.200 -0.073 2.632 
-0.029 -0.161 -0.134 0.098 0.051 -0.147 -0.000 83.800 -0.076 2.579 
-0.027 -0.176 -0.151 0.103 0.061 -0.161 -0.000 84.600 -0.076 2.554 
-0.024 -0.212 -0.183 0.117 0.083 -0.200 0.002 85.400 -0.076 2.530 
-0.044 -0.239 -0.195 0.142 0.076 -0.217 0.007 86.200 -0.078 2.505 
-0.044 -0.247 -0.210 0.149 0.081 -0.225 0.005 87.000 -0.078 2.481 
-0.056 -0.256 -0.210 0.161 0.073 -0.227 0.005 88.000 -0.078 2.481 
-0.063 -0.274 -0.208 0.168 0.073 -0.242 0.012 88.800 -0.081 2.481 
-0.063 -0.283 -0.227 0.178 0.078 -0.252 0.015 89.800 -0.081 2.481 
-0.078 -0.322 -0.249 0.203 0.083 -0.283 0.015 90.600 -0.081 2.481 
-0.083 -0.342 -0.269 0.217 0.088 -0.300 0.007 91.600 -0.083 2.496 
-0.093 -0.349 -0.264 0.225 0.083 -0.303 0.017 92.600 -0.083 2.510 
-0.095 -0.379 -0.286 0.239 0.095 -0.330 0.012 93.600 -0.085 2.525 
-0.098 -0.403 -0.313 0.254 0.105 -0.354 0.010 94.600 -0.085 2.540 
-0.090 -0.400 -0.320 0.252 0.110 -0.354 0.005 95.600 -0.085 2.564 
-0.085 -0.403 -0.325 0.249 0.117 -0.359 0.005 96.400 -0.085 2.589 
-0.078 -0.398 -0.322 0.239 0.122 -0.359 -0.005 97.400 -0.085 2.613 
-0.078 -0.369 -0.298 0.227 0.107 -0.330 -0.015 98.200 -0.088 2.637 
-0.066 -0.344 -0.283 0.208 0.107 -0.310 -0.029 99.000 -0.088 2.657 
-0.044 -0.317 -0.276 0.183 0.115 -0.295 -0.042 99.800 -0.090 2.676 
-0.015 -0.291 -0.276 0.154 0.132 -0.283 -0.046 100.400 -0.090 2.696 
-0.012 -0.259 -0.252 0.139 0.117 -0.252 -0.054 101.000 -0.093 2.716 
-0.000 -0.230 -0.227 0.115 0.115 -0.230 -0.061 101.400 -0.093 2.720 
0.044 -0.190 -0.232 0.073 0.139 -0.212 -0.061 102.000 -0.093 2.725 
0.042 -0.181 -0.220 0.068 0.132 -0.200 -0.061 102.400 -0.093 2.730 
0.042 -0.154 -0.193 0.056 0.120 -0.173 -0.068 102.800 -0.093 2.735 
0.037 -0.127 -0.164 0.046 0.100 -0.144 -0.068 103.000 -0.095 2.730 
0.059 -0.085 -0.147 0.015 0.103 -0.115 -0.061 103.400 -0.095 2.725 
0.076 -0.073 -0.151 -0.000 0.112 -0.110 -0.059 103.600 -0.095 2.720 
0.059 -0.063 -0.127 0.005 0.090 -0.093 -0.051 103.800 -0.095 2.716 
0.066 -0.049 -0.115 -0.007 0.090 -0.081 -0.042 104.000 -0.098 2.706 
0.066 -0.029 -0.098 -0.017 0.081 -0.061 -0.029 104.200 -0.098 2.696 
0.063 -0.015 -0.081 -0.022 0.071 -0.046 -0.027 104.200 -0.100 2.686 
0.042 -0.002 -0.046 -0.017 0.044 -0.022 -0.015 104.200 -0.103 2.676 
0.039 -0.015 -0.049 -0.015 0.046 -0.034 -0.007 104.200 -0.103 2.628 
0.037 -0.007 -0.044 -0.015 0.042 -0.024 -0.005 104.400 -0.103 2.579 
0.034 -0.012 -0.049 -0.010 0.042 -0.029 0.005 104.400 -0.103 2.530 
0.022 -0.012 -0.042 -0.000 0.029 -0.022 0.020 104.400 -0.103 2.481 
0.012 -0.007 -0.024 -0.000 0.017 -0.012 0.017 104.200 -0.103 2.447 
0.015 -0.015 -0.022 -0.002 0.022 -0.022 0.022 104.200 -0.103 2.413 
0.020 -0.015 -0.029 -0.005 0.027 -0.024 0.022 104.000 -0.103 2.379 
0.029 -0.012 -0.037 -0.010 0.037 -0.027 0.022 104.000 -0.105 2.344 
0.002 -0.017 -0.017 0.007 0.012 -0.017 0.022 103.800 -0.105 2.305 
-0.000 -0.022 -0.015 0.007 0.012 -0.022 0.029 103.600 -0.105 2.266 
-0.002 -0.010 -0.010 0.007 0.002 -0.007 0.037 103.400 -0.105 2.227 
0.010 -0.010 -0.024 0.002 0.015 -0.015 0.034 103.000 -0.105 2.188 
0.012 -0.027 -0.039 0.007 0.027 -0.032 0.037 102.600 -0.105 2.149 
0.010 -0.037 -0.042 0.012 0.029 -0.042 0.042 102.000 -0.105 2.110 
0.007 -0.012 -0.017 0.002 0.015 -0.015 0.032 101.400 -0.107 2.071 
-0.010 -0.020 -0.010 0.015 -0.000 -0.015 0.027 100.600 -0.107 2.032 
0.002 -0.015 -0.020 0.007 0.010 -0.015 0.029 99.800 -0.107 1.988 
0.010 0.005 -0.007 -0.005 0.007 -0.000 0.034 99.000 -0.107 1.944 
-0.007 -0.012 -0.010 0.012 -0.000 -0.007 0.039 98.200 -0.107 1.900 
-0.000 -0.010 -0.015 0.007 0.005 -0.010 0.037 97.200 -0.107 1.856 
-0.012 -0.017 -0.007 0.017 -0.002 -0.010 0.042 96.600 -0.110 1.822 
0.007 -0.000 -0.012 -0.000 0.007 -0.002 0.034 96.000 -0.110 1.788 
0.002 0.010 -0.000 -0.002 -0.002 0.010 0.039 95.800 -0.112 1.753 
0.010 0.032 0.020 -0.020 -0.005 0.027 0.056 95.400 -0.112 1.719 
0.015 0.051 0.027 -0.027 -0.010 0.044 0.066 95.200 -0.115 1.690 
0.032 0.076 0.042 -0.051 -0.005 0.061 0.081 95.000 -0.115 1.661 
0.042 0.093 0.049 -0.066 -0.005 0.073 0.100 94.800 -0.117 1.631 
0.061 0.127 0.061 -0.090 -0.002 0.098 0.115 94.600 -0.120 1.602 
0.071 0.159 0.085 -0.112 -0.007 0.125 0.137 94.600 -0.120 1.573 
0.071 0.193 0.120 -0.129 -0.024 0.159 0.105 94.400 -0.120 1.543 
0.083 0.195 0.105 -0.134 -0.015 0.154 0.110 94.200 -0.120 1.514 
0.083 0.178 0.090 -0.127 -0.005 0.137 0.120 94.200 -0.122 1.485 
0.081 0.168 0.088 -0.125 -0.002 0.129 0.090 94.000 -0.122 1.451 
0.059 0.142 0.081 -0.098 -0.012 0.112 0.029 94.000 -0.122 1.416 
0.046 0.115 0.063 -0.078 -0.010 0.093 0.002 94.000 -0.122 1.382 
0.049 0.098 0.046 -0.071 -0.000 0.073 -0.029 94.000 -0.125 1.348 
0.061 0.068 0.002 -0.061 0.027 0.039 -0.054 93.800 -0.125 1.314 
0.063 0.056 -0.005 -0.061 0.037 0.024 -0.046 93.800 -0.125 1.280 
0.054 0.046 -0.015 -0.046 0.032 0.020 -0.066 93.600 -0.125 1.245 
0.061 0.029 -0.037 -0.042 0.046 -0.000 -0.061 93.600 -0.125 1.211 
