I II III aVR aVL aVF V1 AO Resp SPO2
0.024 -0.054 -0.071 0.012 0.051 -0.066 -0.068 83.000 -0.000 2.598 
0.054 -0.024 -0.071 -0.017 0.066 -0.051 -0.076 82.800 -0.000 2.603 
0.063 -0.005 -0.061 -0.032 0.066 -0.037 -0.073 82.600 -0.000 2.608 
0.046 0.007 -0.032 -0.029 0.044 -0.015 -0.063 82.800 -0.000 2.613 
0.044 0.029 -0.017 -0.034 0.029 0.007 -0.061 83.000 0.002 2.618 
0.051 0.044 -0.000 -0.051 0.029 0.020 -0.049 83.600 0.002 2.618 
0.051 0.049 0.002 -0.051 0.027 0.024 -0.044 84.200 0.002 2.618 
0.051 0.076 0.024 -0.063 0.015 0.051 -0.027 84.800 0.002 2.618 
0.029 0.066 0.044 -0.051 -0.002 0.051 -0.024 85.400 0.002 2.618 
0.020 0.061 0.049 -0.044 -0.010 0.051 -0.020 85.800 0.002 2.608 
0.020 0.054 0.037 -0.037 -0.007 0.044 -0.007 86.200 0.002 2.598 
0.002 0.039 0.039 -0.022 -0.017 0.039 -0.010 86.800 0.002 2.589 
0.010 0.039 0.032 -0.024 -0.010 0.034 -0.002 87.200 0.002 2.579 
-0.000 0.039 0.037 -0.017 -0.020 0.039 0.005 87.800 0.002 2.569 
-0.002 0.032 0.032 -0.012 -0.017 0.034 0.010 88.600 0.002 2.559 
-0.002 0.022 0.029 -0.012 -0.012 0.024 0.005 89.200 0.002 2.549 
0.002 0.020 0.024 -0.015 -0.007 0.020 0.015 89.600 0.005 2.540 
-0.024 0.012 0.042 0.005 -0.029 0.024 0.022 89.600 0.005 2.525 
-0.027 0.007 0.042 0.007 -0.029 0.022 0.017 89.400 0.005 2.510 
-0.022 0.020 0.049 -0.002 -0.032 0.032 0.015 89.000 0.007 2.496 
-0.027 0.034 0.061 -0.002 -0.044 0.049 0.017 88.400 0.010 2.481 
-0.027 0.034 0.056 -0.000 -0.044 0.049 0.017 88.000 0.010 2.422 
-0.022 0.022 0.044 -0.000 -0.032 0.034 0.022 87.600 0.010 2.364 
-0.020 0.022 0.044 -0.002 -0.029 0.032 0.022 87.000 0.010 2.305 
-0.012 0.029 0.046 -0.010 -0.027 0.037 0.032 86.600 0.010 2.247 
-0.017 0.027 0.051 -0.007 -0.029 0.037 0.027 86.000 0.010 2.212 
-0.012 0.029 0.051 -0.012 -0.027 0.037 0.024 85.400 0.010 2.178 
-0.010 0.044 0.061 -0.020 -0.032 0.049 0.024 84.600 0.010 2.144 
-0.010 0.051 0.066 -0.022 -0.034 0.056 0.027 83.800 0.010 2.110 
-0.000 0.066 0.071 -0.034 -0.032 0.066 0.029 83.000 0.010 2.085 
-0.002 0.081 0.085 -0.039 -0.042 0.083 0.037 82.400 0.010 2.061 
0.010 0.090 0.093 -0.056 -0.034 0.085 0.054 81.600 0.010 2.037 
0.027 0.125 0.105 -0.078 -0.034 0.112 0.073 81.000 0.012 2.012 
0.027 0.149 0.127 -0.090 -0.046 0.137 0.098 80.200 0.012 1.993 
0.044 0.183 0.144 -0.115 -0.046 0.161 0.105 79.600 0.012 1.973 
0.049 0.208 0.164 -0.129 -0.054 0.183 0.120 78.600 0.012 1.954 
0.073 0.230 0.161 -0.154 -0.042 0.193 0.115 77.600 0.015 1.934 
0.071 0.249 0.183 -0.161 -0.054 0.215 0.088 76.400 0.015 1.919 
0.076 0.256 0.195 -0.173 -0.051 0.220 0.107 75.200 0.017 1.905 
0.088 0.256 0.176 -0.176 -0.039 0.212 0.100 74.000 0.017 1.890 
0.056 0.225 0.168 -0.139 -0.056 0.198 0.032 72.800 0.022 1.875 
0.039 0.186 0.154 -0.115 -0.054 0.166 -0.002 71.800 0.022 1.866 
0.017 0.147 0.132 -0.083 -0.056 0.139 -0.032 71.000 0.024 1.856 
0.034 0.137 0.112 -0.090 -0.034 0.120 -0.059 70.400 0.024 1.846 
0.037 0.127 0.093 -0.083 -0.027 0.110 -0.076 69.800 0.027 1.836 
0.024 0.125 0.098 -0.073 -0.037 0.112 -0.066 69.200 0.029 1.817 
0.054 0.132 0.083 -0.095 -0.012 0.105 -0.073 68.600 0.029 1.797 
0.046 0.100 0.056 -0.073 -0.002 0.078 -0.081 67.600 0.032 1.778 
0.044 0.073 0.034 -0.061 0.007 0.051 -0.059 66.600 0.034 1.758 
0.044 0.056 0.015 -0.051 0.017 0.034 -0.059 65.200 0.034 1.739 
0.012 0.032 0.027 -0.024 -0.002 0.027 -0.032 63.800 0.037 1.719 
0.007 0.020 0.017 -0.015 -0.002 0.017 -0.024 62.200 0.037 1.700 
-0.007 0.032 0.039 -0.012 -0.022 0.037 -0.007 60.600 0.042 1.680 
0.002 0.029 0.027 -0.015 -0.012 0.029 -0.007 59.000 0.044 1.665 
-0.005 0.024 0.029 -0.010 -0.017 0.027 0.010 57.400 0.046 1.651 
-0.012 0.002 0.020 0.002 -0.012 0.010 0.010 56.400 0.049 1.636 
-0.024 -0.005 0.022 0.015 -0.022 0.007 0.015 55.200 0.051 1.621 
-0.039 -0.000 0.044 0.017 -0.039 0.020 0.034 55.000 0.054 1.626 
-0.024 0.015 0.039 0.005 -0.032 0.027 0.024 54.800 0.054 1.631 
-0.012 0.017 0.029 -0.002 -0.020 0.024 0.024 55.600 0.056 1.636 
-0.015 0.007 0.024 0.002 -0.017 0.015 0.032 56.400 0.059 1.641 
-0.015 0.010 0.029 -0.000 -0.020 0.017 0.039 57.800 0.059 1.675 
-0.012 0.022 0.039 -0.007 -0.022 0.029 0.032 59.400 0.059 1.709 
-0.015 0.017 0.037 -0.002 -0.022 0.024 0.034 60.800 0.059 1.744 
-0.015 0.020 0.037 -0.002 -0.024 0.027 0.027 62.200 0.061 1.778 
-0.024 0.015 0.039 0.005 -0.032 0.027 0.024 62.800 0.061 1.851 
-0.032 0.015 0.044 0.010 -0.039 0.032 0.029 63.600 0.063 1.924 
-0.024 0.005 0.034 0.007 -0.027 0.017 0.027 63.800 0.063 1.998 
-0.022 -0.002 0.024 0.010 -0.020 0.010 0.029 64.000 0.066 2.071 
-0.032 -0.005 0.029 0.017 -0.029 0.012 0.029 64.200 0.066 2.173 
-0.034 -0.007 0.029 0.020 -0.029 0.010 0.020 64.600 0.066 2.276 
-0.029 -0.000 0.027 0.017 -0.029 0.015 0.022 65.400 0.066 2.379 
-0.017 0.037 0.054 -0.010 -0.034 0.046 0.017 66.200 0.068 2.481 
-0.000 0.125 0.127 -0.063 -0.061 0.125 0.042 67.000 0.068 2.593 
-0.005 0.193 0.200 -0.095 -0.100 0.195 0.078 68.000 0.068 2.706 
0.054 0.291 0.239 -0.173 -0.090 0.264 0.090 68.600 0.068 2.818 
0.195 0.440 0.247 -0.317 -0.024 0.342 0.017 69.200 0.071 2.930 
0.379 0.674 0.295 -0.525 0.042 0.486 -0.181 69.800 0.071 3.028 
0.713 0.977 0.261 -0.842 0.225 0.620 -0.510 70.200 0.071 3.126 
0.918 1.214 0.288 -1.062 0.313 0.755 -0.752 70.600 0.071 3.223 
0.982 1.038 0.056 -1.009 0.464 0.547 -0.786 71.000 0.071 3.321 
0.696 0.611 -0.090 -0.650 0.391 0.264 -0.491 71.400 0.071 3.394 
0.037 0.322 0.286 -0.178 -0.125 0.305 -0.020 71.800 0.073 3.468 
-0.335 0.176 0.513 0.078 -0.422 0.344 0.232 71.800 0.073 3.541 
-0.374 0.129 0.510 0.120 -0.437 0.317 0.249 72.000 0.076 3.614 
-0.335 0.149 0.488 0.090 -0.408 0.317 0.230 71.800 0.076 3.653 
-0.342 0.132 0.481 0.103 -0.408 0.303 0.300 71.800 0.076 3.692 
-0.347 0.122 0.476 0.110 -0.408 0.295 0.369 71.400 0.078 3.731 
-0.339 0.132 0.476 0.103 -0.405 0.303 0.413 71.200 0.078 3.770 
-0.322 0.122 0.454 0.095 -0.383 0.283 0.447 70.600 0.078 3.780 
-0.313 0.115 0.435 0.095 -0.369 0.271 0.488 70.200 0.081 3.790 
-0.300 0.078 0.388 0.107 -0.339 0.230 0.545 69.800 0.081 3.800 
-0.288 0.015 0.313 0.132 -0.295 0.159 0.637 69.400 0.083 3.810 
-0.281 -0.022 0.261 0.151 -0.269 0.120 0.755 68.800 0.083 3.795 
-0.278 -0.024 0.261 0.149 -0.266 0.115 0.845 68.400 0.085 3.780 
-0.247 -0.000 0.249 0.122 -0.247 0.125 0.852 68.000 0.085 3.766 
-0.237 -0.010 0.225 0.125 -0.232 0.110 0.840 67.800 0.088 3.751 
-0.220 -0.032 0.190 0.125 -0.203 0.078 0.747 67.600 0.088 3.722 
-0.203 -0.049 0.156 0.125 -0.178 0.054 0.606 67.200 0.090 3.692 
-0.178 -0.056 0.117 0.120 -0.149 0.034 0.422 67.200 0.090 3.663 
-0.181 -0.056 0.125 0.120 -0.151 0.034 0.291 67.000 0.090 3.634 
-0.137 -0.049 0.085 0.095 -0.112 0.020 0.171 67.000 0.093 3.595 
-0.076 -0.037 0.039 0.056 -0.056 0.002 0.120 66.800 0.093 3.556 
-0.032 -0.012 0.015 0.024 -0.024 0.005 0.063 66.600 0.095 3.516 
-0.032 -0.012 0.017 0.024 -0.024 0.005 0.061 66.600 0.095 3.477 
-0.037 -0.017 0.017 0.029 -0.027 0.002 0.046 66.400 0.098 3.424 
-0.012 -0.015 -0.002 0.015 -0.005 -0.007 0.017 66.400 0.098 3.370 
0.005 -0.002 -0.005 -0.002 0.007 -0.005 0.005 66.400 0.098 3.316 
-0.012 -0.012 -0.005 0.015 -0.005 -0.005 -0.002 66.400 0.100 3.263 
-0.002 -0.015 -0.015 0.010 0.005 -0.012 -0.010 66.800 0.100 3.199 
-0.020 -0.017 -0.000 0.020 -0.010 -0.007 -0.005 67.400 0.100 3.136 
-0.007 -0.005 -0.002 0.010 -0.005 -0.000 -0.010 68.000 0.100 3.072 
-0.017 -0.017 0.002 0.017 -0.007 -0.007 -0.015 68.800 0.103 3.009 
-0.024 -0.020 0.005 0.022 -0.015 -0.007 -0.017 69.600 0.103 2.945 
-0.017 -0.012 0.005 0.015 -0.010 -0.002 -0.017 70.400 0.103 2.882 
-0.007 -0.029 -0.017 0.017 0.007 -0.024 -0.029 70.800 0.103 2.818 
-0.005 -0.029 -0.029 0.020 0.010 -0.027 -0.024 71.200 0.103 2.755 
-0.007 -0.039 -0.037 0.027 0.012 -0.034 -0.024 71.600 0.103 2.652 
-0.002 -0.044 -0.046 0.027 0.020 -0.042 -0.027 71.800 0.103 2.549 
-0.017 -0.054 -0.032 0.034 0.010 -0.044 -0.024 72.200 0.103 2.447 
-0.024 -0.059 -0.034 0.042 0.005 -0.046 -0.024 72.600 0.105 2.344 
-0.024 -0.059 -0.039 0.044 0.005 -0.046 -0.024 73.200 0.105 2.330 
-0.029 -0.068 -0.037 0.049 0.005 -0.054 -0.022 73.600 0.105 2.315 
-0.046 -0.083 -0.042 0.068 -0.005 -0.059 -0.024 74.000 0.105 2.300 
-0.044 -0.103 -0.061 0.076 0.007 -0.081 -0.029 74.600 0.105 2.286 
-0.046 -0.115 -0.066 0.081 0.012 -0.090 -0.017 75.200 0.105 2.295 
-0.068 -0.129 -0.066 0.103 -0.002 -0.095 -0.027 76.000 0.105 2.305 
-0.081 -0.154 -0.078 0.120 -0.002 -0.112 -0.017 77.800 0.105 2.315 
-0.088 -0.166 -0.083 0.129 -0.005 -0.122 -0.017 79.400 0.107 2.325 
-0.100 -0.200 -0.105 0.154 -0.000 -0.149 -0.015 81.600 0.107 2.349 
-0.083 -0.208 -0.125 0.147 0.022 -0.166 -0.024 84.000 0.107 2.374 
-0.100 -0.230 -0.134 0.168 0.015 -0.178 -0.027 86.000 0.107 2.398 
-0.103 -0.247 -0.147 0.176 0.022 -0.195 -0.027 88.000 0.107 2.422 
-0.112 -0.264 -0.156 0.190 0.020 -0.208 -0.024 89.200 0.107 2.457 
-0.115 -0.281 -0.168 0.200 0.027 -0.222 -0.020 90.600 0.107 2.491 
-0.122 -0.293 -0.176 0.210 0.024 -0.232 -0.015 91.200 0.107 2.525 
-0.105 -0.271 -0.178 0.195 0.032 -0.217 -0.027 92.000 0.110 2.559 
-0.110 -0.271 -0.166 0.193 0.027 -0.215 -0.032 92.400 0.110 2.589 
-0.100 -0.254 -0.154 0.178 0.027 -0.203 -0.032 92.800 0.110 2.618 
-0.090 -0.230 -0.144 0.164 0.024 -0.183 -0.046 93.000 0.110 2.647 
-0.071 -0.203 -0.125 0.134 0.032 -0.166 -0.054 93.200 0.107 2.676 
-0.034 -0.159 -0.125 0.098 0.046 -0.142 -0.063 92.800 0.107 2.696 
-0.015 -0.125 -0.105 0.068 0.049 -0.117 -0.076 92.600 0.107 2.716 
-0.022 -0.098 -0.073 0.059 0.027 -0.085 -0.081 91.800 0.107 2.735 
0.015 -0.066 -0.078 0.024 0.049 -0.073 -0.088 91.000 0.105 2.755 
0.024 -0.049 -0.071 0.012 0.049 -0.061 -0.090 90.400 0.105 2.764 
0.022 -0.027 -0.051 0.005 0.037 -0.037 -0.083 89.600 0.105 2.774 
0.032 -0.002 -0.034 -0.015 0.034 -0.017 -0.081 89.400 0.105 2.784 
0.037 0.012 -0.022 -0.024 0.032 -0.005 -0.073 89.200 0.105 2.794 
0.049 0.039 -0.012 -0.042 0.029 0.015 -0.071 89.200 0.107 2.794 
0.061 0.066 0.007 -0.063 0.029 0.037 -0.063 89.200 0.107 2.794 
0.068 0.083 0.010 -0.073 0.027 0.049 -0.063 89.200 0.107 2.794 
0.063 0.088 0.027 -0.076 0.020 0.056 -0.049 89.200 0.110 2.794 
0.054 0.100 0.044 -0.076 0.005 0.073 -0.032 89.000 0.110 2.789 
0.046 0.098 0.059 -0.076 -0.002 0.076 -0.027 88.800 0.110 2.784 
0.037 0.100 0.061 -0.066 -0.012 0.083 -0.017 88.400 0.110 2.779 
0.046 0.095 0.051 -0.071 -0.000 0.073 -0.010 88.000 0.110 2.774 
0.042 0.085 0.046 -0.063 -0.000 0.066 -0.012 87.200 0.110 2.764 
0.024 0.083 0.059 -0.054 -0.017 0.071 -0.015 86.400 0.112 2.755 
-0.002 0.071 0.068 -0.032 -0.037 0.073 -0.002 85.600 0.112 2.745 
-0.000 0.061 0.059 -0.029 -0.029 0.061 -0.002 84.600 0.112 2.735 
0.007 0.063 0.051 -0.032 -0.024 0.061 0.002 83.800 0.115 2.720 
0.017 0.056 0.044 -0.039 -0.010 0.049 -0.005 83.000 0.115 2.706 
0.005 0.061 0.051 -0.029 -0.024 0.059 -0.000 82.000 0.115 2.691 
-0.002 0.056 0.061 -0.027 -0.029 0.059 -0.005 81.000 0.117 2.676 
-0.002 0.059 0.066 -0.029 -0.032 0.061 -0.005 79.600 0.117 2.652 
-0.015 0.046 0.061 -0.015 -0.037 0.054 0.002 78.000 0.120 2.628 
-0.020 0.051 0.073 -0.017 -0.044 0.061 -0.000 76.200 0.120 2.603 
-0.005 0.044 0.059 -0.024 -0.027 0.046 -0.002 74.400 0.120 2.579 
-0.000 0.059 0.063 -0.032 -0.029 0.059 0.002 73.400 0.120 2.549 
-0.012 0.061 0.076 -0.024 -0.042 0.068 -0.000 72.200 0.120 2.520 
-0.012 0.061 0.073 -0.024 -0.042 0.068 0.007 72.600 0.120 2.491 
-0.010 0.061 0.071 -0.024 -0.039 0.066 0.007 72.800 0.122 2.462 
-0.012 0.071 0.081 -0.027 -0.046 0.078 0.015 73.800 0.122 2.432 
-0.015 0.066 0.081 -0.024 -0.046 0.073 0.022 74.800 0.122 2.403 
-0.000 0.078 0.081 -0.039 -0.039 0.078 0.027 75.600 0.122 2.374 
0.027 0.107 0.085 -0.068 -0.027 0.095 0.034 76.200 0.122 2.344 
0.037 0.154 0.117 -0.095 -0.039 0.137 0.061 76.400 0.122 2.315 
0.051 0.183 0.132 -0.117 -0.039 0.159 0.081 76.600 0.122 2.286 
0.063 0.217 0.156 -0.142 -0.044 0.186 0.100 76.600 0.122 2.256 
0.076 0.237 0.161 -0.156 -0.042 0.200 0.115 76.600 0.122 2.227 
0.076 0.252 0.176 -0.164 -0.049 0.215 0.120 77.000 0.120 2.208 
0.088 0.278 0.195 -0.186 -0.051 0.234 0.088 77.600 0.120 2.188 
0.090 0.291 0.200 -0.190 -0.054 0.247 0.100 78.600 0.120 2.168 
0.103 0.283 0.183 -0.193 -0.039 0.232 0.105 79.600 0.120 2.149 
0.059 0.269 0.205 -0.161 -0.076 0.239 0.042 81.400 0.120 2.134 
0.054 0.227 0.171 -0.139 -0.059 0.200 0.002 83.400 0.120 2.120 
0.061 0.193 0.132 -0.127 -0.034 0.164 -0.037 84.800 0.120 2.105 
0.083 0.178 0.090 -0.127 -0.005 0.137 -0.056 86.400 0.120 2.090 
0.076 0.168 0.088 -0.120 -0.007 0.132 -0.063 86.000 0.120 2.081 
0.059 0.164 0.105 -0.110 -0.022 0.134 -0.071 85.600 0.120 2.071 
0.073 0.164 0.093 -0.120 -0.007 0.127 -0.073 83.000 0.120 2.061 
0.068 0.144 0.076 -0.105 -0.002 0.110 -0.083 80.600 0.117 2.051 
0.056 0.085 0.029 -0.071 0.015 0.059 -0.066 78.000 0.117 2.037 
0.056 0.073 0.020 -0.066 0.020 0.046 -0.054 75.400 0.120 2.022 
0.037 0.061 0.022 -0.046 0.007 0.044 -0.042 74.200 0.120 2.007 
0.015 0.046 0.034 -0.032 -0.007 0.039 -0.029 72.800 0.120 1.993 
-0.002 0.054 0.056 -0.024 -0.029 0.056 -0.024 72.400 0.120 1.973 
-0.015 0.044 0.056 -0.012 -0.037 0.051 -0.015 72.000 0.120 1.954 
-0.017 0.037 0.049 -0.007 -0.034 0.046 -0.010 71.800 0.120 1.934 
-0.032 0.020 0.049 0.007 -0.042 0.037 -0.000 71.600 0.120 1.915 
-0.020 0.015 0.032 0.005 -0.027 0.024 0.005 71.200 0.120 1.890 
-0.029 0.015 0.042 0.010 -0.037 0.029 0.020 71.000 0.120 1.866 
-0.020 0.015 0.032 0.005 -0.027 0.024 0.042 70.800 0.120 1.841 
-0.012 0.032 0.042 -0.007 -0.027 0.039 0.066 70.600 0.122 1.817 
-0.022 0.027 0.039 0.002 -0.034 0.039 0.063 70.400 0.122 1.807 
-0.024 0.020 0.051 -0.000 -0.034 0.032 0.054 70.200 0.122 1.797 
-0.039 0.020 0.059 0.010 -0.049 0.039 0.044 70.200 0.122 1.788 
-0.029 0.032 0.059 -0.000 -0.044 0.046 0.044 70.000 0.125 1.778 
-0.010 0.017 0.034 -0.007 -0.017 0.022 0.039 70.000 0.125 1.788 
-0.015 0.017 0.029 -0.000 -0.022 0.024 0.029 70.000 0.125 1.797 
-0.010 0.027 0.034 -0.007 -0.022 0.032 0.022 70.000 0.125 1.807 
-0.010 0.037 0.039 -0.010 -0.027 0.042 0.029 70.000 0.125 1.817 
-0.015 0.032 0.044 -0.007 -0.029 0.039 0.029 70.000 0.125 1.934 
-0.020 0.024 0.044 -0.002 -0.032 0.034 0.034 70.000 0.125 2.051 
-0.024 0.022 0.044 0.002 -0.034 0.034 0.022 70.000 0.125 2.168 
-0.024 0.020 0.044 0.002 -0.034 0.032 0.029 70.000 0.125 2.286 
-0.020 0.034 0.056 -0.007 -0.037 0.044 0.024 70.000 0.125 2.383 
0.012 0.090 0.081 -0.051 -0.032 0.085 0.034 69.800 0.125 2.481 
0.017 0.186 0.168 -0.100 -0.076 0.178 0.063 69.800 0.125 2.579 
0.042 0.259 0.212 -0.147 -0.088 0.239 0.078 69.800 0.125 2.676 
0.144 0.366 0.225 -0.256 -0.039 0.295 0.049 69.800 0.125 2.779 
0.276 0.559 0.288 -0.420 -0.002 0.422 -0.073 69.600 0.125 2.882 
0.552 0.847 0.295 -0.698 0.129 0.571 -0.364 69.600 0.125 2.984 
0.811 1.162 0.352 -0.987 0.230 0.757 -0.667 69.800 0.127 3.087 
0.955 1.233 0.278 -1.094 0.339 0.757 -0.791 69.800 0.129 3.179 
0.852 0.828 -0.034 -0.835 0.440 0.403 -0.625 69.800 0.129 3.272 
0.276 0.447 0.168 -0.359 0.054 0.310 -0.188 69.800 0.132 3.365 
-0.164 0.247 0.413 -0.042 -0.286 0.330 0.132 70.000 0.132 3.458 
-0.322 0.144 0.469 0.088 -0.393 0.305 0.256 70.000 0.134 3.521 
-0.291 0.154 0.447 0.068 -0.366 0.300 0.217 70.000 0.134 3.585 
-0.281 0.147 0.420 0.071 -0.354 0.288 0.237 70.000 0.137 3.648 
-0.283 0.129 0.415 0.076 -0.347 0.271 0.317 70.200 0.139 3.712 
-0.276 0.110 0.391 0.081 -0.330 0.249 0.374 70.200 0.142 3.746 
-0.259 0.098 0.369 0.076 -0.308 0.227 0.403 70.200 0.144 3.780 
-0.259 0.088 0.354 0.083 -0.303 0.217 0.447 70.200 0.147 3.814 
-0.266 0.081 0.359 0.088 -0.305 0.215 0.493 70.200 0.149 3.849 
-0.244 0.002 0.259 0.115 -0.244 0.125 0.581 70.400 0.151 3.849 
-0.239 -0.032 0.212 0.134 -0.222 0.088 0.679 70.400 0.154 3.849 
-0.225 -0.063 0.171 0.139 -0.193 0.049 0.779 70.400 0.156 3.849 
-0.210 -0.046 0.166 0.127 -0.186 0.059 0.830 70.400 0.161 3.849 
-0.195 -0.054 0.151 0.120 -0.168 0.044 0.845 70.400 0.161 3.824 
-0.173 -0.063 0.107 0.120 -0.142 0.024 0.821 70.600 0.164 3.800 
-0.156 -0.063 0.093 0.110 -0.125 0.015 0.706 70.400 0.166 3.775 
-0.134 -0.073 0.068 0.100 -0.098 -0.005 0.527 70.400 0.168 3.751 
-0.127 -0.059 0.078 0.088 -0.098 0.005 0.354 70.400 0.171 3.707 
-0.110 -0.044 0.063 0.078 -0.088 0.012 0.212 70.400 0.173 3.663 
-0.066 -0.039 0.029 0.051 -0.046 -0.005 0.134 70.400 0.173 3.619 
-0.024 -0.020 0.010 0.020 -0.015 -0.007 0.083 70.400 0.178 3.575 
-0.000 -0.010 -0.005 0.002 0.005 -0.010 0.051 70.400 0.178 3.512 
-0.015 -0.012 0.002 0.015 -0.007 -0.005 0.044 70.400 0.181 3.448 
-0.005 -0.002 0.002 0.005 -0.002 -0.000 0.024 70.600 0.181 3.385 
0.005 -0.007 -0.005 -0.002 0.010 -0.010 0.010 70.600 0.183 3.321 
-0.000 -0.017 -0.010 0.005 0.010 -0.017 0.002 70.600 0.186 3.243 
-0.002 -0.022 -0.012 0.010 0.010 -0.020 -0.007 70.600 0.186 3.165 
-0.002 -0.022 -0.020 0.012 0.010 -0.020 -0.022 70.800 0.186 3.087 
-0.017 -0.034 -0.017 0.027 -0.000 -0.024 -0.029 70.800 0.188 3.009 
-0.015 -0.039 -0.017 0.024 0.005 -0.032 -0.034 70.800 0.188 2.926 
-0.010 -0.029 -0.015 0.017 0.005 -0.024 -0.042 70.800 0.190 2.842 
-0.020 -0.037 -0.012 0.027 -0.000 -0.027 -0.039 70.800 0.190 2.759 
-0.037 -0.056 -0.015 0.044 -0.007 -0.037 -0.042 70.800 0.190 2.676 
-0.042 -0.059 -0.017 0.051 -0.012 -0.037 -0.039 70.800 0.193 2.603 
-0.017 -0.061 -0.039 0.037 0.015 -0.051 -0.044 70.800 0.193 2.530 
-0.039 -0.071 -0.032 0.056 -0.002 -0.051 -0.044 70.800 0.195 2.457 
-0.044 -0.083 -0.037 0.063 -0.002 -0.061 -0.046 70.800 0.195 2.383 
-0.029 -0.083 -0.046 0.054 0.012 -0.068 -0.039 70.800 0.198 2.325 
-0.034 -0.095 -0.063 0.066 0.015 -0.078 -0.039 70.800 0.198 2.266 
-0.049 -0.110 -0.059 0.078 0.007 -0.085 -0.032 70.800 0.200 2.208 
-0.049 -0.107 -0.051 0.076 0.005 -0.083 -0.034 70.800 0.203 2.149 
-0.063 -0.132 -0.063 0.095 0.002 -0.100 -0.029 70.800 0.203 2.125 
-0.066 -0.149 -0.085 0.110 0.010 -0.115 -0.029 70.800 0.205 2.100 
-0.076 -0.161 -0.088 0.120 0.005 -0.122 -0.029 70.800 0.205 2.076 
-0.068 -0.173 -0.103 0.120 0.020 -0.139 -0.020 70.800 0.210 2.051 
-0.066 -0.195 -0.125 0.129 0.032 -0.161 -0.005 70.800 0.210 2.056 
-0.066 -0.208 -0.134 0.134 0.039 -0.173 -0.002 70.800 0.210 2.061 
-0.081 -0.232 -0.147 0.154 0.037 -0.190 -0.007 70.800 0.210 2.066 
-0.081 -0.230 -0.147 0.154 0.034 -0.188 -0.007 70.800 0.212 2.071 
-0.081 -0.254 -0.168 0.166 0.046 -0.212 -0.002 70.800 0.212 2.100 
-0.093 -0.261 -0.168 0.178 0.039 -0.215 0.005 70.800 0.215 2.129 
-0.090 -0.264 -0.171 0.176 0.042 -0.217 -0.012 70.800 0.217 2.159 
-0.083 -0.276 -0.193 0.181 0.056 -0.234 -0.022 70.800 0.220 2.188 
-0.078 -0.278 -0.195 0.176 0.061 -0.239 -0.017 70.800 0.220 2.227 
-0.078 -0.276 -0.198 0.178 0.061 -0.237 -0.024 70.800 0.220 2.266 
-0.076 -0.266 -0.186 0.168 0.059 -0.227 -0.027 70.800 0.220 2.305 
-0.073 -0.254 -0.176 0.161 0.054 -0.217 -0.039 70.800 0.220 2.344 
-0.042 -0.210 -0.164 0.125 0.063 -0.188 -0.037 70.800 0.222 2.383 
-0.044 -0.195 -0.144 0.117 0.054 -0.173 -0.049 70.800 0.222 2.422 
-0.029 -0.161 -0.127 0.093 0.051 -0.147 -0.063 70.800 0.225 2.462 
-0.024 -0.134 -0.110 0.081 0.044 -0.122 -0.068 70.800 0.225 2.501 
-0.010 -0.107 -0.095 0.059 0.044 -0.103 -0.073 70.800 0.225 2.535 
0.020 -0.071 -0.085 0.024 0.056 -0.081 -0.076 70.800 0.225 2.569 
0.024 -0.044 -0.063 0.007 0.046 -0.056 -0.076 70.800 0.225 2.603 
0.024 -0.034 -0.054 0.002 0.042 -0.046 -0.076 70.800 0.227 2.637 
0.029 -0.015 -0.034 -0.012 0.037 -0.029 -0.078 70.800 0.227 2.652 
0.046 0.015 -0.024 -0.034 0.039 -0.007 -0.073 70.800 0.230 2.667 
0.034 0.032 -0.007 -0.029 0.020 0.015 -0.073 70.800 0.230 2.681 
0.037 0.039 0.007 -0.039 0.017 0.022 -0.071 70.800 0.230 2.696 
0.032 0.039 0.015 -0.039 0.012 0.024 -0.063 70.800 0.230 2.701 
0.017 0.054 0.037 -0.034 -0.010 0.046 -0.056 70.800 0.232 2.706 
0.015 0.054 0.042 -0.034 -0.012 0.046 -0.049 70.800 0.232 2.711 
0.020 0.059 0.044 -0.042 -0.010 0.049 -0.039 70.800 0.234 2.716 
0.022 0.059 0.044 -0.044 -0.007 0.049 -0.042 70.800 0.234 2.711 
0.022 0.066 0.049 -0.046 -0.010 0.056 -0.032 70.800 0.237 2.706 
0.010 0.066 0.059 -0.039 -0.022 0.061 -0.032 70.800 0.237 2.701 
-0.012 0.049 0.063 -0.020 -0.037 0.056 -0.017 71.000 0.242 2.696 
-0.012 0.051 0.068 -0.022 -0.037 0.059 -0.012 71.000 0.242 2.686 
-0.012 0.049 0.063 -0.020 -0.037 0.056 -0.007 71.000 0.244 2.676 
-0.022 0.042 0.068 -0.012 -0.042 0.054 -0.000 71.000 0.244 2.667 
-0.024 0.039 0.068 -0.010 -0.044 0.051 0.007 71.000 0.247 2.657 
-0.020 0.029 0.056 -0.007 -0.034 0.039 0.007 71.000 0.249 2.623 
-0.017 0.039 0.066 -0.015 -0.037 0.049 0.010 71.000 0.252 2.589 
-0.027 0.044 0.068 -0.007 -0.049 0.059 0.007 71.000 0.254 2.554 
-0.029 0.034 0.063 -0.002 -0.046 0.049 0.012 71.000 0.256 2.520 
-0.020 0.039 0.063 -0.012 -0.039 0.049 0.012 71.000 0.259 2.491 
