I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
0.095 -0.000 -0.115 -0.037 0.095 -0.046 -0.054 -0.034 92.800 85.000 -0.242 2.637 
0.083 -0.010 -0.100 -0.032 0.088 -0.051 -0.034 -0.027 93.200 85.400 -0.239 2.618 
0.071 -0.012 -0.095 -0.022 0.078 -0.046 -0.015 -0.022 93.400 85.600 -0.239 2.598 
0.076 0.007 -0.085 -0.032 0.073 -0.029 0.005 -0.029 93.600 85.800 -0.237 2.579 
0.083 0.022 -0.071 -0.046 0.073 -0.020 0.017 -0.037 93.600 85.800 -0.237 2.569 
0.063 0.012 -0.054 -0.037 0.059 -0.020 0.032 -0.027 93.600 86.000 -0.237 2.559 
0.042 0.007 -0.046 -0.017 0.039 -0.012 0.044 -0.020 93.600 86.000 -0.237 2.549 
0.049 0.020 -0.042 -0.027 0.039 -0.005 0.056 -0.024 93.400 86.000 -0.237 2.540 
0.044 0.024 -0.027 -0.029 0.032 0.002 0.056 -0.024 93.200 86.000 -0.234 2.530 
0.034 0.027 -0.015 -0.027 0.022 0.010 0.059 -0.022 92.800 85.800 -0.232 2.520 
0.020 0.012 -0.020 -0.010 0.015 0.002 0.059 -0.012 92.200 85.600 -0.230 2.510 
0.007 0.015 -0.002 -0.005 -0.000 0.012 0.051 -0.010 91.800 85.400 -0.227 2.501 
0.027 0.037 -0.000 -0.027 0.010 0.024 0.046 -0.024 91.200 85.000 -0.227 2.491 
0.005 0.017 0.007 -0.007 -0.002 0.015 0.037 -0.010 90.400 84.400 -0.227 2.481 
0.007 0.029 0.010 -0.012 -0.007 0.027 0.029 -0.015 89.600 83.800 -0.227 2.471 
0.002 0.034 0.015 -0.010 -0.015 0.034 0.015 -0.015 88.600 83.000 -0.227 2.462 
0.012 0.042 0.017 -0.020 -0.007 0.037 0.002 -0.020 87.600 82.200 -0.227 2.452 
-0.005 0.029 0.024 -0.007 -0.020 0.032 0.002 -0.010 86.600 81.400 -0.225 2.442 
-0.010 0.034 0.027 -0.002 -0.027 0.039 -0.017 -0.010 85.400 80.800 -0.225 2.432 
-0.007 0.044 0.034 -0.010 -0.029 0.049 -0.022 -0.015 84.000 80.000 -0.222 2.422 
-0.002 0.049 0.037 -0.015 -0.027 0.051 -0.020 -0.017 82.600 79.400 -0.225 2.418 
-0.017 0.034 0.042 -0.002 -0.034 0.044 -0.020 -0.007 80.800 78.800 -0.227 2.413 
-0.017 0.039 0.044 -0.005 -0.037 0.049 -0.022 -0.010 79.000 78.400 -0.230 2.408 
-0.005 0.056 0.051 -0.020 -0.032 0.059 -0.020 -0.020 77.200 77.800 -0.232 2.403 
-0.002 0.054 0.044 -0.020 -0.029 0.056 -0.034 -0.020 75.000 77.600 -0.232 2.388 
-0.007 0.034 0.027 -0.005 -0.024 0.039 -0.051 -0.012 72.600 77.200 -0.232 2.374 
-0.017 0.029 0.032 0.002 -0.032 0.039 -0.059 -0.007 70.000 77.000 -0.232 2.359 
-0.024 0.027 0.034 0.007 -0.037 0.039 -0.068 -0.002 67.200 76.800 -0.232 2.344 
-0.015 0.039 0.042 -0.005 -0.034 0.046 -0.081 -0.010 64.200 76.600 -0.232 2.335 
-0.015 0.034 0.037 -0.002 -0.032 0.042 -0.081 -0.010 61.000 76.400 -0.232 2.325 
-0.017 0.022 0.029 0.002 -0.027 0.032 -0.088 -0.005 57.800 76.200 -0.232 2.315 
-0.005 0.034 0.029 -0.010 -0.022 0.037 -0.098 -0.012 54.400 76.000 -0.232 2.305 
0.007 0.044 0.024 -0.020 -0.015 0.042 -0.088 -0.020 50.800 75.800 -0.234 2.291 
0.012 0.046 0.024 -0.024 -0.010 0.042 -0.085 -0.022 47.400 75.600 -0.237 2.276 
0.015 0.051 0.024 -0.027 -0.010 0.044 -0.073 -0.024 43.800 75.400 -0.239 2.261 
0.029 0.061 0.022 -0.039 -0.000 0.046 -0.078 -0.032 40.200 75.200 -0.242 2.247 
0.034 0.063 0.022 -0.044 0.002 0.046 -0.071 -0.034 36.800 75.000 -0.244 2.217 
0.015 0.044 0.020 -0.024 -0.007 0.037 -0.066 -0.022 33.400 74.800 -0.247 2.188 
0.002 0.042 0.029 -0.017 -0.017 0.042 -0.061 -0.017 30.000 74.600 -0.249 2.159 
-0.000 0.042 0.020 -0.010 -0.020 0.042 -0.056 -0.017 26.800 74.200 -0.252 2.129 
0.005 0.037 0.022 -0.015 -0.012 0.034 -0.049 -0.017 23.800 74.000 -0.254 2.120 
-0.012 0.015 0.017 0.005 -0.020 0.022 -0.042 -0.002 21.000 73.600 -0.256 2.110 
-0.020 0.005 0.015 0.012 -0.022 0.015 -0.039 0.002 18.400 73.400 -0.256 2.100 
-0.000 0.024 0.015 -0.007 -0.012 0.024 -0.032 -0.010 16.000 73.200 -0.259 2.090 
0.002 0.029 0.017 -0.010 -0.012 0.029 -0.034 -0.012 13.800 72.800 -0.261 2.076 
-0.005 0.020 0.017 -0.002 -0.015 0.022 -0.032 -0.007 12.000 72.600 -0.264 2.061 
-0.010 0.010 0.010 0.005 -0.015 0.015 -0.032 -0.002 10.200 72.200 -0.266 2.046 
-0.007 0.017 0.015 -0.000 -0.015 0.022 -0.034 -0.005 8.800 72.000 -0.271 2.032 
0.005 0.034 0.022 -0.015 -0.012 0.032 -0.032 -0.015 7.600 71.600 -0.271 2.017 
-0.007 0.020 0.022 -0.002 -0.017 0.024 -0.037 -0.007 6.600 71.400 -0.274 2.002 
-0.017 0.015 0.017 0.010 -0.024 0.024 -0.034 -0.002 5.800 71.000 -0.276 1.988 
-0.007 0.022 0.017 -0.000 -0.017 0.027 -0.037 -0.007 5.200 70.600 -0.278 1.973 
-0.002 0.029 0.022 -0.007 -0.017 0.032 -0.037 -0.012 4.800 70.400 -0.283 1.958 
-0.005 0.017 0.015 -0.002 -0.012 0.020 -0.034 -0.007 4.600 70.000 -0.288 1.944 
-0.017 0.005 0.012 0.012 -0.020 0.015 -0.029 0.002 4.600 69.800 -0.291 1.929 
-0.010 0.012 0.010 0.005 -0.015 0.017 -0.032 -0.002 4.600 69.400 -0.298 1.915 
0.002 0.027 0.012 -0.007 -0.010 0.027 -0.039 -0.012 4.800 69.000 -0.298 1.900 
-0.022 0.027 0.032 0.007 -0.034 0.039 -0.039 -0.005 5.000 68.800 -0.300 1.885 
-0.022 0.027 0.032 0.007 -0.034 0.039 -0.039 -0.005 5.400 68.400 -0.300 1.871 
-0.002 0.022 0.010 -0.002 -0.012 0.024 -0.024 -0.010 5.800 68.000 -0.303 1.856 
-0.007 -0.000 -0.002 0.010 -0.007 0.005 -0.027 -0.000 6.200 67.800 -0.308 1.851 
-0.007 -0.000 -0.000 0.007 -0.007 0.005 -0.024 -0.000 6.800 67.400 -0.313 1.846 
0.012 -0.002 -0.029 0.002 0.015 -0.007 -0.022 -0.005 7.400 67.200 -0.317 1.841 
0.044 -0.012 -0.066 -0.010 0.051 -0.034 -0.002 -0.012 8.000 66.800 -0.322 1.836 
0.078 -0.012 -0.098 -0.029 0.085 -0.051 0.032 -0.024 8.800 66.400 -0.325 1.841 
0.134 -0.022 -0.161 -0.054 0.147 -0.088 0.098 -0.039 9.400 66.200 -0.327 1.846 
0.220 -0.039 -0.266 -0.085 0.239 -0.149 0.164 -0.063 10.200 65.800 -0.327 1.851 
0.293 -0.042 -0.349 -0.117 0.315 -0.188 0.230 -0.085 11.000 65.400 -0.330 1.856 
0.352 0.032 -0.327 -0.188 0.337 -0.144 0.264 -0.129 11.800 65.200 -0.335 1.880 
0.322 0.129 -0.198 -0.222 0.259 -0.032 0.286 -0.154 12.600 64.800 -0.337 1.905 
0.149 0.247 0.085 -0.190 0.027 0.173 0.252 -0.134 13.400 64.600 -0.342 1.929 
0.015 0.381 0.352 -0.190 -0.176 0.374 0.168 -0.134 14.200 64.400 -0.344 1.954 
-0.083 0.523 0.601 -0.217 -0.344 0.564 0.105 -0.149 15.200 64.200 -0.347 1.998 
-0.139 0.532 0.654 -0.188 -0.405 0.603 0.095 -0.134 16.000 64.000 -0.347 2.042 
-0.147 0.471 0.608 -0.156 -0.381 0.545 0.122 -0.110 17.000 63.800 -0.349 2.085 
-0.173 0.371 0.532 -0.093 -0.359 0.459 0.310 -0.068 17.800 63.400 -0.352 2.129 
-0.190 0.293 0.471 -0.044 -0.337 0.388 0.505 -0.037 18.600 63.200 -0.354 2.188 
-0.212 0.217 0.422 0.002 -0.320 0.325 0.716 -0.005 19.400 63.000 -0.357 2.247 
-0.217 0.193 0.398 0.020 -0.313 0.303 0.947 0.005 20.200 62.800 -0.361 2.305 
-0.242 0.151 0.381 0.051 -0.317 0.274 0.930 0.027 20.800 62.600 -0.364 2.364 
-0.261 0.107 0.354 0.085 -0.315 0.239 0.977 0.049 21.200 62.400 -0.369 2.422 
-0.266 0.049 0.300 0.117 -0.291 0.183 0.965 0.071 21.800 62.200 -0.371 2.481 
-0.274 0.020 0.283 0.132 -0.283 0.156 0.882 0.083 22.000 62.200 -0.376 2.540 
-0.256 0.010 0.247 0.134 -0.261 0.139 0.794 0.081 22.200 62.000 -0.379 2.598 
-0.254 -0.022 0.217 0.147 -0.242 0.105 0.777 0.090 22.400 61.800 -0.381 2.647 
-0.247 -0.042 0.193 0.151 -0.225 0.083 0.654 0.093 22.400 61.800 -0.383 2.696 
-0.247 -0.054 0.176 0.159 -0.220 0.071 0.545 0.098 22.200 61.600 -0.386 2.745 
-0.225 -0.054 0.151 0.149 -0.198 0.059 0.410 0.090 22.200 61.400 -0.388 2.794 
-0.210 -0.063 0.132 0.144 -0.178 0.042 0.361 0.088 22.000 61.400 -0.391 2.838 
-0.178 -0.039 0.122 0.117 -0.159 0.051 0.190 0.071 22.000 61.200 -0.393 2.882 
-0.156 -0.020 0.117 0.098 -0.147 0.059 0.042 0.056 22.000 61.000 -0.396 2.926 
-0.142 -0.034 0.090 0.098 -0.125 0.037 -0.027 0.056 22.200 60.800 -0.398 2.969 
-0.110 -0.027 0.066 0.078 -0.095 0.029 -0.142 0.044 22.400 60.600 -0.400 2.999 
-0.098 -0.027 0.054 0.071 -0.083 0.022 -0.215 0.039 22.800 60.600 -0.403 3.028 
-0.081 -0.020 0.046 0.059 -0.071 0.022 -0.200 0.032 23.600 60.600 -0.405 3.057 
-0.059 -0.005 0.044 0.037 -0.056 0.024 -0.190 0.020 24.400 60.400 -0.408 3.087 
-0.039 -0.000 0.032 0.024 -0.039 0.020 -0.154 0.010 25.800 60.600 -0.413 3.111 
-0.032 -0.005 0.012 0.027 -0.029 0.012 -0.115 0.010 27.400 60.800 -0.418 3.136 
-0.029 -0.002 0.007 0.027 -0.027 0.012 -0.122 0.007 29.600 61.000 -0.420 3.160 
-0.010 0.020 0.017 0.002 -0.020 0.024 -0.122 -0.005 32.000 61.400 -0.427 3.184 
0.007 0.034 0.020 -0.017 -0.010 0.032 -0.117 -0.017 34.800 62.000 -0.427 3.194 
0.015 0.029 0.007 -0.017 -0.000 0.022 -0.110 -0.017 38.000 62.800 -0.427 3.204 
-0.000 0.022 0.010 -0.005 -0.010 0.022 -0.103 -0.010 41.600 63.400 -0.427 3.214 
0.020 0.029 0.002 -0.020 0.005 0.020 -0.103 -0.020 45.400 64.200 -0.430 3.223 
0.029 0.032 -0.005 -0.027 0.015 0.017 -0.093 -0.022 49.600 65.200 -0.432 3.228 
0.022 0.024 -0.002 -0.020 0.010 0.015 -0.090 -0.017 53.800 66.000 -0.435 3.233 
0.012 0.017 -0.007 -0.007 0.005 0.012 -0.093 -0.012 58.000 67.000 -0.437 3.238 
0.034 0.029 -0.010 -0.029 0.020 0.012 -0.093 -0.024 62.400 68.000 -0.442 3.243 
0.024 0.032 0.002 -0.024 0.010 0.020 -0.100 -0.022 66.600 69.000 -0.444 3.238 
0.024 0.032 -0.002 -0.022 0.010 0.020 -0.095 -0.022 70.600 70.000 -0.449 3.233 
0.027 0.022 -0.015 -0.020 0.017 0.010 -0.090 -0.020 74.200 71.000 -0.452 3.228 
0.029 0.037 -0.010 -0.024 0.012 0.022 -0.098 -0.024 77.800 72.000 -0.457 3.223 
0.034 0.037 -0.010 -0.029 0.017 0.020 -0.100 -0.027 80.800 73.000 -0.457 3.209 
0.034 0.027 -0.020 -0.024 0.022 0.010 -0.093 -0.022 83.600 73.800 -0.459 3.194 
0.034 0.024 -0.020 -0.024 0.022 0.007 -0.100 -0.022 86.000 74.600 -0.462 3.179 
0.044 0.022 -0.022 -0.032 0.034 -0.000 -0.112 -0.024 87.800 75.600 -0.464 3.165 
0.056 0.034 -0.027 -0.042 0.039 0.007 -0.117 -0.032 89.200 76.200 -0.464 3.140 
0.044 0.017 -0.027 -0.029 0.037 -0.005 -0.127 -0.022 90.200 77.000 -0.466 3.116 
0.042 0.002 -0.046 -0.017 0.042 -0.017 -0.132 -0.017 91.000 77.600 -0.466 3.092 
0.051 0.010 -0.051 -0.024 0.046 -0.015 -0.142 -0.022 91.400 78.200 -0.469 3.067 
0.054 0.007 -0.054 -0.027 0.051 -0.020 -0.159 -0.022 91.400 78.600 -0.471 3.033 
0.056 -0.007 -0.071 -0.020 0.061 -0.034 -0.168 -0.020 91.400 79.200 -0.474 2.999 
0.061 -0.000 -0.071 -0.024 0.061 -0.029 -0.178 -0.022 91.000 79.600 -0.476 2.965 
0.076 0.007 -0.076 -0.037 0.073 -0.029 -0.190 -0.029 90.800 80.200 -0.479 2.930 
0.083 -0.000 -0.093 -0.037 0.083 -0.042 -0.195 -0.029 90.400 80.600 -0.481 2.901 
0.081 -0.012 -0.105 -0.027 0.088 -0.051 -0.195 -0.024 90.000 81.000 -0.484 2.872 
0.088 -0.000 -0.105 -0.034 0.088 -0.044 -0.203 -0.032 89.800 81.400 -0.486 2.842 
0.098 0.002 -0.110 -0.042 0.098 -0.046 -0.200 -0.037 89.600 81.800 -0.488 2.813 
0.112 0.005 -0.117 -0.054 0.110 -0.051 -0.195 -0.042 89.600 82.000 -0.493 2.784 
0.107 0.002 -0.117 -0.049 0.107 -0.051 -0.186 -0.039 89.600 82.400 -0.498 2.755 
0.103 -0.000 -0.122 -0.042 0.103 -0.051 -0.168 -0.037 89.800 82.600 -0.503 2.725 
0.117 0.010 -0.120 -0.056 0.112 -0.049 -0.156 -0.044 90.000 83.000 -0.508 2.696 
0.125 0.022 -0.112 -0.068 0.115 -0.039 -0.144 -0.051 90.400 83.200 -0.510 2.657 
0.117 0.010 -0.120 -0.056 0.112 -0.049 -0.117 -0.044 90.800 83.600 -0.515 2.618 
0.105 0.005 -0.117 -0.046 0.103 -0.046 -0.098 -0.039 91.200 83.800 -0.518 2.579 
0.120 0.017 -0.112 -0.063 0.112 -0.042 -0.085 -0.049 91.600 84.000 -0.523 2.540 
0.117 0.027 -0.093 -0.071 0.105 -0.032 -0.066 -0.051 91.800 84.200 -0.530 2.530 
0.103 0.029 -0.081 -0.061 0.088 -0.022 -0.042 -0.046 92.200 84.400 -0.535 2.520 
0.105 0.037 -0.078 -0.066 0.088 -0.015 -0.022 -0.049 92.400 84.600 -0.542 2.510 
0.105 0.037 -0.076 -0.066 0.088 -0.015 0.005 -0.049 92.600 84.600 -0.549 2.501 
0.095 0.037 -0.063 -0.063 0.078 -0.010 0.017 -0.046 92.600 84.800 -0.554 2.491 
0.085 0.039 -0.054 -0.059 0.066 -0.002 0.034 -0.044 92.600 84.800 -0.559 2.481 
0.078 0.046 -0.039 -0.059 0.056 0.007 0.044 -0.044 92.400 84.800 -0.562 2.471 
0.076 0.042 -0.044 -0.054 0.056 0.005 0.054 -0.042 92.200 84.800 -0.569 2.462 
0.068 0.056 -0.029 -0.054 0.042 0.022 0.059 -0.044 91.800 84.600 -0.576 2.452 
0.056 0.054 -0.015 -0.049 0.029 0.027 0.054 -0.039 91.400 84.400 -0.581 2.442 
0.044 0.054 -0.000 -0.044 0.017 0.032 0.056 -0.034 90.800 84.000 -0.589 2.432 
0.032 0.051 0.005 -0.034 0.007 0.037 0.049 -0.029 90.000 83.600 -0.598 2.422 
0.042 0.063 0.010 -0.046 0.010 0.044 0.039 -0.037 89.400 83.000 -0.603 2.413 
0.034 0.059 0.010 -0.039 0.005 0.042 0.022 -0.034 88.400 82.600 -0.608 2.403 
0.020 0.046 0.015 -0.027 -0.002 0.037 0.024 -0.024 87.400 81.800 -0.613 2.393 
0.015 0.049 0.017 -0.022 -0.010 0.042 0.010 -0.024 86.400 81.200 -0.620 2.383 
0.012 0.059 0.032 -0.027 -0.017 0.054 0.002 -0.027 85.200 80.400 -0.628 2.379 
0.017 0.054 0.024 -0.029 -0.010 0.046 -0.000 -0.027 84.000 79.600 -0.632 2.374 
0.007 0.054 0.034 -0.024 -0.020 0.051 -0.002 -0.022 82.600 79.000 -0.640 2.369 
0.007 0.071 0.044 -0.029 -0.027 0.068 -0.015 -0.029 81.200 78.200 -0.645 2.364 
0.007 0.071 0.049 -0.032 -0.027 0.068 -0.015 -0.029 79.400 77.600 -0.652 2.354 
-0.002 0.054 0.044 -0.020 -0.029 0.056 -0.005 -0.020 77.600 77.000 -0.659 2.344 
0.002 0.054 0.042 -0.022 -0.024 0.054 -0.005 -0.022 75.800 76.800 -0.667 2.335 
0.007 0.063 0.039 -0.027 -0.024 0.061 -0.020 -0.027 73.600 76.400 -0.672 2.325 
0.022 0.071 0.037 -0.039 -0.012 0.061 -0.042 -0.034 71.400 76.200 -0.679 2.310 
0.002 0.056 0.042 -0.022 -0.024 0.056 -0.059 -0.022 68.800 75.800 -0.684 2.295 
0.002 0.063 0.046 -0.024 -0.029 0.063 -0.059 -0.024 66.200 75.800 -0.691 2.281 
0.012 0.066 0.046 -0.034 -0.020 0.061 -0.071 -0.029 63.400 75.600 -0.698 2.266 
0.002 0.056 0.039 -0.022 -0.024 0.056 -0.076 -0.022 60.400 75.600 -0.701 2.252 
0.007 0.056 0.034 -0.024 -0.020 0.054 -0.078 -0.024 57.200 75.400 -0.706 2.237 
0.005 0.054 0.032 -0.020 -0.022 0.051 -0.088 -0.022 54.000 75.200 -0.711 2.222 
0.027 0.071 0.027 -0.039 -0.007 0.059 -0.093 -0.034 50.800 75.000 -0.716 2.208 
0.034 0.076 0.022 -0.044 -0.002 0.059 -0.083 -0.039 47.400 74.800 -0.723 2.198 
0.044 0.073 0.017 -0.051 0.007 0.051 -0.063 -0.042 44.000 74.600 -0.728 2.188 
0.049 0.073 0.017 -0.056 0.012 0.049 -0.078 -0.044 40.600 74.400 -0.733 2.178 
0.046 0.078 0.017 -0.054 0.007 0.056 -0.073 -0.044 37.200 74.200 -0.740 2.168 
0.049 0.081 0.020 -0.059 0.010 0.056 -0.063 -0.046 33.800 74.000 -0.745 2.154 
0.029 0.066 0.027 -0.042 -0.002 0.051 -0.056 -0.034 30.600 73.800 -0.752 2.139 
0.015 0.059 0.029 -0.029 -0.015 0.051 -0.054 -0.027 27.400 73.600 -0.757 2.125 
0.015 0.049 0.024 -0.027 -0.010 0.042 -0.046 -0.024 24.400 73.400 -0.764 2.110 
0.015 0.042 0.017 -0.022 -0.005 0.034 -0.039 -0.022 21.600 73.000 -0.769 2.100 
0.007 0.042 0.017 -0.015 -0.012 0.039 -0.034 -0.020 18.800 72.800 -0.774 2.090 
0.010 0.039 0.017 -0.017 -0.010 0.034 -0.037 -0.020 16.400 72.600 -0.781 2.081 
0.012 0.039 0.020 -0.022 -0.007 0.034 -0.029 -0.020 14.200 72.400 -0.786 2.071 
0.015 0.046 0.022 -0.024 -0.007 0.039 -0.029 -0.022 12.200 72.000 -0.794 2.066 
0.005 0.042 0.022 -0.015 -0.015 0.039 -0.029 -0.017 10.400 71.800 -0.799 2.061 
0.007 0.037 0.017 -0.015 -0.010 0.034 -0.032 -0.017 8.800 71.600 -0.803 2.056 
0.012 0.046 0.024 -0.024 -0.010 0.042 -0.042 -0.022 7.600 71.200 -0.811 2.051 
0.012 0.046 0.027 -0.024 -0.010 0.042 -0.037 -0.022 6.400 71.000 -0.816 2.037 
0.010 0.042 0.029 -0.024 -0.010 0.037 -0.034 -0.020 5.600 70.600 -0.821 2.022 
0.010 0.046 0.024 -0.022 -0.012 0.042 -0.039 -0.022 4.800 70.400 -0.825 2.007 
0.012 0.049 0.024 -0.024 -0.012 0.044 -0.037 -0.022 4.400 70.000 -0.830 1.993 
0.012 0.054 0.029 -0.027 -0.015 0.049 -0.039 -0.024 4.200 69.800 -0.838 1.983 
0.012 0.054 0.029 -0.027 -0.015 0.049 -0.039 -0.024 4.000 69.600 -0.842 1.973 
0.002 0.039 0.024 -0.015 -0.017 0.039 -0.044 -0.017 4.000 69.200 -0.847 1.963 
0.005 0.046 0.029 -0.020 -0.017 0.044 -0.042 -0.020 4.200 69.000 -0.855 1.954 
0.012 0.046 0.024 -0.024 -0.010 0.042 -0.039 -0.022 4.600 68.600 -0.860 1.939 
0.010 0.049 0.027 -0.022 -0.015 0.044 -0.032 -0.022 5.000 68.400 -0.864 1.924 
0.007 0.044 0.022 -0.017 -0.015 0.042 -0.034 -0.020 5.600 68.000 -0.869 1.910 
0.015 0.042 0.015 -0.022 -0.005 0.034 -0.029 -0.022 6.200 67.600 -0.877 1.895 
0.029 0.046 0.002 -0.029 0.007 0.032 -0.027 -0.027 6.800 67.400 -0.882 1.885 
0.034 0.029 -0.015 -0.027 0.020 0.012 -0.024 -0.024 7.600 67.000 -0.884 1.875 
0.056 0.017 -0.051 -0.029 0.049 -0.010 -0.015 -0.027 8.400 66.800 -0.889 1.866 
0.081 0.020 -0.068 -0.046 0.071 -0.020 0.005 -0.037 9.200 66.400 -0.891 1.856 
0.125 0.015 -0.125 -0.061 0.117 -0.046 0.063 -0.049 10.000 66.000 -0.896 1.861 
0.198 -0.005 -0.210 -0.093 0.200 -0.103 0.129 -0.066 10.800 65.800 -0.901 1.866 
0.283 -0.020 -0.313 -0.127 0.293 -0.161 0.205 -0.090 11.600 65.600 -0.904 1.871 
0.347 0.007 -0.352 -0.171 0.344 -0.166 0.244 -0.120 12.400 65.200 -0.911 1.875 
0.364 0.083 -0.288 -0.220 0.322 -0.098 0.291 -0.151 13.200 65.000 -0.913 1.895 
0.234 0.188 -0.054 -0.208 0.142 0.071 0.281 -0.144 14.000 64.800 -0.918 1.915 
0.085 0.337 0.242 -0.205 -0.083 0.295 0.190 -0.144 14.800 64.800 -0.921 1.934 
-0.034 0.486 0.513 -0.222 -0.276 0.503 0.129 -0.154 15.800 64.600 -0.926 1.954 
-0.098 0.567 0.657 -0.230 -0.381 0.615 0.093 -0.159 16.600 64.400 -0.926 1.993 
-0.122 0.527 0.632 -0.193 -0.386 0.589 0.100 -0.137 17.400 64.400 -0.926 2.032 
-0.134 0.462 0.576 -0.154 -0.364 0.530 0.186 -0.112 18.200 64.200 -0.926 2.071 
-0.161 0.357 0.508 -0.093 -0.339 0.437 0.403 -0.068 19.000 64.000 -0.928 2.110 
-0.178 0.276 0.449 -0.046 -0.315 0.366 0.584 -0.034 19.600 63.800 -0.930 2.164 
-0.188 0.227 0.408 -0.015 -0.300 0.322 0.833 -0.015 20.400 63.600 -0.933 2.217 
-0.200 0.188 0.379 0.012 -0.293 0.288 0.967 0.002 21.000 63.600 -0.935 2.271 
-0.242 0.142 0.374 0.056 -0.313 0.264 0.923 0.032 21.400 63.400 -0.940 2.325 
-0.244 0.088 0.322 0.083 -0.288 0.210 0.984 0.049 22.000 63.200 -0.940 2.383 
-0.249 0.054 0.298 0.100 -0.276 0.178 0.916 0.063 22.200 63.200 -0.940 2.442 
-0.242 0.029 0.261 0.112 -0.256 0.151 0.816 0.068 22.600 63.000 -0.940 2.501 
-0.239 0.002 0.230 0.125 -0.239 0.122 0.794 0.076 22.600 62.800 -0.940 2.559 
-0.237 -0.017 0.212 0.132 -0.227 0.103 0.733 0.083 22.800 62.600 -0.938 2.613 
-0.237 -0.034 0.193 0.142 -0.220 0.085 0.598 0.088 22.800 62.400 -0.938 2.667 
-0.222 -0.034 0.173 0.137 -0.205 0.078 0.486 0.083 22.800 62.200 -0.938 2.720 
-0.198 -0.042 0.142 0.127 -0.176 0.059 0.408 0.078 22.800 62.000 -0.935 2.774 
-0.166 -0.032 0.122 0.105 -0.149 0.051 0.291 0.063 23.000 61.800 -0.933 2.818 
-0.144 -0.017 0.122 0.083 -0.134 0.056 0.112 0.051 23.000 61.600 -0.933 2.862 
-0.132 -0.015 0.105 0.081 -0.125 0.051 -0.000 0.046 23.000 61.400 -0.930 2.906 
-0.117 -0.029 0.076 0.081 -0.103 0.029 -0.090 0.046 23.400 61.200 -0.928 2.950 
-0.095 -0.015 0.068 0.061 -0.088 0.034 -0.208 0.034 23.600 61.200 -0.928 3.004 
-0.081 -0.002 0.061 0.051 -0.078 0.039 -0.247 0.024 24.200 61.000 -0.926 3.057 
-0.059 -0.000 0.042 0.039 -0.059 0.029 -0.225 0.017 25.000 61.200 -0.923 3.111 
-0.039 0.002 0.029 0.024 -0.039 0.022 -0.188 0.010 26.200 61.200 -0.921 3.165 
-0.022 0.010 0.024 0.010 -0.027 0.022 -0.142 0.002 27.600 61.400 -0.918 3.179 
-0.015 0.012 0.017 0.007 -0.020 0.020 -0.129 -0.002 29.400 61.600 -0.913 3.194 
-0.005 0.022 0.012 -0.000 -0.015 0.024 -0.137 -0.007 31.600 62.000 -0.911 3.209 
0.007 0.032 0.007 -0.010 -0.007 0.029 -0.134 -0.015 34.200 62.400 -0.906 3.223 
0.012 0.034 0.012 -0.017 -0.005 0.029 -0.132 -0.017 37.200 63.200 -0.901 3.233 
0.020 0.034 0.005 -0.022 0.002 0.024 -0.125 -0.020 40.600 64.000 -0.899 3.243 
0.015 0.037 0.005 -0.017 -0.002 0.029 -0.117 -0.020 44.200 64.800 -0.894 3.253 
0.020 0.042 0.005 -0.022 -0.000 0.032 -0.120 -0.022 48.200 65.600 -0.886 3.263 
0.032 0.046 0.005 -0.034 0.010 0.032 -0.120 -0.029 52.200 66.600 -0.884 3.263 
0.020 0.034 -0.002 -0.017 0.002 0.024 -0.110 -0.020 56.600 67.400 -0.879 3.263 
0.024 0.037 -0.000 -0.024 0.007 0.024 -0.117 -0.022 61.000 68.600 -0.877 3.263 
0.027 0.034 -0.010 -0.022 0.010 0.022 -0.120 -0.022 65.200 69.600 -0.872 3.263 
0.034 0.037 -0.005 -0.032 0.017 0.020 -0.120 -0.027 69.400 70.800 -0.869 3.253 
0.024 0.032 -0.010 -0.020 0.010 0.020 -0.112 -0.022 73.400 71.800 -0.864 3.243 
0.024 0.029 -0.012 -0.017 0.010 0.017 -0.117 -0.020 77.000 72.800 -0.860 3.233 
0.029 0.027 -0.015 -0.022 0.017 0.012 -0.129 -0.022 80.400 74.000 -0.855 3.223 
0.034 0.032 -0.012 -0.027 0.020 0.015 -0.129 -0.024 83.600 74.800 -0.850 3.199 
0.024 0.020 -0.022 -0.012 0.015 0.007 -0.125 -0.017 86.200 75.800 -0.847 3.175 
0.027 0.020 -0.024 -0.015 0.017 0.007 -0.132 -0.017 88.400 76.600 -0.842 3.150 
0.034 0.020 -0.029 -0.020 0.024 0.002 -0.139 -0.020 90.200 77.400 -0.840 3.126 
0.042 0.020 -0.032 -0.024 0.032 -0.000 -0.147 -0.022 91.600 78.000 -0.833 3.096 
0.042 0.017 -0.039 -0.022 0.034 -0.002 -0.151 -0.022 92.600 78.600 -0.825 3.067 
0.042 0.012 -0.044 -0.020 0.037 -0.007 -0.166 -0.020 93.200 79.200 -0.818 3.038 
0.049 0.002 -0.059 -0.020 0.049 -0.022 -0.171 -0.020 93.400 79.800 -0.811 3.009 
0.061 -0.000 -0.066 -0.027 0.061 -0.029 -0.176 -0.022 93.400 80.400 -0.808 2.974 
0.066 -0.000 -0.076 -0.027 0.066 -0.032 -0.186 -0.024 93.200 80.800 -0.803 2.940 
