I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
-0.132 -0.090 0.037 0.115 -0.085 -0.024 -0.015 0.071 23.800 47.800 -0.293 3.126 
-0.112 -0.076 0.032 0.098 -0.073 -0.020 -0.149 0.061 24.400 48.200 -0.298 3.111 
-0.090 -0.068 0.017 0.083 -0.056 -0.022 -0.215 0.051 25.400 48.600 -0.303 3.096 
-0.076 -0.066 0.007 0.073 -0.042 -0.027 -0.232 0.044 26.800 49.400 -0.305 3.082 
-0.056 -0.068 -0.010 0.061 -0.022 -0.039 -0.217 0.039 28.600 50.200 -0.313 3.067 
-0.044 -0.051 -0.015 0.051 -0.017 -0.029 -0.171 0.029 30.800 51.200 -0.317 3.043 
-0.034 -0.056 -0.022 0.046 -0.005 -0.039 -0.166 0.027 33.600 52.200 -0.325 3.018 
-0.024 -0.051 -0.022 0.037 0.002 -0.039 -0.178 0.022 36.600 53.600 -0.330 2.994 
-0.002 -0.032 -0.024 0.015 0.015 -0.029 -0.173 0.010 40.200 54.800 -0.337 2.969 
-0.000 -0.027 -0.027 0.015 0.015 -0.027 -0.173 0.007 44.000 56.200 -0.339 2.945 
-0.007 -0.037 -0.029 0.022 0.012 -0.032 -0.151 0.012 48.200 57.600 -0.344 2.921 
0.002 -0.032 -0.034 0.015 0.020 -0.032 -0.147 0.007 52.400 59.200 -0.347 2.896 
0.015 -0.029 -0.042 0.007 0.029 -0.037 -0.137 0.002 57.000 60.800 -0.352 2.872 
0.017 -0.024 -0.042 0.005 0.029 -0.032 -0.132 -0.000 61.400 62.400 -0.359 2.847 
0.002 -0.027 -0.037 0.017 0.017 -0.027 -0.132 0.005 66.000 64.000 -0.364 2.823 
0.015 -0.024 -0.042 0.007 0.027 -0.032 -0.134 -0.000 70.400 65.400 -0.371 2.799 
0.015 -0.022 -0.039 0.005 0.027 -0.029 -0.139 -0.000 74.600 66.800 -0.379 2.774 
0.022 -0.017 -0.042 -0.000 0.032 -0.027 -0.142 -0.005 78.600 68.000 -0.383 2.755 
0.020 -0.029 -0.051 0.007 0.034 -0.039 -0.137 -0.000 82.200 69.200 -0.386 2.735 
0.015 -0.037 -0.056 0.015 0.034 -0.044 -0.139 0.005 85.400 70.200 -0.391 2.716 
0.022 -0.037 -0.061 0.010 0.042 -0.046 -0.144 0.002 88.200 71.400 -0.393 2.696 
0.029 -0.032 -0.059 -0.000 0.046 -0.046 -0.142 -0.002 90.600 72.200 -0.398 2.681 
0.022 -0.034 -0.059 0.007 0.039 -0.044 -0.142 0.002 92.600 73.200 -0.405 2.667 
0.022 -0.042 -0.066 0.012 0.044 -0.051 -0.149 0.005 94.000 73.800 -0.410 2.652 
0.027 -0.034 -0.061 0.005 0.044 -0.046 -0.154 -0.000 94.800 74.400 -0.415 2.637 
0.034 -0.029 -0.068 -0.000 0.049 -0.046 -0.159 -0.005 95.600 74.800 -0.422 2.628 
0.027 -0.034 -0.061 0.005 0.044 -0.046 -0.161 -0.000 95.800 75.200 -0.430 2.618 
0.034 -0.039 -0.073 0.002 0.054 -0.056 -0.171 -0.000 95.800 75.600 -0.437 2.608 
0.044 -0.042 -0.088 -0.000 0.066 -0.063 -0.181 -0.002 95.600 76.000 -0.444 2.598 
0.049 -0.042 -0.085 -0.005 0.071 -0.066 -0.183 -0.005 95.400 76.400 -0.449 2.589 
0.042 -0.051 -0.095 0.007 0.068 -0.071 -0.188 -0.000 95.000 76.800 -0.454 2.579 
0.056 -0.051 -0.103 -0.005 0.083 -0.078 -0.203 -0.005 94.600 77.200 -0.459 2.569 
0.061 -0.049 -0.107 -0.007 0.085 -0.078 -0.208 -0.007 94.000 77.600 -0.464 2.559 
0.068 -0.044 -0.112 -0.012 0.090 -0.078 -0.212 -0.010 93.800 78.000 -0.471 2.554 
0.068 -0.049 -0.120 -0.007 0.093 -0.083 -0.215 -0.010 93.400 78.400 -0.476 2.549 
