I II III aVR aVL aVF V2 AO LV SPO2
0.342 0.469 0.161 -0.422 0.107 0.298 -0.274 49.800 15.800 1.162 
0.330 0.481 0.190 -0.425 0.090 0.317 -0.274 49.600 15.800 1.167 
0.371 0.505 0.176 -0.459 0.120 0.320 -0.295 49.400 15.800 1.172 
0.393 0.505 0.149 -0.466 0.142 0.310 -0.303 49.400 15.600 1.197 
0.381 0.498 0.149 -0.454 0.132 0.308 -0.295 49.200 15.600 1.221 
0.403 0.518 0.151 -0.479 0.144 0.317 -0.310 49.200 15.600 1.245 
0.454 0.537 0.125 -0.515 0.186 0.310 -0.332 49.000 15.600 1.270 
0.469 0.525 0.093 -0.515 0.208 0.291 -0.335 49.000 15.800 1.319 
0.459 0.515 0.095 -0.505 0.203 0.286 -0.327 49.000 15.800 1.368 
0.484 0.535 0.093 -0.530 0.217 0.293 -0.342 49.000 15.800 1.416 
0.525 0.542 0.054 -0.552 0.254 0.281 -0.359 49.000 16.000 1.465 
0.518 0.523 0.039 -0.537 0.256 0.264 -0.349 49.000 16.000 1.538 
0.486 0.523 0.071 -0.520 0.225 0.281 -0.339 49.000 16.200 1.612 
0.498 0.540 0.076 -0.535 0.230 0.291 -0.349 49.000 16.400 1.685 
0.525 0.537 0.046 -0.547 0.256 0.276 -0.357 49.000 16.400 1.758 
0.513 0.505 0.029 -0.527 0.261 0.249 -0.342 49.000 16.600 1.846 
0.508 0.508 0.032 -0.523 0.254 0.254 -0.342 49.000 16.600 1.934 
0.552 0.523 0.007 -0.554 0.291 0.247 -0.361 49.000 16.600 2.022 
0.571 0.505 -0.027 -0.557 0.320 0.220 -0.361 49.000 16.600 2.110 
0.552 0.486 -0.027 -0.537 0.310 0.210 -0.349 48.800 16.600 2.203 
0.552 0.491 -0.020 -0.542 0.308 0.215 -0.349 48.800 16.600 2.295 
0.586 0.496 -0.051 -0.559 0.339 0.203 -0.364 48.600 16.600 2.388 
0.581 0.471 -0.068 -0.547 0.347 0.181 -0.354 48.600 16.400 2.481 
0.547 0.457 -0.051 -0.520 0.320 0.183 -0.337 48.400 16.400 2.564 
0.557 0.474 -0.046 -0.532 0.320 0.195 -0.347 48.200 16.200 2.647 
0.593 0.481 -0.071 -0.557 0.354 0.186 -0.361 48.000 16.200 2.730 
0.618 0.484 -0.100 -0.567 0.376 0.176 -0.369 47.800 16.000 2.813 
0.635 0.493 -0.100 -0.584 0.388 0.176 -0.379 47.400 16.000 2.886 
0.679 0.520 -0.120 -0.618 0.420 0.181 -0.403 47.200 15.800 2.960 
0.718 0.513 -0.173 -0.630 0.462 0.154 -0.413 47.000 15.600 3.033 
0.706 0.481 -0.188 -0.611 0.466 0.129 -0.398 46.800 15.600 3.106 
0.696 0.488 -0.168 -0.611 0.452 0.142 -0.398 46.600 15.400 3.170 
0.733 0.510 -0.178 -0.642 0.479 0.144 -0.418 46.400 15.400 3.233 
0.745 0.498 -0.205 -0.642 0.496 0.127 -0.418 46.400 15.400 3.297 
0.713 0.471 -0.200 -0.613 0.479 0.115 -0.398 46.200 15.200 3.360 
0.703 0.481 -0.183 -0.611 0.464 0.129 -0.398 46.200 15.200 3.414 
0.698 0.474 -0.186 -0.606 0.462 0.125 -0.393 46.000 15.200 3.468 
0.669 0.437 -0.193 -0.571 0.452 0.103 -0.371 46.000 15.200 3.521 
0.628 0.408 -0.181 -0.537 0.425 0.095 -0.347 46.000 15.200 3.575 
0.618 0.427 -0.164 -0.535 0.405 0.120 -0.352 46.000 15.200 3.663 
0.628 0.427 -0.168 -0.542 0.415 0.115 -0.354 46.000 15.400 3.751 
0.611 0.405 -0.161 -0.530 0.408 0.100 -0.342 46.000 15.400 3.839 
0.581 0.410 -0.132 -0.515 0.376 0.120 -0.332 46.000 15.600 3.927 
0.586 0.422 -0.125 -0.523 0.376 0.129 -0.339 46.000 15.800 3.961 
0.581 0.420 -0.125 -0.518 0.371 0.129 -0.337 46.000 16.000 3.995 
0.540 0.371 -0.137 -0.471 0.354 0.103 -0.305 46.000 16.200 4.029 
0.501 0.347 -0.120 -0.440 0.327 0.098 -0.286 46.000 16.400 4.063 
0.498 0.354 -0.107 -0.444 0.322 0.105 -0.286 46.000 16.600 4.083 
0.466 0.337 -0.095 -0.418 0.298 0.105 -0.271 46.000 16.800 4.103 
0.403 0.298 -0.068 -0.369 0.254 0.098 -0.237 45.800 17.000 4.122 
0.374 0.293 -0.039 -0.354 0.227 0.107 -0.225 45.800 17.200 4.142 
0.366 0.293 -0.032 -0.349 0.220 0.110 -0.222 45.600 17.400 4.147 
0.325 0.269 -0.024 -0.313 0.190 0.107 -0.200 45.400 17.400 4.151 
0.259 0.232 0.010 -0.264 0.144 0.103 -0.166 45.400 17.400 4.156 
0.234 0.230 0.037 -0.252 0.120 0.112 -0.156 45.200 17.400 4.161 
0.234 0.217 0.029 -0.249 0.127 0.100 -0.154 45.000 17.400 4.151 
0.200 0.178 0.020 -0.210 0.112 0.078 -0.129 45.000 17.400 4.142 
0.159 0.168 0.044 -0.181 0.076 0.090 -0.112 44.800 17.200 4.132 
0.161 0.176 0.051 -0.186 0.073 0.095 -0.115 44.600 17.200 4.122 
0.166 0.159 0.032 -0.181 0.088 0.076 -0.110 44.600 17.000 4.103 
0.115 0.120 0.046 -0.137 0.056 0.063 -0.081 44.400 16.800 4.083 
0.078 0.115 0.073 -0.115 0.022 0.076 -0.066 44.400 16.600 4.063 
0.095 0.122 0.066 -0.127 0.034 0.076 -0.076 44.400 16.600 4.044 
0.081 0.093 0.051 -0.105 0.034 0.054 -0.061 44.200 16.400 4.015 
0.029 0.063 0.071 -0.063 -0.002 0.049 -0.034 44.200 16.400 3.985 
0.015 0.066 0.088 -0.059 -0.017 0.059 -0.029 44.200 16.400 3.956 
0.027 0.073 0.083 -0.068 -0.010 0.061 -0.037 44.200 16.400 3.927 
0.012 0.046 0.066 -0.044 -0.010 0.042 -0.022 44.200 16.400 3.893 
-0.029 0.029 0.093 -0.017 -0.044 0.044 -0.002 44.200 16.600 3.858 
-0.032 0.044 0.107 -0.022 -0.054 0.061 -0.007 44.200 16.600 3.824 
-0.027 0.034 0.095 -0.020 -0.044 0.049 -0.005 44.200 16.800 3.790 
-0.059 0.007 0.098 0.010 -0.061 0.037 0.015 44.200 17.000 3.756 
-0.107 -0.007 0.137 0.039 -0.103 0.046 0.037 44.200 17.200 3.722 
-0.076 0.024 0.129 0.012 -0.088 0.063 0.015 44.200 17.400 3.687 
-0.017 0.034 0.088 -0.027 -0.034 0.044 -0.007 44.200 17.400 3.653 
0.049 0.081 0.071 -0.083 0.010 0.056 -0.046 44.000 17.600 3.624 
0.222 0.210 0.029 -0.237 0.117 0.100 -0.147 44.000 17.800 3.595 
0.471 0.396 -0.037 -0.452 0.274 0.161 -0.291 44.000 17.800 3.565 
0.745 0.601 -0.105 -0.691 0.444 0.230 -0.452 44.000 18.000 3.536 
0.930 0.759 -0.134 -0.862 0.552 0.295 -0.567 43.800 18.200 3.507 
1.028 0.799 -0.183 -0.935 0.630 0.286 -0.611 43.800 18.400 3.477 
0.960 0.549 -0.371 -0.774 0.686 0.071 -0.505 43.800 18.400 3.448 
0.842 0.237 -0.564 -0.559 0.725 -0.183 -0.361 43.800 18.600 3.419 
0.579 -0.024 -0.564 -0.295 0.591 -0.313 -0.188 43.600 18.600 3.399 
0.205 -0.127 -0.293 -0.059 0.269 -0.230 -0.029 43.600 18.800 3.380 
-0.088 -0.088 0.034 0.071 -0.044 -0.044 0.056 43.600 19.000 3.360 
-0.200 -0.120 0.110 0.147 -0.139 -0.020 0.105 43.400 19.000 3.341 
-0.225 -0.107 0.149 0.151 -0.171 0.005 0.107 43.400 19.200 3.321 
-0.193 -0.044 0.183 0.103 -0.171 0.054 0.076 43.400 19.400 3.302 
-0.171 -0.002 0.208 0.068 -0.168 0.083 0.056 43.200 19.400 3.282 
-0.212 -0.017 0.230 0.098 -0.203 0.090 0.073 43.200 19.800 3.263 
-0.237 -0.017 0.259 0.107 -0.227 0.103 0.083 43.200 20.000 3.253 
-0.208 0.007 0.256 0.081 -0.210 0.112 0.063 43.000 20.600 3.243 
-0.205 -0.002 0.242 0.085 -0.203 0.100 0.066 43.000 21.200 3.233 
-0.237 -0.020 0.247 0.115 -0.227 0.100 0.083 43.000 22.200 3.223 
-0.244 -0.007 0.269 0.110 -0.239 0.115 0.081 42.800 23.400 3.214 
-0.205 0.020 0.261 0.076 -0.215 0.122 0.059 42.800 24.800 3.204 
-0.193 -0.000 0.227 0.081 -0.193 0.098 0.061 42.800 26.600 3.194 
-0.217 -0.015 0.237 0.100 -0.210 0.095 0.076 42.800 28.800 3.184 
-0.210 -0.000 0.252 0.085 -0.210 0.105 0.068 42.600 31.200 3.179 
-0.168 0.017 0.227 0.056 -0.176 0.103 0.049 42.600 34.000 3.175 
-0.168 -0.000 0.200 0.068 -0.168 0.085 0.054 42.600 37.000 3.170 
-0.186 -0.007 0.210 0.081 -0.181 0.085 0.061 42.600 40.400 3.165 
-0.156 0.010 0.203 0.056 -0.161 0.088 0.046 42.600 43.800 3.155 
-0.115 0.020 0.166 0.032 -0.125 0.078 0.029 42.600 47.600 3.145 
-0.120 -0.007 0.147 0.046 -0.115 0.054 0.039 42.600 51.200 3.136 
-0.127 -0.005 0.151 0.051 -0.125 0.059 0.042 42.800 55.200 3.126 
-0.095 0.010 0.139 0.027 -0.100 0.059 0.027 42.800 59.000 3.116 
-0.068 0.007 0.112 0.012 -0.071 0.042 0.017 43.000 62.800 3.106 
-0.081 -0.010 0.105 0.029 -0.076 0.032 0.027 43.200 66.800 3.096 
-0.076 -0.002 0.110 0.022 -0.073 0.037 0.024 43.600 70.600 3.087 
-0.044 0.012 0.093 -0.002 -0.049 0.034 0.007 44.000 74.600 3.072 
-0.020 0.010 0.068 -0.015 -0.024 0.020 -0.000 44.600 78.400 3.057 
-0.029 0.007 0.073 -0.007 -0.032 0.022 0.005 45.200 82.200 3.043 
-0.010 0.027 0.063 -0.022 -0.022 0.032 -0.007 45.800 85.800 3.028 
0.022 0.024 0.044 -0.044 0.010 0.015 -0.017 46.600 89.400 3.018 
0.010 0.007 0.037 -0.027 0.007 0.002 -0.007 47.600 92.800 3.009 
-0.015 -0.002 0.049 -0.010 -0.012 0.005 0.002 48.600 96.000 2.999 
-0.005 0.005 0.046 -0.017 -0.007 0.007 -0.002 49.600 99.200 2.989 
0.005 -0.002 0.032 -0.020 0.007 -0.005 -0.002 50.800 102.200 2.979 
-0.024 -0.024 0.032 0.010 -0.012 -0.012 0.015 52.000 105.200 2.969 
-0.027 -0.015 0.042 0.007 -0.020 -0.000 0.012 53.200 108.200 2.960 
-0.000 -0.005 0.029 -0.015 0.002 -0.005 -0.000 54.600 111.200 2.950 
0.015 -0.010 0.012 -0.020 0.020 -0.017 -0.005 56.000 114.200 2.940 
0.015 -0.010 0.005 -0.017 0.020 -0.017 -0.005 57.200 117.200 2.930 
0.029 0.002 0.007 -0.032 0.029 -0.012 -0.012 58.600 120.000 2.921 
0.044 0.005 -0.005 -0.042 0.042 -0.017 -0.020 59.800 122.600 2.911 
0.015 -0.029 -0.010 -0.010 0.029 -0.037 0.002 61.000 125.000 2.906 
-0.027 -0.056 0.002 0.027 0.002 -0.042 0.024 62.200 127.200 2.901 
-0.027 -0.051 0.015 0.020 -0.000 -0.037 0.024 63.200 129.000 2.896 
-0.029 -0.063 -0.000 0.029 0.002 -0.049 0.029 64.400 130.600 2.891 
-0.046 -0.090 -0.005 0.049 -0.000 -0.066 0.044 65.200 132.000 2.882 
-0.056 -0.093 -0.002 0.059 -0.010 -0.063 0.046 66.200 133.200 2.872 
-0.027 -0.078 -0.015 0.034 0.012 -0.063 0.032 67.000 134.200 2.862 
-0.020 -0.090 -0.042 0.042 0.027 -0.081 0.034 68.000 135.200 2.852 
-0.049 -0.120 -0.032 0.066 0.012 -0.095 0.054 68.800 136.000 2.833 
-0.073 -0.100 0.002 0.073 -0.022 -0.063 0.056 69.600 136.800 2.813 
-0.061 -0.085 0.012 0.056 -0.017 -0.054 0.046 70.400 137.600 2.794 
-0.088 -0.098 0.024 0.076 -0.039 -0.054 0.059 71.200 138.200 2.774 
-0.137 -0.105 0.068 0.103 -0.083 -0.037 0.078 72.200 138.800 2.769 
-0.149 -0.095 0.088 0.105 -0.100 -0.020 0.078 73.000 139.200 2.764 
-0.134 -0.090 0.083 0.093 -0.088 -0.022 0.073 74.000 139.600 2.759 
-0.149 -0.112 0.066 0.117 -0.093 -0.037 0.085 75.000 139.800 2.755 
-0.183 -0.117 0.093 0.137 -0.125 -0.024 0.098 76.000 140.200 2.745 
-0.181 -0.100 0.115 0.125 -0.129 -0.010 0.090 77.200 140.400 2.735 
-0.166 -0.093 0.105 0.115 -0.120 -0.010 0.083 78.400 140.600 2.725 
-0.212 -0.122 0.120 0.154 -0.151 -0.015 0.110 79.600 141.000 2.716 
-0.264 -0.110 0.181 0.173 -0.208 0.022 0.122 80.800 141.400 2.706 
-0.266 -0.071 0.230 0.151 -0.230 0.063 0.110 82.000 142.000 2.696 
-0.276 -0.063 0.247 0.154 -0.244 0.076 0.110 83.400 142.600 2.686 
-0.317 -0.076 0.274 0.181 -0.278 0.083 0.129 84.800 143.400 2.676 
-0.332 -0.061 0.303 0.181 -0.300 0.105 0.129 86.000 144.000 2.672 
-0.300 -0.042 0.295 0.154 -0.278 0.110 0.112 87.400 144.400 2.667 
-0.278 -0.042 0.271 0.144 -0.256 0.098 0.105 88.800 144.800 2.662 
-0.293 -0.051 0.269 0.159 -0.266 0.095 0.112 90.200 144.800 2.657 
-0.286 -0.039 0.276 0.149 -0.266 0.105 0.105 91.400 144.600 2.647 
-0.269 -0.022 0.278 0.129 -0.256 0.112 0.095 92.800 144.200 2.637 
-0.298 -0.039 0.286 0.156 -0.278 0.110 0.110 94.000 143.200 2.628 
-0.347 -0.044 0.330 0.183 -0.325 0.129 0.127 95.200 142.000 2.618 
-0.364 -0.024 0.366 0.181 -0.352 0.159 0.127 96.400 140.400 2.613 
-0.369 -0.029 0.366 0.186 -0.354 0.156 0.129 97.600 138.400 2.608 
-0.413 -0.061 0.383 0.222 -0.381 0.147 0.156 98.600 136.000 2.603 
-0.462 -0.073 0.420 0.252 -0.425 0.159 0.176 99.400 133.400 2.598 
-0.442 -0.059 0.415 0.234 -0.413 0.164 0.164 100.200 130.400 2.589 
-0.400 -0.056 0.379 0.212 -0.371 0.144 0.149 101.000 127.000 2.579 
-0.398 -0.071 0.361 0.217 -0.361 0.129 0.154 101.600 123.600 2.569 
-0.391 -0.059 0.357 0.212 -0.361 0.137 0.147 102.200 120.000 2.559 
-0.339 -0.042 0.327 0.176 -0.317 0.129 0.125 102.600 116.600 2.554 
-0.315 -0.059 0.288 0.171 -0.286 0.100 0.122 102.800 113.000 2.549 
-0.308 -0.073 0.264 0.176 -0.271 0.081 0.125 103.000 109.800 2.545 
-0.281 -0.063 0.249 0.156 -0.249 0.078 0.112 103.000 106.800 2.540 
-0.237 -0.061 0.205 0.134 -0.205 0.059 0.098 102.800 104.000 2.530 
-0.220 -0.081 0.161 0.139 -0.178 0.029 0.098 102.600 101.800 2.520 
-0.217 -0.090 0.154 0.142 -0.171 0.020 0.100 102.200 99.800 2.510 
-0.181 -0.066 0.137 0.112 -0.147 0.024 0.081 101.800 98.200 2.501 
-0.120 -0.056 0.098 0.071 -0.090 0.005 0.056 101.200 97.000 2.496 
-0.103 -0.059 0.068 0.068 -0.073 -0.007 0.051 100.400 96.000 2.491 
-0.088 -0.059 0.054 0.061 -0.059 -0.015 0.046 99.600 95.200 2.486 
-0.032 -0.042 0.020 0.022 -0.010 -0.024 0.022 98.800 94.400 2.481 
0.017 -0.046 -0.027 -0.002 0.042 -0.054 0.007 97.800 93.800 2.476 
0.012 -0.061 -0.049 0.012 0.044 -0.066 0.015 96.800 93.000 2.471 
0.027 -0.054 -0.054 -0.000 0.054 -0.066 0.007 96.000 92.200 2.466 
0.076 -0.037 -0.083 -0.034 0.095 -0.073 -0.015 95.000 91.000 2.462 
0.093 -0.046 -0.115 -0.034 0.117 -0.093 -0.017 94.000 89.600 2.457 
0.076 -0.066 -0.112 -0.020 0.110 -0.103 -0.005 93.000 87.600 2.452 
0.085 -0.049 -0.105 -0.032 0.110 -0.090 -0.015 92.000 85.400 2.447 
0.122 -0.042 -0.132 -0.056 0.144 -0.103 -0.029 91.000 82.800 2.442 
0.098 -0.063 -0.127 -0.034 0.129 -0.112 -0.015 90.000 79.800 2.437 
0.088 -0.068 -0.129 -0.022 0.122 -0.112 -0.010 89.000 76.400 2.432 
0.122 -0.044 -0.142 -0.051 0.144 -0.105 -0.029 88.000 72.800 2.427 
0.134 -0.049 -0.154 -0.056 0.159 -0.115 -0.032 87.200 69.000 2.422 
0.110 -0.068 -0.151 -0.034 0.144 -0.122 -0.017 86.400 65.000 2.413 
0.090 -0.066 -0.129 -0.024 0.125 -0.110 -0.010 85.600 61.000 2.403 
0.103 -0.049 -0.120 -0.042 0.127 -0.100 -0.020 84.800 57.000 2.393 
0.117 -0.056 -0.147 -0.044 0.147 -0.115 -0.022 84.000 53.000 2.383 
0.085 -0.085 -0.142 -0.015 0.129 -0.127 -0.002 83.200 49.200 2.379 
0.073 -0.078 -0.120 -0.012 0.112 -0.115 -0.000 82.600 45.600 2.374 
0.090 -0.063 -0.129 -0.024 0.122 -0.107 -0.012 82.000 42.200 2.369 
0.088 -0.078 -0.139 -0.017 0.127 -0.122 -0.005 81.400 39.000 2.364 
0.051 -0.095 -0.120 0.010 0.100 -0.120 0.012 80.800 36.200 2.354 
0.049 -0.073 -0.107 0.005 0.085 -0.098 0.005 80.200 33.600 2.344 
0.081 -0.056 -0.112 -0.024 0.110 -0.095 -0.010 79.600 31.400 2.335 
0.071 -0.073 -0.122 -0.010 0.107 -0.107 -0.002 79.000 29.600 2.325 
0.056 -0.063 -0.098 -0.007 0.088 -0.090 -0.000 78.600 28.000 2.320 
0.071 -0.037 -0.090 -0.024 0.090 -0.071 -0.015 78.200 26.600 2.315 
0.100 -0.022 -0.100 -0.049 0.112 -0.071 -0.029 77.600 25.400 2.310 
0.083 -0.037 -0.098 -0.034 0.103 -0.078 -0.017 77.200 24.600 2.305 
0.078 -0.027 -0.083 -0.037 0.093 -0.066 -0.020 76.800 23.600 2.300 
0.105 -0.002 -0.083 -0.063 0.107 -0.054 -0.037 76.400 23.000 2.295 
0.117 0.002 -0.093 -0.071 0.117 -0.056 -0.042 76.200 22.200 2.291 
0.088 -0.012 -0.083 -0.046 0.095 -0.056 -0.027 75.800 21.400 2.286 
0.088 -0.005 -0.066 -0.054 0.090 -0.049 -0.029 75.400 20.600 2.281 
0.112 0.012 -0.081 -0.071 0.107 -0.044 -0.044 75.200 19.800 2.276 
0.110 -0.000 -0.095 -0.061 0.110 -0.054 -0.039 74.800 19.000 2.271 
0.081 -0.020 -0.083 -0.039 0.090 -0.059 -0.022 74.400 18.200 2.266 
0.085 -0.007 -0.073 -0.049 0.090 -0.049 -0.029 74.200 17.400 2.256 
0.103 -0.007 -0.090 -0.056 0.107 -0.059 -0.034 74.000 16.600 2.247 
0.088 -0.034 -0.103 -0.037 0.105 -0.078 -0.020 73.600 15.800 2.237 
0.054 -0.049 -0.085 -0.010 0.078 -0.076 -0.005 73.400 15.000 2.227 
0.068 -0.046 -0.083 -0.027 0.093 -0.081 -0.010 73.000 14.400 2.222 
0.078 -0.049 -0.103 -0.027 0.103 -0.088 -0.012 72.800 13.600 2.217 
0.044 -0.088 -0.115 0.015 0.088 -0.110 0.012 72.400 13.000 2.212 
-0.000 -0.115 -0.095 0.049 0.059 -0.115 0.037 72.200 12.400 2.208 
0.005 -0.112 -0.100 0.046 0.061 -0.115 0.034 71.800 12.000 2.203 
-0.000 -0.132 -0.112 0.056 0.066 -0.132 0.042 71.400 11.800 2.198 
-0.042 -0.164 -0.103 0.093 0.042 -0.142 0.066 71.200 11.600 2.193 
-0.068 -0.164 -0.076 0.107 0.015 -0.129 0.076 70.800 11.400 2.188 
-0.061 -0.166 -0.085 0.105 0.022 -0.134 0.073 70.400 11.400 2.183 
-0.066 -0.190 -0.105 0.120 0.029 -0.156 0.083 70.000 11.400 2.178 
-0.103 -0.205 -0.090 0.149 -0.000 -0.154 0.100 69.600 11.600 2.173 
-0.100 -0.188 -0.068 0.134 -0.005 -0.137 0.093 69.200 11.600 2.168 
-0.068 -0.173 -0.085 0.112 0.020 -0.139 0.078 69.000 11.600 2.154 
-0.083 -0.193 -0.088 0.127 0.015 -0.151 0.090 68.600 11.800 2.139 
-0.122 -0.203 -0.063 0.154 -0.020 -0.142 0.105 68.200 11.800 2.125 
-0.120 -0.181 -0.044 0.142 -0.029 -0.120 0.098 68.000 11.800 2.110 
-0.110 -0.173 -0.046 0.134 -0.022 -0.117 0.093 67.600 11.800 2.105 
-0.144 -0.198 -0.034 0.161 -0.044 -0.125 0.112 67.400 11.800 2.100 
-0.181 -0.203 -0.002 0.183 -0.078 -0.112 0.125 67.000 11.800 2.095 
-0.173 -0.195 -0.002 0.176 -0.076 -0.107 0.120 66.800 11.600 2.090 
-0.164 -0.210 -0.024 0.176 -0.059 -0.127 0.122 66.600 11.600 2.085 
-0.188 -0.237 -0.024 0.200 -0.068 -0.142 0.139 66.200 11.400 2.081 
-0.190 -0.232 -0.017 0.200 -0.073 -0.137 0.139 66.000 11.400 2.076 
-0.149 -0.210 -0.034 0.166 -0.044 -0.134 0.117 65.800 11.200 2.071 
-0.129 -0.215 -0.061 0.161 -0.022 -0.149 0.112 65.600 11.200 2.066 
-0.144 -0.222 -0.054 0.171 -0.032 -0.149 0.120 65.400 11.200 2.061 
-0.134 -0.195 -0.042 0.156 -0.037 -0.127 0.107 65.000 11.200 2.056 
-0.088 -0.178 -0.061 0.120 0.002 -0.134 0.085 64.800 11.200 2.051 
-0.090 -0.190 -0.076 0.129 0.005 -0.144 0.090 64.600 11.200 2.046 
-0.103 -0.193 -0.066 0.137 -0.005 -0.142 0.095 64.400 11.400 2.042 
-0.076 -0.171 -0.068 0.110 0.010 -0.132 0.081 64.000 11.400 2.037 
-0.044 -0.168 -0.100 0.095 0.042 -0.147 0.068 63.800 11.600 2.032 
-0.046 -0.186 -0.117 0.105 0.046 -0.161 0.076 63.600 11.600 2.022 
-0.046 -0.181 -0.107 0.100 0.044 -0.156 0.073 63.200 11.800 2.012 
-0.007 -0.156 -0.117 0.066 0.071 -0.151 0.051 63.000 12.000 2.002 
0.010 -0.164 -0.144 0.063 0.093 -0.168 0.049 62.800 12.000 1.993 
-0.002 -0.171 -0.142 0.073 0.083 -0.168 0.056 62.600 12.200 1.983 
0.002 -0.156 -0.129 0.063 0.081 -0.156 0.049 62.200 12.200 1.973 
0.034 -0.129 -0.139 0.037 0.100 -0.147 0.029 62.000 12.400 1.963 
0.042 -0.139 -0.154 0.037 0.112 -0.159 0.029 61.800 12.600 1.954 
0.012 -0.156 -0.142 0.059 0.090 -0.161 0.046 61.600 12.600 1.949 
0.020 -0.147 -0.137 0.049 0.093 -0.156 0.039 61.400 12.800 1.944 
0.046 -0.139 -0.154 0.032 0.117 -0.161 0.029 61.200 12.800 1.939 
0.032 -0.168 -0.176 0.056 0.117 -0.183 0.044 61.000 13.000 1.934 
0.017 -0.186 -0.171 0.068 0.110 -0.193 0.054 60.800 13.000 1.924 
0.034 -0.181 -0.186 0.059 0.125 -0.198 0.046 60.600 13.200 1.915 
0.056 -0.190 -0.215 0.051 0.151 -0.217 0.042 60.400 13.200 1.905 
0.034 -0.220 -0.222 0.078 0.144 -0.237 0.059 60.400 13.200 1.895 
0.022 -0.222 -0.212 0.085 0.134 -0.232 0.063 60.200 13.400 1.890 
0.054 -0.208 -0.227 0.061 0.159 -0.234 0.049 60.000 13.400 1.885 
0.059 -0.217 -0.247 0.066 0.168 -0.247 0.051 59.800 13.400 1.880 
0.020 -0.237 -0.227 0.095 0.139 -0.247 0.071 59.600 13.400 1.875 
0.017 -0.217 -0.205 0.085 0.127 -0.225 0.063 59.600 13.400 1.866 
0.046 -0.193 -0.205 0.056 0.144 -0.215 0.046 59.400 13.400 1.856 
0.029 -0.205 -0.203 0.073 0.132 -0.220 0.056 59.200 13.400 1.846 
-0.022 -0.220 -0.171 0.107 0.088 -0.208 0.078 59.000 13.400 1.836 
-0.027 -0.208 -0.154 0.105 0.078 -0.193 0.076 58.800 13.400 1.827 
-0.005 -0.205 -0.164 0.088 0.098 -0.203 0.068 58.600 13.400 1.817 
-0.027 -0.220 -0.161 0.107 0.083 -0.205 0.081 58.400 13.400 1.807 
-0.056 -0.220 -0.134 0.125 0.054 -0.190 0.090 58.200 13.400 1.797 
-0.037 -0.193 -0.120 0.098 0.061 -0.173 0.073 58.000 13.200 1.788 
-0.017 -0.178 -0.134 0.085 0.073 -0.168 0.063 57.800 13.200 1.778 
-0.042 -0.193 -0.125 0.105 0.056 -0.171 0.076 57.600 13.200 1.768 
-0.054 -0.181 -0.100 0.105 0.037 -0.154 0.076 57.400 13.200 1.758 
-0.020 -0.154 -0.100 0.071 0.059 -0.144 0.056 57.400 13.400 1.748 
-0.002 -0.151 -0.120 0.063 0.073 -0.149 0.049 57.200 13.400 1.739 
-0.024 -0.159 -0.103 0.076 0.056 -0.147 0.059 57.000 13.600 1.729 
-0.024 -0.139 -0.078 0.063 0.046 -0.127 0.051 56.800 13.800 1.719 
0.015 -0.110 -0.095 0.034 0.071 -0.117 0.029 56.600 14.200 1.709 
0.024 -0.112 -0.103 0.027 0.081 -0.125 0.027 56.600 14.400 1.700 
0.005 -0.112 -0.085 0.039 0.061 -0.115 0.034 56.400 14.800 1.690 
0.017 -0.083 -0.063 0.015 0.059 -0.090 0.020 56.200 15.000 1.680 
0.054 -0.066 -0.088 -0.010 0.088 -0.093 0.002 56.200 15.400 1.670 
0.059 -0.071 -0.098 -0.010 0.095 -0.100 0.002 56.000 15.600 1.661 
0.042 -0.068 -0.073 -0.005 0.076 -0.088 0.007 56.000 15.800 1.651 
0.068 -0.029 -0.068 -0.034 0.083 -0.063 -0.015 55.800 15.800 1.641 
0.107 -0.017 -0.085 -0.063 0.117 -0.071 -0.032 55.600 16.000 1.631 
0.100 -0.020 -0.083 -0.059 0.110 -0.068 -0.029 55.600 16.000 1.621 
0.088 -0.005 -0.054 -0.061 0.090 -0.049 -0.029 55.400 16.000 1.612 
0.117 0.037 -0.049 -0.093 0.100 -0.022 -0.054 55.400 15.800 1.602 
0.142 0.044 -0.056 -0.112 0.120 -0.027 -0.063 55.200 15.800 1.592 
0.122 0.044 -0.042 -0.100 0.100 -0.017 -0.059 55.000 15.600 1.582 
0.115 0.073 -0.007 -0.110 0.078 0.017 -0.066 54.800 15.400 1.573 
0.147 0.103 -0.002 -0.144 0.095 0.029 -0.085 54.800 15.200 1.563 
0.156 0.107 -0.010 -0.151 0.103 0.029 -0.090 54.600 15.000 1.548 
0.139 0.110 0.005 -0.142 0.085 0.042 -0.085 54.400 14.800 1.534 
0.151 0.142 0.024 -0.164 0.081 0.066 -0.100 54.200 14.600 1.519 
0.188 0.164 0.020 -0.198 0.107 0.071 -0.120 54.000 14.400 1.504 
0.200 0.166 0.010 -0.205 0.117 0.066 -0.125 53.800 14.400 1.495 
0.193 0.181 0.027 -0.205 0.103 0.085 -0.127 53.600 14.400 1.485 
0.217 0.220 0.037 -0.234 0.107 0.112 -0.149 53.400 14.400 1.475 
0.249 0.234 0.032 -0.264 0.132 0.110 -0.164 53.200 14.600 1.465 
0.247 0.234 0.032 -0.261 0.129 0.112 -0.164 53.000 14.600 1.451 
0.247 0.256 0.054 -0.274 0.120 0.134 -0.171 52.800 14.800 1.436 
0.286 0.300 0.061 -0.315 0.137 0.159 -0.198 52.800 15.000 1.421 
