I II III aVR aVL aVF V1 AO Resp SPO2
0.029 0.090 0.049 -0.054 -0.015 0.076 -0.049 148.800 0.059 1.162 
0.029 0.078 0.039 -0.049 -0.010 0.063 -0.044 149.200 0.063 1.133 
0.024 0.063 0.024 -0.037 -0.007 0.051 -0.034 149.200 0.066 1.104 
0.032 0.056 0.017 -0.039 0.005 0.042 -0.029 148.800 0.071 1.074 
0.032 0.046 0.007 -0.034 0.010 0.032 -0.027 148.200 0.073 1.055 
0.020 0.039 0.005 -0.022 -0.000 0.029 -0.017 147.000 0.078 1.035 
0.010 0.029 0.005 -0.012 -0.005 0.024 -0.010 146.000 0.083 1.016 
0.012 0.020 -0.002 -0.010 0.002 0.015 -0.005 145.000 0.088 0.996 
0.017 0.020 -0.007 -0.012 0.007 0.012 -0.005 144.000 0.264 1.001 
0.022 0.010 -0.020 -0.012 0.017 -0.000 -0.010 143.400 0.269 1.006 
0.007 -0.007 -0.027 0.007 0.012 -0.010 -0.005 143.000 0.442 1.011 
-0.002 -0.015 -0.024 0.015 0.005 -0.012 -0.002 142.800 0.449 1.016 
0.002 -0.020 -0.034 0.015 0.012 -0.020 -0.000 143.200 0.281 1.050 
0.002 -0.024 -0.037 0.017 0.015 -0.024 0.002 144.000 0.286 1.084 
0.002 -0.022 -0.042 0.020 0.015 -0.022 0.002 145.000 0.117 1.118 
0.002 -0.029 -0.044 0.020 0.017 -0.029 0.002 146.600 0.122 1.153 
-0.005 -0.034 -0.044 0.027 0.012 -0.032 0.005 148.200 0.127 1.333 
-0.010 -0.037 -0.042 0.032 0.010 -0.032 0.007 150.000 0.129 1.514 
-0.005 -0.042 -0.049 0.029 0.017 -0.039 0.020 151.800 0.134 1.695 
-0.002 -0.029 -0.039 0.022 0.012 -0.027 0.017 153.800 0.142 1.875 
0.007 -0.029 -0.044 0.015 0.022 -0.032 0.015 155.400 0.144 1.998 
0.005 -0.032 -0.051 0.022 0.022 -0.034 0.020 156.800 0.149 2.120 
-0.005 -0.039 -0.044 0.027 0.015 -0.037 0.017 157.600 0.154 2.242 
-0.007 -0.051 -0.051 0.034 0.020 -0.046 0.022 157.800 0.159 2.364 
-0.007 -0.049 -0.051 0.034 0.017 -0.044 0.020 157.400 0.164 2.476 
0.002 -0.042 -0.051 0.024 0.024 -0.042 0.017 156.200 0.166 2.589 
0.002 -0.042 -0.051 0.024 0.024 -0.042 0.017 154.400 0.171 2.701 
0.002 -0.044 -0.054 0.024 0.024 -0.044 0.024 152.000 0.173 2.813 
0.012 -0.029 -0.056 0.017 0.027 -0.034 0.020 149.000 0.176 2.906 
0.020 -0.020 -0.051 0.007 0.029 -0.029 0.020 145.400 0.178 2.999 
0.015 -0.029 -0.054 0.012 0.029 -0.037 0.017 141.600 0.181 3.092 
0.002 -0.027 -0.042 0.020 0.017 -0.027 0.010 137.400 0.183 3.184 
-0.000 -0.020 -0.037 0.020 0.010 -0.020 0.005 133.200 0.186 3.248 
-0.010 -0.029 -0.037 0.029 0.005 -0.024 0.005 129.200 0.186 3.311 
-0.005 -0.032 -0.039 0.024 0.012 -0.029 0.005 125.400 0.186 3.375 
-0.000 -0.029 -0.034 0.017 0.015 -0.029 0.010 122.200 0.188 3.438 
-0.007 -0.020 -0.022 0.020 0.002 -0.015 0.010 119.400 0.188 3.473 
-0.010 -0.017 -0.022 0.022 -0.000 -0.012 0.007 117.200 0.188 3.507 
-0.007 -0.015 -0.022 0.020 -0.000 -0.010 0.007 115.200 0.188 3.541 
-0.002 -0.010 -0.022 0.015 0.002 -0.007 -0.000 113.600 0.188 3.575 
0.007 -0.010 -0.027 0.007 0.012 -0.012 -0.002 112.400 0.193 3.595 
-0.007 -0.010 -0.017 0.017 -0.002 -0.005 0.002 111.400 0.195 3.614 
-0.020 -0.010 -0.002 0.022 -0.015 -0.000 0.007 110.600 0.200 3.634 
-0.022 -0.007 -0.002 0.024 -0.017 0.005 0.002 110.000 0.203 3.653 
-0.012 -0.005 -0.010 0.017 -0.010 0.002 0.002 109.400 0.203 3.668 
0.002 -0.005 -0.020 0.007 0.005 -0.005 0.010 108.600 0.203 3.683 
0.005 -0.000 -0.017 0.005 0.005 -0.002 0.007 107.600 0.203 3.697 
0.002 -0.000 -0.015 0.005 0.002 -0.000 -0.000 106.200 0.203 3.712 
-0.002 -0.005 -0.012 0.010 -0.000 -0.002 -0.010 104.400 0.203 3.731 
-0.002 -0.005 -0.015 0.010 -0.000 -0.002 -0.007 102.200 0.205 3.751 
-0.002 -0.007 -0.017 0.012 0.002 -0.005 -0.005 100.000 0.205 3.770 
-0.005 -0.007 -0.020 0.015 -0.000 -0.005 -0.000 97.600 0.208 3.790 
-0.007 -0.005 -0.005 0.010 -0.005 -0.000 -0.000 95.600 0.210 3.810 
-0.015 -0.012 -0.002 0.017 -0.007 -0.005 -0.000 93.600 0.212 3.829 
-0.010 -0.002 -0.007 0.015 -0.007 0.002 -0.005 92.200 0.215 3.849 
-0.002 0.012 0.002 0.002 -0.007 0.015 -0.012 91.000 0.217 3.868 
-0.007 0.007 0.007 0.005 -0.010 0.012 -0.005 90.400 0.217 3.883 
-0.010 0.007 0.005 0.007 -0.012 0.012 -0.010 90.400 0.217 3.897 
-0.007 0.020 0.020 -0.002 -0.017 0.024 -0.015 90.800 0.217 3.912 
-0.007 0.032 0.032 -0.007 -0.022 0.037 -0.032 91.800 0.217 3.927 
-0.002 0.039 0.042 -0.017 -0.022 0.042 -0.039 93.000 0.217 3.932 
-0.012 0.039 0.042 -0.007 -0.032 0.046 -0.039 94.400 0.215 3.937 
-0.002 0.039 0.034 -0.015 -0.022 0.042 -0.042 95.800 0.215 3.941 
-0.000 0.039 0.032 -0.015 -0.020 0.039 -0.027 97.400 0.212 3.946 
0.007 0.044 0.027 -0.020 -0.015 0.042 -0.032 98.800 0.210 3.932 
0.022 0.054 0.024 -0.034 -0.005 0.044 -0.042 99.800 0.208 3.917 
0.042 0.068 0.022 -0.051 0.007 0.049 -0.054 100.200 0.205 3.902 
0.054 0.081 0.017 -0.061 0.015 0.054 -0.061 100.000 0.203 3.888 
0.061 0.088 0.017 -0.068 0.017 0.059 -0.061 99.200 0.203 3.858 
0.063 0.095 0.024 -0.076 0.017 0.063 -0.054 97.600 0.203 3.829 
0.059 0.095 0.032 -0.073 0.012 0.066 -0.049 95.800 0.200 3.800 
0.054 0.093 0.027 -0.066 0.007 0.066 -0.056 93.400 0.198 3.770 
0.042 0.076 0.024 -0.054 0.005 0.056 -0.056 90.800 0.198 3.726 
0.037 0.061 0.012 -0.042 0.007 0.044 -0.049 88.000 0.195 3.683 
0.032 0.046 0.002 -0.032 0.010 0.032 -0.044 85.000 0.195 3.639 
0.034 0.027 -0.015 -0.027 0.022 0.010 -0.032 82.000 0.193 3.595 
0.029 -0.002 -0.042 -0.007 0.032 -0.017 -0.012 79.200 0.193 3.546 
0.012 -0.015 -0.037 0.007 0.020 -0.020 0.010 76.600 0.193 3.497 
0.005 -0.020 -0.034 0.012 0.015 -0.022 0.015 74.400 0.193 3.448 
0.007 -0.024 -0.039 0.012 0.020 -0.027 0.012 72.800 0.193 3.399 
0.002 -0.034 -0.046 0.022 0.020 -0.034 0.022 71.800 0.193 3.350 
0.007 -0.039 -0.056 0.022 0.027 -0.042 0.020 71.400 0.195 3.302 
-0.002 -0.049 -0.059 0.032 0.022 -0.046 0.022 71.200 0.195 3.253 
-0.015 -0.054 -0.054 0.042 0.012 -0.046 0.022 71.800 0.198 3.204 
-0.015 -0.054 -0.054 0.042 0.012 -0.046 0.022 72.400 0.198 3.165 
-0.010 -0.054 -0.051 0.037 0.017 -0.049 0.027 73.200 0.195 3.126 
-0.005 -0.039 -0.051 0.032 0.015 -0.037 0.032 74.200 0.195 3.087 
-0.005 -0.044 -0.049 0.029 0.017 -0.042 0.032 75.000 0.193 3.048 
-0.000 -0.037 -0.044 0.022 0.020 -0.037 0.027 75.600 0.195 3.013 
-0.002 -0.024 -0.032 0.020 0.010 -0.022 0.024 76.000 0.198 2.979 
-0.017 -0.029 -0.024 0.029 -0.002 -0.020 0.032 76.000 0.200 2.945 
-0.015 -0.034 -0.032 0.032 0.002 -0.027 0.034 75.800 0.203 2.911 
-0.017 -0.044 -0.042 0.039 0.005 -0.034 0.037 75.400 0.203 2.882 
-0.015 -0.049 -0.049 0.039 0.010 -0.042 0.032 74.600 0.203 2.852 
-0.020 -0.061 -0.056 0.049 0.012 -0.051 0.029 73.800 0.200 2.823 
-0.007 -0.056 -0.061 0.039 0.022 -0.051 0.044 73.000 0.198 2.794 
-0.024 -0.061 -0.044 0.046 0.007 -0.049 0.061 72.200 0.198 2.769 
-0.037 -0.081 -0.046 0.061 0.005 -0.061 0.088 71.400 0.198 2.745 
-0.042 -0.061 -0.029 0.056 -0.010 -0.039 0.107 71.000 0.198 2.720 
-0.027 0.024 0.046 0.005 -0.039 0.039 0.085 70.800 0.198 2.696 
0.046 0.193 0.142 -0.117 -0.049 0.171 -0.017 71.000 0.198 2.676 
0.151 0.393 0.237 -0.269 -0.044 0.317 -0.154 71.200 0.198 2.657 
0.286 0.650 0.366 -0.469 -0.039 0.508 -0.391 71.800 0.198 2.637 
0.405 0.911 0.503 -0.657 -0.049 0.708 -0.657 72.400 0.198 2.618 
0.454 1.004 0.542 -0.725 -0.046 0.777 -0.811 73.000 0.198 2.598 
0.427 0.784 0.349 -0.601 0.037 0.571 -0.759 73.800 0.195 2.579 
0.203 0.313 0.105 -0.254 0.046 0.212 -0.484 74.400 0.195 2.559 
0.063 -0.076 -0.144 0.010 0.103 -0.107 -0.230 75.000 0.193 2.540 
0.005 -0.164 -0.178 0.085 0.088 -0.166 -0.125 75.400 0.193 2.520 
-0.027 -0.195 -0.176 0.115 0.071 -0.181 -0.071 75.400 0.190 2.501 
-0.051 -0.171 -0.134 0.120 0.034 -0.144 -0.046 75.600 0.190 2.481 
-0.029 -0.090 -0.066 0.063 0.017 -0.076 -0.037 75.400 0.188 2.462 
-0.007 -0.022 -0.017 0.017 0.005 -0.017 -0.012 75.000 0.188 2.413 
0.007 -0.005 -0.022 0.005 0.010 -0.007 -0.002 74.800 0.188 2.364 
0.020 -0.002 -0.032 -0.002 0.022 -0.012 0.007 74.200 0.186 2.315 
0.002 -0.010 -0.020 0.007 0.007 -0.010 0.005 73.800 0.183 2.266 
0.007 0.007 -0.010 -0.002 0.005 0.005 0.002 73.200 0.186 2.242 
0.007 0.010 -0.010 -0.002 0.002 0.007 0.017 72.800 0.186 2.217 
-0.002 -0.010 -0.020 0.012 0.002 -0.007 0.029 72.400 0.186 2.193 
-0.007 -0.044 -0.042 0.029 0.015 -0.039 0.034 72.000 0.188 2.168 
-0.007 -0.044 -0.049 0.032 0.015 -0.039 0.037 71.600 0.188 2.139 
0.002 -0.042 -0.051 0.024 0.024 -0.042 0.034 71.200 0.188 2.110 
-0.007 -0.024 -0.029 0.022 0.005 -0.020 0.042 71.000 0.186 2.081 
-0.005 -0.015 -0.010 0.010 0.002 -0.012 0.034 70.600 0.183 2.051 
-0.020 -0.017 -0.007 0.024 -0.010 -0.007 0.027 70.400 0.183 2.027 
-0.012 -0.015 -0.007 0.017 -0.005 -0.007 0.042 70.200 0.183 2.002 
-0.005 -0.010 -0.012 0.012 -0.000 -0.007 0.037 69.800 0.183 1.978 
-0.007 -0.000 -0.002 0.010 -0.007 0.005 0.032 69.400 0.183 1.954 
-0.010 0.010 0.007 0.007 -0.015 0.015 0.034 68.800 0.181 1.929 
-0.012 0.002 0.005 0.010 -0.012 0.010 0.032 68.400 0.176 1.905 
-0.002 0.002 -0.002 0.005 -0.002 0.005 0.027 67.800 0.173 1.880 
-0.015 -0.005 0.002 0.015 -0.012 0.002 0.022 67.000 0.168 1.856 
-0.007 0.012 0.007 0.005 -0.012 0.017 0.032 66.400 0.168 1.836 
-0.007 0.015 0.015 -0.000 -0.015 0.020 0.032 65.800 0.168 1.817 
-0.002 0.012 0.007 -0.000 -0.007 0.015 0.017 65.200 0.168 1.797 
-0.005 0.017 0.015 -0.002 -0.012 0.020 0.015 64.800 0.168 1.778 
-0.005 0.020 0.020 -0.005 -0.015 0.022 0.015 64.400 0.168 1.758 
-0.007 0.024 0.027 -0.005 -0.020 0.029 0.007 64.000 0.168 1.739 
-0.005 0.034 0.037 -0.012 -0.022 0.037 0.002 64.000 0.168 1.719 
-0.015 0.022 0.029 -0.000 -0.024 0.029 0.002 64.000 0.166 1.700 
-0.005 0.020 0.012 -0.000 -0.015 0.022 0.007 64.200 0.164 1.680 
-0.015 0.020 0.022 0.005 -0.024 0.027 0.015 64.600 0.164 1.661 
-0.010 0.024 0.027 -0.002 -0.022 0.029 0.017 65.000 0.161 1.641 
-0.012 0.022 0.029 -0.002 -0.022 0.029 0.020 65.800 0.159 1.621 
-0.012 0.037 0.037 -0.005 -0.029 0.044 0.010 66.800 0.156 1.602 
-0.005 0.049 0.049 -0.020 -0.029 0.051 -0.000 68.000 0.154 1.582 
-0.000 0.061 0.056 -0.027 -0.029 0.061 -0.007 69.400 0.149 1.563 
-0.007 0.056 0.061 -0.022 -0.034 0.061 -0.002 71.000 0.147 1.543 
-0.007 0.068 0.073 -0.029 -0.042 0.073 -0.010 72.800 0.147 1.524 
-0.000 0.081 0.081 -0.039 -0.039 0.081 -0.015 75.000 0.144 1.504 
0.005 0.076 0.071 -0.039 -0.032 0.073 -0.010 77.400 0.144 1.485 
0.017 0.081 0.061 -0.046 -0.022 0.073 -0.007 80.000 0.142 1.465 
0.012 0.076 0.059 -0.042 -0.024 0.071 -0.020 82.800 0.139 1.446 
0.012 0.068 0.054 -0.039 -0.022 0.063 -0.022 85.800 0.139 1.426 
0.017 0.061 0.034 -0.034 -0.012 0.054 -0.012 89.000 0.139 1.407 
0.015 0.063 0.042 -0.034 -0.017 0.056 -0.022 92.200 0.137 1.387 
0.015 0.085 0.059 -0.044 -0.027 0.078 -0.032 95.600 0.134 1.368 
0.002 0.078 0.061 -0.032 -0.037 0.078 -0.042 99.200 0.132 1.348 
0.005 0.088 0.073 -0.042 -0.039 0.085 -0.044 102.600 0.129 1.328 
0.022 0.115 0.093 -0.068 -0.034 0.105 -0.054 106.200 0.127 1.309 
0.054 0.129 0.073 -0.090 -0.010 0.103 -0.059 109.600 0.127 1.299 
0.029 0.154 0.115 -0.085 -0.046 0.139 -0.044 113.000 0.127 1.289 
0.037 0.159 0.117 -0.095 -0.042 0.142 -0.039 116.200 0.127 1.280 
0.027 0.142 0.115 -0.083 -0.044 0.129 -0.049 119.400 0.127 1.270 
0.012 0.149 0.132 -0.078 -0.061 0.144 -0.061 122.200 0.125 1.255 
0.007 0.147 0.134 -0.073 -0.066 0.144 -0.059 125.000 0.122 1.241 
-0.000 0.132 0.127 -0.063 -0.066 0.132 -0.046 127.600 0.120 1.226 
0.015 0.127 0.105 -0.066 -0.049 0.120 -0.051 130.000 0.117 1.211 
0.027 0.122 0.095 -0.073 -0.034 0.110 -0.054 132.200 0.117 1.192 
0.015 0.142 0.125 -0.076 -0.056 0.134 -0.049 134.000 0.117 1.172 
0.010 0.147 0.127 -0.073 -0.063 0.142 -0.054 135.800 0.115 1.153 
0.017 0.132 0.112 -0.073 -0.049 0.125 -0.066 137.200 0.112 1.133 
0.034 0.142 0.103 -0.085 -0.037 0.125 -0.051 138.600 0.112 1.109 
0.032 0.129 0.100 -0.081 -0.032 0.115 -0.059 139.800 0.110 1.084 
0.032 0.139 0.103 -0.083 -0.037 0.125 -0.056 140.600 0.110 1.060 
0.020 0.132 0.105 -0.071 -0.046 0.122 -0.066 141.400 0.107 1.035 
0.012 0.120 0.105 -0.063 -0.046 0.115 -0.049 142.000 0.107 1.011 
0.022 0.115 0.088 -0.066 -0.034 0.105 -0.054 142.400 0.107 0.987 
0.022 0.103 0.083 -0.063 -0.029 0.093 -0.049 142.800 0.107 0.962 
0.032 0.117 0.085 -0.073 -0.027 0.103 -0.042 143.000 0.107 0.938 
0.020 0.117 0.093 -0.066 -0.039 0.107 -0.037 143.200 0.105 0.918 
0.015 0.095 0.078 -0.054 -0.032 0.088 -0.046 143.400 0.103 0.899 
-0.005 0.081 0.081 -0.034 -0.044 0.083 -0.022 143.400 0.103 0.879 
0.005 0.081 0.068 -0.039 -0.034 0.078 -0.022 143.600 0.098 0.860 
-0.000 0.063 0.054 -0.027 -0.032 0.063 -0.017 143.800 0.098 0.864 
-0.010 0.037 0.039 -0.010 -0.027 0.042 -0.007 144.200 0.098 0.869 
0.012 0.032 0.010 -0.017 -0.002 0.027 -0.012 144.400 0.098 0.874 
-0.010 0.007 0.005 0.007 -0.012 0.012 0.002 144.800 0.098 0.879 
-0.015 0.005 0.007 0.012 -0.017 0.012 0.007 145.200 0.098 0.918 
-0.002 -0.002 -0.010 0.007 -0.000 -0.000 0.005 145.600 0.098 0.957 
-0.007 0.002 0.002 0.007 -0.007 0.007 0.005 146.000 0.098 0.996 
-0.015 -0.000 0.010 0.010 -0.015 0.007 0.010 146.400 0.095 1.035 
-0.012 0.002 0.002 0.012 -0.012 0.010 0.005 147.000 0.098 1.118 
-0.012 -0.017 -0.015 0.020 -0.002 -0.010 0.007 147.400 0.098 1.201 
0.007 -0.000 -0.017 0.002 0.007 -0.002 0.010 147.600 0.100 1.284 
-0.022 0.005 0.017 0.015 -0.024 0.017 0.015 147.800 0.103 1.368 
-0.020 -0.000 0.010 0.015 -0.020 0.010 0.012 147.600 0.107 1.480 
-0.020 -0.000 0.012 0.015 -0.020 0.010 0.017 147.400 0.110 1.592 
-0.015 -0.007 0.002 0.015 -0.010 -0.000 0.017 147.000 0.115 1.705 
-0.012 -0.005 -0.002 0.015 -0.010 0.002 0.022 146.200 0.117 1.817 
-0.024 0.005 0.020 0.015 -0.027 0.017 0.017 145.600 0.122 1.949 
-0.012 -0.000 -0.000 0.012 -0.012 0.007 0.010 144.800 0.129 2.081 
-0.020 -0.017 -0.007 0.024 -0.010 -0.007 0.034 143.800 0.134 2.212 
-0.015 -0.039 -0.029 0.029 0.005 -0.032 0.029 142.800 0.142 2.344 
-0.020 -0.034 -0.022 0.032 -0.002 -0.024 0.024 141.600 0.147 2.476 
-0.017 -0.015 -0.015 0.024 -0.010 -0.005 0.029 140.200 0.154 2.608 
-0.020 -0.024 -0.015 0.027 -0.007 -0.015 0.022 138.800 0.161 2.740 
-0.020 -0.012 -0.005 0.022 -0.012 -0.002 0.037 137.000 0.168 2.872 
-0.024 -0.010 0.002 0.024 -0.020 0.002 0.034 135.000 0.176 3.053 
-0.027 0.015 0.032 0.012 -0.034 0.029 0.029 133.000 0.181 3.233 
-0.029 0.017 0.037 0.012 -0.037 0.032 0.022 130.600 0.186 3.414 
-0.024 0.020 0.039 0.005 -0.034 0.032 0.032 128.400 0.193 3.595 
-0.024 -0.000 0.017 0.017 -0.024 0.012 0.017 126.000 0.198 3.643 
-0.012 0.005 0.005 0.010 -0.015 0.012 0.002 123.400 0.205 3.692 
-0.020 -0.002 0.010 0.015 -0.017 0.007 0.007 121.000 0.210 3.741 
-0.005 -0.007 -0.007 0.010 -0.000 -0.005 0.010 118.400 0.217 3.790 
-0.007 0.015 0.015 -0.000 -0.015 0.020 0.002 116.000 0.217 3.814 
-0.012 0.024 0.027 -0.000 -0.024 0.032 0.007 113.400 0.220 3.839 
-0.007 0.027 0.024 -0.005 -0.020 0.032 0.002 111.000 0.220 3.863 
-0.010 0.032 0.034 -0.007 -0.024 0.037 -0.007 108.600 0.222 3.888 
-0.017 0.032 0.037 -0.000 -0.032 0.042 -0.002 106.400 0.222 3.907 
-0.022 0.024 0.034 0.005 -0.034 0.037 0.007 104.400 0.222 3.927 
-0.020 0.024 0.037 0.002 -0.032 0.034 0.005 102.600 0.222 3.946 
-0.015 0.037 0.042 -0.005 -0.032 0.044 -0.002 101.200 0.222 3.966 
-0.005 0.032 0.022 -0.005 -0.020 0.034 -0.005 100.000 0.222 3.985 
-0.002 0.015 0.010 -0.002 -0.010 0.017 0.005 99.200 0.220 4.005 
-0.024 -0.002 0.017 0.017 -0.022 0.010 0.005 98.400 0.220 4.024 
-0.007 0.007 0.007 0.005 -0.010 0.012 -0.005 98.000 0.217 4.044 
0.027 0.010 -0.024 -0.015 0.022 -0.002 -0.027 97.800 0.215 4.063 
0.073 0.029 -0.056 -0.044 0.059 -0.007 -0.051 97.600 0.212 4.083 
0.017 0.034 0.005 -0.020 -0.000 0.027 -0.039 97.600 0.210 4.103 
0.029 0.034 -0.007 -0.024 0.012 0.020 -0.044 97.400 0.208 4.122 
0.002 0.027 0.020 -0.012 -0.010 0.027 -0.022 97.400 0.208 4.142 
-0.015 0.039 0.049 -0.010 -0.034 0.046 -0.020 97.200 0.205 4.161 
-0.020 0.049 0.061 -0.010 -0.044 0.059 -0.020 97.200 0.205 4.181 
-0.037 0.056 0.090 -0.007 -0.063 0.076 -0.029 97.000 0.203 4.200 
-0.029 0.066 0.088 -0.015 -0.061 0.081 -0.024 96.600 0.203 4.210 
-0.027 0.061 0.081 -0.012 -0.056 0.076 -0.027 96.400 0.203 4.220 
-0.034 0.054 0.083 -0.007 -0.061 0.071 -0.044 96.000 0.203 4.230 
-0.017 0.076 0.085 -0.024 -0.054 0.085 -0.034 95.400 0.203 4.239 
-0.002 0.081 0.083 -0.039 -0.042 0.083 -0.046 95.000 0.200 4.234 
-0.012 0.083 0.085 -0.029 -0.054 0.090 -0.032 94.400 0.198 4.230 
0.005 0.085 0.076 -0.042 -0.037 0.083 -0.044 93.800 0.195 4.225 
0.007 0.100 0.088 -0.051 -0.042 0.098 -0.059 93.400 0.193 4.220 
0.029 0.115 0.083 -0.071 -0.027 0.100 -0.068 93.000 0.195 4.195 
0.039 0.144 0.098 -0.088 -0.032 0.125 -0.073 92.600 0.198 4.171 
0.042 0.129 0.085 -0.083 -0.022 0.110 -0.076 92.400 0.200 4.147 
0.029 0.115 0.078 -0.068 -0.027 0.100 -0.061 92.200 0.203 4.122 
0.024 0.110 0.081 -0.063 -0.029 0.098 -0.056 92.000 0.203 4.083 
0.020 0.122 0.100 -0.068 -0.042 0.112 -0.056 92.000 0.205 4.044 
0.015 0.110 0.090 -0.059 -0.039 0.103 -0.056 92.000 0.205 4.005 
0.024 0.088 0.059 -0.054 -0.020 0.076 -0.059 92.000 0.208 3.966 
0.012 0.068 0.046 -0.034 -0.022 0.063 -0.037 91.800 0.208 3.912 
0.017 0.063 0.044 -0.039 -0.015 0.056 -0.024 91.800 0.208 3.858 
0.007 0.029 0.020 -0.017 -0.007 0.027 -0.002 91.800 0.210 3.805 
-0.017 0.012 0.022 0.007 -0.022 0.022 0.007 91.800 0.212 3.751 
-0.037 0.012 0.044 0.015 -0.042 0.032 0.017 91.800 0.215 3.697 
-0.027 0.007 0.027 0.015 -0.029 0.022 0.024 91.800 0.217 3.643 
-0.017 0.010 0.017 0.010 -0.022 0.020 0.027 91.800 0.220 3.590 
-0.010 -0.000 -0.000 0.010 -0.010 0.005 0.027 91.800 0.222 3.536 
-0.010 0.017 0.015 0.002 -0.017 0.022 0.015 91.800 0.222 3.482 
-0.027 0.017 0.034 0.010 -0.034 0.032 0.020 92.000 0.222 3.429 
-0.039 0.020 0.046 0.017 -0.049 0.039 0.027 92.000 0.225 3.375 
-0.046 -0.000 0.034 0.029 -0.046 0.024 0.029 92.000 0.227 3.321 
-0.037 -0.010 0.012 0.032 -0.032 0.010 0.029 92.000 0.230 3.272 
-0.046 -0.015 0.024 0.034 -0.039 0.010 0.051 92.000 0.234 3.223 
-0.039 -0.037 -0.005 0.042 -0.020 -0.017 0.046 92.000 0.237 3.175 
-0.046 -0.051 -0.017 0.056 -0.020 -0.027 0.039 92.000 0.242 3.126 
-0.044 -0.059 -0.029 0.059 -0.015 -0.037 0.046 92.000 0.244 3.092 
-0.037 -0.049 -0.024 0.049 -0.012 -0.029 0.034 92.000 0.247 3.057 
-0.032 -0.024 0.002 0.032 -0.020 -0.007 0.034 92.000 0.249 3.023 
-0.029 -0.017 -0.000 0.029 -0.020 -0.002 0.022 92.000 0.252 2.989 
-0.029 -0.024 -0.005 0.032 -0.017 -0.010 0.024 92.000 0.256 2.960 
-0.039 -0.032 0.002 0.039 -0.022 -0.012 0.046 92.000 0.259 2.930 
-0.039 -0.042 -0.010 0.044 -0.017 -0.022 0.051 92.000 0.264 2.901 
-0.046 -0.059 -0.022 0.059 -0.017 -0.034 0.071 92.000 0.269 2.872 
-0.056 -0.022 0.027 0.044 -0.044 0.007 0.078 92.000 0.271 2.852 
-0.032 0.076 0.105 -0.020 -0.068 0.093 0.056 92.000 0.274 2.833 
0.029 0.276 0.239 -0.149 -0.107 0.261 -0.046 92.000 0.276 2.813 
0.117 0.508 0.388 -0.310 -0.137 0.449 -0.183 92.000 0.278 2.794 
0.232 0.774 0.540 -0.501 -0.154 0.659 -0.405 92.000 0.278 2.774 
0.327 1.067 0.737 -0.696 -0.205 0.904 -0.654 92.000 0.281 2.755 
0.376 1.233 0.852 -0.801 -0.239 1.045 -0.833 92.000 0.281 2.735 
0.342 0.996 0.647 -0.664 -0.156 0.825 -0.772 92.200 0.283 2.716 
0.161 0.413 0.249 -0.286 -0.044 0.332 -0.459 92.200 0.286 2.691 
0.046 -0.049 -0.105 0.007 0.071 -0.071 -0.208 92.200 0.286 2.667 
-0.034 -0.181 -0.156 0.112 0.056 -0.164 -0.088 92.200 0.286 2.642 
-0.076 -0.208 -0.144 0.149 0.029 -0.168 -0.027 92.200 0.288 2.618 
-0.083 -0.144 -0.068 0.117 -0.010 -0.103 -0.022 92.200 0.286 2.598 
-0.056 -0.032 0.020 0.046 -0.039 -0.002 -0.046 92.200 0.283 2.579 
-0.024 0.051 0.068 -0.010 -0.049 0.063 -0.034 92.200 0.281 2.559 
-0.005 0.046 0.044 -0.017 -0.027 0.049 -0.020 92.200 0.278 2.540 
0.005 0.032 0.024 -0.017 -0.010 0.029 -0.007 92.200 0.276 2.515 
-0.015 0.007 0.012 0.010 -0.017 0.015 -0.002 92.200 0.271 2.491 
-0.024 0.005 0.024 0.012 -0.027 0.017 0.005 92.200 0.269 2.466 
-0.022 0.020 0.037 0.005 -0.032 0.032 -0.000 92.400 0.266 2.442 
-0.022 0.032 0.049 -0.002 -0.037 0.044 0.005 92.400 0.266 2.413 
-0.017 0.029 0.037 -0.000 -0.032 0.039 -0.005 92.400 0.266 2.383 
-0.020 0.024 0.037 0.002 -0.032 0.034 0.005 92.400 0.266 2.354 
-0.017 0.010 0.015 0.010 -0.022 0.020 0.007 92.400 0.266 2.325 
-0.022 0.010 0.024 0.010 -0.027 0.022 0.005 92.400 0.264 2.300 
-0.027 0.010 0.024 0.015 -0.032 0.024 0.002 92.400 0.261 2.276 
-0.029 0.012 0.029 0.015 -0.034 0.027 0.005 92.400 0.259 2.252 
-0.015 0.022 0.029 -0.000 -0.024 0.029 -0.000 92.400 0.254 2.227 
-0.020 0.020 0.032 0.005 -0.029 0.029 -0.000 92.400 0.256 2.173 
-0.029 0.020 0.042 0.010 -0.039 0.034 -0.000 92.400 0.256 2.120 
-0.029 0.034 0.059 -0.000 -0.046 0.049 -0.000 92.400 0.256 2.066 
-0.017 0.044 0.049 -0.007 -0.039 0.054 -0.005 92.400 0.259 2.012 
-0.005 0.032 0.027 -0.007 -0.020 0.034 0.002 92.400 0.261 1.993 
-0.005 0.020 0.017 -0.002 -0.015 0.022 -0.002 92.400 0.261 1.973 
0.002 0.034 0.027 -0.015 -0.015 0.034 0.002 92.400 0.264 1.954 
-0.007 0.042 0.046 -0.015 -0.027 0.046 -0.005 92.400 0.266 1.934 
-0.015 0.042 0.044 -0.007 -0.034 0.049 -0.002 92.200 0.271 1.915 
-0.002 0.046 0.039 -0.017 -0.024 0.049 -0.005 92.200 0.274 1.895 
